grid_index,y,x
873,48.8233236,2.36572
874,48.8233044,2.3685028
876,48.8233653,2.3709062
877,48.8227768,2.3731465
878,48.8233992,2.3750215
879,48.8229654,2.377822
941,48.8244362,2.3046846
942,48.823927,2.3069929
943,48.8236151,2.3084067
947,48.8239672,2.3162686
948,48.824282,2.318635
949,48.8241205,2.3202301
950,48.8238318,2.3224741
951,48.8242743,2.3234881
952,48.8239781,2.3257108
953,48.8240972,2.3277612
955,48.8237599,2.3320365
957,48.8242024,2.335902
959,48.824469,2.3383302
962,48.8240912,2.344545
964,48.824,2.3485412
965,48.8239185,2.3510499
966,48.8239612,2.3530592
967,48.8241395,2.354631
968,48.8241519,2.3554455
969,48.8244351,2.3578057
971,48.8236767,2.3618793
972,48.8243338,2.3636943
973,48.8243386,2.3656788
975,48.8241556,2.370388
977,48.8237952,2.3735279
978,48.82416,2.3755666
979,48.8240505,2.3770284
983,48.8243384,2.384691
984,48.8244564,2.3869718
1039,48.8250635,2.3018429
1040,48.8249336,2.3024339
1041,48.8247459,2.3047878
1044,48.8251041,2.3111791
1045,48.8246788,2.3135351
1047,48.8247471,2.3166614
1048,48.8248992,2.3184024
1049,48.8250815,2.3205109
1051,48.8248695,2.3237977
1052,48.8249168,2.3259469
1053,48.8244878,2.3283215
1054,48.8252176,2.329411
1055,48.8247479,2.3312637
1058,48.8253116,2.3375299
1059,48.8246312,2.3398894
1060,48.8246278,2.3415453
1061,48.8251937,2.3432735
1063,48.8249621,2.3466552
1065,48.8250483,2.3514797
1067,48.8248043,2.3553082
1068,48.8250544,2.3572077
1069,48.8251193,2.3575888
1070,48.8251537,2.3607198
1071,48.8249543,2.3624501
1073,48.8252822,2.3658721
1074,48.8244825,2.3678681
1075,48.8251513,2.3697652
1076,48.825144,2.3719097
1079,48.8250346,2.3781399
1083,48.8247558,2.3844502
1084,48.8245138,2.3871231
1085,48.8251136,2.3887981
1137,48.8261209,2.2970244
1138,48.8260122,2.2991151
1139,48.8254397,2.3004676
1140,48.8254424,2.3023173
1144,48.8258081,2.3111915
1145,48.8260188,2.3125631
1146,48.8257004,2.314041
1148,48.8255688,2.319029
1149,48.82617,2.3195894
1150,48.8259096,2.3223789
1151,48.8256882,2.3235866
1154,48.8255564,2.329897
1155,48.8259438,2.3316904
1156,48.8260922,2.3335732
1157,48.8260889,2.3345365
1160,48.8260728,2.3413669
1162,48.825648,2.3451066
1163,48.825757,2.3465869
1164,48.8257029,2.3483728
1165,48.8258123,2.3503781
1166,48.8259409,2.352744
1167,48.8256373,2.3538162
1168,48.826183,2.3572675
1169,48.8261615,2.3586162
1170,48.8261632,2.3599616
1171,48.8256122,2.3620083
1173,48.8254856,2.3667907
1174,48.8257117,2.3671954
1176,48.8255162,2.372078
1178,48.8256119,2.3747632
1180,48.8254514,2.3794109
1181,48.8257153,2.3819521
1182,48.8258876,2.3827192
1183,48.8259724,2.3850075
1184,48.8261524,2.3875514
1185,48.8258193,2.3878272
1235,48.8268419,2.2938764
1236,48.8266561,2.2956808
1237,48.8263766,2.2969389
1240,48.8264767,2.3033362
1241,48.8266986,2.3049003
1242,48.8268893,2.3066877
1243,48.8268529,2.3088476
1244,48.8264405,2.3107006
1245,48.8263443,2.3130444
1246,48.8266175,2.3142005
1247,48.8264006,2.3169692
1251,48.8267719,2.3243365
1252,48.8269198,2.3264964
1253,48.8268963,2.3283712
1254,48.8266216,2.3299741
1255,48.8262834,2.3318364
1256,48.8266448,2.3336751
1257,48.8264679,2.335043
1259,48.8269153,2.3386333
1260,48.8264816,2.3415842
1261,48.8263814,2.3421815
1263,48.8263822,2.3465548
1264,48.8269249,2.348167
1265,48.8265177,2.3501273
1266,48.8268031,2.353277
1267,48.8267827,2.3544077
1268,48.8267543,2.3570898
1270,48.826327,2.3598216
1271,48.8263456,2.3614982
1272,48.8266453,2.363724
1273,48.8270179,2.3664849
1276,48.8264908,2.3712504
1278,48.8268201,2.3754622
1279,48.8262393,2.3776007
1280,48.8267845,2.3790541
1281,48.8263086,2.3808937
1284,48.8264114,2.387009
1286,48.8265208,2.390552
1287,48.8268046,2.3924712
1334,48.8273784,2.2921344
1335,48.8275799,2.2928982
1338,48.8278574,2.2993062
1339,48.8275727,2.3011094
1341,48.8273803,2.3049842
1342,48.8272841,2.3067917
1344,48.8274151,2.3115793
1345,48.8277795,2.3120705
1346,48.8275428,2.3148219
1347,48.827132,2.3169177
1348,48.8274484,2.3176341
1349,48.8275884,2.3209904
1352,48.8278475,2.3266495
1353,48.8278404,2.3270254
1354,48.8278229,2.3295631
1355,48.8275414,2.3319596
1356,48.8270582,2.3338093
1357,48.8273727,2.3355134
1358,48.8272003,2.33671
1362,48.8278937,2.3456404
1363,48.8275657,2.3471028
1364,48.8273732,2.3487375
1365,48.8278201,2.3506517
1366,48.827561,2.3529293
1367,48.8275733,2.3542264
1368,48.8274318,2.3568841
1369,48.8272689,2.3590725
1371,48.8275781,2.362426
1372,48.8277737,2.3645499
1373,48.8275863,2.3661349
1374,48.8272904,2.3685052
1375,48.8273743,2.3691247
1376,48.8275103,2.37163
1377,48.827082,2.3742215
1379,48.8273392,2.3772875
1380,48.8276138,2.3796421
1381,48.8276399,2.3810826
1382,48.827369,2.3832728
1383,48.827529,2.3856054
1385,48.8274456,2.3892676
1386,48.8275604,2.3902923
1387,48.8275955,2.3929248
1388,48.8277066,2.394201
1423,48.827939,2.2710869
1424,48.827959,2.2723143
1436,48.8286999,2.2958218
1437,48.8284765,2.2966524
1439,48.8284779,2.3013615
1440,48.8284571,2.3032613
1442,48.8286544,2.3073827
1444,48.8284392,2.3108587
1446,48.8279964,2.3154935
1447,48.8285906,2.3163735
1450,48.8286055,2.3220611
1451,48.8282509,2.3239211
1452,48.8280469,2.3268106
