gamma,mean_viol_DLR,std_viol_DLR,mean_viol_DLR2obf,std_viol_DLR2obf,mean_relerr_DLR,std_relerr_DLR,mean_relerr_DLR2obf,std_relerr_DLR2obf,mean_abs_error_DLR,std_abs_error_DLR,mean_abs_error_DLR2obf,std_abs_error_DLR2obf
0,0.3495,0.0425212365243011,0.27,0.058949130612758,0.208393118511135,0.0156816521490538,0.11489622425521,0.0484774628193139,1.46276393044731,0.178340003590276,0.643393452667346,0.277802447391902
0.1,0.3185,0.0393029543701516,0.05475,0.0335296303455781,0.210997427628304,0.0150977135799902,0.120882844609375,0.0489111115480554,1.49062970632257,0.176511759331501,0.717358109296545,0.280225448851066
0.25,0.284,0.039496835316263,0.008,0.0118907059878246,0.215765719119405,0.0142145615208106,0.130991642918912,0.0493473712438466,1.54242001162049,0.172970353900008,0.86019748121964,0.280749882043054
0.5,0.2415,0.0358275189081118,0.001,0.00241522945769824,0.225834766638451,0.0128339813056599,0.150039156497399,0.0498953987130424,1.64900763939066,0.166078341197843,1.10843784506637,0.280208589946975
1,0.174,0.0313404247294484,0,0,0.252661662046,0.0112085157313517,0.19300722007,0.0514745060060918,1.9185752464315,0.153656996256345,1.60684835599958,0.278591706288404
2,0.093,0.0227547308878347,0,0,0.324403493041292,0.0149977967307762,0.28670383778135,0.0576476375774019,2.60720554382852,0.131308510281744,2.58923874643123,0.27008762476329
3,0.0505,0.0134267560407486,0,0,0.408421408044993,0.0231396352499827,0.381043539124907,0.0654911039593714,3.39879730418698,0.113801695531808,3.52164561516219,0.26720526581302
4,0.0185,0.0100138792571999,0,0,0.495877306776092,0.0303793316041425,0.472658971869544,0.0733272855361285,4.22969447013946,0.119586488221274,4.39551257212558,0.284493432014189
5,0.009,0.00516397779494322,0,0,0.580520327113307,0.0346834173773075,0.560479337022741,0.0800903948168258,5.02055048514235,0.160313124053804,5.21405375662705,0.354614034565162
