user_id,gamma,max_over_DLR,max_over_DLR2obf,viol_DLR,viol_DLR2obf,relerr_DLR,relerr_DLR2obf,abs_error_DLR,abs_error_DLR2obf
1,0,7.85893053732739,0.157955441984644,0.32,0.2575,0.228648999303064,0.173016860889787,1.72391578465327,0.660753234227253
1,0.1,7.85893053732739,0.157955441984644,0.305,0.02,0.231620651206673,0.1790679837004,1.75682842477997,0.745755532241237
1,0.25,7.85893053732739,0.157955441984644,0.28,0,0.23680057964537,0.18930400941386,1.8114324224471,0.894849210361674
1,0.5,7.85893053732739,0.157955441984644,0.265,0,0.24722018477365,0.208934254288527,1.9140049232149,1.14484921036167
1,1,7.85893053732739,0.157955441984644,0.215,0,0.273773441080248,0.254473872933924,2.14803731441876,1.63430998892401
1,2,7.85893053732739,0.157955441984644,0.135,0,0.342753697527709,0.357254665460272,2.73678534369545,2.57404484190483
1,3,7.85893053732739,0.157955441984644,0.045,0,0.422437815611733,0.464084978572509,3.50175447121397,3.46252083649591
1,4,7.85893053732739,0.157955441984644,0.01,0,0.503894538031206,0.571263998639723,4.29380214330034,4.31245531946461
1,5,7.85893053732739,0.157955441984644,0.005,0,0.579809655095303,0.672951003823924,4.98088280382434,5.08833160676775
2,0,4.39109071408805,0.173303105005529,0.37,0.235,0.239938692138769,0.210168326644623,1.86245696765107,0.84893655446316
2,0.1,4.39109071408805,0.173303105005529,0.365,0.015,0.24306986975286,0.217945091847007,1.8844006918756,0.93382642669589
2,0.25,4.39109071408805,0.173303105005529,0.34,0,0.248465627209829,0.230602680948107,1.92087009252198,1.07973069770576
2,0.5,4.39109071408805,0.173303105005529,0.315,0,0.259188193376762,0.253735606168532,1.99526664901831,1.31684839314659
2,1,4.39109071408805,0.173303105005529,0.245,0,0.286184385026609,0.304498266488435,2.19224742391627,1.76522877652381
2,2,4.39109071408805,0.173303105005529,0.135,0,0.355939018185502,0.408980622624934,2.78477031254902,2.53306185184392
2,3,4.39109071408805,0.173303105005529,0.035,0,0.437856440842838,0.512190817071346,3.55444942778985,3.21147790407907
2,4,4.39109071408805,0.173303105005529,0.01,0,0.521468581977696,0.611541093951482,4.37786443509254,3.82744531851863
2,5,4.39109071408805,0.173303105005529,0,0,0.596209854864659,0.691897728230856,5.06953695056893,4.30903957749903
3,0,5.8787241786283,0.12591195636507,0.415,0.24,0.242619936729455,0.139302671732312,1.78582398578323,0.579520001487215
3,0.1,5.8787241786283,0.12591195636507,0.395,0.005,0.245945853173272,0.145298645075054,1.79989177685128,0.670855141942875
3,0.25,5.8787241786283,0.12591195636507,0.355,0,0.251698363158814,0.155521562002543,1.83043875407467,0.820601262544593
3,0.5,5.8787241786283,0.12591195636507,0.32,0,0.263168002946321,0.175177724676333,1.89915758125635,1.07060126254459
3,1,5.8787241786283,0.12591195636507,0.25,0,0.292097859645928,0.220670893476,2.09385008232985,1.56476403353877
3,2,5.8787241786283,0.12591195636507,0.09,0,0.366689346117617,0.317779492150834,2.70552429444051,2.45989808113878
3,3,5.8787241786283,0.12591195636507,0.04,0,0.454017192634407,0.418450098487923,3.54201648048107,3.30989808113878
3,4,5.8787241786283,0.12591195636507,0.005,0,0.543212345108082,0.518186225131795,4.37339868787122,4.12042163419888
3,5,5.8787241786283,0.12591195636507,0.005,0,0.622738289465729,0.600124130493952,5.0649002967826,4.74890571157868
4,0,6.38412845142411,0.124806275936858,0.48,0.1375,0.26510330978967,0.114614320658761,1.70460253942901,0.664749216765768
4,0.1,6.38412845142411,0.124806275936858,0.46,0.005,0.267789236026628,0.119341708646015,1.70518828290768,0.756117904735937
4,0.25,6.38412845142411,0.124806275936858,0.42,0,0.272637836269163,0.127260358094219,1.71682516574886,0.905948576522884
4,0.5,6.38412845142411,0.124806275936858,0.38,0,0.28277349079704,0.142243223990197,1.75314155912742,1.15594857652288
4,1,6.38412845142411,0.124806275936858,0.245,0,0.309763230621916,0.17676692617345,1.92921118195096,1.65594857652288
4,2,6.38412845142411,0.124806275936858,0.095,0,0.383238922965719,0.254997110697483,2.55191479173668,2.65594857652288
4,3,6.38412845142411,0.124806275936858,0.025,0,0.472071264393793,0.337566899277724,3.37931877136774,3.64441678646756
4,4,6.38412845142411,0.124806275936858,0.005,0,0.56374459244395,0.416716581461654,4.2007928982159,4.54682391106724
4,5,6.38412845142411,0.124806275936858,0.005,0,0.644515107132072,0.493971044454135,4.84078638353035,5.39945627485515
5,0,4.38759280831136,0.158395413471989,0.39,0.1,0.223671280552295,0.204295634955691,1.64082123399056,1.61853531571602
5,0.1,4.38759280831136,0.158395413471989,0.35,0.01,0.227147809339062,0.212056792424145,1.66296335194882,1.71224536337277
5,0.25,4.38759280831136,0.158395413471989,0.31,0,0.233150854460678,0.224006953546186,1.70628151430193,1.86107075702008
5,0.5,4.38759280831136,0.158395413471989,0.265,0,0.245079615438452,0.244545343553727,1.80136515741507,2.1065954054495
5,1,4.38759280831136,0.158395413471989,0.18,0,0.274947386178724,0.286747631837839,2.0523146826913,2.57109293253898
5,2,4.38759280831136,0.158395413471989,0.1,0,0.35087099191787,0.373930418722299,2.71570203476924,3.47112266419946
5,3,4.38759280831136,0.158395413471989,0.035,0,0.435970539877323,0.462114955183075,3.47181357567116,4.34571426516101
5,4,4.38759280831136,0.158395413471989,0.015,0,0.51829063170539,0.537106290043643,4.20350020248058,5.0321302311927
5,5,4.38759280831136,0.158395413471989,0,0,0.598044606600229,0.599032460134529,4.90087046469412,5.54858323052906
6,0,4.60179649712037,0.179704962506763,0.39,0.34,0.268894689857457,0.251273013032156,2.17135429215023,0.97166267140335
6,0.1,4.60179649712037,0.179704962506763,0.375,0.03,0.271521906179372,0.25915000394651,2.19037405462734,1.0478281474734
6,0.25,4.60179649712037,0.179704962506763,0.36,0,0.27607281318301,0.271931710937696,2.22305109487242,1.19554610711662
6,0.5,4.60179649712037,0.179704962506763,0.33,0,0.285194543707134,0.29543137833696,2.29052585078439,1.44554610711662
6,1,4.60179649712037,0.179704962506763,0.275,0,0.308543422928263,0.348133212765195,2.45844776833364,1.93672580408779
6,2,4.60179649712037,0.179704962506763,0.195,0,0.370701906674058,0.454940543312185,2.93883127321767,2.73850312907112
6,3,4.60179649712037,0.179704962506763,0.08,0,0.445961652644924,0.552127972523252,3.61910321817813,3.33269591823314
6,4,4.60179649712037,0.179704962506763,0.02,0,0.527787213364754,0.645070936114247,4.43946200801613,3.85209260181187
6,5,4.60179649712037,0.179704962506763,0,0,0.609061610763184,0.731250528868902,5.26927098030768,4.29543672521057
7,0,6.08240663801173,0.037860194848246,0.38,0.09,0.253922303553836,0.178798065492333,2.4039405661106,1.79387813154388
7,0.1,6.08240663801173,0.037860194848246,0.375,0,0.256629631798478,0.184424514929165,2.42393084407183,1.89110744664833
7,0.25,6.08240663801173,0.037860194848246,0.365,0,0.261180555142663,0.193089035821251,2.45571569740071,2.0399161539041
7,0.5,6.08240663801173,0.037860194848246,0.34,0,0.26999614511665,0.207960428356978,2.51407211061392,2.279034852347
7,1,6.08240663801173,0.037860194848246,0.29,0,0.291710232793312,0.238650141342449,2.67243408989174,2.73190772547005
7,2,6.08240663801173,0.037860194848246,0.185,0,0.347585127992294,0.302509115663515,3.15015046996474,3.61668392682271
7,3,6.08240663801173,0.037860194848246,0.11,0,0.4142170929621,0.365826148795097,3.82943977952538,4.42669198826725
7,4,6.08240663801173,0.037860194848246,0.03,0,0.486513682298028,0.429869912306247,4.63025688504563,5.22669198826725
7,5,6.08240663801173,0.037860194848246,0.005,0,0.560101051014715,0.494205946518019,5.47986285244423,6.02104135232162
8,0,6.28778924292133,0.187375261011698,0.53,0.355,0.251330029213216,0.21029096963896,1.74110426439783,0.757210421330016
8,0.1,6.28778924292133,0.187375261011698,0.48,0.02,0.254396835712181,0.217399813310732,1.73397421266715,0.831787679424773
8,0.25,6.28778924292133,0.187375261011698,0.42,0,0.259791097448099,0.229246596536758,1.74018762148009,0.980127466552792
8,0.5,6.28778924292133,0.187375261011698,0.35,0,0.270752212373317,0.251637679101518,1.78686713391269,1.23012746655279
8,1,6.28778924292133,0.187375261011698,0.245,0,0.299014379715957,0.302798521794011,1.97356217789892,1.7165614630565
8,2,6.28778924292133,0.187375261011698,0.07,0,0.373502158459753,0.404423556622981,2.59383490575755,2.46779935392182
8,3,6.28778924292133,0.187375261011698,0.015,0,0.460639104717757,0.507496643370395,3.43147260151603,3.14340756186614
8,4,6.28778924292133,0.187375261011698,0.005,0,0.548192135367625,0.601672805995432,4.21808695876194,3.70163305626894
8,5,6.28778924292133,0.187375261011698,0.005,0,0.62866494964147,0.69701754445445,4.8866823325981,4.24798620893593
9,0,6.16608566319312,0.121750454969318,0.325,0.085,0.2481293008175,0.115296873447623,1.97497083886911,0.932692354717643
9,0.1,6.16608566319312,0.121750454969318,0.31,0.01,0.251077215643026,0.122021436596916,2.00757212108805,1.02663634680776
9,0.25,6.16608566319312,0.121750454969318,0.3,0,0.256123411637946,0.132625467491804,2.05823331918008,1.17629103637557
9,0.5,6.16608566319312,0.121750454969318,0.285,0,0.266089474637631,0.151257957325431,2.14928556276201,1.42217625448028
9,1,6.16608566319312,0.121750454969318,0.245,0,0.291088448650302,0.190465816699983,2.35961531691961,1.897708279989
9,2,6.16608566319312,0.121750454969318,0.155,0,0.355546017910407,0.27333398485674,2.89142806040929,2.847708279989
9,3,6.16608566319312,0.121750454969318,0.065,0,0.429824590845142,0.35626468803022,3.59821905604754,3.75619781753023
9,4,6.16608566319312,0.121750454969318,0.025,0,0.509610115357896,0.439948260460411,4.39877192400604,4.65619781753022
9,5,6.16608566319312,0.121750454969318,0.005,0,0.58906870893255,0.522773060381423,5.17725175796563,5.53575354106649
10,0,6.58737479263343,0.142287964433265,0.405,0.2825,0.249964201357554,0.234953786594983,1.96850339898724,0.921406248032702
10,0.1,6.58737479263343,0.142287964433265,0.395,0.0175,0.252897542023755,0.243192801432902,1.98443105006727,1.00513570317263
10,0.25,6.58737479263343,0.142287964433265,0.385,0,0.257965151524676,0.256470841889105,2.01038442433041,1.14828750165689
10,0.5,6.58737479263343,0.142287964433265,0.345,0,0.268074843343416,0.280059645205216,2.06107522754896,1.36348502720147
10,1,6.58737479263343,0.142287964433265,0.245,0,0.293705431467225,0.332055705418493,2.24690623352647,1.78848502720147
10,2,6.58737479263343,0.142287964433265,0.115,0,0.360677565953644,0.447480034516401,2.81467697137972,2.63848502720147
10,3,6.58737479263343,0.142287964433265,0.055,0,0.439643722583393,0.563911197167459,3.60271431602464,3.42349022557601
10,4,6.58737479263343,0.142287964433265,0.035,0,0.522980514876566,0.658676269164481,4.40383791585031,3.97216647770237
10,5,6.58737479263343,0.142287964433265,0.005,0,0.6034466081484,0.743068082523357,5.15088755301182,4.40923250889818
