user_id,gamma,max_over_DLR,max_over_DLR2obf,viol_DLR,viol_DLR2obf,relerr_DLR,relerr_DLR2obf,abs_error_DLR,abs_error_DLR2obf
1,0,4.24048036389834,0.142520718911613,0.38,0.0475,0.204601980984384,0.226961136264354,1.1769014686689,3.49002123386511
1,0.1,4.24048036389834,0.142520718911613,0.33,0.01,0.207863352960517,0.232419471420226,1.20165459571923,3.58521616447033
1,0.25,4.24048036389834,0.142520718911613,0.275,0,0.213752866554641,0.240651195830096,1.25274067692249,3.73474750801888
1,0.5,4.24048036389834,0.142520718911613,0.225,0,0.225985926728723,0.254475925503596,1.36267587121548,3.98474750801888
1,1,4.24048036389834,0.142520718911613,0.135,0,0.257824111080473,0.282449019630746,1.65915081990487,4.48464505253813
1,2,4.24048036389834,0.142520718911613,0.045,0,0.33832697323831,0.338836096474318,2.42029158091769,5.45702774133665
1,3,4.24048036389834,0.142520718911613,0.015,0,0.426078752662095,0.395445504433282,3.19140111012497,6.40702774133665
1,4,4.24048036389834,0.142520718911613,0.005,0,0.511239723838963,0.452419533354204,3.88702907858263,7.35702774133665
1,5,4.24048036389834,0.142520718911613,0,0,0.59352828069343,0.509635911044131,4.52800601521273,8.30702774133665
2,0,4.36565150647078,0.179085024985034,0.335,0.2975,0.231861872369843,0.11524929351554,1.51224301450969,0.490228859084484
2,0.1,4.36565150647078,0.179085024985034,0.305,0.025,0.234931351452392,0.120589378935612,1.54231907276775,0.569964431933091
2,0.25,4.36565150647078,0.179085024985034,0.29,0,0.240387002714384,0.129947365244659,1.59672406492105,0.718502706633598
2,0.5,4.36565150647078,0.179085024985034,0.26,0,0.251578492793734,0.148351970903116,1.70145755998273,0.968502706633598
2,1,4.36565150647078,0.179085024985034,0.21,0,0.280611694700536,0.191706018483749,1.94549635732024,1.46611503240444
2,2,4.36565150647078,0.179085024985034,0.1,0,0.35693615465774,0.282306135551764,2.58943686659614,2.34068513196728
2,3,4.36565150647078,0.179085024985034,0.035,0,0.444175334288348,0.373697507571314,3.35618310232116,3.14068513196728
2,4,4.36565150647078,0.179085024985034,0.005,0,0.535222783545038,0.466921190724347,4.18672817289663,3.92970529415099
2,5,4.36565150647078,0.179085024985034,0,0,0.620083086851946,0.554785019783132,4.90378816503083,4.6480981718344
3,0,7.46196957292223,0.217793514174509,0.335,0.2675,0.203653002573535,0.153007013165792,1.7018988193976,0.725625095354617
3,0.1,7.46196957292223,0.217793514174509,0.31,0.02,0.206979546116164,0.15912645317605,1.73173462536783,0.806075694017852
3,0.25,7.46196957292223,0.217793514174509,0.265,0,0.212574262471941,0.169290730947185,1.78960594244668,0.952910812351272
3,0.5,7.46196957292223,0.217793514174509,0.235,0,0.223372861506716,0.188274892144673,1.899644107567,1.19772253283849
3,1,7.46196957292223,0.217793514174509,0.17,0,0.249587081784943,0.230226576534139,2.17804013669743,1.65458974082107
3,2,7.46196957292223,0.217793514174509,0.08,0,0.314604026714281,0.316661644886822,2.8865400082884,2.43911098730433
3,3,7.46196957292223,0.217793514174509,0.035,0,0.38630848028862,0.398739813082406,3.661534977084,3.09029340988794
3,4,7.46196957292223,0.217793514174509,0.025,0,0.457677322967328,0.479091627514873,4.39449846411534,3.69010829823442
3,5,7.46196957292223,0.217793514174509,0.01,0,0.525692829041376,0.547841629076189,5.07598051788798,4.18153613563105
4,0,3.91638383722407,0.305905071274322,0.305,0.215,0.23065361361636,0.165500994757177,1.26277404098477,0.573825008520525
4,0.1,3.91638383722407,0.305905071274322,0.275,0.0525,0.2347091303715,0.174753889573266,1.30025308468643,0.651340923107792
4,0.25,3.91638383722407,0.305905071274322,0.245,0.005,0.2420343210157,0.190405225591909,1.36431419545705,0.794972154444827
4,0.5,3.91638383722407,0.305905071274322,0.215,0,0.257224595435109,0.220004433035536,1.48793866791565,1.04366735427795
4,1,3.91638383722407,0.305905071274322,0.175,0,0.296555767111585,0.286039980611387,1.7777492149996,1.52383516851016
4,2,3.91638383722407,0.305905071274322,0.07,0,0.394742387067166,0.423537190152933,2.44660897008023,2.39495344579917
4,3,3.91638383722407,0.305905071274322,0.035,0,0.496221966539673,0.555191870777649,3.12545258243792,3.15496153640583
4,4,3.91638383722407,0.305905071274322,0,0,0.596155235575643,0.674296446990765,3.79797035907156,3.79191454331632
4,5,3.91638383722407,0.305905071274322,0,0,0.671918244430236,0.79138435745536,4.23703616197924,4.39149324151517
5,0,7.88996312273272,0.200069673368988,0.41,0.23,0.260133735090389,0.244897077322141,1.99061157342313,0.865216136411153
5,0.1,7.88996312273272,0.200069673368988,0.385,0.02,0.262766895540235,0.252031484429946,2.00650224073643,0.949148193305244
5,0.25,7.88996312273272,0.200069673368988,0.375,0,0.267333958019458,0.263777590024724,2.03462823655535,1.09731554602593
5,0.5,7.88996312273272,0.200069673368988,0.335,0,0.276497624193641,0.285748190522175,2.08973139456299,1.34731554602593
5,1,7.88996312273272,0.200069673368988,0.26,0,0.299957891414456,0.336411316223937,2.27083876827512,1.84639754047727
