grid_index,y,x
2038,51.3728823,-0.1921522
2039,51.3726635,-0.1848681
2040,51.3731757,-0.1756564
2041,51.3727014,-0.1682589
2042,51.3723276,-0.159687
2043,51.3726669,-0.1509775
2044,51.3724816,-0.1409953
2045,51.3729229,-0.1353171
2046,51.371466,-0.1262957
2047,51.3732362,-0.1180595
2048,51.3732166,-0.1094363
2049,51.3735027,-0.1020135
2050,51.3734794,-0.0931062
2051,51.3726373,-0.085319
2052,51.3726565,-0.0775553
2053,51.3728662,-0.0698502
2054,51.3737503,-0.0565759
2055,51.3731249,-0.0513838
2056,51.3733811,-0.0448432
2057,51.3736591,-0.0350603
2058,51.3740238,-0.0254105
2059,51.3728253,-0.0203029
2060,51.3723043,-0.0120086
2061,51.3726903,-0.0032303
2062,51.3737708,0.0049257
2063,51.3731722,0.0137289
2064,51.3724375,0.0217251
2066,51.3731396,0.0394211
2067,51.3742123,0.0467136
2068,51.3717844,0.0538811
2069,51.3736866,0.0627583
2070,51.372566,0.0716871
2071,51.3730429,0.0797465
2072,51.3727383,0.0867855
2073,51.3732246,0.0961172
2074,51.372621,0.1028389
2075,51.3728088,0.1128425
2076,51.3729636,0.1217068
2078,51.3737403,0.1381649
2124,51.3768037,-0.3063243
2125,51.3771225,-0.2994101
2126,51.3777763,-0.2927781
2127,51.3768702,-0.2830603
2128,51.3752655,-0.2748525
2132,51.3770826,-0.2426702
2133,51.3768995,-0.2346276
2134,51.3764957,-0.2258995
2135,51.3764804,-0.216875
2136,51.3766831,-0.2094786
2137,51.3764041,-0.2005049
2138,51.376618,-0.1928117
2139,51.3764197,-0.18433
2140,51.3768763,-0.1764898
2141,51.3767546,-0.1673867
2142,51.3772688,-0.1599072
2143,51.3763584,-0.1531432
2145,51.3769738,-0.1316767
2146,51.3771705,-0.1268734
2147,51.3768304,-0.1179773
2148,51.3770209,-0.1089244
2149,51.3774193,-0.1029999
2150,51.3775875,-0.0939582
2151,51.3772234,-0.0855672
2152,51.3773333,-0.0763293
2153,51.3766944,-0.0686453
2154,51.3769859,-0.060555
2155,51.3778499,-0.0527452
2156,51.3768203,-0.0434669
2157,51.3768494,-0.0353293
2158,51.3772919,-0.0270723
2159,51.3767062,-0.0193964
2160,51.3766789,-0.0118906
