Metric,Mean,StdDev
Rel_DLR,151.595000862408,22.6266532576207
Viol_DLR,0.9998125,0.000239356776939058
Rel_DLR2,157.385073496174,52.7906527406856
Viol_DLR2,0.999625,0.000433012701892236
Rel_CRL,2.93233568324156,0.363391023953062
