Metric,Mean,StdDev
Rel_DLR,254.890511292798,180.429382450966
Viol_DLR,0.6244375,0.133804953663906
Rel_DLR2,20312.1646412211,31171.421125838
Viol_DLR2,0.6213125,0.0876661220673832
Rel_CRL,3.27874474751402,2.30750891233777
