Metric,Mean,StdDev
Rel_DLR,0.0395812632436059,0.00538023564837793
Viol_DLR,0.416375,0.0138766890863779
Rel_DLR2,0.00351816553419213,0.00106508274748707
Viol_DLR2,0.408125,0.00841254024259816
Rel_CRL,0.0263072348772892,0.000550360900688796
