Metric,Mean,StdDev
Rel_DLR,225321.590645016,503827.945392092
Viol_DLR,0.0322,0.00465832587954084
Rel_DLR2,11.5714878016244,20.2050797705679
Viol_DLR2,0.0006,0.000602079728939615
Rel_CRL,1.14532167167674,0.138704424552906
