Metric,Mean,StdDev
Rel_DLR,1.12658369709953,0.028768248195842
Viol_DLR,0.00645,0.00102164083708513
Rel_DLR2,1.13389206348509,0.0533802286565149
Viol_DLR2,0,0
Rel_CRL,1.00017565426435,0.00021375631015387
