u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,width,bridge,tunnel,access,ref
27286713,27286712,0,185537045,Rue Brey,residential,30,True,False,194.35,,"LINESTRING (2.2948507 48.8772173, 2.2949104 48.8771908, 2.2964068 48.8759679, 2.2965695 48.8758928)",,,,,,
27286714,269368542,0,4444185,Rue de l'Étoile,residential,30,True,False,61.241,,"LINESTRING (2.2951235 48.8775394, 2.2950581 48.8775786, 2.2945713 48.8778704, 2.294505 48.8779107)",,,,,,
27286714,27286713,0,4472353,Rue de Montenotte,residential,30,True,False,41.097,,"LINESTRING (2.2951235 48.8775394, 2.2950847 48.8774896, 2.2948705 48.8772562, 2.2948507 48.8772173)",,,,,,
27286715,21660281,0,41872851,Avenue de Wagram,primary,30,False,True,10.872,4,"LINESTRING (2.2962423 48.8754383, 2.2961769 48.8753505)",,,,,,
27286715,21660275,0,4082038,Rue Beaujon,residential,30,True,False,163.663,,"LINESTRING (2.2962423 48.8754383, 2.2964643 48.8754145, 2.2981132 48.8752373, 2.2984509 48.875201)",,,,,,
27286715,27286712,0,41872851,Avenue de Wagram,primary,30,False,False,55.917,4,"LINESTRING (2.2962423 48.8754383, 2.2965307 48.875839, 2.2965695 48.8758928)",,,,,,
27286735,353160292,0,8413432,Rue Fernand Cormon,residential,30,True,False,54.086000000000006,,"LINESTRING (2.3026397 48.889916, 2.3025364 48.8899201, 2.3019926 48.8899303, 2.3019006 48.8899349)",,,,,,
27286735,27323303,0,8414963,Rue Sisley,residential,30,True,False,53.434,,"LINESTRING (2.3026397 48.889916, 2.302643 48.8899732, 2.3026742 48.8903443, 2.3026955 48.890394)",,,,,,
27286738,27323248,0,27600826,Avenue Brunetière,residential,30,True,False,68.336,,"LINESTRING (2.3001346 48.8899266, 2.3002513 48.8899815, 2.3002953 48.8900019, 2.3008979 48.8902813)",,,,,,
27286745,27286735,0,8414963,Rue Sisley,residential,30,True,False,33.217,,"LINESTRING (2.3028829 48.8896637, 2.3028276 48.8897188, 2.3026397 48.889916)",,,,,,
27286745,5302428288,0,481085814,Boulevard Berthier,primary,50,True,False,81.651,,"LINESTRING (2.3028829 48.8896637, 2.3027663 48.88961, 2.3026325 48.889544, 2.3024875 48.889455, 2.3022352 48.8893393, 2.3019886 48.8892256)",,,,,,
27286747,4172561652,0,1016078018,Rue de Saussure,residential,30,True,False,47.7,,"LINESTRING (2.3088673 48.8887724, 2.3094491 48.8885783)",,,,,,
27286747,303548480,0,"[27638192, 791740298, 791740299]",Rue Christine de Pisan,residential,30,False,False,116.71,,"LINESTRING (2.3088673 48.8887724, 2.3089062 48.8888197, 2.3089315 48.8888545, 2.3089921 48.888938, 2.3090242 48.8889823, 2.3090386 48.8890099, 2.3090418 48.8890385, 2.3088968 48.8893329, 2.3087111 48.8897643)",,,,,,
27288836,21292444,0,190909083,Boulevard Pereire,secondary,30,True,False,110.288,1,"LINESTRING (2.3063133 48.8877507, 2.3061859 48.8877354, 2.3050966 48.887613, 2.3048345 48.8875609)",,,,,,
27288845,315275869,0,24686421,Boulevard Périphérique Extérieur,trunk,70,True,False,91.606,4,"LINESTRING (2.2854009 48.8842459, 2.284976 48.8839897, 2.2844696 48.8836949)",,,,yes,,
27288853,27233870,0,4444167,Rue Philibert Delorme,residential,30,False,True,125.68100000000001,,"LINESTRING (2.3016482 48.8870372, 2.3017041 48.8871204, 2.3022675 48.888028, 2.3023016 48.8880826)",,,,,,
27288853,367912,0,122617720,Boulevard Pereire,secondary,30,True,False,39.052,1,"LINESTRING (2.3016482 48.8870372, 2.301279 48.8869365, 2.3011542 48.8869037)",,,,,,
27288858,5455382788,0,566475378,Rue Anatole de la Forge,residential,30,False,True,13.324,,"LINESTRING (2.2926376 48.8765072, 2.2925032 48.8764263)",,,,,,
27288858,8407487259,0,905340654,Avenue Carnot,unclassified,30,False,True,8.96,4,"LINESTRING (2.2926376 48.8765072, 2.2926972 48.8764368)",,,,,,
27288858,21292972,0,"[4039129, 905340654]",Avenue Carnot,unclassified,30,False,False,74.19500000000001,"['4', '3']","LINESTRING (2.2926376 48.8765072, 2.2925631 48.8765963, 2.2922907 48.8769202, 2.2922417 48.8769787, 2.2922208 48.877009, 2.2921862 48.8771016)",,,,,,
27288863,9738056575,0,1059912719,Place de Wagram,primary,30,True,False,7.728,4,"LINESTRING (2.3045477 48.8875415, 2.304512 48.8875185, 2.3044798 48.8874886)",circular,,,,,
27288869,1369652299,0,1016078019,Rue de Saussure,residential,30,True,False,29.628,,"LINESTRING (2.304562 48.8902666, 2.3046298 48.8902219, 2.3046853 48.8901899, 2.3048914 48.8901151)",,,,,,
27288869,5383094356,0,"[977481204, 1226939207]",Boulevard Berthier,primary,"['30', '50']",True,False,199.976,2,"LINESTRING (2.304562 48.8902666, 2.3051453 48.8905422, 2.3055617 48.8907396, 2.3062067 48.8910522, 2.3067737 48.8913247)",,,,,,
27308705,25032939,0,4499646,Rue des Bernardins,residential,30,False,True,30.971,,"LINESTRING (2.3491626 48.848144, 2.3493377 48.8483112, 2.3493965 48.848376)",,4,,,,
27323238,27323239,0,27600815,Avenue Émile et Armand Massard,residential,30,True,False,54.153,,"LINESTRING (2.2972242 48.888567, 2.2977154 48.8887967, 2.2978324 48.8888447)",,,,,,
27323238,34833592,0,186150313,Rue de Senlis,residential,30,False,True,85.543,,"LINESTRING (2.2972242 48.888567, 2.2972831 48.8884783, 2.2975079 48.888121, 2.2976782 48.887858)",,,,,,
27323239,1369651947,0,5098345,Rue Jules Bourdais,residential,30,False,True,86.863,,"LINESTRING (2.2978324 48.8888447, 2.2979392 48.8887994, 2.2983899 48.8886215, 2.2986272 48.8885217, 2.2988408 48.8884318)",,,,,,
27323239,27286738,0,1016078026,Avenue Brunetière,residential,30,True,False,206.937,,"LINESTRING (2.2978324 48.8888447, 2.2981453 48.8889759, 2.2991349 48.8894508, 2.2996301 48.8896847, 2.3000598 48.8898919, 2.3001346 48.8899266)",,,,,,
27323248,34837038,0,5098425,Rue Jean-Louis Forain,residential,30,True,False,29.747,,"LINESTRING (2.3008979 48.8902813, 2.3009601 48.8902507, 2.3011399 48.8900694)",,,,,,
27323248,27323249,0,27600826,Avenue Brunetière,residential,30,True,False,92.826,,"LINESTRING (2.3008979 48.8902813, 2.3017735 48.8906955, 2.3019276 48.8907697)",,,,,,
27323249,442321,0,27600826,Avenue Brunetière,residential,30,True,False,54.702,,"LINESTRING (2.3019276 48.8907697, 2.3023716 48.890975, 2.3025282 48.8910624)",,,,,,
27323249,27323270,0,27618746,Rue de Saint-Marceaux,residential,30,True,False,38.775999999999996,,"LINESTRING (2.3019276 48.8907697, 2.301945 48.8907062, 2.301934 48.8904221)",,,,,,
27323270,34837075,0,27618746,Rue de Saint-Marceaux,residential,30,True,False,42.288,,"LINESTRING (2.301934 48.8904221, 2.3019041 48.8900423)",,,,,,
27323303,27323270,0,8414962,Rue Redon,residential,30,True,False,55.76199999999999,,"LINESTRING (2.3026955 48.890394, 2.302625 48.8903966, 2.3020191 48.8904188, 2.301934 48.8904221)",,,,,,
27323303,27323304,0,8414963,Rue Sisley,residential,30,True,False,40.862,,"LINESTRING (2.3026955 48.890394, 2.302945 48.8905354, 2.3031232 48.8906305)",,,,,,
27323304,442321,0,"[648287929, 670185921]",Avenue de la Porte d'Asnières,primary,50,False,False,64.80499999999999,,"LINESTRING (2.3031232 48.8906305, 2.3030761 48.890665, 2.3029963 48.8907203, 2.3029884 48.8907258, 2.3027982 48.8908602, 2.3026442 48.8909746, 2.3025282 48.8910624)",,,,,,
27323304,9814086387,0,648287929,Avenue de la Porte d'Asnières,primary,50,False,True,57.980000000000004,,"LINESTRING (2.3031232 48.8906305, 2.3033096 48.8904994, 2.3036633 48.8902487)",,,,,,
27323334,9814086386,0,"[1226939205, 977481205]",Boulevard Berthier,primary,30,True,False,99.88499999999999,2,"LINESTRING (2.3049975 48.8906702, 2.3041031 48.8902423, 2.3040372 48.8902141, 2.3038881 48.8901461)",,,,,,
27323334,27323394,0,"[1016078024, 1016078025, 8414971, 1016078020]",Rue Marguerite Long,residential,30,True,False,196.816,,"LINESTRING (2.3049975 48.8906702, 2.3049209 48.8907606, 2.304785 48.8908845, 2.304598 48.8910537, 2.3045071 48.8911366, 2.3038184 48.8916509, 2.3037201 48.8917243, 2.3035776 48.8918319, 2.3033873 48.8919755, 2.3033088 48.8920446)",,,,,,
27323392,303290628,0,27618933,Rue Stéphane Grappelli,residential,30,False,False,15.632,,"LINESTRING (2.3044351 48.8926871, 2.3045949 48.8927805)",,,,,,
27323392,2722937615,0,8414974,Rue Albert Roussel,residential,30,True,False,207.46599999999998,,"LINESTRING (2.3044351 48.8926871, 2.3045299 48.8926198, 2.3055274 48.8918778, 2.3057367 48.8917241, 2.3058119 48.8916658, 2.3061597 48.89135, 2.3062588 48.89126)",,,,,,
27323394,27323397,0,8414970,Rue Marguerite Long,residential,30,False,True,66.236,,"LINESTRING (2.3033088 48.8920446, 2.3032078 48.8921091, 2.303127 48.8921671, 2.3030265 48.8922145, 2.3027566 48.8923037, 2.3026663 48.8923561, 2.3025976 48.8924033)",,,,,,
27323394,27323392,0,27618918,Rue Stéphane Grappelli,residential,30,True,False,109.046,,"LINESTRING (2.3033088 48.8920446, 2.303415 48.8920984, 2.3040542 48.8924657, 2.3041668 48.8925365, 2.3044351 48.8926871)",,,,,,
27323397,27323394,0,8414970,Rue Marguerite Long,residential,30,False,False,66.236,,"LINESTRING (2.3025976 48.8924033, 2.3026663 48.8923561, 2.3027566 48.8923037, 2.3030265 48.8922145, 2.303127 48.8921671, 2.3032078 48.8921091, 2.3033088 48.8920446)",,,,,,
27323397,8233730125,0,"[122399432, 27618908, 81514694]","['Boulevard du Fort-de-Vaux', 'Boulevard de Douaumont']",residential,30,True,False,674.9850000000002,,"LINESTRING (2.3025976 48.8924033, 2.3039974 48.8933019, 2.3040811 48.8933538, 2.3051875 48.8940453, 2.3052836 48.894107, 2.305391 48.894176, 2.3055808 48.894287, 2.3058247 48.8944368, 2.3061404 48.8946359, 2.3064613 48.8948265, 2.3066216 48.8949174, 2.3068058 48.8950139, 2.306892 48.8950609, 2.3069907 48.8951157, 2.3071832 48.8952125, 2.3072571 48.8952424, 2.3073346 48.8952682, 2.3075063 48.895322, 2.3076172 48.8953574, 2.3078259 48.8954239, 2.3084781 48.8956315, 2.3096146 48.8960448, 2.3097223 48.8961707)",,,,yes,,
27323471,27323472,0,24015578,Rue de Saussure,residential,30,True,False,118.786,,"LINESTRING (2.3176391 48.882866, 2.3176051 48.8828972, 2.316757 48.8836888, 2.3166986 48.8837369)",,,,,,
27323471,272694749,0,"[27447954, 516987078]","['Rue des Dames', 'Rue de Lévis']",living_street,"['20', 'walk']",True,False,258.93399999999997,,"LINESTRING (2.3176391 48.882866, 2.3175753 48.8828471, 2.3169701 48.8826876, 2.3164401 48.8824998, 2.3163653 48.8824371, 2.3156877 48.882139, 2.3156135 48.8821065, 2.316112 48.8816602, 2.3161437 48.8816179, 2.3161456 48.8815798, 2.3161293 48.8815483, 2.3160981 48.8815246, 2.3160093 48.8814701)",,,,,,
27323472,27234737,0,"[1202054136, 1202054137, 1202054135]",Rue de Saussure,residential,30,True,False,155.70800000000003,,"LINESTRING (2.3166986 48.8837369, 2.316658 48.8837753, 2.3161556 48.8842502, 2.3160732 48.8843281, 2.3155354 48.8848362, 2.3154852 48.8848876)",,,,,,
27323473,27323478,0,8414988,Rue de Chéroy,residential,30,True,False,131.32,,"LINESTRING (2.3181547 48.8829976, 2.3181751 48.8829672, 2.3186286 48.8822943, 2.3188503 48.881967, 2.3188834 48.8819182)",,,,,,
27323473,27323471,0,22468098,Rue des Dames,residential,30,True,False,40.44200000000001,,"LINESTRING (2.3181547 48.8829976, 2.3176955 48.8828802, 2.3176391 48.882866)",,,,,,
27323474,27323473,0,22468098,Rue des Dames,residential,30,True,False,27.446,,"LINESTRING (2.3185036 48.8830886, 2.3184341 48.8830705, 2.3181547 48.8829976)",,,,,,
27323475,27323474,0,22468098,Rue des Dames,residential,30,True,False,30.878,,"LINESTRING (2.3188963 48.8831907, 2.3185036 48.8830886)",,,,,,
27323478,272695623,0,458860919,Boulevard des Batignolles,primary,30,True,False,11.043,2,"LINESTRING (2.3188834 48.8819182, 2.318811 48.881901, 2.3187394 48.8818886)",,,,,,
27323479,27323475,0,8414989,Rue Beudant,residential,30,True,False,136.20499999999998,,"LINESTRING (2.319637 48.8820668, 2.3196037 48.8821173, 2.3189283 48.8831422, 2.3188963 48.8831907)",,,,,,
27323479,27323478,0,458860919,Boulevard des Batignolles,primary,30,True,False,57.535,2,"LINESTRING (2.319637 48.8820668, 2.3191894 48.8819748, 2.3188834 48.8819182)",,,,,,
27323481,27323475,0,22468098,Rue des Dames,residential,30,True,False,29.226999999999997,,"LINESTRING (2.3192678 48.8832876, 2.3191441 48.8832575, 2.3188963 48.8831907)",,,,,,
27323481,27323484,0,24027082,Rue de Rome,secondary,30,False,True,98.666,2,"LINESTRING (2.3192678 48.8832876, 2.3192025 48.883351, 2.3185477 48.8839795, 2.3185056 48.8840198)",,,,,,
27323481,27323482,0,"[1088283554, 22468213, 8415074]",Rue des Dames,residential,30,True,False,87.68500000000002,,"LINESTRING (2.3192678 48.8832876, 2.3193276 48.8832976, 2.3194062 48.8833124, 2.3196824 48.8833809, 2.3198851 48.8834358, 2.3199492 48.883464, 2.3202915 48.8835531, 2.3203807 48.8835765)",,,yes,,,
27323481,367917,0,1160381700,Rue de Rome,secondary,30,False,False,143.96699999999998,2,"LINESTRING (2.3192678 48.8832876, 2.3193153 48.8832393, 2.3200854 48.882462, 2.3201856 48.8823608, 2.3203489 48.8822056)",,,,,,
27323482,6721864042,0,105358923,Rue Boursault,residential,30,True,False,144.78,,"LINESTRING (2.3203807 48.8835765, 2.3204072 48.8835213, 2.3206891 48.8829361, 2.3209344 48.8823991, 2.3209624 48.882332)",,,,,,
27323482,27323488,0,105358948,Rue des Dames,residential,30,True,False,61.509,,"LINESTRING (2.3203807 48.8835765, 2.3204523 48.8835928, 2.3210704 48.8837336, 2.3210806 48.8837359, 2.3211756 48.8837575)",,,,,,
27323484,241086941,0,"[34857424, 34857421, 8415055]",Rue la Condamine,"['unclassified', 'residential']",30,True,False,88.947,,"LINESTRING (2.3185056 48.8840198, 2.318624 48.8840717, 2.3186377 48.8840777, 2.319061 48.8842678, 2.3192919 48.8843704, 2.319444 48.8844388, 2.3195119 48.8844692)",,,yes,,,
27323484,27323481,0,24027082,Rue de Rome,secondary,30,False,False,98.666,2,"LINESTRING (2.3185056 48.8840198, 2.3185477 48.8839795, 2.3192025 48.883351, 2.3192678 48.8832876)",,,,,,
27323484,272690532,0,24027082,Rue de Rome,secondary,30,False,True,84.658,2,"LINESTRING (2.3185056 48.8840198, 2.3184562 48.8840665, 2.3183843 48.8841369, 2.3178587 48.8846512)",,,,,,
27323485,27323506,0,24709554,Rue des Batignolles,residential,30,True,False,97.416,,"LINESTRING (2.3207747 48.8850314, 2.320724 48.885063, 2.3198454 48.8855914, 2.3197929 48.8856236)",,,,,,
27323485,3835398795,0,34857421,Rue la Condamine,residential,30,True,False,102.1,,"LINESTRING (2.3207747 48.8850314, 2.3208299 48.8850589, 2.320837 48.8850649, 2.3212338 48.885404, 2.3216033 48.8857182, 2.3216412 48.8857495)",,,,,,
27323488,27323485,0,"[24709554, 8415004]","['Rue Mariotte', 'Rue des Batignolles']",residential,30,True,False,189.544,,"LINESTRING (2.3211756 48.8837575, 2.3211432 48.8837967, 2.3208765 48.8841027, 2.3208853 48.8841478, 2.3214717 48.8845143, 2.3215052 48.884549, 2.3215057 48.8845696, 2.3214943 48.884587, 2.3213696 48.884664, 2.3208168 48.8850036, 2.3207747 48.8850314)",,,,,,
27323488,219320526,0,105358948,Rue des Dames,residential,30,True,False,22.884,,"LINESTRING (2.3211756 48.8837575, 2.3212823 48.8837811, 2.3214722 48.8838232)",,,,,,
27323501,241081749,0,8415026,Place du Docteur Félix Lobligeois,residential,30,True,False,22.924,,"LINESTRING (2.3184579 48.8864305, 2.3184795 48.8864493, 2.3184933 48.8864674, 2.3184999 48.8864895, 2.3185009 48.886507, 2.3184956 48.8865276, 2.3184888 48.8865467, 2.3184799 48.8865657, 2.3184726 48.8865838, 2.3184596 48.8866097, 2.3184506 48.8866245)",,,,,,
27323501,2208333169,0,27638420,Place du Docteur Félix Lobligeois,residential,30,True,False,24.235,,"LINESTRING (2.3184579 48.8864305, 2.3184427 48.8864216, 2.3184168 48.8864092, 2.318387 48.8864011, 2.3183551 48.8863971, 2.3183182 48.8863961, 2.3182774 48.8864017, 2.3182397 48.8864106, 2.3182033 48.8864294, 2.3181664 48.886451)",,,,,,
27323502,241086941,0,8414997,Rue Boursault,residential,30,True,False,73.614,,"LINESTRING (2.3189704 48.885027, 2.3190242 48.8849742, 2.3193691 48.8846244, 2.3194717 48.8845201, 2.3195119 48.8844692)",,,,,,
27323506,27323501,0,24709554,Rue des Batignolles,residential,30,True,False,132.587,,"LINESTRING (2.3197929 48.8856236, 2.3197404 48.8856551, 2.3188019 48.886224, 2.3185372 48.8863805, 2.3184579 48.8864305)",,,,,,
27323506,27323502,0,516987094,Rue Bridaine,residential,30,True,False,89.541,,"LINESTRING (2.3197929 48.8856236, 2.3197421 48.8855868, 2.3190249 48.8850666, 2.3189704 48.885027)",,,,,,
27323507,241082232,0,8415034,Rue Lamandé,residential,30,True,False,145.516,,"LINESTRING (2.3204388 48.8860689, 2.3203819 48.8860966, 2.3189025 48.8868171, 2.3188395 48.8868478)",,,,,,
27323507,27323506,0,516987094,Rue Bridaine,residential,30,True,False,68.426,,"LINESTRING (2.3204388 48.8860689, 2.3203848 48.8860316, 2.3198472 48.885661, 2.3197929 48.8856236)",,,,,,
27323508,27323507,0,23041263,Rue Bridaine,residential,30,True,False,34.807,,"LINESTRING (2.3207599 48.8863, 2.3207147 48.8862675, 2.3204388 48.8860689)",,,,,,
27323508,3835398795,0,77628892,Rue Truffaut,residential,30,True,False,88.881,,"LINESTRING (2.3207599 48.8863, 2.3215911 48.8857831, 2.3216412 48.8857495)",,,,,,
27323510,27323794,0,105358931,Rue des Batignolles,residential,30,True,False,35.489999999999995,,"LINESTRING (2.3224283 48.8840263, 2.3225069 48.8839759, 2.3226186 48.8839044, 2.322776 48.8838036)",,,,,,
27323525,30378225,0,8454366,Place Charles Fillion,residential,30,False,False,19.441,,"LINESTRING (2.3176818 48.8871135, 2.3178126 48.88724, 2.3178264 48.8872599)",,,,,,
27323525,241085573,0,"[8414997, 27638405, 1033834231]","['Place Charles Fillion', 'Rue Boursault']",residential,30,True,False,142.20299999999997,,"LINESTRING (2.3176818 48.8871135, 2.3175672 48.8870361, 2.3173462 48.8868868, 2.3173015 48.8868567, 2.3170292 48.8866511, 2.3170474 48.8866117, 2.317506 48.8863369, 2.3176716 48.8862389, 2.3177314 48.8862047)",,,,,,
27323528,27323508,0,59846860,Rue Truffaut,residential,30,True,False,139.576,,"LINESTRING (2.3193809 48.887168, 2.3194454 48.8871274, 2.319448 48.8871257, 2.3206864 48.8863459, 2.3207599 48.8863)",,,,,,
27323528,241082232,0,674040261,Rue Legendre,residential,30,True,False,53.245000000000005,,"LINESTRING (2.3193809 48.887168, 2.3193187 48.8871335, 2.3188395 48.8868478)",,,,,,
27323532,27323528,0,24015472,Rue Truffaut,residential,30,True,False,99.855,,"LINESTRING (2.3183641 48.8877673, 2.3184269 48.8877253, 2.3193226 48.8872001, 2.3193809 48.887168)",,,,,,
27323532,30378225,0,59846780,Rue des Moines,residential,30,True,False,69.074,,"LINESTRING (2.3183641 48.8877673, 2.318322 48.8877195, 2.3179488 48.8873366, 2.3178264 48.8872599)",,,,,,
27323533,27323532,0,59846780,Rue des Moines,residential,30,True,False,78.46,,"LINESTRING (2.3189452 48.8883604, 2.3189003 48.8883134, 2.3186972 48.8880979, 2.3184169 48.8878199, 2.3183641 48.8877673)",,,,,,
27323533,27323564,0,59846873,Rue Nollet,residential,30,True,False,97.4,,"LINESTRING (2.3189452 48.8883604, 2.3188773 48.8883994, 2.3180488 48.8888802, 2.3179476 48.8889409)",,,,,,
27323534,27323528,0,24015583,Rue Legendre,residential,30,True,False,79.904,,"LINESTRING (2.3201962 48.8876464, 2.3201242 48.8876044, 2.3199107 48.8874729, 2.3194322 48.8871977, 2.3193809 48.887168)",,,,,,
27323534,27323533,0,59846873,Rue Nollet,residential,30,True,False,121.158,,"LINESTRING (2.3201962 48.8876464, 2.3201351 48.8876736, 2.3190018 48.8883279, 2.3189452 48.8883604)",,,,,,
27323535,27323534,0,77628891,Rue Nollet,residential,30,True,False,212.12599999999998,,"LINESTRING (2.3223751 48.8863877, 2.3223199 48.88642, 2.3218885 48.8866707, 2.3216399 48.8868153, 2.3204178 48.8875261, 2.3202677 48.8876156, 2.3201962 48.8876464)",,,,,,
27323535,27323689,0,378989490,Rue la Condamine,residential,30,True,False,81.32000000000001,,"LINESTRING (2.3223751 48.8863877, 2.3224156 48.8864219, 2.3230001 48.8869357, 2.3230423 48.8869728)",,,,,,
27323537,27323564,0,8415038,Rue Brochant,residential,30,False,False,77.419,,"LINESTRING (2.3172553 48.8884143, 2.3173319 48.888466, 2.3178936 48.8888966, 2.3179476 48.8889409)",,,,,,
27323537,30378224,0,8415038,Rue Brochant,residential,30,False,True,61.703,,"LINESTRING (2.3172553 48.8884143, 2.3172028 48.8883738, 2.3167797 48.8880524, 2.3166963 48.8879989)",,,,,,
27323537,27323532,0,24015472,Rue Truffaut,residential,30,True,False,108.389,,"LINESTRING (2.3172553 48.8884143, 2.3173573 48.8883548, 2.3183014 48.8878029, 2.3183641 48.8877673)",,,,,,
27323557,27323537,0,24015472,Rue Truffaut,residential,30,True,False,113.409,,"LINESTRING (2.316111 48.8891025, 2.316205 48.8890525, 2.3171862 48.8884605, 2.3172553 48.8884143)",,,,,,
27323557,644131,0,"[365264739, 365264740]",Rue Cardinet,secondary,30,False,False,77.294,2,"LINESTRING (2.316111 48.8891025, 2.3161697 48.8891635, 2.3161962 48.8891911, 2.3165221 48.8895199, 2.3166207 48.8896325, 2.3166761 48.8896898)",,,,,,
27323557,5072142911,0,"[52108081, 365264741]",Rue Cardinet,secondary,30,False,True,64.155,2,"LINESTRING (2.316111 48.8891025, 2.316083 48.8890733, 2.3159437 48.8889267, 2.3157531 48.8887284, 2.3156396 48.8886159)",,,,,,
27323564,27323537,0,8415038,Rue Brochant,residential,30,False,True,77.419,,"LINESTRING (2.3179476 48.8889409, 2.3178936 48.8888966, 2.3173319 48.888466, 2.3172553 48.8884143)",,,,,,
27323564,27323565,0,378989491,Rue Brochant,residential,30,False,False,79.483,,"LINESTRING (2.3179476 48.8889409, 2.3180232 48.8889968, 2.3185989 48.889423, 2.3186696 48.8894753)",,,,,,
27323564,644131,0,378989492,Rue Nollet,residential,30,True,False,124.817,,"LINESTRING (2.3179476 48.8889409, 2.3178789 48.888982, 2.3174029 48.8892539, 2.3167687 48.8896365, 2.3167539 48.8896454, 2.3166761 48.8896898)",,,,,,
27323565,1759328491,0,27638467,Rue Lemercier,residential,30,True,False,82.258,,"LINESTRING (2.3186696 48.8894753, 2.3187796 48.8894158, 2.3194702 48.8890426, 2.3195393 48.889006)",,,,,,
27323565,3835398803,0,378989491,Rue Brochant,residential,30,False,False,64.93199999999999,,"LINESTRING (2.3186696 48.8894753, 2.3187276 48.8895189, 2.3189294 48.8896676, 2.3190158 48.8897315, 2.3190695 48.8897712, 2.3190898 48.8897862, 2.3192004 48.8898698, 2.3192595 48.8899118)",,,,,,
27323565,27323564,0,378989491,Rue Brochant,residential,30,False,True,79.483,,"LINESTRING (2.3186696 48.8894753, 2.3185989 48.889423, 2.3180232 48.8889968, 2.3179476 48.8889409)",,,,,,
27323568,27323603,0,8415046,Rue Clairaut,residential,30,True,False,165.578,,"LINESTRING (2.3202167 48.8886101, 2.3202688 48.8886496, 2.3205575 48.8888586, 2.3206013 48.8888898, 2.3206426 48.8889209, 2.3216356 48.8896461, 2.3217315 48.889717)",,,,,,
27323568,27323569,0,27638467,Rue Lemercier,residential,30,True,False,80.32100000000001,,"LINESTRING (2.3202167 48.8886101, 2.3202707 48.8885786, 2.3209744 48.8881674, 2.3210424 48.8881339)",,,,,,
27323569,27323534,0,24015583,Rue Legendre,residential,30,True,False,82.258,,"LINESTRING (2.3210424 48.8881339, 2.3209673 48.8880896, 2.3202501 48.8876773, 2.3201962 48.8876464)",,,,,,
27323569,27323674,0,59846876,Rue Lemercier,residential,30,True,False,105.55700000000002,,"LINESTRING (2.3210424 48.8881339, 2.3211177 48.8880974, 2.322058 48.8875384, 2.3221192 48.887502)",,,,,,
27323593,3835398803,0,8415045,Rue Fourneyron,residential,30,True,False,71.979,,"LINESTRING (2.3200131 48.8894953, 2.3199583 48.8895253, 2.3193614 48.8898579, 2.3192595 48.8899118)",,,,,,
27323593,1759328491,0,24015382,Rue des Moines,residential,30,True,False,64.5,,"LINESTRING (2.3200131 48.8894953, 2.3199664 48.8894473, 2.3195909 48.8890583, 2.3195393 48.889006)",,,,,,
27323600,27323593,0,24015382,Rue des Moines,residential,30,True,False,102.359,,"LINESTRING (2.3207746 48.8902674, 2.3207216 48.8902236, 2.3206868 48.89019, 2.3200131 48.8894953)",,,,,,
27323600,27323626,0,564197437,Avenue de Clichy,residential,30,True,False,46.94,,"LINESTRING (2.3207746 48.8902674, 2.3208376 48.8902297, 2.3211838 48.8900315, 2.3212594 48.8899907)",,,,,,
27323603,176949086,0,17047007,Rue Lacroix,residential,30,True,False,248.018,,"LINESTRING (2.3217315 48.889717, 2.3217984 48.8897725, 2.3238039 48.8914282, 2.3238459 48.8914612)",,6,,,,
27323603,27323629,0,564197437,Avenue de Clichy,residential,30,True,False,58.457,,"LINESTRING (2.3217315 48.889717, 2.3218028 48.8896774, 2.3220063 48.8895587, 2.3222336 48.8894261, 2.3223298 48.8893683)",,,,,,
27323626,176949157,0,17047013,Rue des Apennins,residential,30,True,False,232.211,,"LINESTRING (2.3212594 48.8899907, 2.3213203 48.8900517, 2.322995 48.8916853, 2.3230341 48.8917226)",,,,,,
27323626,27323603,0,564197437,Avenue de Clichy,residential,30,True,False,46.019,,"LINESTRING (2.3212594 48.8899907, 2.3216709 48.8897504, 2.3217315 48.889717)",,,,,,
27323629,176949010,0,17046997,Rue du Docteur Heulin,residential,30,True,False,266.366,,"LINESTRING (2.3223298 48.8893683, 2.3224028 48.8894225, 2.3246633 48.8911535, 2.3247045 48.891185)",,7,,,,
27323629,241083467,0,564197437,Avenue de Clichy,residential,30,True,False,40.747,,"LINESTRING (2.3223298 48.8893683, 2.3223803 48.8893369, 2.3224031 48.8893227, 2.3226715 48.8891556, 2.3227347 48.8891165)",,,,,,
27323636,3835398802,0,564197437,Avenue de Clichy,residential,30,True,False,46.087999999999994,,"LINESTRING (2.3197442 48.8908627, 2.3199298 48.8907506, 2.3201116 48.8906421, 2.320208 48.890582)",,,,,,
27323662,27323565,0,27638467,Rue Lemercier,residential,30,True,False,136.889,,"LINESTRING (2.3172175 48.8902524, 2.317304 48.8902078, 2.3173397 48.8901896, 2.317651 48.8900226, 2.3178601 48.8899087, 2.3185913 48.8895177, 2.3186696 48.8894753)",,,,,,
27323662,644131,0,365264104,Rue Cardinet,secondary,30,False,True,74.052,2,"LINESTRING (2.3172175 48.8902524, 2.3171632 48.8901879, 2.3170397 48.8900676, 2.3167299 48.8897478, 2.3166761 48.8896898)",,,,,,
