u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,width,bridge,tunnel,access,ref
178766056,178882042,0,683741406,Rue Jean Leclaire,residential,30,False,False,27.271,,"LINESTRING (2.3266035 48.8956143, 2.3266452 48.8957248, 2.3267322 48.8958431)",,,,,,
178766168,178766056,0,32754631,Rue Navier,residential,30,True,False,155.75,,"LINESTRING (2.3245038 48.8958422, 2.3248547 48.8958291, 2.3264743 48.8956285, 2.3266035 48.8956143)",,,,,,
178766168,368755613,0,77628899,Rue Lantiez,unclassified,30,True,False,56.132999999999996,,"LINESTRING (2.3245038 48.8958422, 2.3246717 48.8960045, 2.324709 48.8960458, 2.3249183 48.896267)",,,,,,
178766168,178766322,0,544201428,Rue Navier,residential,30,False,True,59.032,,"LINESTRING (2.3245038 48.8958422, 2.3243996 48.8958421, 2.3237771 48.8958535, 2.3236966 48.8958559)",,,,,,
178766322,368732449,0,17047051,Rue Baron,residential,30,True,False,195.802,,"LINESTRING (2.3236966 48.8958559, 2.3236589 48.8957858, 2.3230543 48.8949758, 2.3227674 48.8945914, 2.3225346 48.8942699)",,,,,,
178766322,178766909,0,544201427,Rue Navier,residential,30,False,True,50.461,,"LINESTRING (2.3236966 48.8958559, 2.3232878 48.8958708, 2.3231271 48.8958747, 2.3230072 48.895871)",,,,,,
178766322,178766168,0,544201428,Rue Navier,residential,30,False,False,59.032,,"LINESTRING (2.3236966 48.8958559, 2.3237771 48.8958535, 2.3243996 48.8958421, 2.3245038 48.8958422)",,,,,,
178766323,6200752535,0,32754116,Rue Gauthey,residential,30,True,False,276.66400000000004,,"LINESTRING (2.3221404 48.8937373, 2.3221283 48.8936997, 2.3218519 48.8933653, 2.3212802 48.8926735, 2.3207153 48.8919901, 2.320421 48.891634, 2.3204187 48.8915946, 2.3204321 48.891536)",,,,,,
178766323,178767081,0,378989499,Rue de la Jonquière,residential,30,True,False,57.050000000000004,,"LINESTRING (2.3221404 48.8937373, 2.3220421 48.8937703, 2.3215034 48.8939396, 2.3214401 48.8939634)",,,,,,
178766485,178766909,0,24678475,Rue Navier,residential,30,False,False,84.773,,"LINESTRING (2.3218623 48.8957813, 2.3219166 48.8958011, 2.3219829 48.8958092, 2.3223675 48.8958447, 2.3226959 48.8958623, 2.322845 48.8958731, 2.3230072 48.895871)",,,,,,
178766485,260697230,0,32748976,Rue Pouchet,tertiary,30,False,False,57.316,2,"LINESTRING (2.3218623 48.8957813, 2.3218284 48.8957501, 2.3218008 48.8957128, 2.3214893 48.8953283)",,,,,,
178766909,368732490,0,17244178,Rue des Épinettes,residential,30,True,False,173.363,,"LINESTRING (2.3230072 48.895871, 2.3229247 48.8957744, 2.3218877 48.8944966)",,3.5,,,,
178766909,178766485,0,24678475,Rue Navier,residential,30,False,True,84.77300000000001,,"LINESTRING (2.3230072 48.895871, 2.322845 48.8958731, 2.3226959 48.8958623, 2.3223675 48.8958447, 2.3219829 48.8958092, 2.3219166 48.8958011, 2.3218623 48.8957813)",,,,,,
178766909,178766322,0,544201427,Rue Navier,residential,30,False,False,50.461,,"LINESTRING (2.3230072 48.895871, 2.3231271 48.8958747, 2.3232878 48.8958708, 2.3236966 48.8958559)",,,,,,
178767081,368731455,0,378989499,Rue de la Jonquière,residential,30,True,False,41.702,,"LINESTRING (2.3214401 48.8939634, 2.3214041 48.8939746, 2.3213456 48.8939933, 2.3211719 48.8940476, 2.3209252 48.8941248)",,,,,,
178767178,178765863,0,32749084,Rue Berzélius,residential,30,True,False,320.47499999999997,,"LINESTRING (2.3179233 48.8918923, 2.31798 48.8919691, 2.3189159 48.8932294, 2.3194187 48.8939164, 2.3197902 48.8944391, 2.3198275 48.8944882)",,,,,,
178767178,644130,0,905752680,Avenue de Clichy,secondary,30,True,False,54.951,,"LINESTRING (2.3179233 48.8918923, 2.3179538 48.8918749, 2.3183416 48.8916538, 2.3184911 48.8915685)",,,,,,
178801482,699045729,0,"[22973291, 64972827]","['Rue François Miron', 'Rue de Brosse']",living_street,20,True,False,237.76300000000003,,"LINESTRING (2.3538018 48.8552187, 2.3538472 48.8552674, 2.3540789 48.8555334, 2.3540782 48.855562, 2.3540774 48.8555851, 2.3540745 48.8556808, 2.3541534 48.8558288, 2.3543443 48.8558572, 2.3550133 48.8558957, 2.3551045 48.8559064, 2.3552464 48.855923, 2.3554764 48.8559358, 2.3555818 48.8559362, 2.3557933 48.8559099, 2.3562482 48.8558434, 2.3563573 48.8558238)",,,,,,
178802497,26401686,0,903438150,Rue du Fauconnier,residential,30,False,False,12.361,,"LINESTRING (2.3592802 48.8533087, 2.3593748 48.8534008)",,,,,,
178876750,24911983,0,8349143,Rue Coysevox,residential,30,True,False,102.485,,"LINESTRING (2.3288612 48.8902842, 2.3288948 48.8903367, 2.3293621 48.8910679, 2.3294053 48.8911336)",,,,,,
178876750,361125,0,13862448,Rue Étex,residential,30,True,False,39.373,,"LINESTRING (2.3288612 48.8902842, 2.3291877 48.8900957, 2.3292686 48.8900527)",,,,,,
178877053,260423077,0,24014415,Rue Joseph de Maistre,residential,30,False,True,18.803,2,"LINESTRING (2.3318676 48.8885533, 2.3318141 48.8887187)",,,,,,
178877053,6406082689,0,33237632,Rue Joseph de Maistre,residential,30,True,False,206.952,2,"LINESTRING (2.3318676 48.8885533, 2.3319311 48.88836, 2.3323408 48.8871491, 2.332345 48.8871367, 2.3323905 48.8869992, 2.3324209 48.8869071, 2.3324386 48.8868727, 2.3325053 48.8867409)",,,,,,
178878155,32463561,0,"[17262729, 833638687]",Rue Steinlen,residential,30,True,False,96.64699999999999,,"LINESTRING (2.332244 48.8891567, 2.3322897 48.8891154, 2.3329869 48.8885349, 2.3330133 48.888512, 2.3330599 48.8884729)",,,,,,
178878155,260423077,0,24014658,Rue Eugène Carrière,residential,30,True,False,59.958999999999996,,"LINESTRING (2.332244 48.8891567, 2.3319454 48.8887581, 2.3318861 48.8887401, 2.3318141 48.8887187)",,,,,,
178878314,24911707,0,24037733,Rue Damrémont,tertiary,30,True,False,150.67100000000002,,"LINESTRING (2.3335621 48.8892951, 2.3336224 48.889396, 2.3342769 48.8904945, 2.3343112 48.8905574)",,,,,,
178878314,24911755,0,"[17262754, 833638686]",Rue Félix Ziem,residential,30,True,False,115.7,,"LINESTRING (2.3335621 48.8892951, 2.333525 48.8893151, 2.3334653 48.8893483, 2.3333964 48.889397, 2.3333743 48.8894388, 2.333084 48.8901505, 2.3330408 48.8902567)",,,,,,
178879594,24910807,0,4220327,Rue Achille Martinet,residential,30,True,False,170.95,,"LINESTRING (2.3364918 48.8915178, 2.3365254 48.8915659, 2.3373836 48.8928043, 2.3374392 48.8928907, 2.3374323 48.8929201)",,,,,,
178879594,24911706,0,962938882,Rue Marcadet,residential,30,True,False,112.96000000000001,,"LINESTRING (2.3364918 48.8915178, 2.3364071 48.8915259, 2.3359699 48.8915673, 2.3351132 48.8916495, 2.3349628 48.891664)",,,,,,
178880787,2113426686,0,8349161,Rue Lagille,residential,30,True,False,82.675,,"LINESTRING (2.3280915 48.8949577, 2.3281345 48.894943, 2.3282097 48.8949159, 2.3289266 48.8946716, 2.329056 48.8946275, 2.3290944 48.8946141)",,,,,,
178880787,260425771,0,201378051,Rue Arthur Brière,residential,30,True,False,19.709000000000003,,"LINESTRING (2.3280915 48.8949577, 2.327965 48.8949981, 2.3278517 48.8950386)",,,,,,
178880787,2113435429,0,378989503,Avenue de Saint-Ouen,primary,30,True,False,31.44,2,"LINESTRING (2.3280915 48.8949577, 2.3281103 48.8950136, 2.3281821 48.8952341)",,,,,,
178880823,1848652702,0,20491186,Rue Jean Leclaire,residential,30,False,False,191.613,,"LINESTRING (2.325618 48.893865, 2.3256598 48.8939424, 2.3259249 48.8944019, 2.3259777 48.8944933, 2.3262505 48.8949732, 2.3262921 48.8950463, 2.3263172 48.8950913, 2.3265473 48.8954762)",,5,,,,
178880823,178765867,0,20491186,Rue Jean Leclaire,residential,30,False,True,48.129000000000005,,"LINESTRING (2.325618 48.893865, 2.3254149 48.8935174, 2.3253729 48.8934636)",,5,,,,
178882038,2294658839,0,"[365275216, 77628897]",Rue Jacques Kellner,residential,30,True,False,110.611,,"LINESTRING (2.3251181 48.8964788, 2.3250121 48.8965579, 2.3249047 48.8966529, 2.3246002 48.8969955, 2.324411 48.8972342, 2.3243466 48.8973049, 2.324329 48.8973243)",,,,,,
178882038,178882511,0,77628900,Rue Lantiez,unclassified,30,True,False,96.89299999999999,,"LINESTRING (2.3251181 48.8964788, 2.3251878 48.8965481, 2.3254463 48.8968121, 2.3257988 48.897172, 2.3258383 48.8972103)",,,,,,
178882042,178882038,0,"[24014944, 1215464881]",Rue Jacques Kellner,residential,30,True,False,138.305,,"LINESTRING (2.3267322 48.8958431, 2.3266149 48.8958754, 2.3265673 48.8958896, 2.3260854 48.8960334, 2.3257038 48.8961821, 2.3254179 48.8963193, 2.3252333 48.8964154, 2.3251181 48.8964788)",,,,,,
178882042,178882329,0,683741406,Rue Jean Leclaire,residential,30,False,False,87.768,,"LINESTRING (2.3267322 48.8958431, 2.3268135 48.8959298, 2.327123 48.896476, 2.327144 48.896513, 2.327181 48.8965734)",,,,,,
178882042,178766056,0,683741406,Rue Jean Leclaire,residential,30,False,True,27.271,,"LINESTRING (2.3267322 48.8958431, 2.3266452 48.8957248, 2.3266035 48.8956143)",,,,,,
178882047,268238167,0,"[555481963, 1120331087]",Avenue de Saint-Ouen,primary,30,True,False,190.75,2,"LINESTRING (2.3284025 48.8958701, 2.3284146 48.8959075, 2.3284943 48.8961531, 2.3285059 48.8961886, 2.3286448 48.8966169, 2.328722 48.8968475, 2.3287611 48.8969642, 2.3289172 48.8974581, 2.3289366 48.897549)",,,,,,
178882329,4964974719,0,32754528,Rue Jean Leclaire,residential,30,False,False,116.02499999999999,,"LINESTRING (2.327181 48.8965734, 2.327258 48.8967047, 2.3272783 48.8967393, 2.3274618 48.8970529, 2.3275634 48.8972279, 2.3277159 48.8974226, 2.3277967 48.8975339)",,,,,,
178882329,178882042,0,683741406,Rue Jean Leclaire,residential,30,False,True,87.768,,"LINESTRING (2.327181 48.8965734, 2.327144 48.896513, 2.327123 48.896476, 2.3268135 48.8959298, 2.3267322 48.8958431)",,,,,,
178882511,178882329,0,682050548,Rue du Général Henrys,residential,30,True,False,121.08699999999999,,"LINESTRING (2.3258383 48.8972103, 2.3262761 48.8970138, 2.327033 48.8966536, 2.3271058 48.8966112, 2.327181 48.8965734)",,,,,,
178883172,178884498,0,590268296,Rue Vauvenargues,residential,30,False,True,20.554,,"LINESTRING (2.3309065 48.8959702, 2.3310504 48.8958114)",,,,,,
178883172,178882047,0,"[590268297, 517355229]",Rue Leibniz,residential,30,True,False,186.407,,"LINESTRING (2.3309065 48.8959702, 2.3307877 48.895963, 2.3306996 48.8959517, 2.3297335 48.895825, 2.3290124 48.8957681, 2.3285251 48.8958528, 2.3284447 48.8958634, 2.3284025 48.8958701)",,,,,,
178884498,3835372157,0,8349151,Rue Vauvenargues,residential,30,False,True,6.527,,"LINESTRING (2.3310504 48.8958114, 2.3310711 48.8957543)",,,,,,
178884498,178883172,0,590268296,Rue Vauvenargues,residential,30,False,False,20.554,,"LINESTRING (2.3310504 48.8958114, 2.3309065 48.8959702)",,,,,,
178884498,24911946,0,17263556,Rue Belliard,residential,30,True,False,144.776,,"LINESTRING (2.3310504 48.8958114, 2.3311281 48.8958241, 2.3314922 48.8958696, 2.3328871 48.8960587, 2.3329907 48.8960719)",,,,,,
178884499,24911953,0,24037753,Rue du Poteau,tertiary,30,False,True,11.338,,"LINESTRING (2.3384095 48.8967675, 2.3384573 48.8966705)",,,,,,
178884499,24911952,0,514809279,Rue du Poteau,tertiary,30,False,False,21.232,,"LINESTRING (2.3384095 48.8967675, 2.338261 48.8969316)",,,,,,
178884499,24911957,0,8349137,Rue Belliard,residential,30,True,False,288.452,,"LINESTRING (2.3384095 48.8967675, 2.338549 48.896785, 2.3421844 48.8972041, 2.3422942 48.8972217)",,,,,,
178888599,8809450,0,662350056,Boulevard Richard-Lenoir,tertiary,30,True,False,15.318,2,"LINESTRING (2.3698925 48.8555157, 2.3698326 48.8553837)",,,,,,
178888999,94139727,0,34322528,Rue Froissart,tertiary,30,True,False,52.051,,"LINESTRING (2.3645917 48.8619235, 2.3647044 48.8618968, 2.3651307 48.8617873, 2.3652567 48.8617571)",,,,,,
178888999,94139840,0,83268809,Rue de Turenne,tertiary,30,False,False,48.587999999999994,2,"LINESTRING (2.3645917 48.8619235, 2.3646086 48.8618087, 2.3646026 48.8614871)",,,,,,
178888999,94140897,0,294826461,Rue de Turenne,residential,30,False,True,92.794,,"LINESTRING (2.3645917 48.8619235, 2.3646271 48.8621304, 2.3646445 48.8627566)",,,,,,
178888999,26401959,0,999225039,Rue Vieille du Temple,residential,30,True,False,90.313,,"LINESTRING (2.3645917 48.8619235, 2.364437 48.8619017, 2.3643653 48.8618687, 2.3636991 48.8615178, 2.3635946 48.8614611)",,,,,,
178889521,26401985,0,4574326,Rue du Pont aux Choux,residential,30,True,False,199.76399999999998,,"LINESTRING (2.3672638 48.860949, 2.3670417 48.8609803, 2.3646788 48.8613132, 2.3645939 48.8613261)",,,,,,
178889521,94139728,0,116388712,Boulevard des Filles du Calvaire,primary,30,False,False,45.727000000000004,4,"LINESTRING (2.3672638 48.860949, 2.3672275 48.8610765, 2.367164 48.8613549)",,,,,,
178889521,152737125,0,"[116388712, 17264368]","['Boulevard Beaumarchais', 'Boulevard des Filles du Calvaire']",primary,30,False,True,33.669,4,"LINESTRING (2.3672638 48.860949, 2.3672947 48.8608232, 2.3673344 48.8606498)",,,,,,
180269744,180269745,0,440502044,Quai d'Issy-les-Moulineaux,primary,30,True,False,132.265,4,"LINESTRING (2.2675467 48.8365088, 2.2668247 48.8359193, 2.2665457 48.8356739, 2.266438 48.83557)",,,,,,
180269745,180283729,0,440502042,Quai d'Issy-les-Moulineaux,primary,30,True,False,108.947,4,"LINESTRING (2.266438 48.83557, 2.2660982 48.8352305, 2.2655858 48.834767)",,,,,,
180275736,180275744,0,"[16893613, 17415742, 27069279]",Quai d'Issy-les-Moulineaux,primary_link,30,True,False,274.909,2,"LINESTRING (2.267863 48.8364792, 2.2682931 48.836867, 2.268615 48.8372165, 2.2691353 48.8379368, 2.2696599 48.8384932, 2.2697055 48.8385429, 2.269766 48.8386041)",,,yes,,,
180275736,134607233,0,"[299749926, 727653183]","['Quai André Citroën', ""Quai d'Issy-les-Moulineaux""]",primary,30,True,False,470.314,1,"LINESTRING (2.267863 48.8364792, 2.2684648 48.8372342, 2.2686901 48.8375449, 2.2690057 48.8379991, 2.2692372 48.8384946, 2.2693607 48.8386668, 2.2695176 48.8388141, 2.2696726 48.8389591, 2.2701657 48.839329, 2.2707789 48.8399925, 2.2709772 48.8401422)",,,,,,
180275744,175237475,0,299749928,Quai d'Issy-les-Moulineaux,primary_link,30,True,False,16.127,2,"LINESTRING (2.269766 48.8386041, 2.2698868 48.8387254)",,,yes,,,
180275744,175114384,0,"[679501921, 30983874, 760059019, 511812655]",Boulevard du Général Martial Valin,primary,50,True,False,79.814,2,"LINESTRING (2.269766 48.8386041, 2.2698796 48.8385509, 2.2700361 48.8384783, 2.2701423 48.8384304, 2.2704022 48.8383126, 2.2705807 48.8382312, 2.27065 48.8381854)",,,yes,,,
180283627,7011039167,0,17415436,Quai d'Issy-les-Moulineaux,primary,30,True,False,28.307000000000002,2,"LINESTRING (2.2651008 48.8343323, 2.2652164 48.8343774, 2.2653092 48.8344199, 2.2654232 48.8344726)",,,,,,
180283630,180284092,0,31620669,Voie AD/15,secondary,30,True,False,17.775,2,"LINESTRING (2.2656827 48.8346307, 2.2657536 48.834592, 2.2658731 48.8345315)",,,,,,
180283630,180296377,0,440502045,Quai d'Issy-les-Moulineaux,primary,30,True,False,125.68299999999999,3,"LINESTRING (2.2656827 48.8346307, 2.2657772 48.8346902, 2.2658953 48.8347646, 2.2661134 48.8349648, 2.2662956 48.8351079, 2.2663828 48.8351765, 2.2667001 48.8353291, 2.266757 48.8353525, 2.2669096 48.8354004)",,,,,,
180283729,180283630,0,31620669,Voie AD/15,secondary,30,True,False,16.984,2,"LINESTRING (2.2655858 48.834767, 2.2656113 48.8347022, 2.2656449 48.8346627, 2.2656827 48.8346307)",,,,,,
180283729,180283627,0,440502043,Quai d'Issy-les-Moulineaux,primary,30,True,False,60.218,2,"LINESTRING (2.2655858 48.834767, 2.2654809 48.8346653, 2.2654594 48.8346462, 2.2653998 48.8345932, 2.2653597 48.8345625, 2.2651887 48.8344387, 2.2651008 48.8343323)",,,,,,
180284092,180286237,0,755666905,Voie AD/15,secondary,30,True,False,47.543000000000006,2,"LINESTRING (2.2658731 48.8345315, 2.2663539 48.8345487, 2.2665217 48.8345547)",,,,,,
180286237,318303215,0,755666905,Voie AD/15,secondary,30,True,False,31.394000000000002,2,"LINESTRING (2.2665217 48.8345547, 2.266856 48.8345666, 2.26695 48.83457)",,,,,,
180286853,25078032,0,616643435,Boulevard Périphérique Extérieur,trunk,70,True,False,32.746,4,"LINESTRING (2.2735933 48.8349077, 2.2740203 48.8348198)",,,,,,
180293367,180297487,0,17418082,,trunk_link,,True,False,147.224,1,"LINESTRING (2.2698219 48.8349162, 2.2702318 48.8349686, 2.2703167 48.8349843, 2.2703659 48.8349967, 2.2704188 48.8350142, 2.2704736 48.835038, 2.2705174 48.8350618, 2.2705853 48.8351023, 2.2706414 48.8351481, 2.270722 48.8352626, 2.270753 48.8353444, 2.2707332 48.8354544, 2.2707134 48.8355138, 2.2706475 48.8356172, 2.2705651 48.8357063, 2.2704397 48.8357923)",,,,,,
180293367,180286853,0,31620638,Voie AD/15,trunk_link,,True,False,276.486,1,"LINESTRING (2.2698219 48.8349162, 2.2712474 48.8349687, 2.2715965 48.8349802, 2.271893 48.8349793, 2.2735933 48.8349077)",,,,,,
180293393,208907968,0,"[449196232, 19906650, 449196231]",Boulevard Périphérique Intérieur,trunk,70,True,False,510.732,4,"LINESTRING (2.2675075 48.8350146, 2.2670522 48.8349548, 2.2668205 48.8349318, 2.2665478 48.8349107, 2.2662558 48.8348972, 2.2658573 48.8348927, 2.2654293 48.8349033, 2.2650196 48.8349265, 2.262268 48.8350989, 2.2605631 48.8351857)",,,viaduct,,,
180296150,180296152,0,506065350,,trunk_link,,True,False,61.373,1,"LINESTRING (2.2691422 48.8354973, 2.2688041 48.8354066, 2.2686541 48.8353693, 2.2683563 48.8353057)",,,,,,
180296152,180296377,0,"[362992008, 616643436, 1089026230]",,"['primary_link', 'trunk_link']",30,True,False,108.744,"['2', '3']","LINESTRING (2.2683563 48.8353057, 2.2679958 48.8352718, 2.2676954 48.8352605, 2.2674275 48.8352815, 2.2672339 48.8353106, 2.2671212 48.8353356, 2.2669096 48.8354004)",,,,,,
180296377,180275736,0,"[258836097, 299749927]",Quai d'Issy-les-Moulineaux,primary,30,True,False,138.813,5,"LINESTRING (2.2669096 48.8354004, 2.2669954 48.8354905, 2.2672105 48.8357571, 2.267863 48.8364792)",,,,,,
180296377,180269745,0,362992014,,primary_link,30,True,False,39.334999999999994,4,"LINESTRING (2.2669096 48.8354004, 2.2666014 48.8355113, 2.2665614 48.8355267, 2.266438 48.83557)",,,,,,
180297487,180296150,0,17418809,,trunk_link,,True,False,106.237,1,"LINESTRING (2.2704397 48.8357923, 2.2702534 48.8358283, 2.2701519 48.835835, 2.2700594 48.8358329, 2.2699784 48.8358257, 2.2699065 48.835814, 2.2698226 48.8357947, 2.2697522 48.8357739, 2.2696495 48.8357325, 2.2691422 48.8354973)",,,,,,
180297487,180293393,0,"[506065352, 475148065, 475148068, 25700111]",,trunk_link,,True,False,249.719,1,"LINESTRING (2.2704397 48.8357923, 2.2703834 48.8358277, 2.2703271 48.8358543, 2.2702563 48.8358744, 2.2701877 48.8358901, 2.2700953 48.8359058, 2.2699893 48.8359164, 2.269871 48.8359182, 2.2697504 48.835914, 2.269668 48.835906, 2.2695823 48.8358928, 2.2694696 48.8358691, 2.2693804 48.8358423, 2.2692895 48.8358097, 2.2692116 48.8357753, 2.2691269 48.8357335, 2.2689478 48.8356168, 2.2687894 48.8355131, 2.2686955 48.8354451, 2.2683926 48.835278, 2.2682141 48.835214, 2.2680313 48.8351588, 2.2675075 48.8350146)",,,yes,,,
185848442,25624510,0,"[531658368, 8058313]",Avenue de New York,secondary,30,True,False,230.031,2,"LINESTRING (2.2886989 48.8583628, 2.2896934 48.8590958, 2.2906557 48.8598986, 2.290717 48.859948)",,,,,,
185848442,241885960,0,"[25831144, 73436130, 25831146]",Avenue de New York,primary,50,True,False,593.868,1,"LINESTRING (2.2886989 48.8583628, 2.2896077 48.8591569, 2.2905485 48.8599161, 2.2916646 48.8608203, 2.2917572 48.8608953, 2.2935565 48.8622832, 2.293894 48.8624565)",,,,yes,,
185849577,185856687,0,"[397482680, 17951746]",Avenue de Lamballe,residential,30,False,False,220.003,2,"LINESTRING (2.2784069 48.8543589, 2.2787294 48.8544244, 2.2788353 48.854445, 2.2791194 48.8544924, 2.2791716 48.8544966, 2.2793573 48.8544924, 2.2793778 48.854492, 2.2810539 48.854496, 2.2813848 48.8544989)",,,,,,
185849577,34818600,0,59870501,Rue Raynouard,tertiary,30,False,False,10.23,2,"LINESTRING (2.2784069 48.8543589, 2.2783925 48.8543517, 2.2782955 48.8543033)",,,,,,
185856415,310348773,0,24029517,Avenue du Président Kennedy,primary,30,True,False,28.152,2,"LINESTRING (2.2835108 48.8544756, 2.2834271 48.8544099, 2.2833963 48.8543837, 2.2832686 48.8542789)",,,,,,
185856415,241582236,0,404688625,,primary_link,30,True,False,16.903,2,"LINESTRING (2.2835108 48.8544756, 2.2835856 48.8544598, 2.2836481 48.8544469, 2.2837307 48.854429)",,,,,,
185856687,277062589,0,25422635,Avenue de Lamballe,residential,30,True,False,130.401,,"LINESTRING (2.2813848 48.8544989, 2.2818761 48.8545093, 2.2831005 48.8545338, 2.2831663 48.8545341)",,,,,,
185856687,185856688,0,25422646,Avenue du Général Mangin,residential,30,False,False,130.978,1,"LINESTRING (2.2813848 48.8544989, 2.2812608 48.8544315, 2.2801268 48.8537514, 2.2800562 48.8537096)",,,,,,
185856687,185849577,0,"[397482680, 17951746]",Avenue de Lamballe,residential,30,False,True,220.003,2,"LINESTRING (2.2813848 48.8544989, 2.2810539 48.854496, 2.2793778 48.854492, 2.2793573 48.8544924, 2.2791716 48.8544966, 2.2791194 48.8544924, 2.2788353 48.854445, 2.2787294 48.8544244, 2.2784069 48.8543589)",,,,,,
185856688,185856687,0,25422646,Avenue du Général Mangin,residential,30,False,True,130.978,1,"LINESTRING (2.2800562 48.8537096, 2.2801268 48.8537514, 2.2812608 48.8544315, 2.2813848 48.8544989)",,,,,,
185856688,277063521,0,25422661,Rue du Docteur Germain Sée,residential,30,False,True,70.625,2,"LINESTRING (2.2800562 48.8537096, 2.2800067 48.8537646, 2.2795651 48.8542564)",,,,,,
185857158,185856688,0,25422674,Rue du Docteur Germain Sée,residential,30,True,False,117.504,1,"LINESTRING (2.2810439 48.8528946, 2.2809618 48.8529343, 2.2806266 48.8531086, 2.280611 48.8531237, 2.2800562 48.8537096)",,,,,,
185857158,4958686525,0,627724308,Avenue du Président Kennedy,primary,30,True,False,34.769999999999996,2,"LINESTRING (2.2810439 48.8528946, 2.2807515 48.8527479, 2.2806612 48.8527095)",,,,,,
185857229,277061719,0,238561190,Avenue du Président Kennedy,primary,30,True,False,94.482,2,"LINESTRING (2.2852418 48.8558427, 2.2850529 48.8556994, 2.2844136 48.8551908)",,,,,,
185857346,185856415,0,24029517,Avenue du Président Kennedy,primary,30,True,False,9.053,2,"LINESTRING (2.2835924 48.8545368, 2.2835108 48.8544756)",,,,,,
185857346,277062812,0,25422569,Rue d'Ankara,residential,30,True,False,26.683,1,"LINESTRING (2.2835924 48.8545368, 2.2835361 48.8545711, 2.2835025 48.8545916, 2.2833249 48.8546999)",,3,,,,
185858517,185858628,0,238561190,Avenue du Président Kennedy,primary,30,True,False,50.888000000000005,2,"LINESTRING (2.28616 48.8565704, 2.2859353 48.8564001, 2.2857076 48.8562228)",,,,,,
185858628,276922155,0,25409458,Avenue Frémiet,residential,30,True,False,120.66799999999999,,"LINESTRING (2.2857076 48.8562228, 2.2856407 48.8562564, 2.2844826 48.8568701, 2.2844234 48.8569037)",,,,,,
185858628,185857229,0,238561190,Avenue du Président Kennedy,primary,30,True,False,54.294000000000004,2,"LINESTRING (2.2857076 48.8562228, 2.2854102 48.8559786, 2.2853853 48.8559577, 2.2852418 48.8558427)",,,,,,
185858641,308768742,0,17952021,Square Alboni,residential,30,False,False,52.565000000000005,,"LINESTRING (2.2855089 48.8569418, 2.2855515 48.8569746, 2.2856119 48.8570211, 2.2859017 48.8572493, 2.2859717 48.8573034)",,,,,,
185858641,185858517,0,397482682,Rue des Eaux,residential,30,True,False,63.045,,"LINESTRING (2.2855089 48.8569418, 2.2860802 48.8566163, 2.28616 48.8565704)",,,,,,
185859373,185856687,0,17951777,Avenue du Général Mangin,residential,30,True,False,113.22399999999999,1,"LINESTRING (2.2825223 48.8551893, 2.28242 48.8551264, 2.2814888 48.854562, 2.2813848 48.8544989)",,,,,,
185859373,185857229,0,"[25422305, 25422569, 1185063083, 1015206417, 1015206418, 25422327]","[""Rue d'Ankara"", 'Avenue Marcel Proust', 'Avenue René Boylesve']",residential,30,True,False,408.65599999999995,1,"LINESTRING (2.2825223 48.8551893, 2.2825019 48.8552017, 2.2823634 48.8552857, 2.2820193 48.8554875, 2.2819347 48.8555457, 2.2819251 48.8555712, 2.2819284 48.8556048, 2.2819641 48.8556417, 2.2821599 48.8558102, 2.2822417 48.8558781, 2.2826816 48.8562073, 2.2834621 48.8567852, 2.2835278 48.856802, 2.2836069 48.856794, 2.2839621 48.8565857, 2.2840711 48.8565196, 2.2850924 48.855922, 2.2851291 48.8559009, 2.2852418 48.8558427)",,3,,,,
185865166,260653353,0,622784669,Quai Louis Blériot,tertiary,30,True,False,39.552,2,"LINESTRING (2.2671862 48.8396526, 2.26722 48.8396898, 2.2674758 48.8399529)",,,,,,
185865174,185865175,0,84593974,Quai Louis Blériot,residential,30,True,False,194.095,1,"LINESTRING (2.2757502 48.8484963, 2.2769545 48.8497293, 2.2771844 48.8499647)",,,,,,
185865174,29414561,0,451632956,Rue Degas,residential,30,False,True,57.096,1,"LINESTRING (2.2757502 48.8484963, 2.2756717 48.8485218, 2.2752235 48.8486676, 2.2751808 48.8486815, 2.2750512 48.8487245)",,,,,,
185865175,8259843149,0,84593974,Quai Louis Blériot,residential,30,True,False,97.263,1,"LINESTRING (2.2771844 48.8499647, 2.2772897 48.8500727, 2.2778413 48.8506385, 2.2779008 48.8507015)",,,,,,
185865231,34819157,0,4039405,Avenue de Versailles,primary,30,False,False,127.362,4,"LINESTRING (2.2776842 48.8508582, 2.2775575 48.8507828, 2.2775234 48.8507625, 2.2766942 48.8502725, 2.2765816 48.8502019, 2.2765401 48.8501734, 2.2764153 48.8500758)",,,,,,
185865231,8259843149,0,17952727,Rue Eugène Poubelle,residential,30,False,False,23.558,1,"LINESTRING (2.2776842 48.8508582, 2.2777754 48.8507892, 2.2777969 48.850774, 2.2779008 48.8507015)",,,,,,
185865231,4616553,0,"[627724312, 584385550]",Avenue de Versailles,primary,30,False,True,77.684,4,"LINESTRING (2.2776842 48.8508582, 2.2778179 48.850938, 2.2779136 48.8509952, 2.2780076 48.8510513, 2.278043 48.8510724, 2.2780782 48.8510935, 2.2782511 48.8511967, 2.2784754 48.851324)",,,,,,
