osmid,y,x,street_count,highway,ref,geometry
367950,48.8947381,2.3822734,3,,,POINT (2.3822734 48.8947381)
367967,48.8661921,2.3696433,4,traffic_signals,,POINT (2.3696433 48.8661921)
367979,48.8667247,2.3651418,3,traffic_signals,,POINT (2.3651418 48.8667247)
367986,48.8512901,2.3761292,5,traffic_signals,,POINT (2.3761292 48.8512901)
367988,48.8480012,2.3714459,4,traffic_signals,,POINT (2.3714459 48.8480012)
367989,48.8486286,2.3725375,4,traffic_signals,,POINT (2.3725375 48.8486286)
367994,48.8468478,2.3694048,4,traffic_signals,,POINT (2.3694048 48.8468478)
367995,48.8444983,2.3722312,3,traffic_signals,,POINT (2.3722312 48.8444983)
367997,48.8404205,2.3789998,4,,,POINT (2.3789998 48.8404205)
367998,48.8442794,2.3815641,5,traffic_signals,,POINT (2.3815641 48.8442794)
367999,48.8505503,2.3793973,3,,,POINT (2.3793973 48.8505503)
368000,48.8500842,2.384689,4,traffic_signals,,POINT (2.384689 48.8500842)
368001,48.8419094,2.367868,4,traffic_signals,,POINT (2.367868 48.8419094)
368003,48.8474701,2.3967168,3,,,POINT (2.3967168 48.8474701)
368006,48.8491262,2.3970535,4,,,POINT (2.3970535 48.8491262)
368007,48.8494264,2.3962019,2,,,POINT (2.3962019 48.8494264)
368012,48.8473365,2.39573,4,traffic_signals,,POINT (2.39573 48.8473365)
368014,48.8473461,2.3867729,4,traffic_signals,,POINT (2.3867729 48.8473461)
368041,48.8649662,2.3955474,4,,,POINT (2.3955474 48.8649662)
368044,48.8644132,2.4015893,3,,,POINT (2.4015893 48.8644132)
368057,48.8406596,2.4090095,4,,,POINT (2.4090095 48.8406596)
368058,48.8442874,2.4101755,5,,,POINT (2.4101755 48.8442874)
368059,48.8446689,2.4057273,4,traffic_signals,,POINT (2.4057273 48.8446689)
368061,48.8453024,2.3982497,3,,,POINT (2.3982497 48.8453024)
368064,48.8411027,2.3989094,3,,,POINT (2.3989094 48.8411027)
368065,48.8397185,2.3961013,3,,,POINT (2.3961013 48.8397185)
368068,48.8353603,2.406596,4,,,POINT (2.406596 48.8353603)
368074,48.8348528,2.4080632,4,,,POINT (2.4080632 48.8348528)
368075,48.8333363,2.4057115,3,,,POINT (2.4057115 48.8333363)
368077,48.8340006,2.4108114,3,,,POINT (2.4108114 48.8340006)
368078,48.8343583,2.4113663,4,,,POINT (2.4113663 48.8343583)
368079,48.8424248,2.3854014,3,,,POINT (2.3854014 48.8424248)
368081,48.8394448,2.3945351,3,,,POINT (2.3945351 48.8394448)
368082,48.8373028,2.3912033,4,traffic_signals,,POINT (2.3912033 48.8373028)
368084,48.8357065,2.3861104,3,traffic_signals,,POINT (2.3861104 48.8357065)
368092,48.8389062,2.3761486,4,,,POINT (2.3761486 48.8389062)
368093,48.8375695,2.3736544,4,traffic_signals,,POINT (2.3736544 48.8375695)
368094,48.8363672,2.3713523,4,traffic_signals,,POINT (2.3713523 48.8363672)
368125,48.8526464,2.3522069,3,,,POINT (2.3522069 48.8526464)
368126,48.851112,2.3513069,4,traffic_signals,,POINT (2.3513069 48.851112)
368133,48.8573196,2.3492488,3,,,POINT (2.3492488 48.8573196)
368137,48.8562782,2.3565953,2,traffic_signals,,POINT (2.3565953 48.8562782)
368138,48.8546706,2.3627724,2,,,POINT (2.3627724 48.8546706)
368139,48.8535418,2.3665458,1,,,POINT (2.3665458 48.8535418)
368140,48.8523738,2.3604658,3,traffic_signals,,POINT (2.3604658 48.8523738)
368141,48.8529093,2.3589713,3,,,POINT (2.3589713 48.8529093)
368142,48.8533327,2.3578164,4,traffic_signals,,POINT (2.3578164 48.8533327)
368143,48.8543758,2.3549444,4,traffic_signals,,POINT (2.3549444 48.8543758)
368145,48.849976,2.354875,4,traffic_signals,,POINT (2.354875 48.849976)
368146,48.8494029,2.3567895,4,traffic_signals,,POINT (2.3567895 48.8494029)
368147,48.8496235,2.3560363,3,,,POINT (2.3560363 48.8496235)
368175,48.8508102,2.3614294,4,traffic_signals,,POINT (2.3614294 48.8508102)
368190,48.8589898,2.339848,3,,,POINT (2.339848 48.8589898)
368195,48.8608967,2.3300717,4,traffic_signals,,POINT (2.3300717 48.8608967)
368205,48.8637542,2.3320906,3,,,POINT (2.3320906 48.8637542)
368232,48.8514647,2.3370565,4,traffic_signals,,POINT (2.3370565 48.8514647)
368233,48.8513168,2.3357195,3,,,POINT (2.3357195 48.8513168)
368243,48.8640695,2.3201059,5,,,POINT (2.3201059 48.8640695)
368247,48.8646741,2.3136679,4,,,POINT (2.3136679 48.8646741)
368248,48.8646107,2.3103421,4,,,POINT (2.3103421 48.8646107)
368249,48.8625767,2.3104164,4,traffic_signals,,POINT (2.3104164 48.8625767)
368250,48.8658611,2.3199122,5,,,POINT (2.3199122 48.8658611)
368252,48.8666176,2.3219639,4,,,POINT (2.3219639 48.8666176)
368254,48.8691428,2.3101251,3,,,POINT (2.3101251 48.8691428)
368272,48.8542721,2.3054471,4,traffic_signals,,POINT (2.3054471 48.8542721)
368273,48.858808,2.3034962,5,traffic_signals,,POINT (2.3034962 48.858808)
368274,48.8598721,2.3008394,3,traffic_signals,,POINT (2.3008394 48.8598721)
368286,48.8589324,2.2968652,3,,,POINT (2.2968652 48.8589324)
368305,48.8633926,2.2875005,3,,,POINT (2.2875005 48.8633926)
368307,48.8668087,2.289968,5,traffic_signals,,POINT (2.289968 48.8668087)
368308,48.873247,2.2946509,3,,,POINT (2.2946509 48.873247)
368310,48.8734652,2.2942797,3,,,POINT (2.2942797 48.8734652)
368313,48.873743,2.2941461,3,,,POINT (2.2941461 48.873743)
368318,48.8743576,2.2949396,3,,,POINT (2.2949396 48.8743576)
368319,48.8743025,2.2954181,3,,,POINT (2.2954181 48.8743025)
368320,48.8740905,2.2957798,3,,,POINT (2.2957798 48.8740905)
368321,48.8738244,2.2959161,3,,,POINT (2.2959161 48.8738244)
368322,48.8735273,2.2958328,3,,,POINT (2.2958328 48.8735273)
368323,48.8731947,2.2951412,3,,,POINT (2.2951412 48.8731947)
368325,48.8732951,2.2955389,3,,,POINT (2.2955389 48.8732951)
368335,48.8778095,2.2979629,3,traffic_signals,,POINT (2.2979629 48.8778095)
368337,48.879549,2.3049796,4,traffic_signals,,POINT (2.3049796 48.879549)
368338,48.8723626,2.2994954,4,,,POINT (2.2994954 48.8723626)
368341,48.8705205,2.3052845,4,,,POINT (2.3052845 48.8705205)
382015,48.8244825,2.3678681,3,,,POINT (2.3678681 48.8244825)
382016,48.8229124,2.3687123,4,traffic_signals,,POINT (2.3687123 48.8229124)
382017,48.8215316,2.3694427,5,,,POINT (2.3694427 48.8215316)
382019,48.8226528,2.3670649,3,,,POINT (2.3670649 48.8226528)
382021,48.8216311,2.369126,4,,,POINT (2.369126 48.8216311)
382026,48.8284757,2.3729331,4,,,POINT (2.3729331 48.8284757)
382027,48.8306422,2.3767516,4,,,POINT (2.3767516 48.8306422)
382029,48.8327329,2.3747816,3,,,POINT (2.3747816 48.8327329)
382036,48.833722,2.3824814,4,,,POINT (2.3824814 48.833722)
382038,48.8322388,2.3797778,5,,,POINT (2.3797778 48.8322388)
382039,48.8329781,2.3787715,3,,,POINT (2.3787715 48.8329781)
382045,48.8344579,2.3731375,4,traffic_signals,,POINT (2.3731375 48.8344579)
382046,48.835541,2.3721229,3,,,POINT (2.3721229 48.835541)
382049,48.8362129,2.3714895,4,traffic_signals,,POINT (2.3714895 48.8362129)
382050,48.833824,2.3650971,4,traffic_signals,,POINT (2.3650971 48.833824)
382051,48.8321655,2.3676402,4,,,POINT (2.3676402 48.8321655)
382052,48.8339797,2.3647847,4,,,POINT (2.3647847 48.8339797)
382057,48.846846,2.3609481,3,,,POINT (2.3609481 48.846846)
382062,48.852444,2.3570633,3,,,POINT (2.3570633 48.852444)
382063,48.8530123,2.3552992,3,,,POINT (2.3552992 48.8530123)
382064,48.853419,2.3540036,4,,,POINT (2.3540036 48.853419)
382067,48.8528801,2.3533008,3,,,POINT (2.3533008 48.8528801)
382069,48.8516311,2.3541599,3,,,POINT (2.3541599 48.8516311)
382070,48.8513444,2.3552545,3,,,POINT (2.3552545 48.8513444)
382071,48.8511377,2.3559179,4,,,POINT (2.3559179 48.8511377)
382072,48.8505947,2.3575168,3,,,POINT (2.3575168 48.8505947)
382073,48.8502611,2.3585159,3,,,POINT (2.3585159 48.8502611)
382074,48.850081,2.3590296,3,,,POINT (2.3590296 48.850081)
382076,48.8529217,2.3535281,3,,,POINT (2.3535281 48.8529217)
382077,48.8518338,2.3565473,4,,,POINT (2.3565473 48.8518338)
382078,48.8524483,2.354842,4,,,POINT (2.354842 48.8524483)
382079,48.8520819,2.3558589,3,,,POINT (2.3558589 48.8520819)
382080,48.8512836,2.3580848,3,,,POINT (2.3580848 48.8512836)
390027,48.8509679,2.3964579,3,,,POINT (2.3964579 48.8509679)
390030,48.8504119,2.3925211,5,,,POINT (2.3925211 48.8504119)
390033,48.8489668,2.3920084,5,traffic_signals,,POINT (2.3920084 48.8489668)
390034,48.8480382,2.3928506,4,traffic_signals,,POINT (2.3928506 48.8480382)
390035,48.8471465,2.3936715,4,,,POINT (2.3936715 48.8471465)
390041,48.8489439,2.3955684,3,,,POINT (2.3955684 48.8489439)
390042,48.8487905,2.3952373,3,,,POINT (2.3952373 48.8487905)
390043,48.8485175,2.3950215,3,,,POINT (2.3950215 48.8485175)
390044,48.8482871,2.3950103,3,,,POINT (2.3950103 48.8482871)
390047,48.8481806,2.3967898,3,,,POINT (2.3967898 48.8481806)
390052,48.8484383,2.396839,3,,,POINT (2.396839 48.8484383)
390053,48.8487883,2.3966072,3,,,POINT (2.3966072 48.8487883)
390060,48.8477806,2.3958129,3,traffic_signals,,POINT (2.3958129 48.8477806)
390153,48.8489264,2.3985446,3,,,POINT (2.3985446 48.8489264)
390158,48.8472878,2.3989257,4,,,POINT (2.3989257 48.8472878)
390197,48.8395175,2.3961342,3,,,POINT (2.3961342 48.8395175)
390198,48.8395755,2.3954443,3,,,POINT (2.3954443 48.8395755)
390202,48.8388965,2.3974499,3,,,POINT (2.3974499 48.8388965)
390214,48.8427115,2.3974913,4,traffic_signals,,POINT (2.3974913 48.8427115)
390248,48.836057,2.3867648,2,,,POINT (2.3867648 48.836057)
390252,48.8364877,2.3876847,2,,,POINT (2.3876847 48.8364877)
390306,48.8462793,2.3774063,4,traffic_signals,,POINT (2.3774063 48.8462793)
390313,48.847004,2.3837717,4,traffic_signals,,POINT (2.3837717 48.847004)
390316,48.846772,2.3817132,4,traffic_signals,,POINT (2.3817132 48.846772)
398709,48.864829,2.3533193,4,traffic_signals,,POINT (2.3533193 48.864829)
398745,48.8638647,2.3490334,5,traffic_signals,,POINT (2.3490334 48.8638647)
398767,48.8746674,2.3393461,4,,,POINT (2.3393461 48.8746674)
398768,48.8706941,2.3325479,4,,,POINT (2.3325479 48.8706941)
398769,48.8710801,2.3347858,4,,,POINT (2.3347858 48.8710801)
398772,48.8716742,2.3382629,3,,,POINT (2.3382629 48.8716742)
398773,48.8703017,2.332714,4,,,POINT (2.332714 48.8703017)
398774,48.8700764,2.3325517,3,,,POINT (2.3325517 48.8700764)
398775,48.8702107,2.3322283,4,traffic_signals,,POINT (2.3322283 48.8702107)
398776,48.8706246,2.3320659,4,traffic_signals,,POINT (2.3320659 48.8706246)
398783,48.8737477,2.3271551,5,traffic_signals,,POINT (2.3271551 48.8737477)
398785,48.874847,2.3198244,5,traffic_signals,,POINT (2.3198244 48.874847)
398787,48.8710733,2.3318505,3,,,POINT (2.3318505 48.8710733)
398788,48.871156,2.332342,3,,,POINT (2.332342 48.871156)
398789,48.8722064,2.3328034,4,,,POINT (2.3328034 48.8722064)
398792,48.8702685,2.3300494,4,traffic_signals,,POINT (2.3300494 48.8702685)
398795,48.8692559,2.3238947,3,,,POINT (2.3238947 48.8692559)
398800,48.8687213,2.3331307,3,traffic_signals,,POINT (2.3331307 48.8687213)
430770,48.819145,2.3594606,4,,,POINT (2.3594606 48.819145)
430773,48.8210147,2.3506339,4,,,POINT (2.3506339 48.8210147)
430775,48.8194879,2.3446021,4,,,POINT (2.3446021 48.8194879)
430777,48.8213603,2.3343552,3,traffic_signals,,POINT (2.3343552 48.8213603)
430784,48.8347063,2.3313128,4,traffic_signals,,POINT (2.3313128 48.8347063)
430788,48.8597514,2.3768492,4,traffic_signals,,POINT (2.3768492 48.8597514)
430789,48.8587156,2.378584,4,traffic_signals,,POINT (2.378584 48.8587156)
430794,48.8533915,2.3794021,3,traffic_signals,,POINT (2.3794021 48.8533915)
430795,48.8532717,2.3770122,3,traffic_signals,,POINT (2.3770122 48.8532717)
430796,48.8532065,2.375077,3,,,POINT (2.375077 48.8532065)
430798,48.8795788,2.367034,1,,,POINT (2.367034 48.8795788)
430799,48.8825102,2.3692103,3,traffic_signals,,POINT (2.3692103 48.8825102)
430802,48.8718957,2.3645298,3,,,POINT (2.3645298 48.8718957)
430803,48.8697616,2.3661837,3,,,POINT (2.3661837 48.8697616)
442138,48.8193334,2.3619725,4,,,POINT (2.3619725 48.8193334)
442139,48.820154,2.36463,4,,,POINT (2.36463 48.820154)
442190,48.8261491,2.3127519,4,,,POINT (2.3127519 48.8261491)
442192,48.8277487,2.3054972,4,,,POINT (2.3054972 48.8277487)
442194,48.8286407,2.3014298,4,traffic_signals,,POINT (2.3014298 48.8286407)
442196,48.8309442,2.2924987,3,,,POINT (2.2924987 48.8309442)
442197,48.8326932,2.2883604,3,,,POINT (2.2883604 48.8326932)
442207,48.8354165,2.2810656,4,,,POINT (2.2810656 48.8354165)
442211,48.8387717,2.2697526,4,,,POINT (2.2697526 48.8387717)
442216,48.8453547,2.2575332,4,,,POINT (2.2575332 48.8453547)
442242,48.8596337,2.2661315,3,,,POINT (2.2661315 48.8596337)
442252,48.8668753,2.271815,3,traffic_signals,,POINT (2.271815 48.8668753)
442256,48.8717066,2.2756581,3,,,POINT (2.2756581 48.8717066)
442296,48.8360773,2.3921752,3,,,POINT (2.3921752 48.8360773)
442301,48.8336313,2.3948808,3,,,POINT (2.3948808 48.8336313)
442308,48.8822538,2.2860644,3,,,POINT (2.2860644 48.8822538)
442309,48.8856777,2.2915177,4,,,POINT (2.2915177 48.8856777)
442316,48.8490538,2.4115116,5,,,POINT (2.4115116 48.8490538)
442317,48.8534855,2.4105158,5,,,POINT (2.4105158 48.8534855)
442319,48.8874974,2.2947714,4,traffic_signals,,POINT (2.2947714 48.8874974)
442321,48.8910624,2.3025282,3,,,POINT (2.3025282 48.8910624)
442333,48.8646564,2.4086357,3,,,POINT (2.4086357 48.8646564)
442335,48.8679431,2.4088776,4,,,POINT (2.4088776 48.8679431)
442344,48.8771874,2.4065457,5,traffic_signals,,POINT (2.4065457 48.8771874)
442345,48.8777884,2.4056378,3,,,POINT (2.4056378 48.8777884)
442348,48.8802663,2.4003829,3,,,POINT (2.4003829 48.8802663)
442349,48.8806977,2.4000569,3,traffic_signals,,POINT (2.4000569 48.8806977)
442371,48.8987244,2.3711722,4,,,POINT (2.3711722 48.8987244)
442373,48.8836491,2.3969899,4,,,POINT (2.3969899 48.8836491)
442375,48.8866014,2.3963063,3,,,POINT (2.3963063 48.8866014)
470124,48.8376844,2.322861,5,,,POINT (2.322861 48.8376844)
470125,48.8375484,2.3229302,4,traffic_signals,,POINT (2.3229302 48.8375484)
470126,48.8324783,2.3249982,4,traffic_signals,,POINT (2.3249982 48.8324783)
470129,48.8473362,2.3408464,4,traffic_signals,,POINT (2.3408464 48.8473362)
470130,48.8488358,2.3417553,3,,,POINT (2.3417553 48.8488358)
470131,48.8506264,2.3428034,4,traffic_signals,,POINT (2.3428034 48.8506264)
470132,48.8508423,2.3455155,5,traffic_signals,,POINT (2.3455155 48.8508423)
470133,48.8495986,2.3448446,4,traffic_signals,,POINT (2.3448446 48.8495986)
470134,48.8473611,2.3436333,4,traffic_signals,,POINT (2.3436333 48.8473611)
470135,48.8467973,2.3433478,4,traffic_signals,,POINT (2.3433478 48.8467973)
470136,48.8443318,2.3420496,4,traffic_signals,,POINT (2.3420496 48.8443318)
470137,48.8499851,2.3490085,4,traffic_signals,,POINT (2.3490085 48.8499851)
470138,48.8495209,2.3528726,3,,,POINT (2.3528726 48.8495209)
470139,48.851188,2.3626942,3,traffic_signals,,POINT (2.3626942 48.851188)
470142,48.8561313,2.3404015,5,,,POINT (2.3404015 48.8561313)
470145,48.8578087,2.3353064,3,traffic_signals,,POINT (2.3353064 48.8578087)
470146,48.8582658,2.3332665,3,,,POINT (2.3332665 48.8582658)
470147,48.8576193,2.3327512,3,,,POINT (2.3327512 48.8576193)
470149,48.8544657,2.3304702,4,traffic_signals,,POINT (2.3304702 48.8544657)
470150,48.8518682,2.3286248,3,traffic_signals,,POINT (2.3286248 48.8518682)
470152,48.8507068,2.3252847,3,,,POINT (2.3252847 48.8507068)
470153,48.8502335,2.32414,4,traffic_signals,,POINT (2.32414 48.8502335)
470154,48.8482314,2.3201774,3,,,POINT (2.3201774 48.8482314)
470156,48.8582212,2.3283353,4,,,POINT (2.3283353 48.8582212)
470157,48.8588006,2.3287489,4,,,POINT (2.3287489 48.8588006)
470159,48.8560436,2.3259635,4,,,POINT (2.3259635 48.8560436)
470160,48.857698,2.323896,3,,,POINT (2.323896 48.857698)
470161,48.85914,2.3202091,3,,,POINT (2.3202091 48.85914)
