timestamp,stage,elapsed_sec,selected_n,current_n,obf_k,epsilon,nr_agent,matlab_mem_used_bytes,matlab_mem_peak_so_far_bytes,matlab_mem_available_all_arrays_bytes,matlab_max_possible_array_bytes,physical_mem_available_bytes,physical_mem_total_bytes,tracked_vars_bytes,workspace_bytes
2026-07-10 18:05:42,start,0.0360096,NaN,NaN,NaN,NaN,NaN,3765137408,3765137408,16564494336,16564494336,21927731200,68424036352,0,3270
2026-07-10 18:05:43,after_distance_matrix,0.4978026,NaN,NaN,NaN,NaN,NaN,4153552896,4153552896,16174792704,16174792704,21538742272,68424036352,0,8296
2026-07-10 18:05:57,after_selected_set,14.3934038,NaN,NaN,NaN,NaN,NaN,4303740928,4303740928,16178429952,16178429952,21460918272,68424036352,0,8486
2026-07-10 18:06:11,after_phase1_params,28.7007556,NaN,NaN,NaN,NaN,NaN,4559749120,4559749120,15930658816,15930658816,21339095040,68424036352,0,8520
2026-07-10 18:06:19,after_xi_hathat,37.2239801,NaN,NaN,NaN,NaN,NaN,4687753216,4687753216,15665762304,15665762304,20984332288,68424036352,0,8860
2026-07-10 18:06:19,after_reduced_problem,37.2748546,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15787958272,15787958272,21107036160,68424036352,0,8976
2026-07-10 18:06:49,after_cost_and_benchmarks,66.6298446,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15888261120,15888261120,21161136128,68424036352,0,9382
2026-07-10 18:06:49,after_privacy_budget,66.6786092,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15887732736,15887732736,21160611840,68424036352,0,9262
2026-07-10 18:06:49,eps4_after_agent_master_2ppo,66.7672163,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15882133504,15882133504,21160083456,68424036352,0,9488
2026-07-10 18:06:49,eps4_after_benders_2ppo,67.0310511,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15808708608,15808708608,21115482112,68424036352,0,10270
2026-07-10 18:06:49,eps4_after_agent_master_lb,67.1183472,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15808507904,15808507904,21115482112,68424036352,0,9776
2026-07-10 18:06:50,eps4_after_benders_lb,67.3974082,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15807590400,15807590400,21116063744,68424036352,0,10730
2026-07-10 18:06:50,eps7_after_agent_master_2ppo,67.4851584,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15807561728,15807561728,21116452864,68424036352,0,10376
2026-07-10 18:06:50,eps7_after_benders_2ppo,67.7330059,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15813394432,15813394432,21122260992,68424036352,0,11158
2026-07-10 18:06:50,eps7_after_agent_master_lb,67.8138116,NaN,NaN,NaN,NaN,NaN,4559749120,4687753216,15807119360,15807119360,21107281920,68424036352,0,10664
2026-07-10 18:06:50,eps7_after_benders_lb,68.0378684,NaN,NaN,NaN,NaN,NaN,4559753216,4687753216,15806230528,15806230528,21107404800,68424036352,0,11618
2026-07-10 18:06:50,eps10_after_agent_master_2ppo,68.1209647,NaN,NaN,NaN,NaN,NaN,4559753216,4687753216,15806152704,15806152704,21107396608,68424036352,0,11266
2026-07-10 18:06:51,eps10_after_benders_2ppo,68.3480921,NaN,NaN,NaN,NaN,NaN,4559753216,4687753216,15805472768,15805472768,21107691520,68424036352,0,12048
2026-07-10 18:06:51,eps10_after_agent_master_lb,68.4300634,NaN,NaN,NaN,NaN,NaN,4559753216,4687753216,15805698048,15805698048,21107535872,68424036352,0,11570
2026-07-10 18:06:51,eps10_after_benders_lb,68.6778223,NaN,NaN,NaN,NaN,NaN,4559753216,4687753216,15804854272,15804854272,21105844224,68424036352,0,12524
2026-07-10 18:06:51,finish,68.7242539,NaN,NaN,NaN,NaN,NaN,4559753216,4687753216,15804854272,15804854272,21105848320,68424036352,0,13406
