timestamp,stage,elapsed_sec,selected_n,current_n,obf_k,epsilon,nr_agent,matlab_mem_used_bytes,matlab_mem_peak_so_far_bytes,matlab_mem_available_all_arrays_bytes,matlab_max_possible_array_bytes,physical_mem_available_bytes,physical_mem_total_bytes,tracked_vars_bytes,workspace_bytes
2026-07-10 18:07:57,start,0.0379874,NaN,NaN,NaN,NaN,NaN,3766190080,3766190080,16577118208,16577118208,21894905856,68424036352,0,3270
2026-07-10 18:07:58,after_distance_matrix,1.0084617,NaN,NaN,NaN,NaN,NaN,4642283520,4642283520,15679815680,15679815680,20991455232,68424036352,0,8296
2026-07-10 18:08:49,after_selected_set,51.8288127,NaN,NaN,NaN,NaN,NaN,5215125504,5215125504,15208013824,15208013824,20987723776,68424036352,0,8486
2026-07-10 18:09:34,after_phase1_params,96.3753924,NaN,NaN,NaN,NaN,NaN,5791129600,5791129600,14627463168,14627463168,20679352320,68424036352,0,8520
2026-07-10 18:10:17,after_xi_hathat,139.9115052,NaN,NaN,NaN,NaN,NaN,6079131648,6079131648,14235611136,14235611136,20374925312,68424036352,0,8860
2026-07-10 18:10:17,after_reduced_problem,139.9903634,NaN,NaN,NaN,NaN,NaN,5791129600,6079131648,14518579200,14518579200,20655382528,68424036352,0,8976
2026-07-10 18:11:02,after_cost_and_benchmarks,184.4894232,NaN,NaN,NaN,NaN,NaN,5791129600,6079131648,14610202624,14610202624,20678311936,68424036352,0,9382
2026-07-10 18:11:02,after_privacy_budget,184.5404613,NaN,NaN,NaN,NaN,NaN,5791129600,6079131648,14609973248,14609973248,20678885376,68424036352,0,9262
2026-07-10 18:11:02,eps4_after_agent_master_2ppo,184.7838279,NaN,NaN,NaN,NaN,NaN,5791129600,6079131648,14610034688,14610034688,20680642560,68424036352,0,9488
2026-07-10 18:11:02,eps4_after_benders_2ppo,184.9516057,NaN,NaN,NaN,NaN,NaN,5791129600,6079131648,14563246080,14563246080,20637753344,68424036352,0,10270
2026-07-10 18:11:02,eps4_after_agent_master_lb,185.1714475,NaN,NaN,NaN,NaN,NaN,5791129600,6079131648,14536691712,14536691712,20638142464,68424036352,0,9776
2026-07-10 18:11:16,eps4_after_benders_lb,198.9058787,NaN,NaN,NaN,NaN,NaN,5791416320,6079131648,14522249216,14522249216,20623958016,68424036352,0,10730
2026-07-10 18:11:16,eps7_after_agent_master_2ppo,199.1675798,NaN,NaN,NaN,NaN,NaN,5799419904,6079131648,14510604288,14510604288,20619059200,68424036352,0,10376
2026-07-10 18:11:17,eps7_after_benders_2ppo,199.6822257,NaN,NaN,NaN,NaN,NaN,5799419904,6079131648,14509756416,14509756416,20617981952,68424036352,0,11158
2026-07-10 18:11:17,eps7_after_agent_master_lb,199.9520856,NaN,NaN,NaN,NaN,NaN,5799419904,6079131648,14521630720,14521630720,20627283968,68424036352,0,10664
2026-07-10 18:11:38,eps7_after_benders_lb,221.1017346,NaN,NaN,NaN,NaN,NaN,5799440384,6079131648,14505136128,14505136128,20615741440,68424036352,0,11618
2026-07-10 18:11:39,eps10_after_agent_master_2ppo,221.3227273,NaN,NaN,NaN,NaN,NaN,5799440384,6079131648,14499274752,14499274752,20615315456,68424036352,0,11266
2026-07-10 18:11:39,eps10_after_benders_2ppo,221.6361167,NaN,NaN,NaN,NaN,NaN,5799440384,6079131648,14505549824,14505549824,20622323712,68424036352,0,12048
2026-07-10 18:11:39,eps10_after_agent_master_lb,221.8753682,NaN,NaN,NaN,NaN,NaN,5799440384,6079131648,14498652160,14498652160,20613459968,68424036352,0,11570
2026-07-10 18:11:53,eps10_after_benders_lb,236.216247,NaN,NaN,NaN,NaN,NaN,5800468480,6079131648,14499278848,14499278848,20606877696,68424036352,0,12524
2026-07-10 18:11:54,finish,236.2807674,NaN,NaN,NaN,NaN,NaN,5800468480,6079131648,14499278848,14499278848,20606091264,68424036352,0,13406
