timestamp,stage,elapsed_sec,selected_n,current_n,obf_k,epsilon,nr_agent,matlab_mem_used_bytes,matlab_mem_peak_so_far_bytes,matlab_mem_available_all_arrays_bytes,matlab_max_possible_array_bytes,physical_mem_available_bytes,physical_mem_total_bytes,tracked_vars_bytes,workspace_bytes
2026-07-10 17:24:59,start,0.0313391,NaN,NaN,NaN,NaN,NaN,3824357376,3824357376,14310207488,14310207488,18870128640,68424036352,0,3270
2026-07-10 17:25:00,after_distance_matrix,0.9499883,NaN,NaN,NaN,NaN,NaN,4696375296,4696375296,13443276800,13443276800,18003746816,68424036352,0,8296
2026-07-10 17:25:51,after_selected_set,52.1928058,NaN,NaN,NaN,NaN,NaN,5269225472,5269225472,12955107328,12955107328,17716588544,68424036352,0,8486
2026-07-10 17:26:25,after_phase1_params,86.7955165,NaN,NaN,NaN,NaN,NaN,5845237760,5845237760,12388818944,12388818944,17397506048,68424036352,0,8520
2026-07-10 17:26:47,after_xi_hathat,108.3313057,NaN,NaN,NaN,NaN,NaN,6134288384,6134288384,12003545088,12003545088,16771395584,68424036352,0,8860
2026-07-10 17:26:47,after_reduced_problem,108.3983988,NaN,NaN,NaN,NaN,NaN,5846286336,6134288384,12291035136,12291035136,17055666176,68424036352,0,8976
2026-07-10 17:28:38,after_cost_and_benchmarks,219.0344881,NaN,NaN,NaN,NaN,NaN,5870010368,6134288384,12055388160,12055388160,16787742720,68424036352,0,9382
2026-07-10 17:28:38,after_privacy_budget,219.0930266,NaN,NaN,NaN,NaN,NaN,5870010368,6134288384,12052058112,12052058112,16786915328,68424036352,0,9262
2026-07-10 17:28:38,eps4_after_agent_master_2ppo,219.2429685,NaN,NaN,NaN,NaN,NaN,5870010368,6134288384,12050907136,12050907136,16786563072,68424036352,0,9488
2026-07-10 17:28:38,eps4_after_benders_2ppo,219.6367327,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11976462336,11976462336,16741314560,68424036352,0,10270
2026-07-10 17:28:38,eps4_after_agent_master_lb,219.7772598,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11975782400,11975782400,16740294656,68424036352,0,9776
2026-07-10 17:28:39,eps4_after_benders_lb,220.1284312,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11983474688,11983474688,16744353792,68424036352,0,10730
2026-07-10 17:28:39,eps7_after_agent_master_2ppo,220.2570797,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11974950912,11974950912,16742408192,68424036352,0,10376
2026-07-10 17:28:39,eps7_after_benders_2ppo,220.6270905,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11973361664,11973361664,16742244352,68424036352,0,11158
2026-07-10 17:28:39,eps7_after_agent_master_lb,220.7649266,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11973505024,11973505024,16742514688,68424036352,0,10664
2026-07-10 17:28:40,eps7_after_benders_lb,221.1202948,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11973586944,11973586944,16735842304,68424036352,0,11618
2026-07-10 17:28:40,eps10_after_agent_master_2ppo,221.2464099,NaN,NaN,NaN,NaN,NaN,5871091712,6134288384,11976773632,11976773632,16739180544,68424036352,0,11266
2026-07-10 17:28:40,eps10_after_benders_2ppo,221.6097791,NaN,NaN,NaN,NaN,NaN,5872148480,6134288384,11971792896,11971792896,16739119104,68424036352,0,12048
2026-07-10 17:28:40,eps10_after_agent_master_lb,221.7336764,NaN,NaN,NaN,NaN,NaN,5872148480,6134288384,11971207168,11971207168,16739495936,68424036352,0,11570
2026-07-10 17:28:41,eps10_after_benders_lb,222.0534782,NaN,NaN,NaN,NaN,NaN,5872152576,6134288384,11971989504,11971989504,16738938880,68424036352,0,12524
2026-07-10 17:28:41,finish,222.1187938,NaN,NaN,NaN,NaN,NaN,5872152576,6134288384,11972247552,11972247552,16738377728,68424036352,0,13406
