timestamp,stage,elapsed_sec,selected_n,current_n,obf_k,epsilon,nr_agent,matlab_mem_used_bytes,matlab_mem_peak_so_far_bytes,matlab_mem_available_all_arrays_bytes,matlab_max_possible_array_bytes,physical_mem_available_bytes,physical_mem_total_bytes,tracked_vars_bytes,workspace_bytes
2026-07-10 17:21:09,start,0.0325905,NaN,NaN,NaN,NaN,NaN,3793100800,3793100800,15941599232,15941599232,20553867264,68424036352,0,3270
2026-07-10 17:21:09,after_distance_matrix,0.5167661,NaN,NaN,NaN,NaN,NaN,4181098496,4181098496,15554256896,15554256896,20156043264,68424036352,0,8296
2026-07-10 17:21:23,after_selected_set,13.7487048,NaN,NaN,NaN,NaN,NaN,4331286528,4331286528,15521718272,15521718272,20077658112,68424036352,0,8486
2026-07-10 17:21:32,after_phase1_params,22.7825777,NaN,NaN,NaN,NaN,NaN,4587204608,4587204608,15260950528,15260950528,19945598976,68424036352,0,8520
2026-07-10 17:21:35,after_xi_hathat,26.182261,NaN,NaN,NaN,NaN,NaN,4716257280,4716257280,15009222656,15009222656,19614687232,68424036352,0,8860
2026-07-10 17:21:35,after_reduced_problem,26.2345109,NaN,NaN,NaN,NaN,NaN,4588253184,4716257280,15134142464,15134142464,19740446720,68424036352,0,8976
2026-07-10 17:23:03,after_cost_and_benchmarks,114.1058276,NaN,NaN,NaN,NaN,NaN,4604715008,4716257280,13980479488,13980479488,18696122368,68424036352,0,9382
2026-07-10 17:23:03,after_privacy_budget,114.204492,NaN,NaN,NaN,NaN,NaN,4604715008,4716257280,13979176960,13979176960,18697379840,68424036352,0,9262
2026-07-10 17:23:03,eps4_after_agent_master_2ppo,114.4280287,NaN,NaN,NaN,NaN,NaN,4614152192,4716257280,13890551808,13890551808,18605744128,68424036352,0,9488
2026-07-10 17:23:04,eps4_after_benders_2ppo,114.9383179,NaN,NaN,NaN,NaN,NaN,4615204864,4716257280,13803065344,13803065344,18557861888,68424036352,0,10270
2026-07-10 17:23:04,eps4_after_agent_master_lb,115.0765584,NaN,NaN,NaN,NaN,NaN,4615204864,4716257280,13798719488,13798719488,18557988864,68424036352,0,9776
2026-07-10 17:23:05,eps4_after_benders_lb,115.5594303,NaN,NaN,NaN,NaN,NaN,4616253440,4716257280,13439553536,13439553536,18315935744,68424036352,0,10730
2026-07-10 17:23:05,eps7_after_agent_master_2ppo,115.7470232,NaN,NaN,NaN,NaN,NaN,4616253440,4716257280,13456936960,13456936960,18241576960,68424036352,0,10376
2026-07-10 17:23:05,eps7_after_benders_2ppo,116.2029575,NaN,NaN,NaN,NaN,NaN,4616253440,4716257280,13356593152,13356593152,18174164992,68424036352,0,11158
2026-07-10 17:23:05,eps7_after_agent_master_lb,116.3433117,NaN,NaN,NaN,NaN,NaN,4616253440,4716257280,13377359872,13377359872,18163073024,68424036352,0,10664
2026-07-10 17:23:06,eps7_after_benders_lb,116.7871305,NaN,NaN,NaN,NaN,NaN,4616253440,4716257280,13359460352,13359460352,18154192896,68424036352,0,11618
2026-07-10 17:23:06,eps10_after_agent_master_2ppo,116.9296832,NaN,NaN,NaN,NaN,NaN,4616253440,4716257280,13352108032,13352108032,18148990976,68424036352,0,11266
2026-07-10 17:23:06,eps10_after_benders_2ppo,117.3134142,NaN,NaN,NaN,NaN,NaN,4608258048,4716257280,13312069632,13312069632,18114383872,68424036352,0,12048
2026-07-10 17:23:06,eps10_after_agent_master_lb,117.4468067,NaN,NaN,NaN,NaN,NaN,4616265728,4716257280,13315137536,13315137536,18115043328,68424036352,0,11570
2026-07-10 17:23:07,eps10_after_benders_lb,117.8341781,NaN,NaN,NaN,NaN,NaN,4616273920,4716257280,13306847232,13306847232,18089918464,68424036352,0,12524
2026-07-10 17:23:07,finish,117.9101706,NaN,NaN,NaN,NaN,NaN,4616273920,4716257280,13293916160,13293916160,18084208640,68424036352,0,13406
