Metric,Mean,StdDev
Rel_DLR,582.792394927591,1226.49651938107
Viol_DLR,0.6842,0.0680731224493192
Rel_DLR2,327.87705072897,408.180465870277
Viol_DLR2,0.5648,0.144361568639302
Rel_CRL,15.8032882532606,29.7437070238241
