Metric,Mean,StdDev
Rel_DLR,0.0603487375427213,0.00414031441211023
Viol_DLR,0.4255,0.0064903774928736
Rel_DLR2,0.00390148388341983,0.00043287251965551
Viol_DLR2,0.42755,0.00785891213845783
Rel_CRL,0.0323440893341934,0.0019199866388402
