osmid,y,x,street_count,highway,ref,geometry,lat_index,lon_index,grid_index,lat_center,lon_center,distance_to_center
110550432,48.8422304,2.304478,3,,,POINT (2.304478 48.8422304),30,41,3041,48.8421095405,2.3050818305,0.046187486514245236
110557419,48.841855,2.3091474,3,,,POINT (2.3091474 48.841855),30,43,3043,48.8421095405,2.3088809645,0.03436965770340978
110562477,48.8422975,2.3105739,3,,,POINT (2.3105739 48.8422975),30,44,3044,48.8421095405,2.3107805315,0.025796850076477713
201615482,48.8420802,2.3130042,4,traffic_signals,,POINT (2.3130042 48.8420802),30,45,3045,48.8421095405,2.3126800985,0.023941547083635856
36468983,48.8420172,2.3149286,3,,,POINT (2.3149286 48.8420172),30,46,3046,48.8421095405,2.3145796654999997,0.02752256637365734
304488236,48.8417196,2.3188563,3,,,POINT (2.3188563 48.8417196),30,48,3048,48.8421095405,2.3183787995,0.0556878988436715
21348452,48.8422093,2.320557,3,,,POINT (2.320557 48.8422093),30,49,3049,48.8421095405,2.3202783664999997,0.023212771816142612
676374306,48.8419334,2.3224657,3,,,POINT (2.3224657 48.8419334),30,50,3050,48.8421095405,2.3221779335,0.028759319234893013
202800560,48.8424523,2.3284092,3,traffic_signals,,POINT (2.3284092 48.8424523),30,53,3053,48.8421095405,2.3278766345,0.054512054158337916
27018632,48.8420367,2.329669,4,traffic_signals,,POINT (2.329669 48.8420367),30,54,3054,48.8421095405,2.3297762015,0.011276009596555787
36594394,48.8420496,2.3320988,3,,,POINT (2.3320988 48.8420496),30,55,3055,48.8421095405,2.3316757685,0.03166741161268285
24966020,48.8419776,2.3352091,3,,,POINT (2.3352091 48.8419776),30,57,3057,48.8421095405,2.3354749025,0.024364220743787142
24984649,48.8418408,2.3374145,3,,,POINT (2.3374145 48.8418408),30,58,3058,48.8421095405,2.3373744695,0.030025831355806457
25033534,48.8421207,2.3413028,4,traffic_signals,,POINT (2.3413028 48.8421207),30,60,3060,48.8421095405,2.3411736034999997,0.009535863005334787
25033486,48.8419427,2.3457955,3,,,POINT (2.3457955 48.8419427),30,62,3062,48.8421095405,2.3449727375,0.06300426621583476
25033485,48.8421794,2.3463148,4,,,POINT (2.3463148 48.8421794),30,63,3063,48.8421095405,2.3468723044999997,0.04153186415650828
25034306,48.8418084,2.3478508,3,traffic_signals,,POINT (2.3478508 48.8418084),30,64,3064,48.8421095405,2.3487718715,0.07526466095072117
25033933,48.8421354,2.3515315,4,,,POINT (2.3515315 48.8421354),30,65,3065,48.8421095405,2.3506714385,0.06300615136200552
549792393,48.842208,2.3526594,4,,,POINT (2.3526594 48.842208),30,66,3066,48.8421095405,2.3525710054999998,0.012716475766149968
549777227,48.8422763,2.3545142,3,,,POINT (2.3545142 48.8422763),30,67,3067,48.8421095405,2.3544705725,0.018815665228463143
237238103,48.8418239,2.3614952,1,turning_circle,,POINT (2.3614952 48.8418239),30,71,3071,48.8421095405,2.3620688404999997,0.05264148596432067
1142990075,48.841856,2.3631949,3,traffic_signals,,POINT (2.3631949 48.841856),30,72,3072,48.8421095405,2.3639684075,0.0632385190911468
368001,48.8419094,2.367868,4,traffic_signals,,POINT (2.367868 48.8419094),30,74,3074,48.8421095405,2.3677675414999997,0.023437474860120842
164407726,48.8417484,2.372414,3,,,POINT (2.372414 48.8417484),30,76,3076,48.8421095405,2.3715666755,0.07387593854519849
164404052,48.8418005,2.3725685,3,,,POINT (2.3725685 48.8418005),30,77,3077,48.8421095405,2.3734662424999997,0.07414262701753331
25034646,48.8421014,2.3764201,4,traffic_signals,,POINT (2.3764201 48.8421014),30,79,3079,48.8421095405,2.3772653765,0.061865159534281455
3034259850,48.8423212,2.3844595,3,,,POINT (2.3844595 48.8423212),30,83,3083,48.8421095405,2.3848636444999998,0.03779743671546945
1395428384,48.8416955,2.3869707,3,,,POINT (2.3869707 48.8416955),30,84,3084,48.8421095405,2.3867632115,0.04847858457100542
25290282,48.8419567,2.3894356,3,,,POINT (2.3894356 48.8419567),30,85,3085,48.8421095405,2.3886627784999996,0.059054580084063495
247265230,48.8423442,2.3978169,3,,,POINT (2.3978169 48.8423442),30,90,3090,48.8421095405,2.3981606135,0.03624271587511809
159666101,48.8419511,2.4022802,3,,,POINT (2.4022802 48.8419511),30,92,3092,48.8421095405,2.4019597475,0.029331641385751162
345543498,48.8417446,2.408351,1,,,POINT (2.408351 48.8417446),30,95,3095,48.8421095405,2.4076584485,0.0649258973395372
1088436897,48.8417265,2.4095915,3,,,POINT (2.4095915 48.8417265),30,96,3096,48.8421095405,2.4095580154999996,0.04266259294206625
177308558,48.8423128,2.4115294,3,,,POINT (2.4115294 48.8423128),30,97,3097,48.8421095405,2.4114575824999998,0.023204455576248926
206093427,48.8418774,2.4136059,3,,,POINT (2.4136059 48.8418774),30,98,3098,48.8421095405,2.4133571495,0.03158618424982067
1021081007,48.8426438,2.2545377,3,,,POINT (2.2545377 48.8426438),31,14,3114,48.8429697615,2.2537935215,0.0654181344047283
305162663,48.8429539,2.2563371,3,,,POINT (2.2563371 48.8429539),31,15,3115,48.8429697615,2.2556930885,0.047161862676476256
260654577,48.8430195,2.2600796,4,traffic_signals,,POINT (2.2600796 48.8430195),31,17,3117,48.8429697615,2.2594922225,0.04333870490506303
123468439,48.8431036,2.2648256,4,traffic_signals,,POINT (2.2648256 48.8431036),31,20,3120,48.8429697615,2.2651909235,0.030597495115719867
297890747,48.843176,2.267328,1,,,POINT (2.267328 48.843176),31,21,3121,48.8429697615,2.2670904904999998,0.02877507447847419
297890754,48.8426204,2.2686832,3,,,POINT (2.2686832 48.8426204),31,22,3122,48.8429697615,2.2689900575,0.04487067086925172
141575250,48.8431428,2.2803036,3,,,POINT (2.2803036 48.8431428),31,28,3128,48.8429697615,2.2803874595,0.020195965597575576
116133265,48.8428525,2.2822318,3,,,POINT (2.2822318 48.8428525),31,29,3129,48.8429697615,2.2822870265,0.01365086536401721
140145854,48.8431076,2.2835061,3,,,POINT (2.2835061 48.8431076),31,30,3130,48.8429697615,2.2841865935,0.05210385017036901
94258422,48.8428375,2.2861736,3,,,POINT (2.2861736 48.8428375),31,31,3131,48.8429697615,2.2860861605,0.01603856020516772
116130924,48.8425606,2.289566,3,,,POINT (2.289566 48.8425606),31,33,3133,48.8429697615,2.2898852945,0.05114610088633225
8120376093,48.8427578,2.2919576,3,,,POINT (2.2919576 48.8427578),31,34,3134,48.8429697615,2.2917848615,0.026745021069934167
684474620,48.8427878,2.2952579,3,,,POINT (2.2952579 48.8427878),31,36,3136,48.8429697615,2.2955839955,0.03128676157766095
112039658,48.842929,2.2980057,4,,,POINT (2.2980057 48.842929),31,37,3137,48.8429697615,2.2974835625,0.03847800253566824
311068430,48.8429574,2.2987459,3,,,POINT (2.2987459 48.8429574),31,38,3138,48.8429697615,2.2993831295,0.0466528160178027
501556999,48.8431856,2.3006605,3,,,POINT (2.3006605 48.8431856),31,39,3139,48.8429697615,2.3012826965,0.05147039077609322
286994763,48.8427262,2.3026215,3,traffic_signals,,POINT (2.3026215 48.8427262),31,40,3140,48.8429697615,2.3031822635,0.04916810254753184
112017916,48.8431921,2.3046007,3,,,POINT (2.3046007 48.8431921),31,41,3141,48.8429697615,2.3050818305,0.04302214769409617
205083306,48.8430734,2.3068274,4,,,POINT (2.3068274 48.8430734),31,42,3142,48.8429697615,2.3069813975,0.016118531947226525
34909186,48.8429995,2.3127928,4,,,POINT (2.3127928 48.8429995),31,45,3145,48.8429697615,2.3126800985,0.008885728652747062
36469070,48.8426047,2.3145432,3,,,POINT (2.3145432 48.8426047),31,46,3146,48.8429697615,2.3145796654999997,0.040680607017558545
1686421260,48.8430984,2.3166279,3,traffic_signals,,POINT (2.3166279 48.8430984),31,47,3147,48.8429697615,2.3164792325,0.01797126623588082
5586042521,48.8432109,2.3205107,3,,,POINT (2.3205107 48.8432109),31,49,3149,48.8429697615,2.3202783664999997,0.0317494997713601
16820937,48.8433561,2.3242612,3,,,POINT (2.3242612 48.8433561),31,51,3151,48.8429697615,2.3240775005,0.04501313803923468
36592487,48.8429925,2.3263198,3,traffic_signals,,POINT (2.3263198 48.8429925),31,52,3152,48.8429697615,2.3259770674999998,0.025208334098508547
169336597,48.8426818,2.3277199,3,,,POINT (2.3277199 48.8426818),31,53,3153,48.8429697615,2.3278766345,0.03401219849538355
24965951,48.8427225,2.3298267,3,,,POINT (2.3298267 48.8427225),31,54,3154,48.8429697615,2.3297762015,0.02774146849329253
36594332,48.842702,2.331761,3,,,POINT (2.331761 48.842702),31,55,3155,48.8429697615,2.3316757685,0.030420025955483647
24965978,48.8425856,2.3346225,4,traffic_signals,,POINT (2.3346225 48.8425856),31,57,3157,48.8429697615,2.3354749025,0.07560350036284869
24984411,48.8433982,2.3375202,3,,,POINT (2.3375202 48.8433982),31,58,3158,48.8429697615,2.3373744695,0.04881925638928562
24984516,48.8433633,2.3386855,3,traffic_signals,,POINT (2.3386855 48.8433633),31,59,3159,48.8429697615,2.3392740365,0.061398969886460965
25033533,48.8427417,2.3413694,3,,,POINT (2.3413694 48.8427417),31,60,3160,48.8429697615,2.3411736034999997,0.029127267356665938
25033343,48.8431564,2.3426118,3,,,POINT (2.3426118 48.8431564),31,61,3161,48.8429697615,2.3430731705,0.03963136089018179
25033443,48.8433228,2.3465479,3,,,POINT (2.3465479 48.8433228),31,63,3163,48.8429697615,2.3468723044999997,0.04587616993239732
6181384428,48.8428499,2.348196,3,,,POINT (2.348196 48.8428499),31,64,3164,48.8429697615,2.3487718715,0.04419976034620341
25034315,48.8432125,2.351402,3,,,POINT (2.351402 48.8432125),31,65,3165,48.8429697615,2.3506714385,0.05988961738299471
21659821,48.8429835,2.3527089,4,,,POINT (2.3527089 48.8429835),31,66,3166,48.8429697615,2.3525710054999998,0.010206117267773606
1142990141,48.8432233,2.3641911,3,,,POINT (2.3641911 48.8432233),31,72,3172,48.8429697615,2.3639684075,0.032563477297545114
11112627797,48.8431945,2.370327,4,,,POINT (2.370327 48.8431945),31,75,3175,48.8429697615,2.3696671085,0.05437367056746537
268211958,48.8431756,2.3710298,4,,,POINT (2.3710298 48.8431756),31,76,3176,48.8429697615,2.3715666755,0.045469330948934156
2419399455,48.8432289,2.3787912,3,traffic_signals,,POINT (2.3787912 48.8432289),31,80,3180,48.8429697615,2.3791649434999997,0.03972844868554265
25004249,48.8428943,2.3832729,3,,,POINT (2.3832729 48.8428943),31,82,3182,48.8429697615,2.3829640775,0.02410713818527649
14950176,48.8426521,2.3858998,3,,,POINT (2.3858998 48.8426521),31,84,3184,48.8429697615,2.3867632115,0.0723877487808867
24667525,48.843336,2.3913259,3,,,POINT (2.3913259 48.843336),31,86,3186,48.8429697615,2.3905623455,0.06914227258311662
390214,48.8427115,2.3974913,4,traffic_signals,,POINT (2.3974913 48.8427115),31,90,3190,48.8429697615,2.3981606135,0.056778393595177834
244569593,48.8429457,2.4016841,3,,,POINT (2.4016841 48.8429457),31,92,3192,48.8429697615,2.4019597475,0.020348593851524197
244419638,48.8429327,2.4052536,3,,,POINT (2.4052536 48.8429327),31,94,3194,48.8429697615,2.4057588814999997,0.03720553209341419
332204112,48.8431961,2.4145143,3,,,POINT (2.4145143 48.8431961),31,99,3199,48.8429697615,2.4152567164999996,0.059876251803416033
128657996,48.8439119,2.2518269,3,,,POINT (2.2518269 48.8439119),32,13,3213,48.8438299825,2.2518939545,0.010346438464251637
305162553,48.84365,2.2553399,3,,,POINT (2.2553399 48.84365),32,15,3215,48.8438299825,2.2556930885,0.03268854825248403
34819421,48.8437295,2.2594633,4,traffic_signals,,POINT (2.2594633 48.8437295),32,17,3217,48.8438299825,2.2594922225,0.011371842600737958
123456832,48.8435682,2.2632197,3,,,POINT (2.2632197 48.8435682),32,19,3219,48.8438299825,2.2632913565,0.02957742776249062
141573529,48.8434167,2.2748807,4,,,POINT (2.2748807 48.8434167),32,25,3225,48.8438299825,2.2746887585,0.04805359599482542
367296016,48.843865,2.2773511,3,,,POINT (2.2773511 48.843865),32,26,3226,48.8438299825,2.2765883255,0.055954625856235285
141575202,48.8437552,2.2788415,3,,,POINT (2.2788415 48.8437552),32,27,3227,48.8438299825,2.2784878925,0.02717988862215427
116132962,48.8435277,2.2806782,4,,,POINT (2.2806782 48.8435277),32,28,3228,48.8438299825,2.2803874595,0.03978013724605575
116132337,48.843811,2.281919,4,,,POINT (2.281919 48.843811),32,29,3229,48.8438299825,2.2822870265,0.027014368581546384
94258423,48.8437783,2.2863504,4,,,POINT (2.2863504 48.8437783),32,31,3231,48.8438299825,2.2860861605,0.02017267023088513
116129802,48.8439889,2.2885535,3,,,POINT (2.2885535 48.8439889),32,32,3232,48.8438299825,2.2879857274999997,0.045150517163055834
140139447,48.8439552,2.2923075,3,,,POINT (2.2923075 48.8439552),32,34,3234,48.8438299825,2.2917848615,0.040701679373102366
11368161630,48.8435345,2.2936678,3,,,POINT (2.2936678 48.8435345),32,35,3235,48.8438299825,2.2936844284999998,0.032878680955888674
112037093,48.8437265,2.295872,3,,,POINT (2.295872 48.8437265),32,36,3236,48.8438299825,2.2955839955,0.02401244108830021
230351389,48.8436732,2.2977613,4,traffic_signals,,POINT (2.2977613 48.8436732),32,37,3237,48.8438299825,2.2974835625,0.026777074488771115
112016514,48.8437036,2.2985418,3,,,POINT (2.2985418 48.8437036),32,38,3238,48.8438299825,2.2993831295,0.06315112555079641
110571874,48.8437358,2.3024068,3,,,POINT (2.3024068 48.8437358),32,40,3240,48.8438299825,2.3031822635,0.05770587717361378
110571443,48.8437592,2.3065428,3,traffic_signals,,POINT (2.3065428 48.8437592),32,42,3242,48.8438299825,2.3069813975,0.03304704632517199
110567078,48.8442425,2.3081976,3,,,POINT (2.3081976 48.8442425),32,43,3243,48.8438299825,2.3088809645,0.06785874554560567
1271049021,48.8437738,2.3145177,1,,,POINT (2.3145177 48.8437738),32,46,3246,48.8438299825,2.3145796654999997,0.007719452295022583
6360678281,48.8441721,2.320269,3,,,POINT (2.320269 48.8441721),32,49,3249,48.8438299825,2.3202783664999997,0.03804790476281181
367513,48.8437431,2.3242724,5,,,POINT (2.3242724 48.8437431),32,51,3251,48.8438299825,2.3240775005,0.01722652080936074
25256381,48.8435717,2.3279735,3,,,POINT (2.3279735 48.8435717),32,53,3253,48.8438299825,2.3278766345,0.029581558869741592
24959190,48.8438016,2.3291522,3,,,POINT (2.3291522 48.8438016),32,54,3254,48.8438299825,2.3297762015,0.045772689371743835
24984454,48.8438888,2.3392472,3,traffic_signals,,POINT (2.3392472 48.8438888),32,59,3259,48.8438299825,2.3392740365,0.00682869527293535
25033349,48.8440732,2.3457448,3,,,POINT (2.3457448 48.8440732),32,62,3262,48.8438299825,2.3449727375,0.06263779942611201
25033441,48.8434414,2.3470747,3,,,POINT (2.3470747 48.8434414),32,63,3263,48.8438299825,2.3468723044999997,0.04567642572533302
25033351,48.8435966,2.3481257,3,,,POINT (2.3481257 48.8435966),32,64,3264,48.8438299825,2.3487718715,0.05393922062204618
25034317,48.8439599,2.3515726,3,,,POINT (2.3515726 48.8439599),32,65,3265,48.8438299825,2.3506714385,0.06750967862236004
25034323,48.8437934,2.3523169,4,traffic_signals,,POINT (2.3523169 48.8437934),32,66,3266,48.8438299825,2.3525710054999998,0.019034894180149132
25034331,48.8436688,2.3542044,3,,,POINT (2.3542044 48.8436688),32,67,3267,48.8438299825,2.3544705725,0.026469308123662487
235830493,48.8439888,2.3645408,4,traffic_signals,,POINT (2.3645408 48.8439888),32,72,3272,48.8438299825,2.3639684075,0.045457506010536705
247754377,48.8436829,2.3655237,3,,,POINT (2.3655237 48.8436829),32,73,3273,48.8438299825,2.3658679745,0.03003666532158523
25675624,48.8441152,2.3688999,3,,,POINT (2.3688999 48.8441152),32,75,3275,48.8438299825,2.3696671085,0.06448175457310588
11112627796,48.8434138,2.370735,5,,,POINT (2.370735 48.8434138),32,76,3276,48.8438299825,2.3715666755,0.07645718093133293
1282530586,48.8440259,2.3790772,3,,,POINT (2.3790772 48.8440259),32,80,3280,48.8438299825,2.3791649434999997,0.02271159076637535
329416063,48.8441445,2.3815539,1,,,POINT (2.3815539 48.8441445),32,81,3281,48.8438299825,2.3810645105,0.050056520421763
25290116,48.843703,2.3881764,3,,,POINT (2.3881764 48.843703),32,85,3285,48.8438299825,2.3886627784999996,0.038291103776626687
244419806,48.8439723,2.4082753,3,,,POINT (2.4082753 48.8439723),32,95,3295,48.8438299825,2.4076584485,0.04783398925106965
258360211,48.8437092,2.4099707,3,,,POINT (2.4099707 48.8437092),32,96,3296,48.8438299825,2.4095580154999996,0.03305156183401143
177308201,48.8441642,2.4116355,3,,,POINT (2.4116355 48.8441642),32,97,3297,48.8438299825,2.4114575824999998,0.03937796857592613
332201812,48.843958,2.4134871,4,,,POINT (2.4134871 48.843958),32,98,3298,48.8438299825,2.4133571495,0.01711914737001769
249624262,48.8438487,2.4153056,3,,,POINT (2.4153056 48.8438487),32,99,3299,48.8438299825,2.4152567164999996,0.004138649556656882
139250456,48.8446734,2.2521948,4,,,POINT (2.2521948 48.8446734),33,13,3313,48.8446902035,2.2518939545,0.022094316792511
260619967,48.8442846,2.2553554,3,,,POINT (2.2553554 48.8442846),33,15,3315,48.8446902035,2.2556930885,0.05142718776232408
305162657,48.8444034,2.2570786,3,,,POINT (2.2570786 48.8444034),33,16,3316,48.8446902035,2.2575926555,0.04931649448187063
260656210,48.844375,2.2587371,3,,,POINT (2.2587371 48.844375),33,17,3317,48.8446902035,2.2594922225,0.06543630429462827
123469144,48.8450531,2.2667138,3,traffic_signals,,POINT (2.2667138 48.8450531),33,21,3321,48.8446902035,2.2670904904999998,0.04886865706965452
34819216,48.8445008,2.2718911,4,traffic_signals,,POINT (2.2718911 48.8445008),33,24,3324,48.8446902035,2.2727891915,0.06901244345578171
116133270,48.8448156,2.2780334,3,,,POINT (2.2780334 48.8448156),33,27,3327,48.8446902035,2.2784878925,0.03606324594037268
94271799,48.8447472,2.2798686,4,traffic_signals,,POINT (2.2798686 48.8447472),33,28,3328,48.8446902035,2.2803874595,0.038494203797336694
94272854,48.8447668,2.2838996,4,,,POINT (2.2838996 48.8447668),33,30,3330,48.8446902035,2.2841865935,0.022662842021132418
141552825,48.8449429,2.2860831,3,,,POINT (2.2860831 48.8449429),33,31,3331,48.8446902035,2.2860861605,0.028099461301512713
3035151075,48.8448361,2.2872743,3,,,POINT (2.2872743 48.8448361),33,32,3332,48.8446902035,2.2879857274999997,0.054529636430354224
94269263,48.8446574,2.2904942,3,,,POINT (2.2904942 48.8446574),33,33,3333,48.8446902035,2.2898852945,0.04470733380770603
340390915,48.8445515,2.2937609,3,,,POINT (2.2937609 48.8445515),33,35,3335,48.8446902035,2.2936844284999998,0.016406954381268303
7037829278,48.8449557,2.2976341,3,,,POINT (2.2976341 48.8449557),33,37,3337,48.8446902035,2.2974835625,0.03151018271556555
112017915,48.8446021,2.3036676,3,,,POINT (2.3036676 48.8446021),33,40,3340,48.8446902035,2.3031822635,0.03684219902199337
164102622,48.8445311,2.3091498,3,,,POINT (2.3091498 48.8445311),33,43,3343,48.8446902035,2.3088809645,0.026457655416312387
21346786,48.8449989,2.3106883,5,,,POINT (2.3106883 48.8449989),33,44,3344,48.8446902035,2.3107805315,0.034982730778809
1287933963,48.8442761,2.3149647,1,,,POINT (2.3149647 48.8442761),33,46,3346,48.8446902035,2.3145796654999997,0.053982795796271785
36468208,48.8445867,2.3183543,2,,,POINT (2.3183543 48.8445867),33,48,3348,48.8446902035,2.3183787995,0.01164786466082222
260565201,48.8450571,2.3202841,3,traffic_signals,,POINT (2.3202841 48.8450571),33,49,3349,48.8446902035,2.3202783664999997,0.040799186766747396
471633828,48.8447218,2.3212915,3,traffic_signals,,POINT (2.3212915 48.8447218),33,50,3350,48.8446902035,2.3221779335,0.064962173521873
25256261,48.8445656,2.3245446,3,traffic_signals,,POINT (2.3245446 48.8445656),33,51,3351,48.8446902035,2.3240775005,0.03688263696649547
24959181,48.8450593,2.3287967,4,traffic_signals,,POINT (2.3287967 48.8450593),33,53,3353,48.8446902035,2.3278766345,0.07885096407942213
24959184,48.8443584,2.3300665,3,,,POINT (2.3300665 48.8443584),33,54,3354,48.8446902035,2.3297762015,0.04257363619325049
24959180,48.8449619,2.3323268,3,traffic_signals,,POINT (2.3323268 48.8449619),33,55,3355,48.8446902035,2.3316757685,0.056412490155327
317716023,48.8443847,2.3328866,3,,,POINT (2.3328866 48.8443847),33,56,3356,48.8446902035,2.3335753355,0.06077968860949091
24984404,48.8442654,2.3375669,3,,,POINT (2.3375669 48.8442654),33,58,3358,48.8446902035,2.3373744695,0.04929028892958701
470136,48.8443318,2.3420496,4,traffic_signals,,POINT (2.3420496 48.8443318),33,60,3360,48.8446902035,2.3411736034999997,0.07548181372007144
25033163,48.8449097,2.3423509,3,,,POINT (2.3423509 48.8449097),33,61,3361,48.8446902035,2.3430731705,0.058217141185428804
25033079,48.8445318,2.3453117,4,,,POINT (2.3453117 48.8445318),33,62,3362,48.8446902035,2.3449727375,0.030422118338809593
25033048,48.844793,2.3466256,4,traffic_signals,,POINT (2.3466256 48.844793),33,63,3363,48.8446902035,2.3468723044999997,0.021367604071706108
245978167,48.8445074,2.3492536,4,,,POINT (2.3492536 48.8445074),33,64,3364,48.8446902035,2.3487718715,0.040692390473257095
25033084,48.8451021,2.3498409,3,,,POINT (2.3498409 48.8451021),33,65,3365,48.8446902035,2.3506714385,0.0761019631770869
25034326,48.8444763,2.3524085,3,,,POINT (2.3524085 48.8444763),33,66,3366,48.8446902035,2.3525710054999998,0.026592108995044682
25034435,48.8447931,2.3547431,3,,,POINT (2.3547431 48.8447931),33,67,3367,48.8446902035,2.3544705725,0.02299192848622602
25103068,48.8448196,2.3569768,3,,,POINT (2.3569768 48.8448196),33,68,3368,48.8446902035,2.3563701394999996,0.04666735811978741
244580618,48.844646,2.3641708,3,,,POINT (2.3641708 48.844646),33,72,3372,48.8446902035,2.3639684075,0.015604919277635203
1142990138,48.8444364,2.3650856,3,,,POINT (2.3650856 48.8444364),33,73,3373,48.8446902035,2.3658679745,0.06383030186321728
25675623,48.8447117,2.3677713,3,,,POINT (2.3677713 48.8447117),33,74,3374,48.8446902035,2.3677675414999997,0.002406073228165805
117106917,48.8446585,2.369136,4,,,POINT (2.369136 48.8446585),33,75,3375,48.8446902035,2.3696671085,0.0390248341105437
367995,48.8444983,2.3722312,3,traffic_signals,,POINT (2.3722312 48.8444983),33,76,3376,48.8446902035,2.3715666755,0.05310427779535193
1376730500,48.8443395,2.3787316,1,,,POINT (2.3787316 48.8443395),33,80,3380,48.8446902035,2.3791649434999997,0.05026252388694575
247803743,48.8448154,2.3804333,3,,,POINT (2.3804333 48.8448154),33,81,3381,48.8446902035,2.3810645105,0.04824268934287753
1890447487,48.8448229,2.3829141,3,,,POINT (2.3829141 48.8448229),33,82,3382,48.8446902035,2.3829640775,0.015201664509242282
1376158935,48.8450481,2.3884273,1,,,POINT (2.3884273 48.8450481),33,85,3385,48.8446902035,2.3886627784999996,0.04336675017564483
15378852,48.8448398,2.4020338,3,,,POINT (2.4020338 48.8448398),33,92,3392,48.8446902035,2.4019597475,0.01749478968173375
368059,48.8446689,2.4057273,4,traffic_signals,,POINT (2.4057273 48.8446689),33,94,3394,48.8446902035,2.4057588814999997,0.0033094422601063355
244567282,48.844626,2.4076298,3,,,POINT (2.4076298 48.844626),33,95,3395,48.8446902035,2.4076584485,0.0074405525283095745
244420789,48.8445007,2.408979,3,,,POINT (2.408979 48.8445007),33,96,3396,48.8446902035,2.4095580154999996,0.0473215556704992
139249813,48.8454852,2.2525919,3,,,POINT (2.2525919 48.8454852),34,13,3413,48.8455504245,2.2518939545,0.05158554890715668
305161974,48.8454311,2.2545277,3,,,POINT (2.2545277 48.8454311),34,14,3414,48.8455504245,2.2537935215,0.055338769479329905
139247803,48.8454124,2.2559004,4,traffic_signals,,POINT (2.2559004 48.8454124),34,15,3415,48.8455504245,2.2556930885,0.021579815017271214
442216,48.8453547,2.2575332,4,,,POINT (2.2575332 48.8453547),34,16,3416,48.8455504245,2.2575926555,0.02219418939928452
1226636460,48.8453255,2.2587948,4,,,POINT (2.2587948 48.8453255),34,17,3417,48.8455504245,2.2594922225,0.05683389778154419
34819428,48.8452396,2.2619205,4,,,POINT (2.2619205 48.8452396),34,18,3418,48.8455504245,2.2613917895,0.05187867559947915
123456823,48.8451755,2.264191,4,traffic_signals,,POINT (2.264191 48.8451755),34,19,3419,48.8455504245,2.2632913565,0.0779230596603673
305918252,48.8455295,2.2671674,3,,,POINT (2.2671674 48.8455295),34,21,3421,48.8455504245,2.2670904904999998,0.006089947958513331
34819304,48.8453084,2.2715954,4,,,POINT (2.2715954 48.8453084),34,23,3423,48.8455504245,2.2708896245,0.05823729893235645
185868716,48.8451898,2.2727753,3,,,POINT (2.2727753 48.8451898),34,24,3424,48.8455504245,2.2727891915,0.04011249742017334
666986356,48.8453801,2.276237,3,,,POINT (2.276237 48.8453801),34,26,3426,48.8455504245,2.2765883255,0.0319317270036767
141554136,48.845343,2.2785498,4,,,POINT (2.2785498 48.845343),34,27,3427,48.8455504245,2.2784878925,0.02350523479349964
94271793,48.8455694,2.2807852,3,,,POINT (2.2807852 48.8455694),34,28,3428,48.8455504245,2.2803874595,0.02918158926677337
116128852,48.8454745,2.2824265,4,,,POINT (2.2824265 48.8454745),34,29,3429,48.8455504245,2.2822870265,0.01324539343557187
11438472163,48.8455132,2.284547,3,,,POINT (2.284547 48.8455132),34,30,3430,48.8455504245,2.2841865935,0.026696093578576406
160664667,48.8459445,2.2857378,1,,,POINT (2.2857378 48.8459445),34,31,3431,48.8455504245,2.2860861605,0.05069464330604418
14798302,48.8456473,2.2879873,4,traffic_signals,,POINT (2.2879873 48.8456473),34,32,3432,48.8455504245,2.2879857274999997,0.010772678700610066
139227775,48.8454134,2.292133,3,,,POINT (2.292133 48.8454134),34,34,3434,48.8455504245,2.2917848615,0.029684214452095927
315125971,48.8452797,2.2957062,1,,,POINT (2.2957062 48.8452797),34,36,3436,48.8455504245,2.2955839955,0.031403352636615804
138259866,48.8453306,2.2978178,3,,,POINT (2.2978178 48.8453306),34,37,3437,48.8455504245,2.2974835625,0.034578736771529575
1759758109,48.8459633,2.2987254,4,traffic_signals,,POINT (2.2987254 48.8459633),34,38,3438,48.8455504245,2.2993831295,0.06651466565429782
313122759,48.8456828,2.3019817,3,,,POINT (2.3019817 48.8456828),34,39,3439,48.8455504245,2.3012826965,0.0532262649500904
112035228,48.8459475,2.3043215,3,,,POINT (2.3043215 48.8459475),34,41,3441,48.8455504245,2.3050818305,0.07102856713085043
245925191,48.8457462,2.3086272,3,,,POINT (2.3086272 48.8457462),34,43,3443,48.8455504245,2.3088809645,0.02861341447842549
3732081147,48.8453628,2.3109741,4,,,POINT (2.3109741 48.8453628),34,44,3444,48.8455504245,2.3107805315,0.025217021481152267
94262351,48.845342,2.3117972,5,,,POINT (2.3117972 48.845342),34,45,3445,48.8455504245,2.3126800985,0.06863846566503945
21292427,48.8455173,2.3191514,4,traffic_signals,,POINT (2.3191514 48.8455173),34,48,3448,48.8455504245,2.3183787995,0.05665598754730862
5586042526,48.8452506,2.3197015,3,,,POINT (2.3197015 48.8452506),34,49,3449,48.8455504245,2.3202783664999997,0.05379066039135585
25256262,48.8456679,2.3256213,3,traffic_signals,,POINT (2.3256213 48.8456679),34,52,3452,48.8455504245,2.3259770674999998,0.02912713106421847
25256363,48.8453287,2.3283129,4,,,POINT (2.3283129 48.8453287),34,53,3453,48.8455504245,2.3278766345,0.040336321902555844
24959176,48.8459308,2.3313843,3,,,POINT (2.3313843 48.8459308),34,55,3455,48.8455504245,2.3316757685,0.04736922136969243
