osmid,y,x,street_count,highway,ref,geometry,lat_index,lon_index,grid_index
125730,48.8635232,2.4107318,4,,,POINT (2.4107318 48.8635232),55,97,5597
125742,48.8518516,2.401373,4,,,POINT (2.401373 48.8518516),41,92,4192
125743,48.8545629,2.4134092,3,,,POINT (2.4134092 48.8545629),44,98,4498
125745,48.8545241,2.4143516,3,,,POINT (2.4143516 48.8545241),44,99,4499
125747,48.8542608,2.414664,3,,,POINT (2.414664 48.8542608),44,99,4499
125748,48.8537522,2.414572,3,,,POINT (2.414572 48.8537522),44,99,4499
125760,48.8295362,2.4011577,3,,,POINT (2.4011577 48.8295362),15,92,1592
360930,48.8263456,2.3614982,3,,,POINT (2.3614982 48.8263456),12,71,1271
360932,48.826183,2.3572675,4,traffic_signals,,POINT (2.3572675 48.826183),11,68,1168
360935,48.8258123,2.3503781,5,traffic_signals,,POINT (2.3503781 48.8258123),11,65,1165
360937,48.825757,2.3465869,4,traffic_signals,,POINT (2.3465869 48.825757),11,63,1163
360938,48.8259416,2.3452101,4,traffic_signals,,POINT (2.3452101 48.8259416),11,62,1162
360946,48.8292991,2.3226525,4,traffic_signals,,POINT (2.3226525 48.8292991),15,50,1550
360977,48.8305326,2.319263,5,traffic_signals,,POINT (2.319263 48.8305326),17,48,1748
360978,48.8318162,2.3141451,4,traffic_signals,,POINT (2.3141451 48.8318162),18,46,1846
360980,48.8335638,2.3092306,4,,,POINT (2.3092306 48.8335638),20,43,2043
360982,48.8372281,2.2964564,4,,,POINT (2.2964564 48.8372281),24,36,2436
360983,48.8392633,2.2919595,4,,,POINT (2.2919595 48.8392633),27,34,2734
360986,48.8421683,2.2855643,4,traffic_signals,,POINT (2.2855643 48.8421683),30,31,3031
360990,48.8474292,2.2737147,5,,,POINT (2.2737147 48.8474292),36,24,3624
360991,48.8482358,2.2699037,4,traffic_signals,,POINT (2.2699037 48.8482358),37,22,3722
360995,48.8479618,2.2622425,3,,,POINT (2.2622425 48.8479618),37,18,3718
360996,48.8479219,2.2597534,4,,,POINT (2.2597534 48.8479219),37,17,3717
360997,48.8479122,2.2585518,4,,,POINT (2.2585518 48.8479122),37,17,3717
360999,48.8530352,2.2618853,4,traffic_signals,,POINT (2.2618853 48.8530352),43,18,4318
361000,48.8573541,2.2646623,4,traffic_signals,,POINT (2.2646623 48.8573541),48,20,4820
361001,48.8578749,2.2629378,3,,,POINT (2.2629378 48.8578749),48,19,4819
361003,48.8583101,2.2559777,3,,,POINT (2.2559777 48.8583101),49,15,4915
361024,48.8637173,2.2325723,3,,,POINT (2.2325723 48.8637173),55,3,5503
361027,48.8622922,2.2383105,4,,,POINT (2.2383105 48.8622922),53,6,5306
361031,48.8474791,2.365556,4,traffic_signals,,POINT (2.365556 48.8474791),36,73,3673
361032,48.8508902,2.3672854,3,traffic_signals,,POINT (2.3672854 48.8508902),40,74,4074
361036,48.8487894,2.3679988,3,traffic_signals,,POINT (2.3679988 48.8487894),38,74,3874
361041,48.8385973,2.3507157,3,,,POINT (2.3507157 48.8385973),26,65,2665
361042,48.8380281,2.351,4,,,POINT (2.351 48.8380281),25,65,2565
361043,48.8332121,2.3543465,3,,,POINT (2.3543465 48.8332121),20,67,2067
361044,48.8331727,2.3567612,4,,,POINT (2.3567612 48.8331727),20,68,2068
361045,48.8365766,2.3592953,5,traffic_signals,,POINT (2.3592953 48.8365766),24,70,2470
361047,48.84166,2.3519793,3,traffic_signals,,POINT (2.3519793 48.84166),29,66,2966
361048,48.8396902,2.3512679,3,traffic_signals,,POINT (2.3512679 48.8396902),27,65,2765
361050,48.8466037,2.3516349,4,traffic_signals,,POINT (2.3516349 48.8466037),35,66,3566
361058,48.8266453,2.363724,4,,,POINT (2.363724 48.8266453),12,72,1272
361059,48.8471299,2.3512394,4,,,POINT (2.3512394 48.8471299),36,65,3665
361060,48.8480778,2.3505051,4,traffic_signals,,POINT (2.3505051 48.8480778),37,65,3765
361062,48.8523487,2.3482382,3,traffic_signals,,POINT (2.3482382 48.8523487),42,64,4264
361068,48.8560699,2.3507047,4,,,POINT (2.3507047 48.8560699),46,65,4665
361070,48.857491,2.351447,3,traffic_signals,,POINT (2.351447 48.857491),48,65,4865
361074,48.8612278,2.3534869,3,traffic_signals,,POINT (2.3534869 48.8612278),52,66,5266
361075,48.8627221,2.3542782,3,traffic_signals,,POINT (2.3542782 48.8627221),54,67,5467
361084,48.8685611,2.3630587,3,,,POINT (2.3630587 48.8685611),61,72,6172
361091,48.8748138,2.3573832,4,,,POINT (2.3573832 48.8748138),68,69,6869
361092,48.8672969,2.3568082,1,,,POINT (2.3568082 48.8672969),59,68,5968
361096,48.8696795,2.3526101,3,,,POINT (2.3526101 48.8696795),62,66,6266
361098,48.8706821,2.3478935,3,traffic_signals,,POINT (2.3478935 48.8706821),63,64,6364
361100,48.8763653,2.3560333,4,traffic_signals,,POINT (2.3560333 48.8763653),70,68,7068
361102,48.8785206,2.3540574,4,,,POINT (2.3540574 48.8785206),72,67,7267
361103,48.8804947,2.3523043,6,,,POINT (2.3523043 48.8804947),75,66,7566
361104,48.8719981,2.3400532,4,traffic_signals,,POINT (2.3400532 48.8719981),65,59,6559
361105,48.8722422,2.3382998,4,traffic_signals,,POINT (2.3382998 48.8722422),65,58,6558
361106,48.8729517,2.3333015,6,,,POINT (2.3333015 48.8729517),66,56,6656
361108,48.8742709,2.3313143,3,traffic_signals,,POINT (2.3313143 48.8742709),67,55,6755
361109,48.8742988,2.3327119,4,,,POINT (2.3327119 48.8742988),67,56,6756
361110,48.8761423,2.3311152,4,traffic_signals,,POINT (2.3311152 48.8761423),70,55,7055
361112,48.8838548,2.3494771,4,traffic_signals,,POINT (2.3494771 48.8838548),79,64,7964
361114,48.8884009,2.3479972,5,traffic_signals,,POINT (2.3479972 48.8884009),84,64,8464
361116,48.8836894,2.3275607,3,traffic_signals,,POINT (2.3275607 48.8836894),78,53,7853
361117,48.8846897,2.3295353,5,,,POINT (2.3295353 48.8846897),79,54,7954
361118,48.8874889,2.333377,4,traffic_signals,,POINT (2.333377 48.8874889),83,56,8356
361120,48.8857991,2.3288483,3,,,POINT (2.3288483 48.8857991),81,54,8154
361125,48.8900527,2.3292686,4,,,POINT (2.3292686 48.8900527),86,54,8654
361704,48.8261632,2.3599616,5,traffic_signals,,POINT (2.3599616 48.8261632),11,70,1170
361705,48.8284768,2.3581254,3,traffic_signals,,POINT (2.3581254 48.8284768),14,69,1469
361706,48.8308507,2.3562364,4,,,POINT (2.3562364 48.8308507),17,68,1768
361709,48.8318207,2.3553095,3,,,POINT (2.3553095 48.8318207),18,67,1867
361711,48.8313748,2.3549228,3,,,POINT (2.3549228 48.8313748),18,67,1867
361712,48.8311129,2.3551038,3,,,POINT (2.3551038 48.8311129),17,67,1767
361715,48.8318418,2.3558122,4,traffic_signals,,POINT (2.3558122 48.8318418),18,68,1868
361721,48.8310597,2.3559813,3,,,POINT (2.3559813 48.8310597),17,68,1768
361726,48.8303757,2.3527614,4,traffic_signals,,POINT (2.3527614 48.8303757),16,66,1666
361729,48.8306421,2.3526433,4,traffic_signals,,POINT (2.3526433 48.8306421),17,66,1766
361730,48.8311993,2.3543524,4,traffic_signals,,POINT (2.3543524 48.8311993),17,67,1767
361731,48.8317002,2.3543662,3,,,POINT (2.3543662 48.8317002),18,67,1867
361732,48.8319405,2.3534547,3,,,POINT (2.3534547 48.8319405),18,66,1866
361733,48.8322202,2.3550299,3,traffic_signals,,POINT (2.3550299 48.8322202),19,67,1967
361735,48.8313954,2.3581678,4,,,POINT (2.3581678 48.8313954),18,69,1869
361736,48.8319952,2.3599732,3,,,POINT (2.3599732 48.8319952),18,70,1870
361737,48.8317022,2.3579381,3,traffic_signals,,POINT (2.3579381 48.8317022),18,69,1869
361738,48.8313556,2.3568637,3,traffic_signals,,POINT (2.3568637 48.8313556),17,68,1768
361739,48.8318007,2.3567167,3,,,POINT (2.3567167 48.8318007),18,68,1868
361740,48.8322428,2.3560813,3,traffic_signals,,POINT (2.3560813 48.8322428),19,68,1968
361741,48.8318213,2.3582931,3,traffic_signals,,POINT (2.3582931 48.8318213),18,69,1869
361742,48.8320387,2.3589341,3,traffic_signals,,POINT (2.3589341 48.8320387),18,69,1869
361744,48.8321859,2.3584104,3,,,POINT (2.3584104 48.8321859),18,69,1869
361745,48.8320004,2.3584149,3,,,POINT (2.3584149 48.8320004),18,69,1869
361747,48.8328074,2.3564892,4,traffic_signals,,POINT (2.3564892 48.8328074),19,68,1968
361748,48.8325125,2.3588028,2,,,POINT (2.3588028 48.8325125),19,69,1969
361752,48.8328501,2.3555283,3,,,POINT (2.3555283 48.8328501),19,68,1968
361753,48.833208,2.3555425,4,,,POINT (2.3555425 48.833208),20,68,2068
366594,48.8270179,2.3664849,4,traffic_signals,,POINT (2.3664849 48.8270179),12,73,1273
366595,48.8276787,2.3713592,4,traffic_signals,,POINT (2.3713592 48.8276787),13,76,1376
366596,48.8273743,2.3691247,3,,,POINT (2.3691247 48.8273743),13,75,1375
366603,48.8212048,2.3790467,3,,,POINT (2.3790467 48.8212048),6,80,680
367504,48.8537953,2.3333421,5,traffic_signals,,POINT (2.3333421 48.8537953),44,56,4456
367505,48.852103,2.3402953,4,,,POINT (2.3402953 48.852103),42,60,4260
367506,48.8513977,2.3431724,4,traffic_signals,,POINT (2.3431724 48.8513977),41,61,4161
367508,48.8529505,2.3427976,3,,,POINT (2.3427976 48.8529505),43,61,4361
367510,48.8530613,2.3468122,4,traffic_signals,,POINT (2.3468122 48.8530613),43,63,4363
367513,48.8437431,2.3242724,5,,,POINT (2.3242724 48.8437431),32,51,3251
367521,48.8515902,2.3311169,4,traffic_signals,,POINT (2.3311169 48.8515902),41,55,4155
367546,48.8420224,2.3228047,4,,,POINT (2.3228047 48.8420224),30,50,3050
367547,48.8412731,2.3248713,4,,,POINT (2.3248713 48.8412731),29,51,2951
367548,48.8393924,2.3305503,3,,,POINT (2.3305503 48.8393924),27,54,2754
367584,48.8376837,2.3455218,4,traffic_signals,,POINT (2.3455218 48.8376837),25,62,2562
367617,48.8341198,2.3333475,4,,,POINT (2.3333475 48.8341198),21,56,2156
367887,48.8624438,2.2637168,3,,,POINT (2.2637168 48.8624438),54,19,5419
367888,48.8627116,2.2664623,3,,,POINT (2.2664623 48.8627116),54,21,5421
367889,48.8631344,2.2686662,4,,,POINT (2.2686662 48.8631344),54,22,5422
367893,48.8726811,2.2845692,4,traffic_signals,,POINT (2.2845692 48.8726811),66,30,6630
367905,48.8801036,2.2879169,4,,,POINT (2.2879169 48.8801036),74,32,7432
367906,48.8848378,2.2966493,3,,,POINT (2.2966493 48.8848378),80,37,8037
367908,48.885359,2.297261,3,,,POINT (2.297261 48.885359),80,37,8037
367911,48.8845175,2.2971781,3,,,POINT (2.2971781 48.8845175),79,37,7937
367912,48.8869037,2.3011542,4,,,POINT (2.3011542 48.8869037),82,39,8239
367914,48.8881726,2.3105625,3,,,POINT (2.3105625 48.8881726),84,44,8444
367915,48.8873505,2.3141215,5,traffic_signals,,POINT (2.3141215 48.8873505),83,46,8346
367917,48.8822056,2.3203489,4,traffic_signals,,POINT (2.3203489 48.8822056),77,49,7749
367926,48.8794904,2.3218476,5,traffic_signals,,POINT (2.3218476 48.8794904),73,50,7350
367927,48.8790714,2.3232119,3,,,POINT (2.3232119 48.8790714),73,51,7351
367928,48.8778593,2.3269497,5,traffic_signals,,POINT (2.3269497 48.8778593),72,53,7253
367929,48.8838764,2.3327896,5,traffic_signals,,POINT (2.3327896 48.8838764),79,56,7956
367932,48.8835576,2.3469998,4,traffic_signals,,POINT (2.3469998 48.8835576),78,63,7863
367934,48.875888,2.3398698,4,traffic_signals,,POINT (2.3398698 48.875888),69,59,6959
367935,48.8756759,2.3431313,3,,,POINT (2.3431313 48.8756759),69,61,6961
367937,48.8792901,2.3570788,4,traffic_signals,,POINT (2.3570788 48.8792901),73,68,7368
367946,48.877753,2.3705986,3,traffic_signals,,POINT (2.3705986 48.877753),71,75,7175
367947,48.8740589,2.3635398,3,,,POINT (2.3635398 48.8740589),67,72,6772
367950,48.8947381,2.3822734,3,,,POINT (2.3822734 48.8947381),91,82,9182
367967,48.8661921,2.3696433,4,traffic_signals,,POINT (2.3696433 48.8661921),58,75,5875
367979,48.8667247,2.3651418,3,traffic_signals,,POINT (2.3651418 48.8667247),59,73,5973
367986,48.8512901,2.3761292,5,traffic_signals,,POINT (2.3761292 48.8512901),41,78,4178
367988,48.8480012,2.3714459,4,traffic_signals,,POINT (2.3714459 48.8480012),37,76,3776
367989,48.8486286,2.3725375,4,traffic_signals,,POINT (2.3725375 48.8486286),38,77,3877
367994,48.8468478,2.3694048,4,traffic_signals,,POINT (2.3694048 48.8468478),36,75,3675
367995,48.8444983,2.3722312,3,traffic_signals,,POINT (2.3722312 48.8444983),33,76,3376
367997,48.8404205,2.3789998,4,,,POINT (2.3789998 48.8404205),28,80,2880
367998,48.8442794,2.3815641,5,traffic_signals,,POINT (2.3815641 48.8442794),33,81,3381
367999,48.8505503,2.3793973,3,,,POINT (2.3793973 48.8505503),40,80,4080
368000,48.8500842,2.384689,4,traffic_signals,,POINT (2.384689 48.8500842),39,83,3983
368001,48.8419094,2.367868,4,traffic_signals,,POINT (2.367868 48.8419094),30,74,3074
368003,48.8474701,2.3967168,3,,,POINT (2.3967168 48.8474701),36,89,3689
368006,48.8491262,2.3970535,4,,,POINT (2.3970535 48.8491262),38,89,3889
368007,48.8494264,2.3962019,2,,,POINT (2.3962019 48.8494264),39,89,3989
368012,48.8473365,2.39573,4,traffic_signals,,POINT (2.39573 48.8473365),36,89,3689
368014,48.8473461,2.3867729,4,traffic_signals,,POINT (2.3867729 48.8473461),36,84,3684
368041,48.8649662,2.3955474,4,,,POINT (2.3955474 48.8649662),57,89,5789
368044,48.8644132,2.4015893,3,,,POINT (2.4015893 48.8644132),56,92,5692
368057,48.8406596,2.4090095,4,,,POINT (2.4090095 48.8406596),28,96,2896
368058,48.8442874,2.4101755,5,,,POINT (2.4101755 48.8442874),33,96,3396
368059,48.8446689,2.4057273,4,traffic_signals,,POINT (2.4057273 48.8446689),33,94,3394
368061,48.8453024,2.3982497,3,,,POINT (2.3982497 48.8453024),34,90,3490
368064,48.8411027,2.3989094,3,,,POINT (2.3989094 48.8411027),29,90,2990
368065,48.8397185,2.3961013,3,,,POINT (2.3961013 48.8397185),27,89,2789
368068,48.8353603,2.406596,4,,,POINT (2.406596 48.8353603),22,94,2294
368074,48.8348528,2.4080632,4,,,POINT (2.4080632 48.8348528),22,95,2295
368075,48.8333363,2.4057115,3,,,POINT (2.4057115 48.8333363),20,94,2094
368077,48.8340006,2.4108114,3,,,POINT (2.4108114 48.8340006),21,97,2197
368078,48.8343583,2.4113663,4,,,POINT (2.4113663 48.8343583),21,97,2197
368079,48.8424248,2.3854014,3,,,POINT (2.3854014 48.8424248),30,83,3083
368081,48.8394448,2.3945351,3,,,POINT (2.3945351 48.8394448),27,88,2788
368082,48.8373028,2.3912033,4,traffic_signals,,POINT (2.3912033 48.8373028),24,86,2486
368084,48.8357065,2.3861104,3,traffic_signals,,POINT (2.3861104 48.8357065),23,84,2384
368092,48.8389062,2.3761486,4,,,POINT (2.3761486 48.8389062),26,78,2678
368093,48.8375695,2.3736544,4,traffic_signals,,POINT (2.3736544 48.8375695),25,77,2577
368094,48.8363672,2.3713523,4,traffic_signals,,POINT (2.3713523 48.8363672),23,76,2376
368125,48.8526464,2.3522069,3,,,POINT (2.3522069 48.8526464),42,66,4266
368126,48.851112,2.3513069,4,traffic_signals,,POINT (2.3513069 48.851112),40,65,4065
368133,48.8573196,2.3492488,3,,,POINT (2.3492488 48.8573196),48,64,4864
368137,48.8562782,2.3565953,2,traffic_signals,,POINT (2.3565953 48.8562782),46,68,4668
368138,48.8546706,2.3627724,2,,,POINT (2.3627724 48.8546706),45,71,4571
368139,48.8535418,2.3665458,1,,,POINT (2.3665458 48.8535418),43,73,4373
368140,48.8523738,2.3604658,3,traffic_signals,,POINT (2.3604658 48.8523738),42,70,4270
368141,48.8529093,2.3589713,3,,,POINT (2.3589713 48.8529093),43,69,4369
368142,48.8533327,2.3578164,4,traffic_signals,,POINT (2.3578164 48.8533327),43,69,4369
368143,48.8543758,2.3549444,4,traffic_signals,,POINT (2.3549444 48.8543758),44,67,4467
368145,48.849976,2.354875,4,traffic_signals,,POINT (2.354875 48.849976),39,67,3967
368146,48.8494029,2.3567895,4,traffic_signals,,POINT (2.3567895 48.8494029),38,68,3868
368147,48.8496235,2.3560363,3,,,POINT (2.3560363 48.8496235),39,68,3968
368175,48.8508102,2.3614294,4,traffic_signals,,POINT (2.3614294 48.8508102),40,71,4071
368190,48.8589898,2.339848,3,,,POINT (2.339848 48.8589898),50,59,5059
368195,48.8608967,2.3300717,4,traffic_signals,,POINT (2.3300717 48.8608967),52,54,5254
368205,48.8637542,2.3320906,3,,,POINT (2.3320906 48.8637542),55,55,5555
368232,48.8514647,2.3370565,4,traffic_signals,,POINT (2.3370565 48.8514647),41,58,4158
368233,48.8513168,2.3357195,3,,,POINT (2.3357195 48.8513168),41,57,4157
368243,48.8640695,2.3201059,5,,,POINT (2.3201059 48.8640695),56,49,5649
368247,48.8646741,2.3136679,4,,,POINT (2.3136679 48.8646741),56,46,5646
368248,48.8646107,2.3103421,4,,,POINT (2.3103421 48.8646107),56,44,5644
368249,48.8625767,2.3104164,4,traffic_signals,,POINT (2.3104164 48.8625767),54,44,5444
368250,48.8658611,2.3199122,5,,,POINT (2.3199122 48.8658611),58,49,5849
368252,48.8666176,2.3219639,4,,,POINT (2.3219639 48.8666176),58,50,5850
368254,48.8691428,2.3101251,3,,,POINT (2.3101251 48.8691428),61,44,6144
368272,48.8542721,2.3054471,4,traffic_signals,,POINT (2.3054471 48.8542721),44,41,4441
368273,48.858808,2.3034962,5,traffic_signals,,POINT (2.3034962 48.858808),49,40,4940
368274,48.8598721,2.3008394,3,traffic_signals,,POINT (2.3008394 48.8598721),51,39,5139
368286,48.8589324,2.2968652,3,,,POINT (2.2968652 48.8589324),50,37,5037
368305,48.8633926,2.2875005,3,,,POINT (2.2875005 48.8633926),55,32,5532
368307,48.8668087,2.289968,5,traffic_signals,,POINT (2.289968 48.8668087),59,33,5933
368308,48.873247,2.2946509,3,,,POINT (2.2946509 48.873247),66,36,6636
368310,48.8734652,2.2942797,3,,,POINT (2.2942797 48.8734652),66,35,6635
368313,48.873743,2.2941461,3,,,POINT (2.2941461 48.873743),67,35,6735
368318,48.8743576,2.2949396,3,,,POINT (2.2949396 48.8743576),67,36,6736
368319,48.8743025,2.2954181,3,,,POINT (2.2954181 48.8743025),67,36,6736
368320,48.8740905,2.2957798,3,,,POINT (2.2957798 48.8740905),67,36,6736
368321,48.8738244,2.2959161,3,,,POINT (2.2959161 48.8738244),67,36,6736
368322,48.8735273,2.2958328,3,,,POINT (2.2958328 48.8735273),67,36,6736
368323,48.8731947,2.2951412,3,,,POINT (2.2951412 48.8731947),66,36,6636
368325,48.8732951,2.2955389,3,,,POINT (2.2955389 48.8732951),66,36,6636
368335,48.8778095,2.2979629,3,traffic_signals,,POINT (2.2979629 48.8778095),72,37,7237
368337,48.879549,2.3049796,4,traffic_signals,,POINT (2.3049796 48.879549),74,41,7441
368338,48.8723626,2.2994954,4,,,POINT (2.2994954 48.8723626),65,38,6538
368341,48.8705205,2.3052845,4,,,POINT (2.3052845 48.8705205),63,41,6341
382015,48.8244825,2.3678681,3,,,POINT (2.3678681 48.8244825),10,74,1074
382016,48.8229124,2.3687123,4,traffic_signals,,POINT (2.3687123 48.8229124),8,74,874
382017,48.8215316,2.3694427,5,,,POINT (2.3694427 48.8215316),6,75,675
382019,48.8226528,2.3670649,3,,,POINT (2.3670649 48.8226528),7,74,774
382021,48.8216311,2.369126,4,,,POINT (2.369126 48.8216311),6,75,675
382026,48.8284757,2.3729331,4,,,POINT (2.3729331 48.8284757),14,77,1477
382027,48.8306422,2.3767516,4,,,POINT (2.3767516 48.8306422),17,79,1779
382029,48.8327329,2.3747816,3,,,POINT (2.3747816 48.8327329),19,78,1978
382036,48.833722,2.3824814,4,,,POINT (2.3824814 48.833722),20,82,2082
382038,48.8322388,2.3797778,5,,,POINT (2.3797778 48.8322388),19,80,1980
382039,48.8329781,2.3787715,3,,,POINT (2.3787715 48.8329781),19,80,1980
382045,48.8344579,2.3731375,4,traffic_signals,,POINT (2.3731375 48.8344579),21,77,2177
382046,48.835541,2.3721229,3,,,POINT (2.3721229 48.835541),22,76,2276
382049,48.8362129,2.3714895,4,traffic_signals,,POINT (2.3714895 48.8362129),23,76,2376
382050,48.833824,2.3650971,4,traffic_signals,,POINT (2.3650971 48.833824),20,73,2073
382051,48.8321655,2.3676402,4,,,POINT (2.3676402 48.8321655),18,74,1874
382052,48.8339797,2.3647847,4,,,POINT (2.3647847 48.8339797),21,72,2172
382057,48.846846,2.3609481,3,,,POINT (2.3609481 48.846846),36,70,3670
382062,48.852444,2.3570633,3,,,POINT (2.3570633 48.852444),42,68,4268
382063,48.8530123,2.3552992,3,,,POINT (2.3552992 48.8530123),43,67,4367
382064,48.853419,2.3540036,4,,,POINT (2.3540036 48.853419),43,67,4367
382067,48.8528801,2.3533008,3,,,POINT (2.3533008 48.8528801),43,66,4366
382069,48.8516311,2.3541599,3,,,POINT (2.3541599 48.8516311),41,67,4167
382070,48.8513444,2.3552545,3,,,POINT (2.3552545 48.8513444),41,67,4167
382071,48.8511377,2.3559179,4,,,POINT (2.3559179 48.8511377),40,68,4068
382072,48.8505947,2.3575168,3,,,POINT (2.3575168 48.8505947),40,69,4069
382073,48.8502611,2.3585159,3,,,POINT (2.3585159 48.8502611),39,69,3969
382074,48.850081,2.3590296,3,,,POINT (2.3590296 48.850081),39,69,3969
382076,48.8529217,2.3535281,3,,,POINT (2.3535281 48.8529217),43,67,4367
382077,48.8518338,2.3565473,4,,,POINT (2.3565473 48.8518338),41,68,4168
382078,48.8524483,2.354842,4,,,POINT (2.354842 48.8524483),42,67,4267
382079,48.8520819,2.3558589,3,,,POINT (2.3558589 48.8520819),42,68,4268
382080,48.8512836,2.3580848,3,,,POINT (2.3580848 48.8512836),41,69,4169
390027,48.8509679,2.3964579,3,,,POINT (2.3964579 48.8509679),40,89,4089
390030,48.8504119,2.3925211,5,,,POINT (2.3925211 48.8504119),40,87,4087
390033,48.8489668,2.3920084,5,traffic_signals,,POINT (2.3920084 48.8489668),38,87,3887
390034,48.8480382,2.3928506,4,traffic_signals,,POINT (2.3928506 48.8480382),37,87,3787
390035,48.8471465,2.3936715,4,,,POINT (2.3936715 48.8471465),36,88,3688
390041,48.8489439,2.3955684,3,,,POINT (2.3955684 48.8489439),38,89,3889
390042,48.8487905,2.3952373,3,,,POINT (2.3952373 48.8487905),38,88,3888
390043,48.8485175,2.3950215,3,,,POINT (2.3950215 48.8485175),37,88,3788
390044,48.8482871,2.3950103,3,,,POINT (2.3950103 48.8482871),37,88,3788
390047,48.8481806,2.3967898,3,,,POINT (2.3967898 48.8481806),37,89,3789
390052,48.8484383,2.396839,3,,,POINT (2.396839 48.8484383),37,89,3789
390053,48.8487883,2.3966072,3,,,POINT (2.3966072 48.8487883),38,89,3889
390060,48.8477806,2.3958129,3,traffic_signals,,POINT (2.3958129 48.8477806),37,89,3789
390153,48.8489264,2.3985446,3,,,POINT (2.3985446 48.8489264),38,90,3890
390158,48.8472878,2.3989257,4,,,POINT (2.3989257 48.8472878),36,90,3690
390197,48.8395175,2.3961342,3,,,POINT (2.3961342 48.8395175),27,89,2789
390198,48.8395755,2.3954443,3,,,POINT (2.3954443 48.8395755),27,89,2789
390202,48.8388965,2.3974499,3,,,POINT (2.3974499 48.8388965),26,90,2690
390214,48.8427115,2.3974913,4,traffic_signals,,POINT (2.3974913 48.8427115),31,90,3190
390248,48.836057,2.3867648,2,,,POINT (2.3867648 48.836057),23,84,2384
390252,48.8364877,2.3876847,2,,,POINT (2.3876847 48.8364877),23,84,2384
390306,48.8462793,2.3774063,4,traffic_signals,,POINT (2.3774063 48.8462793),35,79,3579
390313,48.847004,2.3837717,4,traffic_signals,,POINT (2.3837717 48.847004),36,82,3682
390316,48.846772,2.3817132,4,traffic_signals,,POINT (2.3817132 48.846772),35,81,3581
398709,48.864829,2.3533193,4,traffic_signals,,POINT (2.3533193 48.864829),56,66,5666
398745,48.8638647,2.3490334,5,traffic_signals,,POINT (2.3490334 48.8638647),55,64,5564
398767,48.8746674,2.3393461,4,,,POINT (2.3393461 48.8746674),68,59,6859
398768,48.8706941,2.3325479,4,,,POINT (2.3325479 48.8706941),63,55,6355
398769,48.8710801,2.3347858,4,,,POINT (2.3347858 48.8710801),64,57,6457
398772,48.8716742,2.3382629,3,,,POINT (2.3382629 48.8716742),64,58,6458
398773,48.8703017,2.332714,4,,,POINT (2.332714 48.8703017),63,56,6356
398774,48.8700764,2.3325517,3,,,POINT (2.3325517 48.8700764),63,55,6355
398775,48.8702107,2.3322283,4,traffic_signals,,POINT (2.3322283 48.8702107),63,55,6355
398776,48.8706246,2.3320659,4,traffic_signals,,POINT (2.3320659 48.8706246),63,55,6355
398783,48.8737477,2.3271551,5,traffic_signals,,POINT (2.3271551 48.8737477),67,53,6753
398785,48.874847,2.3198244,5,traffic_signals,,POINT (2.3198244 48.874847),68,49,6849
398787,48.8710733,2.3318505,3,,,POINT (2.3318505 48.8710733),64,55,6455
398788,48.871156,2.332342,3,,,POINT (2.332342 48.871156),64,55,6455
398789,48.8722064,2.3328034,4,,,POINT (2.3328034 48.8722064),65,56,6556
398792,48.8702685,2.3300494,4,traffic_signals,,POINT (2.3300494 48.8702685),63,54,6354
398795,48.8692559,2.3238947,3,,,POINT (2.3238947 48.8692559),62,51,6251
398800,48.8687213,2.3331307,3,traffic_signals,,POINT (2.3331307 48.8687213),61,56,6156
430770,48.819145,2.3594606,4,,,POINT (2.3594606 48.819145),3,70,370
430773,48.8210147,2.3506339,4,,,POINT (2.3506339 48.8210147),5,65,565
430775,48.8194879,2.3446021,4,,,POINT (2.3446021 48.8194879),4,62,462
430777,48.8213603,2.3343552,3,traffic_signals,,POINT (2.3343552 48.8213603),6,56,656
430784,48.8347063,2.3313128,4,traffic_signals,,POINT (2.3313128 48.8347063),21,55,2155
430788,48.8597514,2.3768492,4,traffic_signals,,POINT (2.3768492 48.8597514),51,79,5179
430789,48.8587156,2.378584,4,traffic_signals,,POINT (2.378584 48.8587156),49,80,4980
430794,48.8533915,2.3794021,3,traffic_signals,,POINT (2.3794021 48.8533915),43,80,4380
430795,48.8532717,2.3770122,3,traffic_signals,,POINT (2.3770122 48.8532717),43,79,4379
430796,48.8532065,2.375077,3,,,POINT (2.375077 48.8532065),43,78,4378
430798,48.8795788,2.367034,1,,,POINT (2.367034 48.8795788),74,74,7474
430799,48.8825102,2.3692103,3,traffic_signals,,POINT (2.3692103 48.8825102),77,75,7775
430802,48.8718957,2.3645298,3,,,POINT (2.3645298 48.8718957),65,72,6572
430803,48.8697616,2.3661837,3,,,POINT (2.3661837 48.8697616),62,73,6273
442138,48.8193334,2.3619725,4,,,POINT (2.3619725 48.8193334),4,71,471
442139,48.820154,2.36463,4,,,POINT (2.36463 48.820154),4,72,472
442190,48.8261491,2.3127519,4,,,POINT (2.3127519 48.8261491),11,45,1145
442192,48.8277487,2.3054972,4,,,POINT (2.3054972 48.8277487),13,41,1341
442194,48.8286407,2.3014298,4,traffic_signals,,POINT (2.3014298 48.8286407),14,39,1439
442196,48.8309442,2.2924987,3,,,POINT (2.2924987 48.8309442),17,34,1734
442197,48.8326932,2.2883604,3,,,POINT (2.2883604 48.8326932),19,32,1932
442207,48.8354165,2.2810656,4,,,POINT (2.2810656 48.8354165),22,28,2228
