u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,maxspeed,tunnel,access,width,junction
266992397,8244777843,0,97240783,False,2,木棉花街,tertiary,False,9.086,"LINESTRING (114.1045038 22.5405032, 114.104493 22.5405407, 114.1044762 22.5405807)",,,,,,,
266992397,1126423002,0,97240783,False,2,木棉花街,tertiary,True,204.696,"LINESTRING (114.1045038 22.5405032, 114.1045114 22.5404514, 114.1045135 22.5404184, 114.1045155 22.5403855, 114.1045426 22.5386631)",,,,,,,
266992397,3583682986,0,193926052,False,,,unclassified,True,258.611,"LINESTRING (114.1045038 22.5405032, 114.1045634 22.5404915, 114.1046211 22.5404783, 114.1046788 22.5404651, 114.1050172 22.5404162, 114.1050795 22.5404042, 114.1051435 22.5403848, 114.1051962 22.5403604, 114.1052432 22.5403272, 114.105285 22.5402812, 114.1053183 22.5402376, 114.1057123 22.5395671, 114.1057687 22.5394709, 114.105801 22.5394268, 114.105837 22.5393859, 114.1058808 22.5393508, 114.105935 22.5393108, 114.1060321 22.5392521, 114.1063033 22.539093)",,,,,,,
266992397,8244777741,0,478022251,True,2,嘉宾路,secondary,False,83.74300000000001,"LINESTRING (114.1045038 22.5405032, 114.1045417 22.5405346, 114.1045915 22.5405888, 114.1046167 22.5406161, 114.1049643 22.5409982, 114.104983 22.541019, 114.1050018 22.5410378, 114.1050217 22.5410556, 114.1050395 22.54107)",,,,,,,
267005520,498489686,0,231542499,True,,,trunk_link,False,110.481,"LINESTRING (114.0034918 22.530216, 114.0029347 22.5303366, 114.0026951 22.5303775, 114.0024377 22.5304102)",,,,,,,
267005520,267005525,0,357768082,True,5,滨海大道,trunk,False,655.131,"LINESTRING (114.0034918 22.530216, 114.0030656 22.5302444, 114.0026449 22.5302652, 114.0020312 22.5302692, 114.0013989 22.5302534, 114.0008259 22.5302101, 114.0002095 22.5301329, 113.999588 22.5300315, 113.999108 22.5299233, 113.9986913 22.5298128, 113.9981698 22.5296565, 113.9977553 22.5295074, 113.9972635 22.5293131)",S550,,,,,,
267005525,7719526858,0,40828707,True,,,trunk_link,False,107.25399999999999,"LINESTRING (113.9972635 22.5293131, 113.9969251 22.5292192, 113.996769 22.529194, 113.9966776 22.5291741, 113.9964333 22.529114, 113.9963483 22.5290935, 113.9962549 22.5290665)",,,,,,,
267005525,3292355237,0,357768082,True,5,滨海大道,trunk,False,937.4989999999999,"LINESTRING (113.9972635 22.5293131, 113.9967086 22.5290764, 113.9961706 22.5288123, 113.995678 22.5285202, 113.9950289 22.528106, 113.9937742 22.5272514, 113.9931456 22.5268331, 113.9925168 22.5264486, 113.9918361 22.5260625, 113.9911637 22.5257212, 113.9906685 22.5254856, 113.9901303 22.5252504, 113.9894604 22.5249905)",S550,,,,,,
267005863,498489656,0,1051282768,True,,滨河大道辅路,primary,False,97.339,"LINESTRING (114.0144321 22.5308944, 114.013491 22.5307911)",,,,,,,
267005863,267005864,0,1051282764,True,,滨河大道,trunk,False,543.319,"LINESTRING (114.0144321 22.5308944, 114.0107375 22.5300626, 114.0101701 22.5299553, 114.0097082 22.5298831, 114.009271 22.5298415)",S550,,,,,,
267005864,6003859424,0,1051307487,True,5,滨海大道,trunk,False,169.957,"LINESTRING (114.009271 22.5298415, 114.008779 22.529796, 114.0084892 22.5297739, 114.0080395 22.5297526, 114.0076203 22.5297494)",S550,,,,,,
267601452,528737856,0,25423077,True,,滨河大道,trunk,False,580.1310000000001,"LINESTRING (114.0937728 22.5381585, 114.0921808 22.5381995, 114.0918834 22.5382031, 114.091633 22.5381959, 114.0913465 22.5381804, 114.0910837 22.5381506, 114.0908662 22.5381176, 114.0906629 22.5380779, 114.0903059 22.5380048, 114.0893257 22.5377998, 114.0888323 22.5377017, 114.0881945 22.5375735)",S550,,,,,,
267601452,528737787,0,"[996207964, 672979245]",True,,滨河大道辅路,"['trunk_link', 'primary']",False,179.883,"LINESTRING (114.0937728 22.5381585, 114.0935275 22.5381946, 114.0929405 22.5383007, 114.0926406 22.5383331, 114.0920376 22.5383379)",,,,,,,
267602001,1722822969,0,"[160220792, 160220797, 25588751]",True,2,,motorway_link,False,1092.237,"LINESTRING (113.9881356 22.548977, 113.9877861 22.5491932, 113.9859399 22.5504325, 113.9854409 22.5507378, 113.9850533 22.5509752, 113.9840408 22.5515416, 113.9828982 22.5522585, 113.9827226 22.5523843, 113.9826161 22.5525026, 113.9825185 22.5526523, 113.9824756 22.5527863, 113.98247 22.5529585, 113.9824864 22.5531027, 113.9825259 22.5532277, 113.9827524 22.5536231, 113.9828499 22.553836, 113.9829439 22.5540707, 113.9829991 22.5542771, 113.9830405 22.5544992, 113.9830718 22.5547776, 113.9831047 22.5552536, 113.9831472 22.555983)",,viaduct,,,,,
267602001,10795480305,0,"[687537992, 687537993, 96328137, 96328141, 45730644, 687529436, 687529437]",True,"['4', '3']","['10#桥', 'K108+651小桥', 'K107+233小桥', '京港澳高速']",motorway,False,2895.9929999999995,"LINESTRING (113.9881356 22.548977, 113.9873494 22.5493577, 113.9867554 22.5496696, 113.9860346 22.5500618, 113.9849892 22.5506708, 113.9833922 22.5516441, 113.982611 22.552162, 113.9820635 22.5525543, 113.9817803 22.5527619, 113.9814087 22.5530303, 113.9805169 22.5537318, 113.9778305 22.5559769, 113.9770791 22.556571, 113.9767631 22.5567969, 113.9762779 22.5571414, 113.9759261 22.5573732, 113.9753857 22.5577158, 113.974887 22.5580131, 113.9743406 22.558323, 113.9738634 22.5585783, 113.9732528 22.5588867, 113.9727309 22.5591291, 113.9722729 22.5593347, 113.9718208 22.5595286, 113.9713791 22.5597069, 113.9709174 22.5598852, 113.9708319 22.5599157, 113.9705765 22.5600068, 113.9702355 22.5601283, 113.9692195 22.5604429, 113.96812 22.5607492, 113.9647762 22.5615207, 113.9639812 22.5617041)",G4,yes,"['120', '100']",,,,
267602507,2401176953,0,231787772,True,,宝安大道,primary,False,113.85000000000001,"LINESTRING (113.9052629 22.5446178, 113.9050678 22.5446283, 113.9048862 22.5446465, 113.904657 22.5446818, 113.9044335 22.5447312, 113.9041782 22.5448075)",,yes,,,,,
267602518,2457761634,0,165265378,True,,,primary_link,False,110.792,"LINESTRING (113.9043606 22.545367, 113.9043859 22.5443709)",,,,,,,
267602574,2420580046,0,233713929,True,,南新路,secondary,False,62.72,"LINESTRING (113.9136106 22.5311913, 113.9138095 22.530658)",Y037,,,,,,
267602574,2420580030,0,1185912016,False,,学府路,secondary,True,12.216,"LINESTRING (113.9136106 22.5311913, 113.9137295 22.5311886)",,,,,,,
267602574,9197027678,0,1055022192,True,2,学府路,secondary,False,143.37,"LINESTRING (113.9136106 22.5311913, 113.9134131 22.531221, 113.9122178 22.5312531)",,,,,,,
269920080,6033482390,0,25423077,True,,滨河大道,trunk,False,901.727,"LINESTRING (114.0671931 22.5318095, 114.0603502 22.5316982, 114.0584153 22.5316493)",S550,,,,,,
269920080,8109971648,0,640465232,True,2,,trunk_link,False,260.429,"LINESTRING (114.0671931 22.5318095, 114.0668773 22.5318287, 114.0664481 22.5318637, 114.0662916 22.531873, 114.0653458 22.5318722, 114.0646606 22.5318959)",,,,,,,
276924446,1851261793,0,"[25409666, 264129964, 264129967]",True,2,,motorway_link,False,1173.6509999999998,"LINESTRING (113.9022082 22.5902018, 113.9017647 22.5908273, 113.9015573 22.5910885, 113.9011989 22.5915053, 113.9006733 22.5921282, 113.9003996 22.5924333, 113.9002112 22.5926699, 113.9000806 22.5928894, 113.8999815 22.5930884, 113.8999127 22.5932871, 113.899849 22.5935051, 113.8998187 22.5936945, 113.8997583 22.5941738, 113.8997249 22.5943926, 113.8996714 22.5945989, 113.8996038 22.5947857, 113.8995209 22.5949602, 113.8994072 22.5951252, 113.8992652 22.5952781, 113.8991379 22.5953866, 113.8989626 22.5955083, 113.898795 22.5955917, 113.8986059 22.5956636, 113.8984155 22.5957088, 113.8981888 22.5957318, 113.8979618 22.5957294, 113.8977668 22.5957054, 113.8975763 22.5956619, 113.8973415 22.5955806, 113.8971466 22.5954714, 113.89681 22.5952358, 113.8963597 22.5948731, 113.8961316 22.594717, 113.895839 22.5945572, 113.895201 22.5942088, 113.8948689 22.5940599)",,yes,,,,,
276924446,1851261046,0,"[687529398, 374381454, 687529399]",True,3,"['K97+931小桥', '京港澳高速']",motorway,False,1148.125,"LINESTRING (113.9022082 22.5902018, 113.9001394 22.5923711, 113.8989546 22.5935032, 113.8978224 22.5945202, 113.8951893 22.5966576, 113.8949871 22.5968218, 113.8942414 22.5974271)",G4,yes,,,,,
276926174,276924446,0,"[687529408, 374381454, 374381456, 320507711, 687529407]",True,3,"['创业路分离式立交桥', 'K100+415小桥', '京港澳高速']",motorway,False,1985.548,"LINESTRING (113.914816 22.5766619, 113.911549 22.5802314, 113.9114166 22.5803722, 113.9104975 22.5813557, 113.910133 22.5817449, 113.9046549 22.5875855, 113.9043774 22.5878749, 113.9041031 22.5881703, 113.9036215 22.5886904, 113.903035 22.5893156, 113.9024623 22.5899302, 113.9022082 22.5902018)",G4,yes,120,,,,
276927296,276926174,0,"[687529416, 687529417, 687529423, 687529424, 25409682, 687529428, 687529429]",True,"['2', '3']","['K101+302小桥', 'K101+276小桥', 'K101+925小桥', '京港澳高速']",motorway,False,1406.155,"LINESTRING (113.9234574 22.5680999, 113.9233376 22.5682402, 113.9231922 22.5683669, 113.9230149 22.5685071, 113.9228784 22.5686154, 113.9227099 22.5687707, 113.9225741 22.5689213, 113.9224462 22.5690863, 113.922327 22.5692761, 113.9222537 22.5694249, 113.9221837 22.5695745, 113.9221199 22.5697466, 113.9220793 22.5698844, 113.9220279 22.5701177, 113.9219347 22.5706223, 113.921914 22.5707347, 113.9218001 22.5713516, 113.9217833 22.5714241, 113.9217505 22.5715114, 113.9217129 22.5715956, 113.9216083 22.571759, 113.9214903 22.5719324, 113.9214098 22.5720141, 113.9212462 22.5721801, 113.920172 22.5731014, 113.9200111 22.5732302, 113.9198542 22.5733243, 113.9197147 22.5733825, 113.9195256 22.573437, 113.919358 22.5734606, 113.9192037 22.573463, 113.919075 22.5734482, 113.9186794 22.5733565, 113.9184728 22.5733132, 113.9183132 22.5732946, 113.9181717 22.5732933, 113.9180569 22.5733094, 113.9179605 22.5733434, 113.917858 22.5734122, 113.9176951 22.5735558, 113.9174131 22.573864, 113.9171711 22.5741452, 113.9170897 22.5742398, 113.9170174 22.5743239, 113.916972 22.5743792, 113.916942 22.5744112, 113.9158081 22.5756186, 113.9153576 22.5760738, 113.9151 22.5763417, 113.914816 22.5766619)",G4,yes,,,,,
276927296,2500394926,0,"[238558016, 478221941, 959619759]",True,3,京港澳高速,motorway,False,674.6640000000001,"LINESTRING (113.9234574 22.5680999, 113.9229 22.5684426, 113.9225112 22.5687623, 113.9223399 22.5689066, 113.9219776 22.5692197, 113.9209849 22.570129, 113.9206834 22.5704271, 113.920613 22.5704873, 113.9205742 22.5705235, 113.9205011 22.570578, 113.9204005 22.5706287, 113.9202991 22.5706713, 113.9201923 22.5707075, 113.9200409 22.5707474, 113.9199129 22.5707722, 113.9197892 22.5708004, 113.919685 22.5708351, 113.9195868 22.5708732, 113.9191928 22.5710513, 113.9190657 22.5711165, 113.9189743 22.5711681, 113.9188876 22.5712329, 113.9187228 22.5713636, 113.9185105 22.5715612, 113.9183211 22.5717429)",G4,yes,,,,,
277049917,277049919,0,25421068,True,,,motorway_link,False,94.06700000000001,"LINESTRING (113.9317428 22.5661821, 113.9315282 22.5662297, 113.9314064 22.5662482, 113.9312967 22.5662522, 113.9312057 22.5662448, 113.9311229 22.5662163, 113.9310463 22.5661741, 113.930975 22.5661095, 113.9309169 22.566042)",,,,,,,
277049917,11389672845,0,227975037,True,1,,motorway_link,False,216.95499999999998,"LINESTRING (113.9317428 22.5661821, 113.9315256 22.5663168, 113.9311693 22.5665478, 113.9310354 22.5666253, 113.9308919 22.5666854, 113.9307104 22.5667339, 113.9304849 22.5667748, 113.9300561 22.5668397, 113.9298123 22.5668766)",,,,,,,
277049919,5141287831,0,595547663,True,,,motorway_link,False,369.20399999999995,"LINESTRING (113.9309169 22.566042, 113.9308619 22.5659551, 113.9307946 22.5658828, 113.9307034 22.5658146, 113.9305886 22.5657587, 113.9304619 22.5657111, 113.9303212 22.5656758, 113.9301613 22.5656532, 113.9299686 22.5656633, 113.9297264 22.565696, 113.9294514 22.5657544, 113.9290045 22.5658455, 113.9285676 22.5659529, 113.928091 22.566083, 113.9275591 22.5662594)",,,,,,,
277049979,277049982,0,25482051,True,,,primary_link,False,415.88100000000003,"LINESTRING (113.928874 22.5579807, 113.928812 22.5577407, 113.9287573 22.5575286, 113.9287273 22.5574327, 113.9286874 22.5573392, 113.9286385 22.5572389, 113.928572 22.5571518, 113.9284824 22.5570557, 113.9269118 22.5558121, 113.9267765 22.5557149, 113.9266543 22.5556515, 113.9265104 22.5555981, 113.9263658 22.5555645, 113.926097 22.555519)",,,40,,,,
277049979,1116420116,0,1052075129,True,,南海大道,primary,False,233.509,"LINESTRING (113.928874 22.5579807, 113.9287192 22.5566864, 113.928615 22.5558944)",X256,,,,,,
277049982,2184499129,0,582188689,True,,北环大道辅路,primary,False,154.784,"LINESTRING (113.926097 22.555519, 113.9245916 22.5555889)",,,,,,,
277049983,1768207608,0,165265328,True,,,trunk_link,False,100.285,"LINESTRING (113.9225111 22.5555794, 113.9216067 22.5559197)",,,,,,,
277049983,1768207605,0,231405166,True,,北环大道,trunk,False,363.954,"LINESTRING (113.9225111 22.5555794, 113.9189737 22.5557823)",G107,,,,,,
277049989,664103538,0,208128053,True,,,trunk_link,False,71.519,"LINESTRING (113.9147171 22.5548879, 113.9143952 22.5548519, 113.9140257 22.5548105)",,,,,,,
277049989,277049991,0,231405166,True,,北环大道,trunk,False,453.169,"LINESTRING (113.9147171 22.5548879, 113.9129498 22.5537938, 113.91238 22.5534716, 113.9117758 22.5531546, 113.910968 22.5527436)",G107,,,,,,
277049991,2457790194,0,"[25421075, 582000078, 582000079]",True,,107国道,trunk,False,442.4560000000001,"LINESTRING (113.910968 22.5527436, 113.9098465 22.5522686, 113.9095252 22.5521341, 113.9094175 22.5520864, 113.9093056 22.5520326, 113.9088749 22.5518196, 113.9087993 22.5517884, 113.9087078 22.5517659, 113.9086125 22.5517539, 113.908505 22.551753, 113.9083786 22.5517622, 113.9082429 22.551793, 113.9081226 22.5518395, 113.9080056 22.5519174, 113.9079147 22.5519914, 113.9078395 22.5520656, 113.9077477 22.5521756, 113.9076139 22.5523622, 113.90747 22.5525861, 113.9073944 22.5527159)",G107,yes,,,,,
277049991,278869516,0,"[582000074, 570468187, 26968127]",True,,北环大道,primary,False,696.6869999999999,"LINESTRING (113.910968 22.5527436, 113.9099045 22.5521751, 113.9073001 22.5508626, 113.9071091 22.5507533, 113.9069202 22.5506349, 113.906702 22.550479, 113.9065366 22.5503506, 113.906368 22.5502102, 113.9061795 22.550039, 113.9059998 22.5498692, 113.9058566 22.5497263, 113.9057516 22.5496208, 113.905656 22.5495131, 113.9055519 22.5493939, 113.9054308 22.5492327)",,yes,,,,,
277050021,2877526723,0,283947394,True,,,secondary,False,126.40399999999998,"LINESTRING (113.9021045 22.5591166, 113.9016795 22.5595754, 113.9016393 22.5596324, 113.9016178 22.5596869, 113.9016151 22.5597463, 113.9016294 22.5598059, 113.9016642 22.5598579, 113.9017888 22.559973, 113.9018367 22.5600173)",,,,,,,
277050021,5594907711,0,1017489393,True,4,广深公路,trunk,False,164.13299999999998,"LINESTRING (113.9021045 22.5591166, 113.9015235 22.5595891, 113.9008872 22.5600729)",G107,,,,,,
277050030,2696211369,0,263939165,True,,,trunk_link,False,57.836,"LINESTRING (113.8829096 22.5766051, 113.8826178 22.57705)",,,,,,,
277050030,2696211282,0,"[1017489393, 570468186]",True,4,广深公路,trunk,False,277.652,"LINESTRING (113.8829096 22.5766051, 113.8819426 22.5774869, 113.8816563 22.577748, 113.8810111 22.5783827)",G107,,,,,,
277050044,277050046,0,570468186,True,4,广深公路,trunk,False,244.963,"LINESTRING (113.8704657 22.5895684, 113.8702773 22.5898064, 113.8700328 22.5901408, 113.8697744 22.5905169, 113.8695929 22.5907934, 113.8692209 22.5914444)",G107,,,,,,
277050046,2468794213,0,570468186,True,4,广深公路,trunk,False,144.857,"LINESTRING (113.8692209 22.5914444, 113.8685925 22.5926108)",G107,,,,,,
277052169,499543273,0,616351220,True,4,深南大道,primary,False,284.32099999999997,"LINESTRING (114.0560157 22.5430254, 114.0557649 22.5430783, 114.0554075 22.5431537, 114.0552252 22.5431898, 114.0550612 22.5432166, 114.0548951 22.5432359, 114.054723 22.5432475, 114.0545686 22.5432508, 114.0544133 22.5432468, 114.0542341 22.5432298, 114.0540351 22.5432008, 114.0538304 22.5431656, 114.053624 22.5431291, 114.05345 22.5430963, 114.0532901 22.5430613)",,,,,,,
277052181,277052169,0,25482589,True,,深南大道,primary_link,False,111.83299999999998,"LINESTRING (114.0559309 22.5422349, 114.0561695 22.5424214, 114.0561961 22.5424503, 114.0562203 22.5424835, 114.0562394 22.5425169, 114.056255 22.5425514, 114.0562654 22.5425859, 114.0562705 22.5426188, 114.0562714 22.5426556, 114.0562687 22.542694, 114.056263 22.5427333, 114.0562528 22.5427705, 114.0562367 22.542806, 114.0562167 22.5428388, 114.0561888 22.5428761, 114.0561482 22.542923, 114.056097 22.5429705, 114.0560157 22.5430254)",,,,,,,
277052181,2750593322,0,1050725174,True,4,深南大道,primary,False,120.64299999999999,"LINESTRING (114.0559309 22.5422349, 114.0564108 22.5423596, 114.0566135 22.5424101, 114.0567704 22.5424467, 114.0569223 22.5424798, 114.0570669 22.5425104)",,,,,,,
277057452,1722057347,0,"[44419873, 1049968044, 1049968045]",True,,彩田路,primary,False,259.348,"LINESTRING (114.0604666 22.5764479, 114.0608238 22.5748325, 114.0609239 22.5742917, 114.0609484 22.5741586)",,yes,,,,,
277057703,2368579133,0,45569111,True,,北环大道,trunk,False,339.84000000000003,"LINESTRING (114.0474324 22.5650143, 114.0489994 22.5649353, 114.050735 22.5648174)",G107,,,,,,
277057799,564055511,0,996647553,True,,笋岗西路,primary,False,13.176,"LINESTRING (114.0909093 22.5583536, 114.0910376 22.5583551)",,,60,,,,
277057799,10747715307,0,771790236,True,2,上步中路,primary,False,46.326,"LINESTRING (114.0909093 22.5583536, 114.0909247 22.5582304, 114.0909235 22.5579378)",,,40,,,,
277058502,587647883,0,46098608,True,1,,motorway_link,False,421.341,"LINESTRING (114.0430109 22.6248793, 114.0430319 22.6255742, 114.0430426 22.6259109, 114.0430856 22.626208, 114.0431392 22.6264853, 114.0432143 22.6267725, 114.0433001 22.6269904, 114.0434074 22.6271983, 114.0435362 22.6273964, 114.0436864 22.6275647, 114.0438902 22.6277331, 114.0440941 22.6278717, 114.0445554 22.6280995)",,,,,,,
277058502,6576841565,0,"[495446992, 495446988, 495446989]",True,3,梅观大道,motorway,False,782.816,"LINESTRING (114.0430109 22.6248793, 114.0429317 22.6256196, 114.0429103 22.6261841, 114.0428888 22.6267387, 114.0428888 22.6273824, 114.042912 22.6278322, 114.0429461 22.6284758, 114.0430176 22.6292837, 114.0431248 22.6300364, 114.0432965 22.6310068, 114.0434682 22.6317495, 114.0435014 22.6318712)",G94,yes,,,,,
277066001,2468794123,0,974379905,True,4,广深公路,trunk,False,71.166,"LINESTRING (113.871811 22.5878447, 113.8722437 22.5873447)",G107,,,,,,
277066022,277066023,0,953806719,True,,,trunk_link,False,28.655,"LINESTRING (113.9069952 22.5526841, 113.9071899 22.5524995)",,,,,,,
277066022,277189210,0,"[101316200, 582000077, 25436150]",True,,107国道,trunk,False,947.5409999999998,"LINESTRING (113.9069952 22.5526841, 113.9070262 22.5526317, 113.9070567 22.5525691, 113.9070834 22.5525061, 113.9071117 22.5524291, 113.9071304 22.5523746, 113.9071498 22.5523114, 113.9071662 22.5522366, 113.9071794 22.5521647, 113.907193 22.5520757, 113.9072038 22.5519631, 113.9072533 22.5511296, 113.9072798 22.5509917, 113.9073334 22.5508219, 113.907408 22.5506596, 113.9074837 22.5505526, 113.9075905 22.5504336, 113.9076831 22.5503453, 113.9077937 22.5502695, 113.9078977 22.5502317, 113.9079925 22.5501929, 113.9080402 22.5501772, 113.9080914 22.5501604, 113.908194 22.5501347, 113.9082988 22.5501197, 113.9084106 22.5501097, 113.9085258 22.550111, 113.9086376 22.5501199, 113.9087466 22.5501372, 113.9088565 22.5501665, 113.9089557 22.5502016, 113.9090746 22.5502571, 113.9091695 22.5503107, 113.9092625 22.5503723, 113.9093425 22.5504433, 113.9094145 22.5505171, 113.9094781 22.5505946, 113.9095394 22.5506878, 113.9095844 22.550768, 113.9096313 22.5508744, 113.9099098 22.5515548, 113.9099624 22.5516658, 113.9100235 22.5517592, 113.910098 22.5518428, 113.9101703 22.5519121, 113.91027 22.5519826, 113.9113619 22.5525858, 113.912626 22.5533565)",G107,yes,,,,,
277066023,277066024,0,953806720,True,,深南大道,primary,False,410.401,"LINESTRING (113.9071899 22.5524995, 113.9077105 22.5517179, 113.9083178 22.5506963, 113.9084953 22.5503698, 113.9087472 22.5498808, 113.9088677 22.5496365, 113.9090292 22.5492306)",,,,,,,
277066024,6300553576,0,953806720,True,,深南大道,primary,False,160.904,"LINESTRING (113.9090292 22.5492306, 113.9091905 22.5487827, 113.9092754 22.5483334, 113.9093669 22.5478214)",,,,,,,
277066066,2468794128,0,26970776,True,,西乡大道,primary,False,96.857,"LINESTRING (113.872362 22.5879499, 113.8716299 22.5874005)",,yes,,,,,
277066174,2500670503,0,243253855,True,,西乡大道辅路,tertiary,False,285.466,"LINESTRING (113.8774333 22.5919046, 113.8772811 22.5918643, 113.8771109 22.5918029, 113.8769978 22.5917351, 113.8764265 22.5913166, 113.8752486 22.5903507)",,,,,,,
277066174,2500670466,0,972623058,True,,西乡大道,primary,False,214.42000000000002,"LINESTRING (113.8774333 22.5919046, 113.8771617 22.5917027, 113.8769547 22.5915422, 113.8766571 22.591313, 113.8758386 22.5906596)",,,,,,,
277066179,664102661,0,"[674357116, 25449095]",True,,,trunk_link,False,658.492,"LINESTRING (113.8746747 22.5897111, 113.87392 22.589218, 113.8737248 22.5891051, 113.8735411 22.5890419, 113.8733485 22.589025, 113.8731507 22.589027, 113.8714618 22.5891726, 113.8712503 22.5891977, 113.8710934 22.58925, 113.8709594 22.589325, 113.8707666 22.5894611, 113.8706624 22.5895744, 113.870108 22.59035, 113.8695909 22.591171)",,yes,,,,,
277066179,277066066,0,26970776,True,,西乡大道,primary,False,307.789,"LINESTRING (113.8746747 22.5897111, 113.8737724 22.5890083, 113.872362 22.5879499)",,yes,,,,,
277182435,2410576938,0,232728332,True,,,primary_link,False,59.708,"LINESTRING (113.9253328 22.5252589, 113.9258841 22.5250886)",,,,,,,
277182435,2410576967,0,909215352,True,,,primary_link,False,68.324,"LINESTRING (113.9253328 22.5252589, 113.9258711 22.5252269, 113.9259968 22.5252225)",,,,,,,
277183352,1673427809,0,1050921382,True,4,深南大道,primary,False,108.265,"LINESTRING (113.9264576 22.5429267, 113.9254044 22.542969)",,,,,,,
277183352,277664239,0,"[25435017, 374801333]",True,1,,primary_link,False,292.27799999999996,"LINESTRING (113.9264576 22.5429267, 113.9262946 22.5429626, 113.9261594 22.5430135, 113.9260295 22.5430841, 113.9259634 22.5431405, 113.9258988 22.5432258, 113.9258518 22.5433494, 113.9258355 22.5434474, 113.9258457 22.5435744, 113.9258836 22.5436787, 113.9259609 22.5437818, 113.9259951 22.5438127, 113.9260393 22.5438525, 113.9261034 22.5438959, 113.9261854 22.5439346, 113.9262961 22.5439633, 113.9264073 22.5439639, 113.9265185 22.5439445, 113.9266267 22.5439001, 113.9267293 22.5438347, 113.926801 22.543758, 113.9268564 22.5436703, 113.9268915 22.5435339, 113.9269242 22.5432566)",,yes,40,,,,
277183586,9649087635,0,996263615,True,,,primary_link,False,19.715,"LINESTRING (113.992758 22.535601, 113.9925687 22.5356304)",,,,,,,
277183586,9649087671,0,25435061,True,,侨城东路,primary,False,29.614,"LINESTRING (113.992758 22.535601, 113.9927472 22.5356718, 113.9927176 22.5358647)",,,,,,,
277183713,2458960419,0,238026495,True,,,secondary,False,158.599,"LINESTRING (113.9907755 22.5357174, 113.9897859 22.5359818, 113.9897196 22.5359993, 113.9893812 22.5360891, 113.9892917 22.5361125)",,,,,,,
277183820,2458960419,0,238026687,True,,,primary_link,False,40.62,"LINESTRING (113.9896221 22.5359117, 113.9892917 22.5361125)",,,,,,,
277183820,2458960427,0,1049950449,True,,深南大道,primary,False,166.946,"LINESTRING (113.9896221 22.5359117, 113.9885912 22.5361824, 113.988317 22.536245, 113.9880533 22.5363039)",,,,,,,
277189210,277189211,0,974379909,True,,北环大道,trunk,False,277.453,"LINESTRING (113.912626 22.5533565, 113.9129565 22.5535517, 113.9134626 22.5538761, 113.9148726 22.5547423)",G107,,,,,,
277189211,1768207574,0,165265400,True,,,trunk_link,False,89.37,"LINESTRING (113.9148726 22.5547423, 113.9157313 22.554873)",,,,,,,
277189211,1768207601,0,570468184,True,,北环大道,trunk,False,655.667,"LINESTRING (113.9148726 22.5547423, 113.9155464 22.5550566, 113.9161705 22.5552614, 113.9167957 22.5554121, 113.9174848 22.5555226, 113.9181099 22.5555848, 113.9185797 22.5556063, 113.9189532 22.5556073, 113.9210984 22.5554805)",G107,,,,,,
277189223,277189225,0,231405165,True,,北环大道,trunk,False,529.13,"LINESTRING (113.943488 22.5549944, 113.9442849 22.5550447, 113.9448198 22.5551001, 113.9455389 22.5552212, 113.9472811 22.5555607, 113.947733 22.5556488, 113.9485578 22.5558066)",G107,,,,,,
277189223,2397987752,0,231405167,True,,,trunk_link,False,229.473,"LINESTRING (113.943488 22.5549944, 113.9439445 22.5549801, 113.9452154 22.5549288, 113.9454641 22.5549319, 113.9457194 22.5549594)",,,,,,,
277189225,5903376013,0,"[1052079673, 25529163, 231405165]",True,,北环大道,trunk,False,1118.4450000000002,"LINESTRING (113.9485578 22.5558066, 113.9495849 22.5559744, 113.950207 22.5560611, 113.9507928 22.556125, 113.9513776 22.5561647, 113.9525641 22.5561942, 113.9540569 22.556254, 113.9568925 22.5563809, 113.9594136 22.5564729)",G107,yes,,,,,
277189240,1117085019,0,228054089,True,,,trunk_link,False,178.219,"LINESTRING (113.9778798 22.5571195, 113.9782528 22.5571494, 113.9784851 22.5571619, 113.9791317 22.5571897, 113.9793634 22.557202, 113.9796117 22.5572199)",,,,,,,
277189240,2367043467,0,1052079673,True,,北环大道,trunk,False,946.9099999999999,"LINESTRING (113.9778798 22.5571195, 113.980456 22.557663, 113.982573 22.5581054, 113.9858221 22.5588258, 113.9864478 22.5589134, 113.9868792 22.5589563)",G107,,,,,,
277323272,2327294756,0,25465109,True,2,振华路,secondary,False,14.482,"LINESTRING (114.0910876 22.5472531, 114.0912286 22.5472554)",,,,,,,
277323272,294988378,0,330224598,True,4,上步中路,primary,False,199.389,"LINESTRING (114.0910876 22.5472531, 114.0910921 22.5469829, 114.0911208 22.5465957, 114.0911303 22.5458192, 114.0910868 22.5454632)",,,,,,,
277323315,1169602164,0,101317912,True,,,primary_link,False,86.83000000000001,"LINESTRING (113.9193216 22.5270499, 113.9191266 22.5271824, 113.9190702 22.5272352, 113.9190287 22.5272974, 113.9189887 22.5273907, 113.9189507 22.5274867, 113.9188799 22.5276836)",,,,,,,
277323315,2132634097,0,1034171531,True,,桂庙路,primary,False,58.434,"LINESTRING (113.9193216 22.5270499, 113.9190274 22.5271189, 113.9187699 22.5271782)",S550,,,,,,
277323319,6376885239,0,1031889491,True,,桂庙路,primary,False,26.367,"LINESTRING (113.9228765 22.5259484, 113.9231241 22.5258858)",S550,,,,,,
