Metric,Mean,StdDev
Rel_DLR,0.614203440419873,0.0230430205326685
Viol_DLR,0.44105,0.0356218858287991
Rel_DLR2,0.560397280927157,0.0465033725597261
Viol_DLR2,0.43015,0.0464470801019827
Rel_CRL,0.697498090219638,0.0240906798850446
