Location,OuterIters,Converged,StopReason,TimeTotal_s,TimePermutation_s,TimeFitInit_s,TimeFitLoop_s,TimeFitTotal_s,PermFrac_pct,FitFrac_pct,SwapEvals,SwapAccepts,FinalLoss
184,9,1,no_improving_swap,11.2677815,0.5028152,0.5453285,5.1059946,5.6513231,4.46241525006497,50.1547096915218,1890,122,2133.44882639569
185,5,1,no_improving_swap,6.5086216,0.2829804,0.5499201,2.8630841,3.4130042,4.34777772301281,52.4382028907626,1050,102,2627.38519918752
186,6,1,no_improving_swap,7.7590744,0.3569607,0.6065615,3.365191,3.9717525,4.60055776756052,51.1884832551676,1260,98,2349.33713457369
187,11,1,no_improving_swap,13.560067,0.6197896,0.5929459,6.2038462,6.7967921,4.57069718018355,50.1235878849271,2310,110,2097.51870507439
188,10,1,no_improving_swap,12.7154427,0.5778852,0.6202089,5.6322201,6.252429,4.54475092715411,49.1719332744899,2100,119,2101.24196613951
189,9,1,no_improving_swap,11.1959009,0.5033917,0.5341174,5.1157944,5.6499118,4.49621432429792,50.4641104852938,1890,108,2154.71606740358
190,12,1,no_improving_swap,14.9749324,0.6695084,0.5795924,6.8496388,7.4292312,4.47086091687466,49.6111167753919,2520,136,2057.81449699133
191,5,1,no_improving_swap,6.4521281,0.2786111,0.5977709,2.7477394,3.3455103,4.31812722379148,51.8512690409851,1050,121,2393.95880104244
192,10,1,no_improving_swap,12.5911163,0.5667115,0.5809382,5.7985026,6.3794408,4.50088369051122,50.6662050290172,2100,105,2101.83686450994
193,10,1,no_improving_swap,12.720463,0.5686381,0.5401267,5.7688616,6.3089883,4.47026259971827,49.5971593172355,2100,107,2097.85496523359
194,10,1,no_improving_swap,12.4377268,0.5824299,0.5546738,5.6791854,6.2338592,4.68276807623721,50.1205670476698,2100,125,2163.04083641602
195,10,1,no_improving_swap,12.4709636,0.5635047,0.5685931,5.6933343,6.2619274,4.51853375628488,50.2120573906575,2100,118,2110.12478824182
196,6,1,no_improving_swap,7.8776813,0.3551984,0.5401341,3.4322679,3.972402,4.50892066425688,50.4260308169613,1260,114,2633.51450977949
197,7,1,no_improving_swap,8.7667815,0.3904578,0.5402638,3.9218657,4.4621295,4.45383291462209,50.898148881662,1470,138,2287.98960115001
198,10,1,no_improving_swap,12.8412189,0.5707206,0.5486099,5.7878917,6.3365016,4.44444257546299,49.3450166167637,2100,129,2127.68675891891
199,8,1,no_improving_swap,10.000553,0.4579188,0.5476518,4.5240537,5.0717055,4.57893478490639,50.7142505019472,1680,130,2250.9804562684
200,5,1,no_improving_swap,6.5102647,0.2747263,0.5574202,2.8405603,3.3979805,4.21989446911429,52.194198801164,1050,123,2648.23488324151
