Location,OuterIters,Converged,StopReason,TimeTotal_s,TimePermSwap_s,TimeFitInit_s,TimeFitLoop_s,TimeFitTotal_s,PermFrac_pct,FitFrac_pct,SwapEvals,SwapAccepts,FinalLoss
188,10,0,max_iter_reached,28.2545608,0.5524722,1.3274801,13.1711014,14.4985815,1.95533812721662,51.3141280185817,2100,149,2102.41369072669
189,10,0,max_iter_reached,29.5386478,0.5688069,1.4088504,13.8378668,15.2467172,1.92563621683454,51.6161650432759,2100,129,2413.85351788976
190,10,0,max_iter_reached,29.4388143,0.5568013,1.3724065,13.6943041,15.0667106,1.89138493937237,51.17974673321,2100,173,3541.51762761068
191,10,0,max_iter_reached,29.1562034,0.5692273,1.3166418,13.5619785,14.8786203,1.95233683957631,51.0307192465258,2100,137,2781.65241608802
192,10,1,no_improving_swap,28.8324841,0.5574753,1.3139827,13.4390856,14.7530683,1.93349729446309,51.1682179337437,2100,146,3495.20501602259
193,10,0,max_iter_reached,28.8465171,0.5586538,1.3288916,13.5443996,14.8732912,1.93664211891979,51.5600935407207,2100,129,2458.54991663712
194,10,0,max_iter_reached,29.3783866,0.5793721,1.3517779,13.6675453,15.0193232,1.97210319235162,51.1237169164354,2100,146,2656.28932798407
195,10,0,max_iter_reached,29.5224054,0.5523892,1.3105009,13.7605088,15.0710097,1.87108466439527,51.0493961985902,2100,184,3898.13247746278
196,10,0,max_iter_reached,28.348718,0.5460935,1.3486027,13.1396525,14.4882552,1.92634284202905,51.1072677078378,2100,139,2762.77318493856
197,10,1,no_improving_swap,28.0564949,0.5526622,1.2856202,13.0524211,14.3380413,1.9698191166424,51.1041787333171,2100,187,2481.78443090759
198,10,0,max_iter_reached,28.4836181,0.5543992,1.3057188,13.3643917,14.6701105,1.94637913643422,51.5036764237476,2100,188,3257.41829332047
199,7,1,no_improving_swap,20.1801334,0.3778797,1.3015105,9.3007564,10.6022669,1.87253321130176,52.5381408033705,1470,121,2713.63505015702
200,9,1,no_improving_swap,25.7989232,0.5021791,1.3139724,11.9160305,13.2300029,1.94651186061905,51.2812213030659,1890,167,2648.7481874218
