Metric,Mean,StdDev
Rel_DLR,0.585840316436074,0.0130272678419766
Viol_DLR,0.459041666666667,0.0361702283192499
Rel_DLR2,0.587494138054178,0.049078907997587
Viol_DLR2,0.402666666666667,0.0406960276521759
Rel_CRL,0.629556021914385,0.016098363433092
