osmid,y,x,street_count,ref,highway,geometry,lat_index,lon_index,grid_index,lat_center,lon_center,distance_to_center
3059262245,22.5857719,113.9150872,3,,,POINT (113.9150872 22.5857719),32,18,3218,22.5858050075,113.9154641815,0.0388782056447361
5140240958,22.5856455,113.9251472,3,,,POINT (113.9251472 22.5856455),32,19,3219,22.5858050075,113.9239147805,0.12776580563866688
8524766815,22.5870496,113.9412322,3,,,POINT (113.9412322 22.5870496),32,21,3221,22.5858050075,113.9408159785,0.1448394616445475
5999843916,22.5864775,113.949724,3,,,POINT (113.949724 22.5864775),32,22,3222,22.5858050075,113.9492665775,0.08830143975449889
9045147729,22.5848506,113.9580443,4,,,POINT (113.9580443 22.5848506),32,23,3223,22.5858050075,113.9577171765,0.11131269670169563
9045147842,22.5853153,113.9650955,3,,,POINT (113.9650955 22.5853153),32,24,3224,22.5858050075,113.9661677755,0.1228183920416156
1943410827,22.587037,113.9744459,3,,,POINT (113.9744459 22.587037),32,25,3225,22.5858050075,113.97461837450001,0.13813099007306426
1824576230,22.586664,113.9834541,3,,,POINT (113.9834541 22.586664),32,26,3226,22.5858050075,113.98306897350001,0.10337607188976293
2300712922,22.5868286,113.9895039,3,,,POINT (113.9895039 22.5868286),32,27,3227,22.5858050075,113.99151957250001,0.23617706795591237
3810814606,22.5864863,114.0094357,3,,,POINT (114.0094357 22.5864863),32,29,3229,22.5858050075,114.00842077050001,0.12882749658755183
9181562081,22.5857807,114.0685349,3,,,POINT (114.0685349 22.5857807),32,36,3236,22.5858050075,114.06757496350001,0.09859074691494178
2312585192,22.5848891,114.0764003,1,,turning_circle,POINT (114.0764003 22.5848891),32,37,3237,22.5858050075,114.0760255625,0.1088689406149577
8562809973,22.585221,114.0930801,2,,,POINT (114.0930801 22.585221),32,39,3239,22.5858050075,114.0929267605,0.0668196869376167
2789096598,22.5859819,114.1014485,3,,,POINT (114.1014485 22.5859819),32,40,3240,22.5858050075,114.1013773595,0.020981805702291054
8571950203,22.5859103,114.1102708,1,,,POINT (114.1102708 22.5859103),32,41,3241,22.5858050075,114.1098279585,0.046948436199235714
6154963836,22.5854069,114.115601,3,,,POINT (114.115601 22.5854069),32,42,3242,22.5858050075,114.1182785575,0.2784383213213974
4472714029,22.5869379,114.1273897,4,,,POINT (114.1273897 22.5869379),32,43,3243,22.5858050075,114.1267291565,0.14306600839754804
8549666473,22.5859871,114.1340166,3,,,POINT (114.1340166 22.5859871),32,44,3244,22.5858050075,114.1351797555,0.12112184867658002
653132914,22.5850894,114.1450901,3,,,POINT (114.1450901 22.5850894),32,45,3245,22.5858050075,114.1436303545,0.16968228635623372
653125979,22.5862334,114.1645047,3,,trailhead,POINT (114.1645047 22.5862334),32,47,3247,22.5858050075,114.1605315525,0.41068196228445475
2763625755,22.5863302,114.1693872,3,,,POINT (114.1693872 22.5863302),32,48,3248,22.5858050075,114.1689821515,0.07169186825170078
9379201439,22.5850234,114.2317452,3,,trailhead,POINT (114.2317452 22.5850234),32,55,3255,22.5858050075,114.2281363445,0.3805678191424329
9094289163,22.5854271,114.2377666,1,,,POINT (114.2377666 22.5854271),32,56,3256,22.5858050075,114.2365869435,0.12819465357154775
9010306976,22.5848815,114.2449987,3,,,POINT (114.2449987 22.5848815),32,57,3257,22.5858050075,114.2450375425,0.10276675191759696
7346193184,22.5852778,114.2538256,3,,,POINT (114.2538256 22.5852778),32,58,3258,22.5858050075,114.2534881415,0.0680952960107077
5434638659,22.5848458,114.2621858,3,,,POINT (114.2621858 22.5848458),32,59,3259,22.5858050075,114.2619387405,0.109633584422429
5434565440,22.5859852,114.271073,3,,,POINT (114.271073 22.5859852),32,60,3260,22.5858050075,114.2703893395,0.07299308649050305
11474865266,22.587506,114.2883051,3,,,POINT (114.2883051 22.587506),32,62,3262,22.5858050075,114.2872905375,0.21592632263563746
2839598501,22.5875805,114.299446,1,,turning_circle,POINT (114.299446 22.5875805),32,63,3263,22.5858050075,114.2957411365,0.4285486416465075
653128103,22.5858104,114.4391976,3,,,POINT (114.4391976 22.5858104),32,80,3280,22.5858050075,114.4394013195,0.020923837690906125
9075536004,22.5857149,114.4814937,2,,,POINT (114.4814937 22.5857149),32,85,3285,22.5858050075,114.4816543145,0.01929517127917089
5094065766,22.584119,114.5001803,1,,,POINT (114.5001803 22.584119),32,87,3287,22.5858050075,114.4985555125,0.2509453961576204
6875266471,22.5880795,113.8337281,3,,,POINT (113.8337281 22.5880795),33,8,3308,22.5896115185,113.8309581915,0.331492427714601
1169598297,22.5896799,113.8391024,3,,,POINT (113.8391024 22.5896799),33,9,3309,22.5896115185,113.8394087905,0.0323612487158576
5194198185,22.5885011,113.8503233,1,,,POINT (113.8503233 22.5885011),33,10,3310,22.5896115185,113.8478593895,0.2814823389084119
2692800721,22.5897951,113.8556075,3,,,POINT (113.8556075 22.5897951),33,11,3311,22.5896115185,113.8563099885,0.07495355737359358
2501311683,22.589158,113.8651622,3,,,POINT (113.8651622 22.589158),33,12,3312,22.5896115185,113.8647605875,0.06513903504571611
6406049395,22.5890937,113.8731925,3,,,POINT (113.8731925 22.5890937),33,13,3313,22.5896115185,113.8732111865,0.05761074088632589
5365236421,22.5903361,113.8807688,4,,,POINT (113.8807688 22.5903361),33,14,3314,22.5896115185,113.8816617855,0.12205003034768169
11196049657,22.5893156,113.8897134,4,,,POINT (113.8897134 22.5893156),33,15,3315,22.5896115185,113.8901123845,0.0525409524820654
277728764,22.5913902,113.9008347,3,,,POINT (113.9008347 22.5913902),33,16,3316,22.5896115185,113.8985629835,0.30579341206670557
7204681953,22.5877546,113.90532,5,,traffic_signals,POINT (113.90532 22.5877546),33,17,3317,22.5896115185,113.9070135825,0.26993544967405475
3062697966,22.5894469,113.9161071,1,,,POINT (113.9161071 22.5894469),33,18,3318,22.5896115185,113.9154641815,0.06849581944926415
2505516052,22.590266,113.9239922,3,,,POINT (113.9239922 22.590266),33,19,3319,22.5896115185,113.9239147805,0.07320776900319625
5232900450,22.5891118,113.9397221,4,,,POINT (113.9397221 22.5891118),33,21,3321,22.5896115185,113.9408159785,0.12529716607462985
1943410977,22.590378,113.9499887,3,,,POINT (113.9499887 22.590378),33,22,3322,22.5896115185,113.9492665775,0.11296050322496266
9045147822,22.5896529,113.9573139,3,,,POINT (113.9573139 22.5896529),33,23,3323,22.5896115185,113.9577171765,0.041656903419609086
2364241986,22.5906106,113.9674329,3,,,POINT (113.9674329 22.5906106),33,24,3324,22.5896115185,113.9661677755,0.17091233353039598
9045147444,22.5892958,113.97754,3,,,POINT (113.97754 22.5892958),33,25,3325,22.5896115185,113.97461837450001,0.3019936834654128
8020642590,22.5895409,113.9832174,1,,,POINT (113.9832174 22.5895409),33,26,3326,22.5896115185,113.98306897350001,0.01714232171539233
5808598714,22.5891694,113.9911295,4,,,POINT (113.9911295 22.5891694),33,27,3327,22.5896115185,113.99151957250001,0.06340786649841684
5808598607,22.5911987,113.9964532,1,,,POINT (113.9964532 22.5911987),33,28,3328,22.5896115185,113.99997017150001,0.40188929878837304
3810814960,22.5895268,114.0097824,3,,,POINT (114.0097824 22.5895268),33,29,3329,22.5896115185,114.00842077050001,0.14010747572348978
3810830365,22.5908773,114.0148036,3,,,POINT (114.0148036 22.5908773),33,30,3330,22.5896115185,114.01687136950001,0.2547054826527491
504648550,22.5895041,114.0505863,3,,,POINT (114.0505863 22.5895041),33,34,3334,22.5896115185,114.05067376550001,0.014943262448215259
2312585107,22.5879724,114.0701249,1,,,POINT (114.0701249 22.5879724),33,36,3336,22.5896115185,114.06757496350001,0.31898659304267657
8562811131,22.5907488,114.0853941,3,,,POINT (114.0853941 22.5907488),33,38,3338,22.5896115185,114.0844761615,0.15771202228688772
8786100913,22.5907636,114.0962318,3,,,POINT (114.0962318 22.5907636),33,39,3339,22.5896115185,114.0929267605,0.36268509997085546
3969580064,22.58824,114.1030036,3,,,POINT (114.1030036 22.58824),33,40,3340,22.5896115185,114.1013773595,0.22612556712635704
3077007942,22.5906529,114.1100012,1,,,POINT (114.1100012 22.5906529),33,41,3341,22.5896115185,114.1098279585,0.1171542571963163
9196974978,22.5892949,114.1180675,3,,,POINT (114.1180675 22.5892949),33,42,3342,22.5896115185,114.1182785575,0.041339962717110594
9196974939,22.5908188,114.1247085,3,,,POINT (114.1247085 22.5908188),33,43,3343,22.5896115185,114.1267291565,0.24709501730473946
2766495573,22.5893925,114.1369603,1,,,POINT (114.1369603 22.5893925),33,44,3344,22.5896115185,114.1351797555,0.18441319461535619
2766495567,22.5893825,114.1395029,1,,,POINT (114.1395029 22.5893825),33,45,3345,22.5896115185,114.1436303545,0.4245060193719414
653125986,22.5880572,114.1629546,3,,,POINT (114.1629546 22.5880572),33,47,3347,22.5896115185,114.1605315525,0.30290786084284077
7858175089,22.5902766,114.1691707,3,,,POINT (114.1691707 22.5902766),33,48,3348,22.5896115185,114.1689821515,0.0764450490400284
2320443111,22.5909219,114.1855626,3,,,POINT (114.1855626 22.5909219),33,50,3350,22.5896115185,114.1858833495,0.14938237266899276
2320443099,22.5914776,114.1910574,1,,,POINT (114.1910574 22.5914776),33,51,3351,22.5896115185,114.1943339485,0.3952318450653686
1943410898,22.5878528,114.2300723,1,,,POINT (114.2300723 22.5878528),33,55,3355,22.5896115185,114.2281363445,0.27883185216717427
8537195282,22.5895592,114.2374821,3,,,POINT (114.2374821 22.5895592),33,56,3356,22.5896115185,114.2365869435,0.09208434837137816
11409660139,22.5905763,114.2466878,3,,,POINT (114.2466878 22.5905763),33,57,3357,22.5896115185,114.2450375425,0.2005302704943644
9010306844,22.5890869,114.2541285,4,,,POINT (114.2541285 22.5890869),33,58,3358,22.5896115185,114.2534881415,0.08789176160391696
7124411238,22.5895632,114.2627445,3,,,POINT (114.2627445 22.5895632),33,59,3359,22.5896115185,114.2619387405,0.08289683415077628
2839815363,22.5894348,114.2707263,4,,,POINT (114.2707263 22.5894348),33,60,3360,22.5896115185,114.2703893395,0.03978514524334431
6959369554,22.5893042,114.2802824,3,,,POINT (114.2802824 22.5893042),33,61,3361,22.5896115185,114.2788399385,0.15198066083285766
653127097,22.5878379,114.287362,3,,,POINT (114.287362 22.5878379),33,62,3362,22.5896115185,114.2872905375,0.19735379752334783
6839027117,22.5893996,114.2979088,3,,,POINT (114.2979088 22.5893996),33,63,3363,22.5896115185,114.2957411365,0.22378535912464784
653126947,22.5877188,114.300297,3,,,POINT (114.300297 22.5877188),33,64,3364,22.5896115185,114.3041917355,0.45185765933445116
5624114054,22.5903117,114.4396795,1,,,POINT (114.4396795 22.5903117),33,80,3380,22.5896115185,114.4394013195,0.08292933666939008
5624114087,22.5914487,114.4442883,1,,,POINT (114.4442883 22.5914487),33,81,3381,22.5896115185,114.4478519185,0.4190237526618639
9369002026,22.5877645,114.4654427,1,,,POINT (114.4654427 22.5877645),33,83,3383,22.5896115185,114.4647531165,0.21723864509391724
5469306088,22.5887142,114.4738989,3,,,POINT (114.4738989 22.5887142),33,84,3384,22.5896115185,114.4732037155,0.12267549324861658
9075536109,22.5884323,114.4811214,3,,,POINT (114.4811214 22.5884323),33,85,3385,22.5896115185,114.4816543145,0.1420795807568221
9075535717,22.5908631,114.5002037,1,,,POINT (114.5002037 22.5908631),33,87,3387,22.5896115185,114.4985555125,0.21908851360864015
6313550549,22.5941619,113.8313359,1,,,POINT (113.8313359 22.5941619),34,8,3408,22.5934180295,113.8309581915,0.09135250396588457
2468483905,22.5928251,113.838396,3,,,POINT (113.838396 22.5928251),34,9,3409,22.5934180295,113.8394087905,0.12311605643040655
277336376,22.5933663,113.8478075,3,,,POINT (113.8478075 22.5933663),34,10,3410,22.5934180295,113.8478593895,0.007839867293725496
2710864703,22.5927252,113.8561337,1,,,POINT (113.8561337 22.5927252),34,11,3411,22.5934180295,113.8563099885,0.07913637408331808
11323321102,22.5937983,113.8677595,3,,,POINT (113.8677595 22.5937983),34,12,3412,22.5934180295,113.8647605875,0.31076169313752644
2506754371,22.5924967,113.8735532,3,,,POINT (113.8735532 22.5924967),34,13,3413,22.5934180295,113.8732111865,0.1082970391918553
2506749219,22.5930369,113.8818985,3,,,POINT (113.8818985 22.5930369),34,14,3414,22.5934180295,113.8816617855,0.04885279500563265
2506749176,22.5935218,113.8894143,3,,,POINT (113.8894143 22.5935218),34,15,3415,22.5934180295,113.8901123845,0.07258913248388536
2697960563,22.5944209,113.9004498,1,,turning_circle,POINT (113.9004498 22.5944209),34,16,3416,22.5934180295,113.8985629835,0.22350820301507276
2697960438,22.5936161,113.9051866,1,,turning_circle,POINT (113.9051866 22.5936161),34,17,3417,22.5934180295,113.9070135825,0.18884877568963426
9240504492,22.5925887,113.9147418,3,,,POINT (113.9147418 22.5925887),34,18,3418,22.5934180295,113.9154641815,0.11833781583216428
2505516069,22.5920002,113.9226678,1,,,POINT (113.9226678 22.5920002),34,19,3419,22.5934180295,113.9239147805,0.20308529481695367
2505516177,22.5926663,113.9328843,1,,,POINT (113.9328843 22.5926663),34,20,3420,22.5934180295,113.9323653795,0.09912147408202658
11533915220,22.5936442,113.940712,3,,,POINT (113.940712 22.5936442),34,21,3421,22.5934180295,113.9408159785,0.027320666283596067
8589396426,22.5922997,113.9592827,4,,,POINT (113.9592827 22.5922997),34,23,3423,22.5934180295,113.9577171765,0.2032097782454895
2364241994,22.5933901,113.9658408,4,,,POINT (113.9658408 22.5933901),34,24,3424,22.5934180295,113.9661677755,0.03371105759619553
9045147544,22.5932003,113.9732891,1,,,POINT (113.9732891 22.5932003),34,25,3425,22.5934180295,113.97461837450001,0.13859598478941698
5240883389,22.5938399,113.9826405,3,,,POINT (113.9826405 22.5938399),34,26,3426,22.5934180295,113.98306897350001,0.0643073733761194
8059520631,22.5926089,113.991312,3,,,POINT (113.991312 22.5926089),34,27,3427,22.5934180295,113.99151957250001,0.09246026995660366
9196855350,22.5950729,113.9994441,3,,,POINT (113.9994441 22.5950729),34,28,3428,22.5934180295,113.99997017150001,0.1917748534577943
279961532,22.5943318,114.0103691,3,3,motorway_junction,POINT (114.0103691 22.5943318),34,29,3429,22.5934180295,114.00842077050001,0.22434523194233502
3810814976,22.5917109,114.0166968,3,6,motorway_junction,POINT (114.0166968 22.5917109),34,30,3430,22.5934180295,114.01687136950001,0.19066826849006804
2308739226,22.5943236,114.0251428,3,,,POINT (114.0251428 22.5943236),34,31,3431,22.5934180295,114.02532196850001,0.10236100884116041
2308765322,22.5927657,114.0412968,3,,,POINT (114.0412968 22.5927657),34,33,3433,22.5934180295,114.04222316650001,0.11960704800677349
8624030999,22.5935703,114.0497924,3,,,POINT (114.0497924 22.5935703),34,34,3434,22.5934180295,114.05067376550001,0.09205255717444227
4889053478,22.5929827,114.055994,1,,,POINT (114.055994 22.5929827),34,35,3435,22.5934180295,114.05912436450001,0.32499268238844814
8562811161,22.593387,114.0850851,3,,,POINT (114.0850851 22.593387),34,38,3438,22.5934180295,114.0844761615,0.06260950807821525
8573862254,22.592999,114.1055779,3,,,POINT (114.1055779 22.592999),34,40,3440,22.5934180295,114.1013773595,0.43374307851809507
3076457912,22.593482,114.1096486,3,,,POINT (114.1096486 22.593482),34,41,3441,22.5934180295,114.1098279585,0.019739346714525024
3076457858,22.5936264,114.1186733,1,,,POINT (114.1186733 22.5936264),34,42,3442,22.5934180295,114.1182785575,0.046680712816785694
3966775656,22.5933474,114.1267663,4,,,POINT (114.1267663 22.5933474),34,43,3443,22.5934180295,114.1267291565,0.008730416215465685
2766495451,22.5915817,114.1386419,1,,,POINT (114.1386419 22.5915817),34,44,3444,22.5934180295,114.1351797555,0.40990786132614915
3289997563,22.5929628,114.1669466,1,,,POINT (114.1669466 22.5929628),34,48,3448,22.5934180295,114.1689821515,0.21501584335175356
3289699762,22.5951794,114.1809795,1,,,POINT (114.1809795 22.5951794),34,49,3449,22.5934180295,114.1774327505,0.4134444974421396
11525117608,22.593133,114.1856092,3,,,POINT (114.1856092 22.593133),34,50,3450,22.5934180295,114.1858833495,0.042386490791202124
1547313027,22.5945538,114.194066,3,,,POINT (114.194066 22.5945538),34,51,3451,22.5934180295,114.1943339485,0.12925295949522664
1943411128,22.5938732,114.2364866,3,,,POINT (114.2364866 22.5938732),34,56,3456,22.5934180295,114.2365869435,0.051650348900191094
5434742610,22.5941273,114.2451235,1,,,POINT (114.2451235 22.5941273),34,57,3457,22.5934180295,114.2450375425,0.07935943200758748
10678084486,22.5945033,114.2530783,3,,,POINT (114.2530783 22.5945033),34,58,3458,22.5934180295,114.2534881415,0.12780106410342743
10991267302,22.5927768,114.2619049,3,,,POINT (114.2619049 22.5927768),34,59,3459,22.5934180295,114.2619387405,0.07138605394751889
2510320924,22.591854,114.2700168,3,78,motorway_junction,POINT (114.2700168 22.591854),34,60,3460,22.5934180295,114.2703893395,0.17806784648040874
2546378812,22.5941397,114.2978176,1,,,POINT (114.2978176 22.5941397),34,63,3463,22.5934180295,114.2957411365,0.2277753284740271
10864167526,22.5944409,114.3008835,3,,,POINT (114.3008835 22.5944409),34,64,3464,22.5934180295,114.3041917355,0.3581651407790937
5624114058,22.5916805,114.440875,3,,,POINT (114.440875 22.5916805),34,80,3480,22.5934180295,114.4394013195,0.24539124000204066
5624114083,22.5935269,114.4474087,3,,,POINT (114.4474087 22.5935269),34,81,3481,22.5934180295,114.4478519185,0.047084202720652495
4057476547,22.5950137,114.4646737,1,,,POINT (114.4646737 22.5950137),34,83,3483,22.5934180295,114.4647531165,0.17761767973163417
6456955645,22.5936003,114.4736129,4,,,POINT (114.4736129 22.5936003),34,84,3484,22.5934180295,114.4732037155,0.04664108435229798
8513482789,22.5930246,114.4813856,3,,,POINT (114.4813856 22.5930246),34,85,3485,22.5934180295,114.4816543145,0.051718971204139326
9073862435,22.5951174,114.4982251,1,,,POINT (114.4982251 22.5951174),34,87,3487,22.5934180295,114.4985555125,0.1919817478544956
9073849260,22.5947062,114.5072313,3,,,POINT (114.5072313 22.5947062),34,88,3488,22.5934180295,114.5070061115,0.14509160604875862
9073862352,22.5916385,114.5172193,1,,,POINT (114.5172193 22.5916385),34,89,3489,22.5934180295,114.5154567105,0.2681371707186522
9073849245,22.5919939,114.5234724,1,,,POINT (114.5234724 22.5919939),34,90,3490,22.5934180295,114.5239073095,0.16452996391207178
2136845957,22.5926251,114.5322447,3,,,POINT (114.5322447 22.5926251),34,91,3491,22.5934180295,114.5323579085,0.08893242990903423
1551783492,22.5941598,114.5399331,3,,,POINT (114.5399331 22.5941598),34,92,3492,22.5934180295,114.5408085075,0.12198269193133758
1200484545,22.5929507,114.5460526,1,,,POINT (114.5460526 22.5929507),34,93,3493,22.5934180295,114.5492591065,0.33326066888754213
5653076692,22.5967446,113.8303151,3,,,POINT (113.8303151 22.5967446),35,8,3508,22.5972245405,113.8309581915,0.08489121165766192
2468483928,22.5971928,113.8394978,1,,,POINT (113.8394978 22.5971928),35,9,3509,22.5972245405,113.8394087905,0.009795495739486928
2500670321,22.5979966,113.847671,3,,,POINT (113.847671 22.5979966),35,10,3510,22.5972245405,113.8478593895,0.08800052274221133
2501312549,22.5977019,113.8553538,1,,,POINT (113.8553538 22.5977019),35,11,3511,22.5972245405,113.8563099885,0.11159292136571587
1930292722,22.5978316,113.865056,3,,,POINT (113.865056 22.5978316),35,12,3512,22.5972245405,113.8647605875,0.07400140427323951
8378416126,22.5974379,113.8735966,4,,,POINT (113.8735966 22.5974379),35,13,3513,22.5972245405,113.8732111865,0.046133622318907094
2506751860,22.5972521,113.8802418,3,,,POINT (113.8802418 22.5972521),35,14,3514,22.5972245405,113.8816617855,0.14580557865939267
1851261791,22.5980613,113.8931497,3,2259,motorway_junction,POINT (113.8931497 22.5980613),35,15,3515,22.5972245405,113.8901123845,0.32539109390447724
2500379021,22.5967941,113.8983238,4,,,POINT (113.8983238 22.5967941),35,16,3516,22.5972245405,113.8985629835,0.0537936572530561
2500379101,22.5965079,113.9060893,3,,,POINT (113.9060893 22.5965079),35,17,3517,22.5972245405,113.9070135825,0.12390825811639318
3960545962,22.5978063,113.9158046,3,,,POINT (113.9158046 22.5978063),35,18,3518,22.5972245405,113.9154641815,0.0735248434951985
2703988113,22.5973587,113.9267608,1,,,POINT (113.9267608 22.5973587),35,19,3519,22.5972245405,113.9239147805,0.2925481576673599
6388557250,22.5972708,113.9406113,3,,,POINT (113.9406113 22.5972708),35,21,3521,22.5972245405,113.9408159785,0.021632410850517887
3016780647,22.5970122,113.9580958,1,,,POINT (113.9580958 22.5970122),35,23,3523,22.5972245405,113.9577171765,0.045478339688799205
9663375562,22.5957978,113.9665327,4,,,POINT (113.9665327 22.5957978),35,24,3524,22.5972245405,113.9661677755,0.16300953185559394
5129130939,22.5972974,113.9748503,3,,,POINT (113.9748503 22.5972974),35,25,3525,22.5972245405,113.97461837450001,0.025149723519821133
5173029516,22.5956212,113.9832334,1,,,POINT (113.9832334 22.5956212),35,26,3526,22.5972245405,113.98306897350001,0.1790806381335915
8532584354,22.5973898,113.9902971,3,,,POINT (113.9902971 22.5973898),35,27,3527,22.5972245405,113.99151957250001,0.1268351778412333
9007446970,22.5961372,114.0004999,3,,,POINT (114.0004999 22.5961372),35,28,3528,22.5972245405,113.99997017150001,0.13257361944228452
11262987327,22.5976502,114.0061875,4,,,POINT (114.0061875 22.5976502),35,29,3529,22.5972245405,114.00842077050001,0.23409829113135697
11262987278,22.5967801,114.0126524,1,,,POINT (114.0126524 22.5967801),35,30,3530,22.5972245405,114.01687136950001,0.43592353950367196
2308734646,22.5962237,114.0240898,3,,,POINT (114.0240898 22.5962237),35,31,3531,22.5972245405,114.02532196850001,0.16848011301422916
2308705915,22.5990815,114.0375145,4,,,POINT (114.0375145 22.5990815),35,32,3532,22.5972245405,114.03377256750001,0.4361168377454035
4185252847,22.5973195,114.0419562,3,,,POINT (114.0419562 22.5973195),35,33,3533,22.5972245405,114.04222316650001,0.029370051831229656
11475793837,22.5978724,114.050133,3,,,POINT (114.050133 22.5978724),35,34,3534,22.5972245405,114.05067376550001,0.09094709261321396
6401879211,22.5980238,114.0572737,3,,,POINT (114.0572737 22.5980238),35,35,3535,22.5972245405,114.05912436450001,0.2097452229763918
2316964378,22.5975618,114.1019322,3,,,POINT (114.1019322 22.5975618),35,40,3540,22.5972245405,114.1013773595,0.06819594984912236
2982427995,22.5985241,114.1093723,3,,,POINT (114.1093723 22.5985241),35,41,3541,22.5972245405,114.1098279585,0.15188683270912953
1948648157,22.5965032,114.1177549,3,,,POINT (114.1177549 22.5965032),35,42,3542,22.5972245405,114.1182785575,0.09655810158681641
11274456214,22.5978181,114.1260885,3,,,POINT (114.1260885 22.5978181),35,43,3543,22.5972245405,114.1267291565,0.09317518824410334
7409160941,22.5969152,114.1355823,1,,,POINT (114.1355823 22.5969152),35,44,3544,22.5972245405,114.1351797555,0.05376693324727609
653132890,22.5965369,114.1528248,3,,,POINT (114.1528248 22.5965369),35,46,3546,22.5972245405,114.1520809535,0.10806318494105124
3287554234,22.5978358,114.1694926,3,,,POINT (114.1694926 22.5978358),35,48,3548,22.5972245405,114.1689821515,0.08582374999866421
7628957367,22.5966854,114.1852427,3,,,POINT (114.1852427 22.5966854),35,50,3550,22.5972245405,114.1858833495,0.08899109863025492
10274966417,22.5972365,114.1938093,1,,,POINT (114.1938093 22.5972365),35,51,3551,22.5972245405,114.1943339485,0.05387596826304695
277058161,22.5964564,114.231161,3,1018,motorway_junction,POINT (114.231161 22.5964564),35,55,3555,22.5972245405,114.2281363445,0.3220404665022821
9179771139,22.5981547,114.2362666,4,,,POINT (114.2362666 22.5981547),35,56,3556,22.5972245405,114.2365869435,0.10853128265265946
8539677971,22.5963033,114.2447953,4,,,POINT (114.2447953 22.5963033),35,57,3557,22.5972245405,114.2450375425,0.10541264947034716
1300779342,22.5953281,114.2516357,3,,,POINT (114.2516357 22.5953281),35,58,3558,22.5972245405,114.2534881415,0.2839589400111215
1547303432,22.5956985,114.282828,2,,,POINT (114.282828 22.5956985),35,61,3561,22.5972245405,114.2788399385,0.44318242263605767
1547303434,22.5972112,114.2831279,2,,,POINT (114.2831279 22.5972112),35,62,3562,22.5972245405,114.2872905375,0.4273321435791399
2669181898,22.5980527,114.2968697,3,,,POINT (114.2968697 22.5980527),35,63,3563,22.5972245405,114.2957411365,0.14799555312016577
2534397142,22.5983005,114.3041118,2,,,POINT (114.3041118 22.5983005),35,64,3564,22.5972245405,114.3041917355,0.11992232670294449
5434565586,22.5974281,114.3388988,1,,,POINT (114.3388988 22.5974281),35,68,3568,22.5972245405,114.3379941315,0.09559021610767676
5214403212,22.5982289,114.4488943,3,,,POINT (114.4488943 22.5982289),35,81,3581,22.5972245405,114.4478519185,0.1546713666948112
6829263519,22.5983736,114.4661455,1,,,POINT (114.4661455 22.5983736),35,83,3583,22.5972245405,114.4647531165,0.19172033267274308
4057473652,22.5967266,114.4732729,3,,,POINT (114.4732729 22.5967266),35,84,3584,22.5972245405,114.4732037155,0.05582212713275922
9565158703,22.5968255,114.4808533,3,,,POINT (114.4808533 22.5968255),35,85,3585,22.5972245405,114.4816543145,0.09343843166647252
9073862420,22.5976201,114.4994039,1,,,POINT (114.4994039 22.5976201),35,87,3587,22.5972245405,114.4985555125,0.09757031386346719
4379699172,22.5973762,114.5059517,3,,,POINT (114.5059517 22.5973762),35,88,3588,22.5972245405,114.5070061115,0.10954985806415644
4065231934,22.5966551,114.5155164,4,,,POINT (114.5155164 22.5966551),35,89,3589,22.5972245405,114.5154567105,0.0636147025158819
6456972413,22.5961985,114.524106,3,,,POINT (114.524106 22.5961985),35,90,3590,22.5972245405,114.5239073095,0.11589949231211977
1551764799,22.5965275,114.534447,4,,,POINT (114.534447 22.5965275),35,91,3591,22.5972245405,114.5323579085,0.2280392064065997
1551764789,22.5969121,114.540048,4,,,POINT (114.540048 22.5969121),35,92,3592,22.5972245405,114.5408085075,0.08545358114974066
1200484562,22.598329,114.5453072,3,,,POINT (114.5453072 22.598329),35,93,3593,22.5972245405,114.5492591065,0.42387556421885986
1169604860,22.6004093,113.8326054,1,,,POINT (113.8326054 22.6004093),36,8,3608,22.6010310515,113.8309581915,0.1826827803554232
1169607061,22.6022934,113.839165,3,,,POINT (113.839165 22.6022934),36,9,3609,22.6010310515,113.8394087905,0.14258029740531442
2500670343,22.6025959,113.846968,3,,,POINT (113.846968 22.6025959),36,10,3610,22.6010310515,113.8478593895,0.19659700293141766
6407331808,22.6007891,113.8635192,3,,,POINT (113.8635192 22.6007891),36,12,3612,22.6010310515,113.8647605875,0.13024436025418049
8378416238,22.600505,113.8737282,3,,,POINT (113.8737282 22.600505),36,13,3613,22.6010310515,113.8732111865,0.07898398186682501
2505982108,22.6012098,113.882797,4,,,POINT (113.882797 22.6012098),36,14,3614,22.6010310515,113.8816617855,0.1182187934111404
7796953871,22.6012357,113.889609,3,,,POINT (113.889609 22.6012357),36,15,3615,22.6010310515,113.8901123845,0.056463723735392574
7796999492,22.600601,113.8971949,1,,,POINT (113.8971949 22.600601),36,16,3616,22.6010310515,113.8985629835,0.148359485859194
2500394938,22.6016055,113.9072582,1,,,POINT (113.9072582 22.6016055),36,17,3617,22.6010310515,113.9070135825,0.0686344607573554
2500394851,22.6003932,113.9164039,3,,,POINT (113.9164039 22.6003932),36,18,3618,22.6010310515,113.9154641815,0.11973495032861294
2576600175,22.6011995,113.9249691,1,,,POINT (113.9249691 22.6011995),36,19,3619,22.6010310515,113.9239147805,0.1098404614425454
2505523098,22.6012959,113.9329396,3,,,POINT (113.9329396 22.6012959),36,20,3620,22.6010310515,113.9323653795,0.06589402338603784
2505522918,22.6001684,113.9371775,3,,,POINT (113.9371775 22.6001684),36,21,3621,22.6010310515,113.9408159785,0.38563149648675915
2562711430,22.6011723,113.9583224,1,,,POINT (113.9583224 22.6011723),36,23,3623,22.6010310515,113.9577171765,0.06408398611289125
