osmid,y,x,street_count,ref,highway,geometry,lat_index,lon_index,grid_index
1169618023,22.6050746,113.8368406,3,,,POINT (113.8368406 22.6050746),37,9,3709
1210333948,22.4872577,113.9085974,4,,,POINT (113.9085974 22.4872577),6,17,617
1214399258,22.4883842,113.9073302,4,,,POINT (113.9073302 22.4883842),6,17,617
1214399260,22.4880948,113.9062431,3,,,POINT (113.9062431 22.4880948),6,17,617
1214399262,22.4879154,113.9058902,3,,,POINT (113.9058902 22.4879154),6,17,617
1214399268,22.4908793,113.9083294,3,,,POINT (113.9083294 22.4908793),7,17,717
1214399285,22.4884295,113.9032309,1,,,POINT (113.9032309 22.4884295),6,17,617
1214399287,22.4888378,113.905121,3,,,POINT (113.905121 22.4888378),7,17,717
1214404252,22.4911834,113.9069272,3,,,POINT (113.9069272 22.4911834),7,17,717
1214404271,22.4907492,113.9057449,3,,,POINT (113.9057449 22.4907492),7,17,717
1214404272,22.4912428,113.9057971,1,,,POINT (113.9057971 22.4912428),7,17,717
1214404282,22.490446,113.904615,3,,,POINT (113.904615 22.490446),7,17,717
1214404299,22.4907513,113.9046015,3,,,POINT (113.9046015 22.4907513),7,17,717
1214404300,22.4911879,113.9046671,3,,,POINT (113.9046671 22.4911879),7,17,717
1214404312,22.4912603,113.905244,1,,,POINT (113.905244 22.4912603),7,17,717
1214404323,22.4916061,113.9047494,3,,,POINT (113.9047494 22.4916061),7,17,717
1214408442,22.4884272,113.9120772,4,,,POINT (113.9120772 22.4884272),6,18,618
1215713282,22.488249,113.9132261,3,,,POINT (113.9132261 22.488249),6,18,618
1215713284,22.4886022,113.9133252,1,,,POINT (113.9133252 22.4886022),6,18,618
1215713288,22.4900372,113.9127619,4,,,POINT (113.9127619 22.4900372),7,18,718
1215713289,22.4895406,113.9129834,4,,,POINT (113.9129834 22.4895406),7,18,718
1215713309,22.4909545,113.9158907,3,,,POINT (113.9158907 22.4909545),7,18,718
1215713313,22.4906732,113.9163654,3,,,POINT (113.9163654 22.4906732),7,18,718
1215713365,22.4911841,113.9132156,3,,,POINT (113.9132156 22.4911841),7,18,718
1215713374,22.4918217,113.9128069,1,,,POINT (113.9128069 22.4918217),7,18,718
1215713437,22.4905349,113.9173887,3,,,POINT (113.9173887 22.4905349),7,18,718
1215713448,22.4901604,113.9168527,3,,,POINT (113.9168527 22.4901604),7,18,718
1215713453,22.4897302,113.9168415,3,,,POINT (113.9168415 22.4897302),7,18,718
1222743912,22.4842525,113.9034277,4,,,POINT (113.9034277 22.4842525),5,17,517
1222743914,22.4854901,113.9039406,4,,,POINT (113.9039406 22.4854901),6,17,617
1222743930,22.4854093,113.9034269,3,,,POINT (113.9034269 22.4854093),6,17,617
1222743931,22.4857837,113.902897,4,,,POINT (113.902897 22.4857837),6,17,617
1222743940,22.4853349,113.9055338,3,,,POINT (113.9055338 22.4853349),6,17,617
1222743967,22.4859463,113.9031702,3,,,POINT (113.9031702 22.4859463),6,17,617
1222744020,22.4842475,113.9073103,3,,,POINT (113.9073103 22.4842475),5,17,517
1222744044,22.4822754,113.9059775,3,,,POINT (113.9059775 22.4822754),5,17,517
1222744048,22.4825477,113.9051695,3,,,POINT (113.9051695 22.4825477),5,17,517
1222744051,22.4827077,113.9046193,3,,,POINT (113.9046193 22.4827077),5,17,517
1222744115,22.4827463,113.9015258,3,,,POINT (113.9015258 22.4827463),5,16,516
1222744123,22.4826445,113.9017649,1,,,POINT (113.9017649 22.4826445),5,16,516
1222744174,22.4869235,113.8995009,1,,,POINT (113.8995009 22.4869235),6,16,616
1222744360,22.489636,113.9040166,1,,,POINT (113.9040166 22.489636),7,17,717
1236299276,22.5639306,113.9466416,4,,,POINT (113.9466416 22.5639306),26,22,2622
1236299288,22.5573683,113.9404968,4,,,POINT (113.9404968 22.5573683),25,21,2521
1236299291,22.5611119,113.9317217,3,,,POINT (113.9317217 22.5611119),26,20,2620
1236299296,22.5634003,113.9405859,3,,,POINT (113.9405859 22.5634003),26,21,2621
1236299312,22.5552636,113.9354151,3,5,motorway_junction,POINT (113.9354151 22.5552636),24,20,2420
1236299315,22.5550597,113.9369282,3,,,POINT (113.9369282 22.5550597),24,21,2421
1236299316,22.5595834,113.9293022,3,,,POINT (113.9293022 22.5595834),25,20,2520
1236299328,22.5611891,113.9373107,4,,,POINT (113.9373107 22.5611891),26,21,2621
1236299334,22.5575975,113.929107,3,,,POINT (113.929107 22.5575975),25,20,2520
1236299337,22.5599194,113.9407665,4,,,POINT (113.9407665 22.5599194),25,21,2521
1236299338,22.5644996,113.9341973,3,,,POINT (113.9341973 22.5644996),26,20,2620
1236299340,22.5605262,113.9293059,3,,,POINT (113.9293059 22.5605262),25,20,2520
1236299346,22.5587051,113.9373635,3,,,POINT (113.9373635 22.5587051),25,21,2521
1236299350,22.5605947,113.943607,3,,,POINT (113.943607 22.5605947),25,21,2521
1236299353,22.555703,113.9343532,3,,,POINT (113.9343532 22.555703),24,20,2420
1236299354,22.5566339,113.950544,3,,,POINT (113.950544 22.5566339),24,22,2422
1236299368,22.5621846,113.9316968,4,,traffic_signals,POINT (113.9316968 22.5621846),26,20,2620
1236299386,22.5573387,113.9373926,3,,,POINT (113.9373926 22.5573387),25,21,2521
1236299389,22.5645534,113.9406132,4,,,POINT (113.9406132 22.5645534),26,21,2621
1236299390,22.5598024,113.9317449,4,,traffic_signals,POINT (113.9317449 22.5598024),25,20,2520
1236299391,22.5633589,113.9372645,4,,,POINT (113.9372645 22.5633589),26,21,2621
1236299393,22.5553895,113.9327064,3,,,POINT (113.9327064 22.5553895),24,20,2420
1236299408,22.5621414,113.9292842,3,,,POINT (113.9292842 22.5621414),26,20,2620
1236299430,22.5623444,113.9406145,4,,,POINT (113.9406145 22.5623444),26,21,2621
1236299450,22.5597639,113.9293065,3,,,POINT (113.9293065 22.5597639),25,20,2520
1236299461,22.5589478,113.9470346,4,,,POINT (113.9470346 22.5589478),25,22,2522
1236299482,22.5572958,113.9343327,3,,,POINT (113.9343327 22.5572958),25,20,2520
1236299488,22.5622303,113.9342431,4,,,POINT (113.9342431 22.5622303),26,20,2620
1236299490,22.5606063,113.9444899,3,,,POINT (113.9444899 22.5606063),25,21,2521
1236299500,22.56332,113.934223,4,,,POINT (113.934223 22.56332),26,20,2620
1236299501,22.556182,113.9475135,3,,,POINT (113.9475135 22.556182),24,22,2422
1236299510,22.5645417,113.937236,4,,,POINT (113.937236 22.5645417),26,21,2621
1236299514,22.5581959,113.9373743,3,,,POINT (113.9373743 22.5581959),25,21,2521
1236299516,22.5556764,113.9336843,3,,,POINT (113.9336843 22.5556764),24,20,2420
1236299517,22.561147,113.9342626,4,,,POINT (113.9342626 22.561147),26,20,2620
1236299525,22.5588839,113.9445207,4,,,POINT (113.9445207 22.5588839),25,21,2521
1236299528,22.5636956,113.9480209,3,,,POINT (113.9480209 22.5636956),26,22,2622
1236299537,22.5624018,113.9438163,3,,,POINT (113.9438163 22.5624018),26,21,2621
1236299538,22.5550177,113.9325149,3,,,POINT (113.9325149 22.5550177),24,20,2420
1236299539,22.5582283,113.9405471,3,,,POINT (113.9405471 22.5582283),25,21,2521
1236299540,22.5556754,113.931052,3,,,POINT (113.931052 22.5556754),24,20,2420
1236299542,22.5556758,113.9403867,4,,,POINT (113.9403867 22.5556758),24,21,2421
1236299551,22.5622848,113.9372874,4,,,POINT (113.9372874 22.5622848),26,21,2621
1236299556,22.5598426,113.9342863,4,,,POINT (113.9342863 22.5598426),25,20,2520
1236299567,22.5598909,113.9373383,4,,,POINT (113.9373383 22.5598909),25,21,2521
1236299574,22.5612364,113.9408326,3,,,POINT (113.9408326 22.5612364),26,21,2621
1236299575,22.5586792,113.9343076,3,,,POINT (113.9343076 22.5586792),25,20,2520
1236299576,22.5558407,113.9456869,3,,,POINT (113.9456869 22.5558407),24,22,2422
1236299578,22.5589506,113.9436141,4,,,POINT (113.9436141 22.5589506),25,21,2521
1236299580,22.5632874,113.9316745,3,,,POINT (113.9316745 22.5632874),26,20,2620
1342322910,22.5516573,114.0039809,4,,,POINT (114.0039809 22.5516573),23,28,2328
1342322923,22.5504711,114.0100024,4,,,POINT (114.0100024 22.5504711),23,29,2329
1342322955,22.5549534,114.0039175,3,,,POINT (114.0039175 22.5549534),24,28,2428
1342322956,22.5668218,114.0396442,1,,,POINT (114.0396442 22.5668218),27,33,2733
1342322984,22.5488809,114.0056742,3,,,POINT (114.0056742 22.5488809),22,29,2229
1342323016,22.5724889,114.0482636,3,,,POINT (114.0482636 22.5724889),29,34,2934
1342323032,22.5516934,114.0079151,3,,,POINT (114.0079151 22.5516934),23,29,2329
1342323039,22.5466732,113.9982515,3,,,POINT (113.9982515 22.5466732),22,28,2228
1342323040,22.5479445,114.0046576,3,,,POINT (114.0046576 22.5479445),22,29,2229
1342323042,22.5498331,114.0069775,3,,,POINT (114.0069775 22.5498331),23,29,2329
1342323044,22.5472425,114.0031659,3,,,POINT (114.0031659 22.5472425),22,28,2228
1342323047,22.5633616,114.0380711,3,,motorway_junction,POINT (114.0380711 22.5633616),26,33,2633
1342323056,22.5642736,114.0355062,3,,,POINT (114.0355062 22.5642736),26,32,2632
1342323081,22.5465781,113.9976509,3,,,POINT (113.9976509 22.5465781),22,28,2228
1342323091,22.5663944,114.0436549,3,,,POINT (114.0436549 22.5663944),27,33,2733
1367498995,22.4805077,113.9079741,4,,,POINT (113.9079741 22.4805077),4,17,417
1441786444,22.5191016,114.0659286,3,,,POINT (114.0659286 22.5191016),14,36,1436
1441786487,22.52021,114.0620027,3,,,POINT (114.0620027 22.52021),15,35,1535
1441786491,22.5208764,114.0613663,4,,,POINT (114.0613663 22.5208764),15,35,1535
1441786493,22.5210506,114.0609904,4,,,POINT (114.0609904 22.5210506),15,35,1535
1441786494,22.5211156,114.06111,4,,,POINT (114.06111 22.5211156),15,35,1535
1476460437,22.5582083,114.0097008,3,,,POINT (114.0097008 22.5582083),25,29,2529
1476460438,22.5581577,114.0087135,3,,,POINT (114.0087135 22.5581577),25,29,2529
1476460473,22.559922,114.0171876,3,,,POINT (114.0171876 22.559922),25,30,2530
1476460478,22.5601667,114.0214276,3,,,POINT (114.0214276 22.5601667),25,31,2531
1476460499,22.560406,114.0215222,3,12B,motorway_junction,POINT (114.0215222 22.560406),25,31,2531
1476460500,22.5604034,114.0191755,3,,motorway_junction,POINT (114.0191755 22.5604034),25,30,2530
1476460505,22.5607054,114.0238373,3,,motorway_junction,POINT (114.0238373 22.5607054),25,31,2531
1476460518,22.5605913,114.0181131,3,,,POINT (114.0181131 22.5605913),25,30,2530
1476460562,22.5623477,114.0145583,3,,,POINT (114.0145583 22.5623477),26,30,2630
1476460594,22.5643484,114.0137583,3,,,POINT (114.0137583 22.5643484),26,30,2630
1476460614,22.565885,114.013708,3,,,POINT (114.013708 22.565885),27,30,2730
1491785460,22.5296044,114.0214167,3,,,POINT (114.0214167 22.5296044),17,31,1731
1491785475,22.5305037,114.0194715,3,,,POINT (114.0194715 22.5305037),17,30,1730
1491785482,22.5306383,114.0205937,3,,,POINT (114.0205937 22.5306383),18,30,1830
1491785497,22.5309673,114.020835,3,,,POINT (114.020835 22.5309673),18,30,1830
1491785594,22.5317544,114.0205823,3,,,POINT (114.0205823 22.5317544),18,30,1830
1491785595,22.5319316,114.0181,3,,,POINT (114.0181 22.5319316),18,30,1830
1491785596,22.53226,114.0198261,3,,,POINT (114.0198261 22.53226),18,30,1830
1491785606,22.5323211,114.0205309,3,,,POINT (114.0205309 22.5323211),18,30,1830
1491785704,22.5348793,114.0188499,3,,,POINT (114.0188499 22.5348793),19,30,1930
1491785737,22.5355744,114.022451,3,,,POINT (114.022451 22.5355744),19,31,1931
1491785738,22.5356506,114.0228811,3,,,POINT (114.0228811 22.5356506),19,31,1931
1491785740,22.5358068,114.0237628,3,,,POINT (114.0237628 22.5358068),19,31,1931
1491785769,22.5362734,114.0236565,3,,,POINT (114.0236565 22.5362734),19,31,1931
1491785772,22.5364469,114.0221306,3,,,POINT (114.0221306 22.5364469),19,31,1931
1491785783,22.5366993,114.0235595,3,,,POINT (114.0235595 22.5366993),19,31,1931
1491785786,22.5367438,114.0235085,3,,,POINT (114.0235085 22.5367438),19,31,1931
1491785794,22.5373053,114.0191871,4,,,POINT (114.0191871 22.5373053),19,30,1930
1491785795,22.537483,114.0218946,1,,,POINT (114.0218946 22.537483),19,31,1931
1491785797,22.5375719,114.0224194,3,,,POINT (114.0224194 22.5375719),19,31,1931
1491785824,22.5380552,114.0190421,3,,,POINT (114.0190421 22.5380552),19,30,1930
1491785843,22.5384194,114.0187559,3,,,POINT (114.0187559 22.5384194),20,30,2030
1491785846,22.5384698,114.0190735,3,,,POINT (114.0190735 22.5384698),20,30,2030
1491845063,22.527334,114.0423911,3,,,POINT (114.0423911 22.527334),17,33,1733
1491845065,22.527482,114.0374399,4,,,POINT (114.0374399 22.527482),17,32,1732
1491845092,22.5295001,114.0383133,4,,,POINT (114.0383133 22.5295001),17,33,1733
1491845096,22.5297251,114.040353,3,,,POINT (114.040353 22.5297251),17,33,1733
1491845101,22.5298407,114.0408829,4,,,POINT (114.0408829 22.5298407),17,33,1733
1491845104,22.529883,114.0323559,3,,,POINT (114.0323559 22.529883),17,32,1732
1491845106,22.5298911,114.0325697,3,,,POINT (114.0325697 22.5298911),17,32,1732
1491845108,22.5299345,114.0334029,3,,,POINT (114.0334029 22.5299345),17,32,1732
1491845119,22.5299963,114.0341014,3,,,POINT (114.0341014 22.5299963),17,32,1732
1491845120,22.5301034,114.0435739,3,,,POINT (114.0435739 22.5301034),17,33,1733
1491845135,22.5302326,114.0321877,3,,motorway_junction,POINT (114.0321877 22.5302326),17,32,1732
1491845137,22.5301807,114.0359635,3,,,POINT (114.0359635 22.5301807),17,32,1732
1491845144,22.5302425,114.0445537,3,,,POINT (114.0445537 22.5302425),17,33,1733
1491845160,22.5304299,114.0314357,3,,,POINT (114.0314357 22.5304299),17,32,1732
1491845161,22.5304196,114.0382015,3,,,POINT (114.0382015 22.5304196),17,33,1733
1491845212,22.5306501,114.0419161,3,,,POINT (114.0419161 22.5306501),18,33,1833
1491845221,22.5307193,114.0407586,3,,,POINT (114.0407586 22.5307193),18,33,1833
1491845234,22.5307598,114.0418926,3,,,POINT (114.0418926 22.5307598),18,33,1833
1491845238,22.530837,114.041482,3,,,POINT (114.041482 22.530837),18,33,1833
1491845252,22.5308363,114.0404422,3,,motorway_junction,POINT (114.0404422 22.5308363),18,33,1833
1491845263,22.5308738,114.0417278,3,,,POINT (114.0417278 22.5308738),18,33,1833
1491845271,22.5309087,114.0420047,3,,,POINT (114.0420047 22.5309087),18,33,1833
1491845278,22.530972,114.0425387,3,,motorway_junction,POINT (114.0425387 22.530972),18,33,1833
1491845290,22.5312452,114.0407654,4,,,POINT (114.0407654 22.5312452),18,33,1833
1491845294,22.5312316,114.0413865,3,,,POINT (114.0413865 22.5312316),18,33,1833
1491845309,22.531452,114.0424868,3,,,POINT (114.0424868 22.531452),18,33,1833
1491845327,22.5316468,114.0380064,3,,,POINT (114.0380064 22.5316468),18,33,1833
1491845427,22.5346506,114.0439437,5,,,POINT (114.0439437 22.5346506),19,33,1933
1491845432,22.5346902,114.0447821,3,,,POINT (114.0447821 22.5346902),19,33,1933
1491845437,22.5347151,114.044448,3,,,POINT (114.044448 22.5347151),19,33,1933
1491845475,22.5369193,114.0243494,3,,,POINT (114.0243494 22.5369193),19,31,1931
1491845491,22.537851,114.0443199,3,,,POINT (114.0443199 22.537851),19,33,1933
1491845495,22.538222,114.0443868,3,,,POINT (114.0443868 22.538222),19,33,1933
1491845594,22.5416862,114.0432049,3,,crossing,POINT (114.0432049 22.5416862),20,33,2033
1491845601,22.5420897,114.0411517,3,,,POINT (114.0411517 22.5420897),21,33,2133
1491845610,22.5422513,114.0418044,3,,,POINT (114.0418044 22.5422513),21,33,2133
1492216295,22.5111009,114.0562865,4,,,POINT (114.0562865 22.5111009),12,35,1235
1492216617,22.5182026,114.0606319,3,,,POINT (114.0606319 22.5182026),14,35,1435
1492216669,22.5191551,114.0707236,3,,,POINT (114.0707236 22.5191551),14,36,1436
1492216674,22.5191979,114.0633987,5,,,POINT (114.0633987 22.5191979),15,36,1536
1492216686,22.5192888,114.0704734,3,,,POINT (114.0704734 22.5192888),15,36,1536
1492216714,22.519419,114.0709784,4,,,POINT (114.0709784 22.519419),15,36,1536
1492216750,22.5196051,114.0615625,3,,,POINT (114.0615625 22.5196051),15,35,1535
1492216788,22.5196094,114.062725,3,,,POINT (114.062725 22.5196094),15,35,1535
1492216900,22.5202649,114.0717822,3,,,POINT (114.0717822 22.5202649),15,36,1536
1492217229,22.5272128,114.0715903,4,,,POINT (114.0715903 22.5272128),17,36,1736
1492217234,22.5278983,114.0718407,4,,,POINT (114.0718407 22.5278983),17,37,1737
1570579960,22.5462337,113.9448364,4,,,POINT (113.9448364 22.5462337),22,21,2221
1570631273,22.543697,113.9270566,3,,,POINT (113.9270566 22.543697),21,19,2119
1605987621,22.5311638,113.9153863,4,,,POINT (113.9153863 22.5311638),18,18,1818
1605987622,22.5311942,113.9122186,3,,,POINT (113.9122186 22.5311942),18,18,1818
1605987626,22.5311427,113.9160465,4,,traffic_signals,POINT (113.9160465 22.5311427),18,18,1818
1605990680,22.5345421,113.9148004,1,,,POINT (113.9148004 22.5345421),19,18,1918
1640405546,22.6032552,113.9339029,3,,,POINT (113.9339029 22.6032552),37,20,3720
1640405551,22.6098658,113.9331408,4,,,POINT (113.9331408 22.6098658),38,20,3820
1640405560,22.6025429,113.9346524,3,,,POINT (113.9346524 22.6025429),36,20,3620
1640410338,22.5882418,113.9181364,4,,,POINT (113.9181364 22.5882418),33,18,3318
1640417991,22.5912654,113.9263628,3,,,POINT (113.9263628 22.5912654),33,19,3319
1640420945,22.6073326,113.9291432,3,,,POINT (113.9291432 22.6073326),38,20,3820
1640423838,22.6069212,113.9316775,3,,,POINT (113.9316775 22.6069212),38,20,3820
1640423865,22.6073603,113.9301318,3,,,POINT (113.9301318 22.6073603),38,20,3820
1640423870,22.6072424,113.9315387,3,,,POINT (113.9315387 22.6072424),38,20,3820
1657258816,22.5515454,114.1073469,3,,,POINT (114.1073469 22.5515454),23,41,2341
1673424649,22.5492139,113.9206527,3,,,POINT (113.9206527 22.5492139),22,19,2219
1673427808,22.5469096,113.9226714,3,,,POINT (113.9226714 22.5469096),22,19,2219
1673427809,22.542969,113.9254044,3,,,POINT (113.9254044 22.542969),21,19,2119
1673428500,22.5458415,113.9245698,4,,,POINT (113.9245698 22.5458415),22,19,2219
1673429672,22.5463121,113.9188617,3,,,POINT (113.9188617 22.5463121),22,18,2218
1673429674,22.546261,113.9207753,4,,,POINT (113.9207753 22.546261),22,19,2219
1673430710,22.5442767,113.9245905,3,,,POINT (113.9245905 22.5442767),21,19,2119
1673430711,22.5444843,113.9208039,3,,,POINT (113.9208039 22.5444843),21,19,2119
1673431900,22.5517171,113.9270866,3,,,POINT (113.9270866 22.5517171),23,19,2319
1673432391,22.5494255,113.9271423,3,,,POINT (113.9271423 22.5494255),22,19,2219
1678156773,22.5994631,113.9599744,3,,,POINT (113.9599744 22.5994631),36,23,3623
1678156788,22.5963062,113.9591831,4,,,POINT (113.9591831 22.5963062),35,23,3523
1691371848,22.5312002,113.9120098,4,,,POINT (113.9120098 22.5312002),18,18,1818
1691371866,22.5266302,113.9111154,3,,,POINT (113.9111154 22.5266302),16,17,1617
1691371868,22.5260623,113.9111579,3,,,POINT (113.9111579 22.5260623),16,17,1617
1691371870,22.5305559,113.9117561,3,,,POINT (113.9117561 22.5305559),17,18,1718
1694292881,22.5407215,114.0816054,4,,,POINT (114.0816054 22.5407215),20,38,2038
1694292883,22.539343,114.0816198,3,,,POINT (114.0816198 22.539343),20,38,2038
1699005787,22.551612,114.084324,3,,,POINT (114.084324 22.551612),23,38,2338
1699005789,22.5501892,114.0840736,3,,,POINT (114.0840736 22.5501892),23,38,2338
1699012817,22.5516762,114.0877993,4,,,POINT (114.0877993 22.5516762),23,38,2338
1699012818,22.5516578,114.0866093,3,,,POINT (114.0866093 22.5516578),23,38,2338
1699066586,22.5354534,114.0789703,3,,,POINT (114.0789703 22.5354534),19,37,1937
1699066590,22.5388523,114.0775701,3,,,POINT (114.0775701 22.5388523),20,37,2037
1699066602,22.5456491,114.08407,4,,traffic_signals,POINT (114.08407 22.5456491),21,38,2138
1699066607,22.5376048,114.0842601,3,,,POINT (114.0842601 22.5376048),19,38,1938
1699066608,22.5344492,114.0784074,3,,,POINT (114.0784074 22.5344492),19,37,1937
1699066609,22.54919,114.0840082,4,,,POINT (114.0840082 22.54919),22,38,2238
1699066610,22.547138,114.084044,4,,traffic_signals,POINT (114.084044 22.547138),22,38,2238
1699111513,22.5433417,114.0854908,3,,,POINT (114.0854908 22.5433417),21,38,2138
1699111518,22.5492239,114.0867316,3,,,POINT (114.0867316 22.5492239),22,38,2238
1699111519,22.5471497,114.0847636,3,,,POINT (114.0847636 22.5471497),22,38,2238
1699111521,22.5471585,114.0854577,3,,,POINT (114.0854577 22.5471585),22,38,2238
1699111522,22.5471839,114.0868573,3,,,POINT (114.0868573 22.5471839),22,38,2238
1699111523,22.5461124,114.0847724,1,,,POINT (114.0847724 22.5461124),22,38,2238
1699111533,22.5401674,114.0952394,4,,traffic_signals,POINT (114.0952394 22.5401674),20,39,2039
1699111535,22.5471828,114.0867838,3,,,POINT (114.0867838 22.5471828),22,38,2238
1699111537,22.5471403,114.0841173,4,,traffic_signals,POINT (114.0841173 22.5471403),22,38,2238
1699111539,22.5492098,114.0855997,3,,,POINT (114.0855997 22.5492098),22,38,2238
1699111541,22.5471642,114.0856443,3,,,POINT (114.0856443 22.5471642),22,38,2238
1703698700,22.5519795,114.0657782,4,,,POINT (114.0657782 22.5519795),23,36,2336
1703698705,22.5517395,114.0660639,3,,,POINT (114.0660639 22.5517395),23,36,2336
1703698721,22.5532707,114.0672219,3,,,POINT (114.0672219 22.5532707),23,36,2336
1703698733,22.5524675,114.0672464,3,,,POINT (114.0672464 22.5524675),23,36,2336
1703698740,22.5515875,114.0656124,1,,,POINT (114.0656124 22.5515875),23,36,2336
1703715896,22.5533615,114.0643273,3,,,POINT (114.0643273 22.5533615),23,36,2336
1703715901,22.5517873,114.0643418,3,,,POINT (114.0643418 22.5517873),23,36,2336
1703715906,22.5521282,114.0637303,3,,,POINT (114.0637303 22.5521282),23,36,2336
1703715916,22.55295,114.06393,3,,,POINT (114.06393 22.55295),23,36,2336
1703715918,22.5515471,114.0643263,3,,,POINT (114.0643263 22.5515471),23,36,2336
1703715921,22.5523333,114.064377,3,,,POINT (114.064377 22.5523333),23,36,2336
1703725326,22.5544607,114.0654233,3,,,POINT (114.0654233 22.5544607),24,36,2436
1704523772,22.5511289,113.9184849,3,,,POINT (113.9184849 22.5511289),23,18,2318
1719396409,22.5685259,114.0271189,5,,,POINT (114.0271189 22.5685259),27,31,2731
1722054690,22.5674762,114.059481,3,,,POINT (114.059481 22.5674762),27,35,2735
1722054714,22.5648497,114.043609,4,,,POINT (114.043609 22.5648497),26,33,2633
1722054726,22.5655209,114.0485048,3,,,POINT (114.0485048 22.5655209),27,34,2734
1722054748,22.5660301,114.0609463,1,,,POINT (114.0609463 22.5660301),27,35,2735
1722054749,22.5654852,114.0545063,3,,,POINT (114.0545063 22.5654852),27,34,2734
1722054750,22.5655068,114.0489251,3,,,POINT (114.0489251 22.5655068),27,34,2734
1722054757,22.5606049,114.0601328,1,,,POINT (114.0601328 22.5606049),25,35,2535
1722054763,22.5535979,114.0336513,3,,,POINT (114.0336513 22.5535979),24,32,2432
1722054829,22.5654778,114.0459072,3,,,POINT (114.0459072 22.5654778),27,33,2733
1722054835,22.5624683,114.0609742,4,,,POINT (114.0609742 22.5624683),26,35,2635
1722054836,22.5653198,114.0525389,3,,,POINT (114.0525389 22.5653198),27,34,2734
1722054840,22.5642864,114.0609599,3,,,POINT (114.0609599 22.5642864),26,35,2635
1722057336,22.5746661,114.0654904,4,,,POINT (114.0654904 22.5746661),29,36,2936
1722057347,22.5741586,114.0609484,3,,,POINT (114.0609484 22.5741586),29,35,2935
1722057351,22.5732504,114.0610898,3,,,POINT (114.0610898 22.5732504),29,35,2935
1722075257,22.5455919,114.0803784,4,,,POINT (114.0803784 22.5455919),21,38,2138
1722075265,22.5454071,114.0782891,4,,,POINT (114.0782891 22.5454071),21,37,2137
1722812815,22.5591756,113.9869245,3,,motorway_junction,POINT (113.9869245 22.5591756),25,26,2526
1722812819,22.5590805,113.988979,3,9B,motorway_junction,POINT (113.988979 22.5590805),25,27,2527
1722812836,22.5573462,113.9928034,3,,,POINT (113.9928034 22.5573462),25,27,2527
1722822871,22.550044,113.9797743,3,,,POINT (113.9797743 22.550044),23,26,2326
1722822874,22.5562673,113.9830056,3,,,POINT (113.9830056 22.5562673),24,26,2426
1722822889,22.5558824,113.9829062,3,,,POINT (113.9829062 22.5558824),24,26,2426
1722822896,22.5538608,113.9829497,5,,,POINT (113.9829497 22.5538608),24,26,2426
1722822909,22.5488184,113.9880473,3,,,POINT (113.9880473 22.5488184),22,27,2227
1722822969,22.555983,113.9831472,3,,,POINT (113.9831472 22.555983),24,26,2426
1722822978,22.5501504,113.9798657,4,,,POINT (113.9798657 22.5501504),23,26,2326
1722822985,22.5503784,113.9800614,3,,,POINT (113.9800614 22.5503784),23,26,2326
1722822989,22.5553121,113.9832009,3,,,POINT (113.9832009 22.5553121),24,26,2426
1722823003,22.5539667,113.9827962,4,,,POINT (113.9827962 22.5539667),24,26,2426
1755866320,22.6373346,114.0513555,4,,,POINT (114.0513555 22.6373346),46,34,4634
1755866323,22.6330987,114.0648771,4,,,POINT (114.0648771 22.6330987),44,36,4436
1755866326,22.6332928,114.048847,3,,,POINT (114.048847 22.6332928),44,34,4434
1755866333,22.633324,114.0604228,3,,,POINT (114.0604228 22.633324),44,35,4435
1755866344,22.6334328,114.0586565,3,,,POINT (114.0586565 22.6334328),45,35,4535
1755866346,22.6333423,114.0523553,3,,,POINT (114.0523553 22.6333423),44,34,4434
1755866355,22.6360472,114.0592641,3,,,POINT (114.0592641 22.6360472),45,35,4535
1755866358,22.6337321,114.0596777,3,,,POINT (114.0596777 22.6337321),45,35,4535
1755866363,22.6332177,114.0625991,3,,,POINT (114.0625991 22.6332177),44,35,4435
1755866365,22.6334232,114.0554082,4,,,POINT (114.0554082 22.6334232),45,35,4535
1768207144,22.5189411,113.9460424,3,,,POINT (113.9460424 22.5189411),14,22,1422
1768207158,22.5224209,113.9477691,3,,,POINT (113.9477691 22.5224209),15,22,1522
1768207173,22.5234105,113.9502069,3,,,POINT (113.9502069 22.5234105),16,22,1622
1768207174,22.5234845,113.9490911,3,,,POINT (113.9490911 22.5234845),16,22,1622
1768207195,22.5413635,113.9047658,3,,,POINT (113.9047658 22.5413635),20,17,2017
1768207197,22.541249,113.9045606,3,,,POINT (113.9045606 22.541249),20,17,2017
1768207201,22.5420902,113.9044279,3,,,POINT (113.9044279 22.5420902),21,17,2117
1768207217,22.543142,113.9054215,3,,,POINT (113.9054215 22.543142),21,17,2117
1768207253,22.5439442,113.9060684,3,,,POINT (113.9060684 22.5439442),21,17,2117
1768207256,22.5438559,113.9135964,3,,,POINT (113.9135964 22.5438559),21,18,2118
1768207260,22.5442189,113.9130563,3,,,POINT (113.9130563 22.5442189),21,18,2118
1768207261,22.5441869,113.9122829,3,,,POINT (113.9122829 22.5441869),21,18,2118
1768207264,22.544272,113.90636,3,,,POINT (113.90636 22.544272),21,17,2117
1768207273,22.5444471,113.9096857,4,,,POINT (113.9096857 22.5444471),21,17,2117
1768207274,22.5444504,113.9098541,4,,,POINT (113.9098541 22.5444504),21,17,2117
