Grid Index,NW Lat,NW Lon,NE Lat,NE Lon,SW Lat,SW Lon,SE Lat,SE Lon
106,40.908365783,-74.221635308,40.908365783,-74.216091026,40.904224566,-74.221635308,40.904224566,-74.216091026
107,40.908365783,-74.216091026,40.908365783,-74.210546744,40.904224566,-74.216091026,40.904224566,-74.210546744
108,40.908365783,-74.210546744,40.908365783,-74.205002462,40.904224566,-74.210546744,40.904224566,-74.205002462
109,40.908365783,-74.20500246200001,40.908365783,-74.19945818000001,40.904224566,-74.20500246200001,40.904224566,-74.19945818000001
110,40.908365783,-74.19945818000001,40.908365783,-74.193913898,40.904224566,-74.19945818000001,40.904224566,-74.193913898
111,40.908365783,-74.193913898,40.908365783,-74.188369616,40.904224566,-74.193913898,40.904224566,-74.188369616
112,40.908365783,-74.188369616,40.908365783,-74.182825334,40.904224566,-74.188369616,40.904224566,-74.182825334
113,40.908365783,-74.182825334,40.908365783,-74.177281052,40.904224566,-74.182825334,40.904224566,-74.177281052
114,40.908365783,-74.177281052,40.908365783,-74.17173677,40.904224566,-74.177281052,40.904224566,-74.17173677
115,40.908365783,-74.17173677000001,40.908365783,-74.16619248800001,40.904224566,-74.17173677000001,40.904224566,-74.16619248800001
116,40.908365783,-74.16619248800001,40.908365783,-74.160648206,40.904224566,-74.16619248800001,40.904224566,-74.160648206
117,40.908365783,-74.160648206,40.908365783,-74.155103924,40.904224566,-74.160648206,40.904224566,-74.155103924
118,40.908365783,-74.155103924,40.908365783,-74.149559642,40.904224566,-74.155103924,40.904224566,-74.149559642
119,40.908365783,-74.149559642,40.908365783,-74.14401536,40.904224566,-74.149559642,40.904224566,-74.14401536
120,40.908365783,-74.14401536,40.908365783,-74.138471078,40.904224566,-74.14401536,40.904224566,-74.138471078
121,40.908365783,-74.13847107800001,40.908365783,-74.132926796,40.904224566,-74.13847107800001,40.904224566,-74.132926796
122,40.908365783,-74.132926796,40.908365783,-74.127382514,40.904224566,-74.132926796,40.904224566,-74.127382514
123,40.908365783,-74.127382514,40.908365783,-74.121838232,40.904224566,-74.127382514,40.904224566,-74.121838232
124,40.908365783,-74.121838232,40.908365783,-74.11629395,40.904224566,-74.121838232,40.904224566,-74.11629395
125,40.908365783,-74.11629395,40.908365783,-74.110749668,40.904224566,-74.11629395,40.904224566,-74.110749668
126,40.908365783,-74.110749668,40.908365783,-74.105205386,40.904224566,-74.110749668,40.904224566,-74.105205386
127,40.908365783,-74.10520538600001,40.908365783,-74.099661104,40.904224566,-74.10520538600001,40.904224566,-74.099661104
128,40.908365783,-74.099661104,40.908365783,-74.094116822,40.904224566,-74.099661104,40.904224566,-74.094116822
129,40.908365783,-74.094116822,40.908365783,-74.08857254,40.904224566,-74.094116822,40.904224566,-74.08857254
130,40.908365783,-74.08857254,40.908365783,-74.083028258,40.904224566,-74.08857254,40.904224566,-74.083028258
131,40.908365783,-74.083028258,40.908365783,-74.077483976,40.904224566,-74.083028258,40.904224566,-74.077483976
132,40.908365783,-74.077483976,40.908365783,-74.071939694,40.904224566,-74.077483976,40.904224566,-74.071939694
133,40.908365783,-74.07193969400001,40.908365783,-74.066395412,40.904224566,-74.07193969400001,40.904224566,-74.066395412
134,40.908365783,-74.066395412,40.908365783,-74.06085113,40.904224566,-74.066395412,40.904224566,-74.06085113
135,40.908365783,-74.06085113,40.908365783,-74.055306848,40.904224566,-74.06085113,40.904224566,-74.055306848
136,40.908365783,-74.055306848,40.908365783,-74.049762566,40.904224566,-74.055306848,40.904224566,-74.049762566
137,40.908365783,-74.049762566,40.908365783,-74.044218284,40.904224566,-74.049762566,40.904224566,-74.044218284
138,40.908365783,-74.044218284,40.908365783,-74.038674002,40.904224566,-74.044218284,40.904224566,-74.038674002
139,40.908365783,-74.03867400200001,40.908365783,-74.03312972,40.904224566,-74.03867400200001,40.904224566,-74.03312972
140,40.908365783,-74.03312972,40.908365783,-74.027585438,40.904224566,-74.03312972,40.904224566,-74.027585438
141,40.908365783,-74.027585438,40.908365783,-74.022041156,40.904224566,-74.027585438,40.904224566,-74.022041156
142,40.908365783,-74.022041156,40.908365783,-74.016496874,40.904224566,-74.022041156,40.904224566,-74.016496874
143,40.908365783,-74.016496874,40.908365783,-74.010952592,40.904224566,-74.016496874,40.904224566,-74.010952592
144,40.908365783,-74.010952592,40.908365783,-74.00540830999999,40.904224566,-74.010952592,40.904224566,-74.00540830999999
