osmid,y,x,ref,highway,street_count,geometry,lat_index,lon_index,grid_index,lat_center,lon_center,distance_to_center
42980905,40.6073791,-74.0580118,,,1,POINT (-74.0580118 40.6073791),26,35,2635,40.6081275505,-74.05807898900001,0.08341695210754367
42461914,40.6086923,-74.0343764,2,motorway_junction,3,POINT (-74.0343764 40.6086923),26,39,2639,40.6081275505,-74.03590186100001,0.14326988373044455
4734570575,40.6095827,-74.0244387,,,3,POINT (-74.0244387 40.6095827),26,41,2641,40.6081275505,-74.02481329700001,0.1648662620212642
4209548147,40.6074503,-74.0172422,,,3,POINT (-74.0172422 40.6074503),26,42,2642,40.6081275505,-74.019269015,0.18693772732540714
42479544,40.608479,-74.013766,,traffic_signals,4,POINT (-74.013766 40.608479),26,43,2643,40.6081275505,-74.013724733,0.039234362837367344
42486203,40.607881,-74.008252,,,4,POINT (-74.008252 40.607881),26,44,2644,40.6081275505,-74.008180451,0.028072625182222373
42512375,40.607818,-74.00195,,,4,POINT (-74.00195 40.607818),26,45,2645,40.6081275505,-74.00263616900001,0.06737951187025891
42488655,40.608775,-73.997503,,traffic_signals,4,POINT (-73.997503 40.608775),26,46,2646,40.6081275505,-73.99709188700001,0.07992135129538566
42521716,40.607794,-73.991358,,traffic_signals,4,POINT (-73.991358 40.607794),26,47,2647,40.6081275505,-73.99154760500001,0.040395442997548096
42501470,40.607356,-73.986257,,traffic_signals,3,POINT (-73.986257 40.607356),26,48,2648,40.6081275505,-73.986003323,0.0884247942816024
42533770,40.6079628,-73.980701,,traffic_signals,4,POINT (-73.980701 40.6079628),26,49,2649,40.6081275505,-73.980459041,0.027437197900780003
42533780,40.6086005,-73.9749928,,traffic_signals,4,POINT (-73.9749928 40.6086005),26,50,2650,40.6081275505,-73.97491475900001,0.05300061849097893
42498733,40.60915,-73.96997,,traffic_signals,4,POINT (-73.96997 40.60915),26,51,2651,40.6081275505,-73.96937047700001,0.12444679765020558
42470993,40.60763,-73.963891,,traffic_signals,4,POINT (-73.963891 40.60763),26,52,2652,40.6081275505,-73.96382619500001,0.05559490797517437
42487805,40.6087476,-73.9582802,,traffic_signals,4,POINT (-73.9582802 40.6087476),26,53,2653,40.6081275505,-73.95828191300001,0.06894651031319818
42470903,40.608816,-73.9531929,,traffic_signals,4,POINT (-73.9531929 40.608816),26,54,2654,40.6081275505,-73.952737631,0.08565777849139473
42471369,40.606979,-73.946986,,,4,POINT (-73.946986 40.606979),26,55,2655,40.6081275505,-73.947193349,0.12890691981955948
42505725,40.6082357,-73.9422695,,traffic_signals,4,POINT (-73.9422695 40.6082357),26,56,2656,40.6081275505,-73.94164906700001,0.05373781829551848
42479068,40.609055,-73.936761,,,3,POINT (-73.936761 40.609055),26,57,2657,40.6081275505,-73.93610478500001,0.11706386542386796
42473780,40.607632,-73.930269,,,4,POINT (-73.930269 40.607632),26,58,2658,40.6081275505,-73.93056050300001,0.06034777813094911
42502087,40.6083451,-73.9248256,,traffic_signals,4,POINT (-73.9248256 40.6083451),26,59,2659,40.6081275505,-73.925016221,0.029053657729639495
42491940,40.6082673,-73.9205954,,traffic_signals,3,POINT (-73.9205954 40.6082673),26,60,2660,40.6081275505,-73.919471939,0.09610358398946287
42512553,40.608305,-73.9133,,stop,4,POINT (-73.9133 40.608305),26,61,2661,40.6081275505,-73.913927657,0.05653950825101976
42497089,40.607895,-73.9084517,,,4,POINT (-73.9084517 40.607895),26,62,2662,40.6081275505,-73.90838337500001,0.0264938883391945
42489425,40.607953,-73.902439,,,3,POINT (-73.902439 40.607953),26,63,2663,40.6081275505,-73.90283909300001,0.03895433652426247
452270004,40.6084739,-73.8981288,,motorway_junction,3,POINT (-73.8981288 40.6084739),26,64,2664,40.6081275505,-73.89729481100001,0.08024784049074561
42923937,40.6060953,-73.8226343,,,1,POINT (-73.8226343 40.6060953),26,77,2677,40.6081275505,-73.825219145,0.3141333625059224
2757350471,40.6078121,-73.8194013,,traffic_signals,3,POINT (-73.8194013 40.6078121),26,78,2678,40.6081275505,-73.819674863,0.041996009259999856
42882662,40.6079441,-73.8160315,,stop,3,POINT (-73.8160315 40.6079441),26,79,2679,40.6081275505,-73.814130581,0.16176115700164154
42924275,40.607833,-73.768692,,turning_circle,1,POINT (-73.768692 40.607833),26,87,2687,40.6081275505,-73.76977632500001,0.09721870296838027
42820594,40.6081716,-73.7640214,,,3,POINT (-73.7640214 40.6081716),26,88,2688,40.6081275505,-73.764232043,0.018444079562289262
42926762,40.608771,-73.757799,,,3,POINT (-73.757799 40.608771),26,89,2689,40.6081275505,-73.758687761,0.10367289620762611
5473204227,40.6081659,-73.7526365,,,3,POINT (-73.7526365 40.6081659),26,90,2690,40.6081275505,-73.753143479,0.04300947606779565
42848823,40.60874,-73.747638,,,5,POINT (-73.747638 40.60874),26,91,2691,40.6081275505,-73.747599197,0.06818000875831014
42806706,40.606952,-73.74352,,,4,POINT (-73.74352 40.606952),26,92,2692,40.6081275505,-73.74205491500001,0.1799526601148378
42974050,40.6116097,-74.1887477,,,3,POINT (-74.1887477 40.6116097),27,11,2711,40.6122687675,-74.19114175700001,0.21496495776163482
9376401091,40.611286,-74.1873609,,,3,POINT (-74.1873609 40.611286),27,12,2712,40.6122687675,-74.18559747500001,0.18466065112627622
42974039,40.6119398,-74.1794595,,,3,POINT (-74.1794595 40.6119398),27,13,2713,40.6122687675,-74.180053193,0.062044704618758106
42973582,40.611252,-74.169603,,,3,POINT (-74.169603 40.611252),27,15,2715,40.6122687675,-74.16896462900002,0.12524441227529962
42987652,40.612881,-74.162415,,,3,POINT (-74.162415 40.612881),27,16,2716,40.6122687675,-74.16342034700001,0.10879409742004276
43011053,40.6126961,-74.1574575,,,1,POINT (-74.1574575 40.6126961),27,17,2717,40.6122687675,-74.15787606500001,0.059213253833683234
42944917,40.6120305,-74.1532817,,,3,POINT (-74.1532817 40.6120305),27,18,2718,40.6122687675,-74.15233178300001,0.08444786202782628
42966612,40.612072,-74.146703,,stop,4,POINT (-74.146703 40.612072),27,19,2719,40.6122687675,-74.146787501,0.023012877714228747
42984873,40.612459,-74.14091,,,3,POINT (-74.14091 40.612459),27,20,2720,40.6122687675,-74.141243219,0.03519377566952374
42978232,40.6122783,-74.1360497,,,4,POINT (-74.1360497 40.6122783),27,21,2721,40.6122687675,-74.13569893700002,0.029627438057503556
42954299,40.612537,-74.130216,,,3,POINT (-74.130216 40.612537),27,22,2722,40.6122687675,-74.13015465500001,0.030272261236386263
2799203435,40.6121199,-74.1246671,,,3,POINT (-74.1246671 40.6121199),27,23,2723,40.6122687675,-74.12461037300001,0.017231978829713373
42965880,40.61199,-74.118959,,,4,POINT (-74.118959 40.61199),27,24,2724,40.6122687675,-74.11906609100001,0.032288758698098316
42965864,40.6126853,-74.1130087,,stop,3,POINT (-74.1130087 40.6126853),27,25,2725,40.6122687675,-74.113521809,0.06341252820753904
42960637,40.6125286,-74.1074886,,,4,POINT (-74.1074886 40.6125286),27,26,2726,40.6122687675,-74.107977527,0.05037905947140367
42971777,40.6128757,-74.1026369,,,4,POINT (-74.1026369 40.6128757),27,27,2727,40.6122687675,-74.10243324500001,0.06964285848198055
94442296,40.6110042,-74.0970528,,,3,POINT (-74.0970528 40.6110042),27,28,2728,40.6122687675,-74.09688896300001,0.14129196436405878
42969198,40.612066,-74.090983,,,1,POINT (-74.090983 40.612066),27,29,2729,40.6122687675,-74.09134468100001,0.03795316887767451
42977088,40.612316,-74.085928,,,3,POINT (-74.085928 40.612316),27,30,2730,40.6122687675,-74.08580039900001,0.011983245314456539
42960680,40.6109471,-74.0790898,,,3,POINT (-74.0790898 40.6109471),27,31,2731,40.6122687675,-74.080256117,0.1768919864029738
42951920,40.611698,-74.075038,,,3,POINT (-74.075038 40.611698),27,32,2732,40.6122687675,-74.074711835,0.06918102490552981
42987911,40.61246,-74.06933,,traffic_signals,4,POINT (-74.06933 40.61246),27,33,2733,40.6122687675,-74.06916755300001,0.025301996622750206
42975184,40.6120951,-74.0633903,,,1,POINT (-74.0633903 40.6120951),27,34,2734,40.6122687675,-74.06362327100001,0.02756163819781119
42979245,40.6114317,-74.0600561,,,1,POINT (-74.0600561 40.6114317),27,35,2735,40.6122687675,-74.05807898900001,0.1910927868831207
448100066,40.6136611,-74.0388237,,,3,POINT (-74.0388237 40.6136611),27,38,2738,40.6122687675,-74.041446143,0.2701307485334458
42466150,40.6125686,-74.0361057,,traffic_signals,3,POINT (-74.0361057 40.6125686),27,39,2739,40.6122687675,-74.03590186100001,0.03751804873925825
448095983,40.6129426,-74.030724,,,3,POINT (-74.030724 40.6129426),27,40,2740,40.6122687675,-74.03035757900001,0.08105976623492389
42484111,40.612904,-74.02641,,,3,POINT (-74.02641 40.612904),27,41,2741,40.6122687675,-74.02481329700001,0.1521670276415226
42491331,40.611038,-74.013482,,traffic_signals,3,POINT (-74.013482 40.611038),27,43,2743,40.6122687675,-74.013724733,0.13838043818666107
42534212,40.6125726,-74.0083114,,traffic_signals,4,POINT (-74.0083114 40.6125726),27,44,2744,40.6122687675,-74.008180451,0.035546916823701646
42501660,40.611432,-74.001904,,traffic_signals,4,POINT (-74.001904 40.611432),27,45,2745,40.6122687675,-74.00263616900001,0.11170036350761985
42485229,40.612215,-73.997171,,traffic_signals,4,POINT (-73.997171 40.612215),27,46,2746,40.6122687675,-73.99709188700001,0.008963314575238385
42482815,40.612004,-73.990559,,,4,POINT (-73.990559 40.612004),27,47,2747,40.6122687675,-73.99154760500001,0.08849095557386735
42485600,40.612353,-73.986615,,traffic_signals,4,POINT (-73.986615 40.612353),27,48,2748,40.6122687675,-73.986003323,0.05247526125866334
42509097,40.6126279,-73.9794133,,traffic_signals,3,POINT (-73.9794133 40.6126279),27,49,2749,40.6122687675,-73.980459041,0.09688512614708518
42486147,40.612638,-73.974777,,,3,POINT (-73.974777 40.612638),27,50,2750,40.6122687675,-73.97491475900001,0.04267176572258079
42530940,40.611808,-73.969525,,traffic_signals,4,POINT (-73.969525 40.611808),27,51,2751,40.6122687675,-73.96937047700001,0.05286928321290292
42500755,40.612433,-73.963853,,traffic_signals,4,POINT (-73.963853 40.612433),27,52,2752,40.6122687675,-73.96382619500001,0.018401458822233582
42533439,40.6130641,-73.9581512,,traffic_signals,4,POINT (-73.9581512 40.6130641),27,53,2753,40.6122687675,-73.95828191300001,0.08912257390875816
2279574043,40.6111259,-73.9525774,,traffic_signals,5,POINT (-73.9525774 40.6111259),27,54,2754,40.6122687675,-73.952737631,0.1277988116025843
42526251,40.6117045,-73.946937,,,4,POINT (-73.946937 40.6117045),27,55,2755,40.6122687675,-73.947193349,0.0663702712139072
42470829,40.61182,-73.941161,,traffic_signals,4,POINT (-73.941161 40.61182),27,56,2756,40.6122687675,-73.94164906700001,0.06471017508116013
42500571,40.612069,-73.936438,,traffic_signals,4,POINT (-73.936438 40.612069),27,57,2757,40.6122687675,-73.93610478500001,0.03584084286081406
42479078,40.612784,-73.930998,,,4,POINT (-73.930998 40.612784),27,58,2758,40.6122687675,-73.93056050300001,0.06816221872410842
42491932,40.6122773,-73.9251659,,,4,POINT (-73.9251659 40.6122773),27,59,2759,40.6122687675,-73.925016221,0.012670218947372422
42467687,40.6121215,-73.9190067,,traffic_signals,3,POINT (-73.9190067 40.6121215),27,60,2760,40.6122687675,-73.919471939,0.04254895899639238
42489996,40.6116674,-73.9129133,,,3,POINT (-73.9129133 40.6116674),27,61,2761,40.6122687675,-73.913927657,0.10864123517722231
42460498,40.611779,-73.90856,,,4,POINT (-73.90856 40.611779),27,62,2762,40.6122687675,-73.90838337500001,0.05646362234605669
42484425,40.6127835,-73.9021345,,,3,POINT (-73.9021345 40.6127835),27,63,2763,40.6122687675,-73.90283909300001,0.08254251446292364
452270010,40.6117916,-73.8971605,,,3,POINT (-73.8971605 40.6117916),27,64,2764,40.6122687675,-73.89729481100001,0.054256366864607775
2757350484,40.6125296,-73.8198343,,,3,POINT (-73.8198343 40.6125296),27,78,2778,40.6122687675,-73.819674863,0.03197365539031131
42820617,40.6118876,-73.7701917,,,3,POINT (-73.7701917 40.6118876),27,87,2787,40.6122687675,-73.76977632500001,0.055007077812699624
42812123,40.611243,-73.763882,,,3,POINT (-73.763882 40.611243),27,88,2788,40.6122687675,-73.764232043,0.1178252764202643
42790949,40.6102233,-73.759176,,,1,POINT (-73.759176 40.6102233),27,89,2789,40.6122687675,-73.758687761,0.23114945805360215
2889711999,40.6105436,-73.7534932,,,3,POINT (-73.7534932 40.6105436),27,90,2790,40.6122687675,-73.753143479,0.1940880825556942
42830944,40.6114075,-73.7478132,,,3,POINT (-73.7478132 40.6114075),27,91,2791,40.6122687675,-73.747599197,0.09745740006177321
446784264,40.616918,-74.1950429,,,1,POINT (-74.1950429 40.616918),28,10,2810,40.6164099845,-74.19668603900001,0.14975361309813676
6444743717,40.6180131,-74.1838764,,,3,POINT (-74.1838764 40.6180131),28,12,2812,40.6164099845,-74.18559747500001,0.22995393431041822
446726360,40.6156797,-74.1791753,,,3,POINT (-74.1791753 40.6156797),28,13,2813,40.6164099845,-74.180053193,0.10993141291556298
42944120,40.6183926,-74.1763396,,motorway_junction,3,POINT (-74.1763396 40.6183926),28,14,2814,40.6164099845,-74.174508911,0.2692164310250685
6905754672,40.6162316,-74.1682448,,turning_circle,1,POINT (-74.1682448 40.6162316),28,15,2815,40.6164099845,-74.16896462900002,0.0639140810559144
42987004,40.6159739,-74.1634365,,traffic_signals,3,POINT (-74.1634365 40.6159739),28,16,2816,40.6164099845,-74.16342034700001,0.04850954808854852
447589731,40.6163242,-74.1573511,,,3,POINT (-74.1573511 40.6163242),28,17,2817,40.6164099845,-74.15787606500001,0.04532552015071681
42947608,40.6166455,-74.1530339,,,3,POINT (-74.1530339 40.6166455),28,18,2818,40.6164099845,-74.15233178300001,0.06479141823398794
42954405,40.6170702,-74.1470983,,,3,POINT (-74.1470983 40.6170702),28,19,2819,40.6164099845,-74.146787501,0.07795894748263268
42954381,40.6165301,-74.1416022,,,3,POINT (-74.1416022 40.6165301),28,20,2820,40.6164099845,-74.141243219,0.0331133643989606
42954347,40.615787,-74.136216,,,4,POINT (-74.136216 40.615787),28,21,2821,40.6164099845,-74.13569893700002,0.0818747523015859
42956710,40.616461,-74.131122,,,3,POINT (-74.131122 40.616461),28,22,2822,40.6164099845,-74.13015465500001,0.0818468846597408
43027169,40.616563,-74.125059,,,4,POINT (-74.125059 40.616563),28,23,2823,40.6164099845,-74.12461037300001,0.041513854065915276
42956861,40.61632,-74.119639,,turning_circle,1,POINT (-74.119639 40.61632),28,24,2824,40.6164099845,-74.11906609100001,0.049381539120455654
42965494,40.616647,-74.1144344,,,3,POINT (-74.1144344 40.616647),28,25,2825,40.6164099845,-74.113521809,0.08141223651591527
42978312,40.6150622,-74.1070499,,traffic_signals,3,POINT (-74.1070499 40.6150622),28,26,2826,40.6164099845,-74.107977527,0.1690878535307194
4207090355,40.6168044,-74.1027433,,,3,POINT (-74.1027433 40.6168044),28,27,2827,40.6164099845,-74.10243324500001,0.05107185262622582
42943601,40.6166981,-74.0974143,,,3,POINT (-74.0974143 40.6166981),28,28,2828,40.6164099845,-74.09688896300001,0.05470424903883131
43020797,40.616571,-74.09098,,,1,POINT (-74.09098 40.616571),28,29,2829,40.6164099845,-74.09134468100001,0.03560968576678124
42976307,40.616868,-74.085583,,,3,POINT (-74.085583 40.616868),28,30,2830,40.6164099845,-74.08580039900001,0.054133891886813314
42972852,40.616835,-74.07988,,,3,POINT (-74.07988 40.616835),28,31,2831,40.6164099845,-74.080256117,0.056932520018170195
4474960548,40.6167268,-74.0745413,,,2,POINT (-74.0745413 40.6167268),28,32,2832,40.6164099845,-74.074711835,0.03805554772217905
42984964,40.616584,-74.069023,,,3,POINT (-74.069023 40.616584),28,33,2833,40.6164099845,-74.06916755300001,0.022875257600185314
43001004,40.6163514,-74.0639162,,,3,POINT (-74.0639162 40.6163514),28,34,2834,40.6164099845,-74.06362327100001,0.025568851383538458
42470780,40.6171814,-74.0387716,,traffic_signals,3,POINT (-74.0387716 40.6171814),28,38,2838,40.6164099845,-74.041446143,0.24149447543185526
42498616,40.616671,-74.035682,,,3,POINT (-74.035682 40.616671),28,39,2839,40.6164099845,-74.03590186100001,0.03444931352359102
42465637,40.6165143,-74.0304678,,traffic_signals,4,POINT (-74.0304678 40.6165143),28,40,2840,40.6164099845,-74.03035757900001,0.014869341942200699
42461611,40.6166781,-74.0252551,,,3,POINT (-74.0252551 40.6166781),28,41,2841,40.6164099845,-74.02481329700001,0.04774340496243107
42487932,40.6167201,-74.018318,,traffic_signals,3,POINT (-74.018318 40.6167201),28,42,2842,40.6164099845,-74.019269015,0.08736485861670693
42460360,40.617118,-74.014327,,,4,POINT (-74.014327 40.617118),28,43,2843,40.6164099845,-74.013724733,0.09371362817369673
42494980,40.616133,-74.008177,,traffic_signals,4,POINT (-74.008177 40.616133),28,44,2844,40.6164099845,-74.008180451,0.030800648566447833
42477706,40.617041,-74.003652,,traffic_signals,4,POINT (-74.003652 40.617041),28,45,2845,40.6164099845,-74.00263616900001,0.11079240528170807
42495401,40.616555,-73.996582,,traffic_signals,4,POINT (-73.996582 40.616555),28,46,2846,40.6164099845,-73.99709188700001,0.04595929261396889
42512339,40.6168331,-73.9925097,,traffic_signals,4,POINT (-73.9925097 40.6168331),28,47,2847,40.6164099845,-73.99154760500001,0.09385132684952856
42524857,40.616522,-73.98586,,traffic_signals,4,POINT (-73.98586 40.616522),28,48,2848,40.6164099845,-73.986003323,0.017363385001554328
42468953,40.6155566,-73.9796327,,traffic_signals,4,POINT (-73.9796327 40.6155566),28,49,2849,40.6164099845,-73.980459041,0.1177684444658472
42501997,40.6164233,-73.9744426,,traffic_signals,4,POINT (-73.9744426 40.6164233),28,50,2850,40.6164099845,-73.97491475900001,0.03988072627604956
2282435292,40.6169842,-73.9693826,,traffic_signals,4,POINT (-73.9693826 40.6169842),28,51,2851,40.6164099845,-73.96937047700001,0.06385804918237027
42489183,40.6166298,-73.96363,,,3,POINT (-73.96363 40.6166298),28,52,2852,40.6164099845,-73.96382619500001,0.02952398618600631
42519032,40.615829,-73.957694,,traffic_signals,4,POINT (-73.957694 40.615829),28,53,2853,40.6164099845,-73.95828191300001,0.08146171572004599
42533236,40.616384,-73.952627,,,4,POINT (-73.952627 40.616384),28,54,2854,40.6164099845,-73.952737631,0.009774758420608841
42502534,40.617001,-73.946993,,,4,POINT (-73.946993 40.617001),28,55,2855,40.6164099845,-73.947193349,0.06785879556216513
42473763,40.617432,-73.941184,,,3,POINT (-73.941184 40.617432),28,56,2856,40.6164099845,-73.94164906700001,0.12023152484056353
42470877,40.615584,-73.935348,,,4,POINT (-73.935348 40.615584),28,57,2857,40.6164099845,-73.93610478500001,0.11187466449955386
42491895,40.616922,-73.930602,,,3,POINT (-73.930602 40.616922),28,58,2858,40.6164099845,-73.93056050300001,0.05704116561532601
42531059,40.616733,-73.924695,,,4,POINT (-73.924695 40.616733),28,59,2859,40.6164099845,-73.925016221,0.04500218846835264
42524257,40.617032,-73.919883,,,4,POINT (-73.919883 40.617032),28,60,2860,40.6164099845,-73.919471939,0.07737962328555621
42529318,40.615929,-73.91311,,traffic_signals,4,POINT (-73.91311 40.615929),28,61,2861,40.6164099845,-73.913927657,0.08731325881839741
42498363,40.6157271,-73.9091439,,traffic_signals,3,POINT (-73.9091439 40.6157271),28,62,2862,40.6164099845,-73.90838337500001,0.09943173456400957
42472909,40.617032,-73.903099,,,4,POINT (-73.903099 40.617032),28,63,2863,40.6164099845,-73.90283909300001,0.07256070468652404
5490127305,40.6171938,-73.8985088,,,3,POINT (-73.8985088 40.6171938),28,64,2864,40.6164099845,-73.89729481100001,0.13452091751775108
1334569042,40.6147232,-73.8214038,,traffic_signals,3,POINT (-73.8214038 40.6147232),28,78,2878,40.6164099845,-73.819674863,0.23764791672465987
6444743704,40.6217985,-74.1895747,,,1,POINT (-74.1895747 40.6217985),29,11,2911,40.6205512015,-74.19114175700001,0.1916470170933088
42971153,40.6205422,-74.1692125,,traffic_signals,5,POINT (-74.1692125 40.6205422),29,15,2915,40.6205512015,-74.16896462900002,0.020944530688343933
42966995,40.62031,-74.162371,,,4,POINT (-74.162371 40.62031),29,16,2916,40.6205512015,-74.16342034700001,0.09253818337283795
42997845,40.6202524,-74.1566676,,,3,POINT (-74.1566676 40.6202524),29,17,2917,40.6205512015,-74.15787606500001,0.10727121350778733
42997280,40.6206607,-74.1523924,,,3,POINT (-74.1523924 40.6206607),29,18,2918,40.6205512015,-74.15233178300001,0.013206892993013097
43007180,40.6209297,-74.1472199,,,3,POINT (-74.1472199 40.6209297),29,19,2919,40.6205512015,-74.146787501,0.05570638001003979
42983405,40.620842,-74.141783,,,3,POINT (-74.141783 40.620842),29,20,2920,40.6205512015,-74.141243219,0.05586687676973786
42959264,40.620772,-74.136269,,,4,POINT (-74.136269 40.620772),29,21,2921,40.6205512015,-74.13569893700002,0.05401603207037273
42973082,40.620512,-74.129884,,,3,POINT (-74.129884 40.620512),29,22,2922,40.6205512015,-74.13015465500001,0.023255775361880497
2571871416,40.6211844,-74.12472,,,1,POINT (-74.12472 40.6211844),29,23,2923,40.6205512015,-74.12461037300001,0.07101381545078676
43021293,40.6195884,-74.119783,,,1,POINT (-74.119783 40.6195884),29,24,2924,40.6205512015,-74.11906609100001,0.12297486522289444
42991130,40.62146,-74.112165,,,1,POINT (-74.112165 40.62146),29,25,2925,40.6205512015,-74.113521809,0.15272740335668047
42950064,40.620789,-74.107644,,,3,POINT (-74.107644 40.620789),29,26,2926,40.6205512015,-74.107977527,0.03862126322689991
42968668,40.6196496,-74.1020886,,,1,POINT (-74.1020886 40.6196496),29,27,2927,40.6205512015,-74.10243324500001,0.1043882912976377
5490546463,40.6200238,-74.0948197,,,1,POINT (-74.0948197 40.6200238),29,28,2928,40.6205512015,-74.09688896300001,0.18423190103342718
5490546453,40.6206112,-74.09245,,,1,POINT (-74.09245 40.6206112),29,29,2929,40.6205512015,-74.09134468100001,0.09352840863486579
42953238,40.620365,-74.085802,,,3,POINT (-74.085802 40.620365),29,30,2930,40.6205512015,-74.08580039900001,0.020705103071985552
43002178,40.620191,-74.079901,,,1,POINT (-74.079901 40.620191),29,31,2931,40.6205512015,-74.080256117,0.05002551202105388
42952824,40.62028,-74.075049,,,4,POINT (-74.075049 40.62028),29,32,2932,40.6205512015,-74.074711835,0.04146334518882277
43009663,40.619747,-74.069759,,,3,POINT (-74.069759 40.619747),29,33,2933,40.6205512015,-74.06916755300001,0.10241295460413932
42470715,40.6207614,-74.0404726,,,3,POINT (-74.0404726 40.6207614),29,38,2938,40.6205512015,-74.041446143,0.0854276412635535
42508086,40.620638,-74.035158,,stop,4,POINT (-74.035158 40.620638),29,39,2939,40.6205512015,-74.03590186100001,0.06352022006956853
42500846,40.6205056,-74.0292876,,,3,POINT (-74.0292876 40.6205056),29,40,2940,40.6205512015,-74.03035757900001,0.09044973923529487
42461069,40.6204285,-74.0244514,,traffic_signals,4,POINT (-74.0244514 40.6204285),29,41,2941,40.6205512015,-74.02481329700001,0.03345328964942535
42487318,40.620722,-74.020296,,,4,POINT (-74.020296 40.620722),29,42,2942,40.6205512015,-74.019269015,0.0887348569666794
42517307,40.620685,-74.014203,,,4,POINT (-74.014203 40.620685),29,43,2943,40.6205512015,-74.013724733,0.04302069637438288
42509550,40.620303,-74.007426,,traffic_signals,4,POINT (-74.007426 40.620303),29,44,2944,40.6205512015,-74.008180451,0.06940034059874198
42495391,40.620696,-74.003436,,traffic_signals,4,POINT (-74.003436 40.620696),29,45,2945,40.6205512015,-74.00263616900001,0.06940012311038823
42490869,40.620274,-73.996709,,,4,POINT (-73.996709 40.620274),29,46,2946,40.6205512015,-73.99709188700001,0.04465889640244979
42501631,40.621111,-73.99184,,traffic_signals,4,POINT (-73.99184 40.621111),29,47,2947,40.6205512015,-73.99154760500001,0.06696028939846085
42484271,40.620131,-73.985693,,traffic_signals,4,POINT (-73.985693 40.620131),29,48,2948,40.6205512015,-73.986003323,0.05356456988751355
42527937,40.6210781,-73.9811186,,,3,POINT (-73.9811186 40.6210781),29,49,2949,40.6205512015,-73.980459041,0.08081742466517823
42468925,40.6208857,-73.975285,,traffic_signals,4,POINT (-73.975285 40.6208857),29,50,2950,40.6205512015,-73.97491475900001,0.04857894776459755
2282435298,40.6194368,-73.969284,,traffic_signals,4,POINT (-73.969284 40.6194368),29,51,2951,40.6205512015,-73.96937047700001,0.12413056245196985
42528328,40.620095,-73.963268,,traffic_signals,4,POINT (-73.963268 40.620095),29,52,2952,40.6205512015,-73.96382619500001,0.06923035811000548
42519019,40.6206127,-73.9585952,,traffic_signals,4,POINT (-73.9585952 40.6206127),29,53,2953,40.6205512015,-73.95828191300001,0.02731171893074734
42508391,40.6212731,-73.952609,,traffic_signals,4,POINT (-73.952609 40.6212731),29,54,2954,40.6205512015,-73.952737631,0.08100228643344101
42502531,40.6194022,-73.9474497,,traffic_signals,4,POINT (-73.9474497 40.6194022),29,55,2955,40.6205512015,-73.947193349,0.12958224313893435
1942053072,40.6202745,-73.9417781,,stop,3,POINT (-73.9417781 40.6202745),29,56,2956,40.6205512015,-73.94164906700001,0.03263835063368629
42498783,40.6206426,-73.9362757,,,3,POINT (-73.9362757 40.6206426),29,57,2957,40.6205512015,-73.93610478500001,0.01764596661034386
42533089,40.621116,-73.931016,,,4,POINT (-73.931016 40.621116),29,58,2958,40.6205512015,-73.93056050300001,0.07363523384758433
42531050,40.621483,-73.925193,,,4,POINT (-73.925193 40.621483),29,59,2959,40.6205512015,-73.925016221,0.10468002775639267
42500359,40.6194276,-73.9192012,,traffic_signals,4,POINT (-73.9192012 40.6194276),29,60,2960,40.6205512015,-73.919471939,0.12701127080860036
42498476,40.6207446,-73.9143658,,traffic_signals,4,POINT (-73.9143658 40.6207446),29,61,2961,40.6205512015,-73.913927657,0.04277805470168707
42490069,40.6201379,-73.9077764,,stop,4,POINT (-73.9077764 40.6201379),29,62,2962,40.6205512015,-73.90838337500001,0.06882234691394662
42510800,40.620068,-73.902744,,stop,4,POINT (-73.902744 40.620068),29,63,2963,40.6205512015,-73.90283909300001,0.05432569929776225
2757350502,40.6200715,-73.8252845,,,3,POINT (-73.8252845 40.6200715),29,77,2977,40.6205512015,-73.825219145,0.05362482906112718
1934649808,40.624958,-74.1788256,,,3,POINT (-74.1788256 40.624958),30,13,3013,40.6246924185,-74.180053193,0.10773027730025048
42961832,40.6258059,-74.1747555,,,3,POINT (-74.1747555 40.6258059),30,14,3014,40.6246924185,-74.174508911,0.12555029333325948
42971140,40.623909,-74.167404,,traffic_signals,3,POINT (-74.167404 40.623909),30,15,3015,40.6246924185,-74.16896462900002,0.15791278515684334
42973562,40.6247892,-74.16358,,,3,POINT (-74.16358 40.6247892),30,16,3016,40.6246924185,-74.16342034700001,0.017244198535269727
42963978,40.624465,-74.158204,,,3,POINT (-74.158204 40.624465),30,17,3017,40.6246924185,-74.15787606500001,0.037489417921970664
42980980,40.624587,-74.151687,,,3,POINT (-74.151687 40.624587),30,18,3018,40.6246924185,-74.15233178300001,0.0556653042197882
42947577,40.6249005,-74.1466821,,traffic_signals,4,POINT (-74.1466821 40.6249005),30,19,3019,40.6246924185,-74.146787501,0.024788647014969103
42945091,40.624594,-74.14128,,traffic_signals,4,POINT (-74.14128 40.624594),30,20,3020,40.6246924185,-74.141243219,0.01137537137336948
43008045,40.625064,-74.13581,,traffic_signals,3,POINT (-74.13581 40.625064),30,21,3021,40.6246924185,-74.13569893700002,0.042367828290233396
2692181864,40.6245845,-74.129928,,,3,POINT (-74.129928 40.6245845),30,22,3022,40.6246924185,-74.13015465500001,0.022581180880835702
