osmid,y,x,ref,highway,street_count,geometry,lat_index,lon_index,grid_index
42741050,40.8263689,-73.898862,,traffic_signals,4,POINT (-73.898862 40.8263689),79,64,7964
42741053,40.8278925,-73.8982058,,traffic_signals,4,POINT (-73.8982058 40.8278925),79,64,7964
42741058,40.828522,-73.897945,,traffic_signals,3,POINT (-73.897945 40.828522),79,64,7964
42741061,40.829423,-73.897569,,traffic_signals,4,POINT (-73.897569 40.829423),79,64,7964
42741065,40.830994,-73.8969156,,traffic_signals,3,POINT (-73.8969156 40.830994),80,64,8064
42741068,40.8319648,-73.8966918,,traffic_signals,4,POINT (-73.8966918 40.8319648),80,64,8064
42741073,40.8335348,-73.8963346,,traffic_signals,4,POINT (-73.8963346 40.8335348),80,64,8064
42741087,40.81737,-73.902579,,traffic_signals,4,POINT (-73.902579 40.81737),77,63,7763
42741091,40.818505,-73.902107,,traffic_signals,3,POINT (-73.902107 40.818505),77,63,7763
42741101,40.8122927,-73.9044937,,traffic_signals,4,POINT (-73.9044937 40.8122927),75,63,7563
42741106,40.8141315,-73.903809,,traffic_signals,4,POINT (-73.903809 40.8141315),76,63,7663
42741110,40.815075,-73.90347,,traffic_signals,4,POINT (-73.90347 40.815075),76,63,7663
42741118,40.873672,-73.87923,,traffic_signals,4,POINT (-73.87923 40.873672),90,67,9067
42741122,40.872451,-73.878064,,,4,POINT (-73.878064 40.872451),90,67,9067
42741125,40.871835,-73.877496,,traffic_signals,4,POINT (-73.877496 40.871835),90,68,9068
42741128,40.871119,-73.876827,,traffic_signals,4,POINT (-73.876827 40.871119),90,68,9068
42741154,40.874273,-73.884768,,,4,POINT (-73.884768 40.874273),90,66,9066
42741159,40.873947,-73.8834,,,3,POINT (-73.8834 40.873947),90,67,9067
42741167,40.851988,-73.7890483,,,3,POINT (-73.7890483 40.851988),85,84,8584
42741170,40.8524187,-73.7873086,,,3,POINT (-73.7873086 40.8524187),85,84,8584
42741177,40.8524634,-73.7871263,,,1,POINT (-73.7871263 40.8524634),85,84,8584
42741191,40.8773555,-73.885316,,traffic_signals,4,POINT (-73.885316 40.8773555),91,66,9166
42741195,40.8753799,-73.8861834,,traffic_signals,4,POINT (-73.8861834 40.8753799),91,66,9166
42741219,40.871425,-73.8888027,,,3,POINT (-73.8888027 40.871425),90,66,9066
42741228,40.870162,-73.8909815,,traffic_signals,4,POINT (-73.8909815 40.870162),89,65,8965
42741239,40.8678768,-73.8929982,,traffic_signals,4,POINT (-73.8929982 40.8678768),89,65,8965
42741254,40.8642296,-73.8957922,,traffic_signals,4,POINT (-73.8957922 40.8642296),88,64,8864
42741263,40.8613537,-73.8977326,,traffic_signals,4,POINT (-73.8977326 40.8613537),87,64,8764
42741268,40.860337,-73.8982872,,traffic_signals,4,POINT (-73.8982872 40.860337),87,64,8764
42741272,40.8593096,-73.8988444,,traffic_signals,4,POINT (-73.8988444 40.8593096),87,64,8764
42741279,40.8574221,-73.8999596,,traffic_signals,4,POINT (-73.8999596 40.8574221),86,64,8664
42741289,40.8545884,-73.9018779,,traffic_signals,4,POINT (-73.9018779 40.8545884),86,63,8663
42741300,40.8523078,-73.9037043,,traffic_signals,4,POINT (-73.9037043 40.8523078),85,63,8563
42741307,40.849984,-73.9055759,,,3,POINT (-73.9055759 40.849984),84,63,8463
42741314,40.8493635,-73.9060905,,traffic_signals,4,POINT (-73.9060905 40.8493635),84,62,8462
42741319,40.8478175,-73.9075305,,traffic_signals,4,POINT (-73.9075305 40.8478175),84,62,8462
42741332,40.8447059,-73.91136,,,3,POINT (-73.91136 40.8447059),83,61,8361
42741344,40.8432601,-73.9119239,,traffic_signals,4,POINT (-73.9119239 40.8432601),83,61,8361
42741378,40.8363918,-73.9158742,,traffic_signals,4,POINT (-73.9158742 40.8363918),81,61,8161
42741401,40.8309591,-73.920438,,traffic_signals,4,POINT (-73.920438 40.8309591),80,60,8060
42741414,40.8261242,-73.9231322,,traffic_signals,3,POINT (-73.9231322 40.8261242),79,59,7959
42741417,40.8254444,-73.9235436,,traffic_signals,4,POINT (-73.9235436 40.8254444),78,59,7859
42741420,40.8235052,-73.9245299,,traffic_signals,3,POINT (-73.9245299 40.8235052),78,59,7859
42741423,40.8212418,-73.9258146,,traffic_signals,3,POINT (-73.9258146 40.8212418),77,59,7759
42741432,40.8200594,-73.9266916,,traffic_signals,4,POINT (-73.9266916 40.8200594),77,59,7759
42741436,40.818588,-73.9273783,,traffic_signals,5,POINT (-73.9273783 40.818588),77,59,7759
42741440,40.8165532,-73.928292,,traffic_signals,4,POINT (-73.928292 40.8165532),76,58,7658
42741445,40.8149034,-73.9289216,,traffic_signals,4,POINT (-73.9289216 40.8149034),76,58,7658
42741467,40.8130396,-73.9298854,,traffic_signals,4,POINT (-73.9298854 40.8130396),75,58,7558
42741476,40.8502145,-73.8653229,,,3,POINT (-73.8653229 40.8502145),84,70,8470
42741478,40.850611,-73.86304,,,4,POINT (-73.86304 40.850611),85,70,8570
42741482,40.850806,-73.862119,,,4,POINT (-73.862119 40.850806),85,70,8570
42741487,40.850896,-73.861745,,,3,POINT (-73.861745 40.850896),85,70,8570
42741492,40.851172,-73.861133,,,3,POINT (-73.861133 40.851172),85,71,8571
42741500,40.85126,-73.860937,,,4,POINT (-73.860937 40.85126),85,71,8571
42741507,40.851627,-73.860121,,,4,POINT (-73.860121 40.851627),85,71,8571
42741511,40.851989,-73.859319,,,4,POINT (-73.859319 40.851989),85,71,8571
42741513,40.852352,-73.858512,,,4,POINT (-73.858512 40.852352),85,71,8571
42741517,40.852717,-73.857704,,,4,POINT (-73.857704 40.852717),85,71,8571
42741519,40.85308,-73.856895,,,4,POINT (-73.856895 40.85308),85,71,8571
42741523,40.853443,-73.856086,,,4,POINT (-73.856086 40.853443),85,71,8571
42741527,40.853808,-73.855278,,traffic_signals,4,POINT (-73.855278 40.853808),85,72,8572
42741534,40.8542,-73.854408,,traffic_signals,4,POINT (-73.854408 40.8542),85,72,8572
42741540,40.854592,-73.853537,,,4,POINT (-73.853537 40.854592),86,72,8672
42741545,40.854963,-73.852739,,traffic_signals,4,POINT (-73.852739 40.854963),86,72,8672
42741552,40.855321,-73.85192,,,4,POINT (-73.85192 40.855321),86,72,8672
42741557,40.855683,-73.851118,,,4,POINT (-73.851118 40.855683),86,72,8672
42741567,40.8562086,-73.8503632,,,4,POINT (-73.8503632 40.8562086),86,72,8672
42741572,40.856347,-73.850096,,,3,POINT (-73.850096 40.856347),86,73,8673
42741588,40.8054787,-73.852287,,turning_circle,1,POINT (-73.852287 40.8054787),74,72,7472
42741595,40.8826658,-73.8925038,,,3,POINT (-73.8925038 40.8826658),92,65,9265
42741596,40.8848889,-73.8908106,,,3,POINT (-73.8908106 40.8848889),93,65,9365
42741605,40.8851892,-73.8385531,,stop,3,POINT (-73.8385531 40.8851892),93,75,9375
42741647,40.8427575,-73.9247909,,,3,POINT (-73.9247909 40.8427575),83,59,8359
42741652,40.843453,-73.924694,,,3,POINT (-73.924694 40.843453),83,59,8359
42741663,40.881968,-73.884692,,,3,POINT (-73.884692 40.881968),92,66,9266
42741665,40.883268,-73.883194,,,3,POINT (-73.883194 40.883268),92,67,9267
42741693,40.812673,-73.862847,,,3,POINT (-73.862847 40.812673),75,70,7570
42741696,40.812799,-73.861915,,,4,POINT (-73.861915 40.812799),75,70,7570
42741698,40.812922,-73.86099,,,4,POINT (-73.86099 40.812922),75,71,7571
42741700,40.813048,-73.860063,,,4,POINT (-73.860063 40.813048),75,71,7571
42741704,40.813296,-73.858213,,,4,POINT (-73.858213 40.813296),76,71,7671
42741712,40.813423,-73.857278,,,4,POINT (-73.857278 40.813423),76,71,7671
42741718,40.813555,-73.856291,,traffic_signals,4,POINT (-73.856291 40.813555),76,71,7671
42741726,40.8954771,-73.8771153,,traffic_signals,3,POINT (-73.8771153 40.8954771),95,68,9568
42741729,40.895623,-73.875724,,,3,POINT (-73.875724 40.895623),95,68,9568
42741732,40.895726,-73.874806,,,3,POINT (-73.874806 40.895726),95,68,9568
42741735,40.896241,-73.87241,,,3,POINT (-73.87241 40.896241),96,68,9668
42741738,40.89664,-73.870487,,traffic_signals,3,POINT (-73.870487 40.89664),96,69,9669
42741742,40.896591,-73.870069,,,3,POINT (-73.870069 40.896591),96,69,9669
42741744,40.8960909,-73.8669533,,traffic_signals,3,POINT (-73.8669533 40.8960909),96,69,9669
42741753,40.89575,-73.864917,,,3,POINT (-73.864917 40.89575),95,70,9570
42741759,40.895377,-73.863559,,traffic_signals,4,POINT (-73.863559 40.895377),95,70,9570
42741775,40.8946649,-73.8613318,,traffic_signals,5,POINT (-73.8613318 40.8946649),95,70,9570
42741778,40.8943221,-73.8602597,,traffic_signals,4,POINT (-73.8602597 40.8943221),95,71,9571
42741781,40.8933766,-73.8573397,,traffic_signals,4,POINT (-73.8573397 40.8933766),95,71,9571
42741785,40.892853,-73.855664,,traffic_signals,3,POINT (-73.855664 40.892853),95,72,9572
42741790,40.892479,-73.854492,,traffic_signals,4,POINT (-73.854492 40.892479),95,72,9572
42741794,40.892132,-73.853403,,traffic_signals,4,POINT (-73.853403 40.892132),95,72,9572
42741800,40.8913118,-73.8507104,,traffic_signals,4,POINT (-73.8507104 40.8913118),94,72,9472
42741804,40.890648,-73.848742,,traffic_signals,4,POINT (-73.848742 40.890648),94,73,9473
42741809,40.890222,-73.847414,,,3,POINT (-73.847414 40.890222),94,73,9473
42741813,40.889877,-73.846325,,,3,POINT (-73.846325 40.889877),94,73,9473
42741819,40.889741,-73.845906,,traffic_signals,3,POINT (-73.845906 40.889741),94,73,9473
42741822,40.889551,-73.845232,,traffic_signals,5,POINT (-73.845232 40.889551),94,73,9473
42741825,40.889176,-73.844158,,traffic_signals,4,POINT (-73.844158 40.889176),94,74,9474
42741828,40.888822,-73.843046,,,3,POINT (-73.843046 40.888822),94,74,9474
42741833,40.8885608,-73.8410681,,,3,POINT (-73.8410681 40.8885608),94,74,9474
42741837,40.8886947,-73.840166,,,3,POINT (-73.840166 40.8886947),94,74,9474
42741849,40.888712,-73.8392404,,,3,POINT (-73.8392404 40.888712),94,74,9474
42741852,40.8886507,-73.8382394,,,3,POINT (-73.8382394 40.8886507),94,75,9475
42741855,40.8887479,-73.8373242,,,3,POINT (-73.8373242 40.8887479),94,75,9475
42741871,40.8892448,-73.8322102,,traffic_signals,4,POINT (-73.8322102 40.8892448),94,76,9476
42741873,40.889196,-73.8312947,,traffic_signals,4,POINT (-73.8312947 40.889196),94,76,9476
42741884,40.8888764,-73.8286069,,,3,POINT (-73.8286069 40.8888764),94,76,9476
42741897,40.8872775,-73.8244109,,,3,POINT (-73.8244109 40.8872775),93,77,9377
42741923,40.872857,-73.863046,,,3,POINT (-73.863046 40.872857),90,70,9070
42741926,40.8326188,-73.8575189,,,3,POINT (-73.8575189 40.8326188),80,71,8071
42741927,40.8335802,-73.8577441,,,4,POINT (-73.8577441 40.8335802),80,71,8071
42741930,40.834315,-73.857906,,,4,POINT (-73.857906 40.834315),81,71,8171
42741933,40.8350274,-73.858067,,stop,3,POINT (-73.858067 40.8350274),81,71,8171
42741939,40.816088,-73.85362,,,3,POINT (-73.85362 40.816088),76,72,7672
42741941,40.816815,-73.853787,,,3,POINT (-73.853787 40.816815),76,72,7672
42741944,40.817467,-73.853949,,,3,POINT (-73.853949 40.817467),77,72,7772
42741947,40.818212,-73.8541391,,stop,4,POINT (-73.8541391 40.818212),77,72,7772
42741955,40.8203,-73.854637,,stop,4,POINT (-73.854637 40.8203),77,72,7772
42741959,40.821029,-73.854808,,,3,POINT (-73.854808 40.821029),77,72,7772
42741963,40.82168,-73.854967,,,3,POINT (-73.854967 40.82168),78,72,7872
42741969,40.823912,-73.855486,,,3,POINT (-73.855486 40.823912),78,72,7872
42741973,40.824633,-73.855646,,,4,POINT (-73.855646 40.824633),78,72,7872
42741976,40.8260899,-73.8559817,,,3,POINT (-73.8559817 40.8260899),79,71,7971
42741990,40.8267715,-73.8561613,,,3,POINT (-73.8561613 40.8267715),79,71,7971
42741994,40.827508,-73.856328,,,4,POINT (-73.856328 40.827508),79,71,7971
42741999,40.828225,-73.856491,,,4,POINT (-73.856491 40.828225),79,71,7971
42742008,40.828945,-73.856656,,traffic_signals,4,POINT (-73.856656 40.828945),79,71,7971
42742014,40.829665,-73.856822,,,4,POINT (-73.856822 40.829665),79,71,7971
42742024,40.8303626,-73.856988,,,4,POINT (-73.856988 40.8303626),80,71,8071
42742029,40.8311106,-73.857159,,,4,POINT (-73.857159 40.8311106),80,71,8071
42742041,40.8320615,-73.857371,,,3,POINT (-73.857371 40.8320615),80,71,8071
42742049,40.8076592,-73.8516896,,stop,4,POINT (-73.8516896 40.8076592),74,72,7472
42742055,40.810861,-73.852456,,,1,POINT (-73.852456 40.810861),75,72,7572
42742070,40.80983,-73.8564318,,,3,POINT (-73.8564318 40.80983),75,71,7571
42742072,40.8113176,-73.856796,,,4,POINT (-73.856796 40.8113176),75,71,7571
42742078,40.81553,-73.85778,,,4,POINT (-73.85778 40.81553),76,71,7671
42742081,40.8176459,-73.858274,,,4,POINT (-73.858274 40.8176459),77,71,7771
42742095,40.824074,-73.859784,,traffic_signals,4,POINT (-73.859784 40.824074),78,71,7871
42742098,40.8255552,-73.8601168,,,3,POINT (-73.8601168 40.8255552),79,71,7971
42742103,40.806118,-73.85571,,,3,POINT (-73.85571 40.806118),74,72,7472
42742104,40.806561,-73.855716,,,4,POINT (-73.855716 40.806561),74,71,7471
42742114,40.8071182,-73.8558118,,,3,POINT (-73.8558118 40.8071182),74,71,7471
42742116,40.8076001,-73.855924,,,3,POINT (-73.855924 40.8076001),74,71,7471
42742117,40.808799,-73.8561857,,,3,POINT (-73.8561857 40.808799),74,71,7471
42742136,40.844915,-73.849433,,,3,POINT (-73.849433 40.844915),83,73,8373
42742139,40.846383,-73.850577,,,4,POINT (-73.850577 40.846383),84,72,8472
42742143,40.848239,-73.852026,,,4,POINT (-73.852026 40.848239),84,72,8472
42742153,40.849547,-73.853046,,traffic_signals,4,POINT (-73.853046 40.849547),84,72,8472
42742160,40.851509,-73.854573,,,4,POINT (-73.854573 40.851509),85,72,8572
42742166,40.8546686,-73.8570427,,,4,POINT (-73.8570427 40.8546686),86,71,8671
42742178,40.85689,-73.858149,,,3,POINT (-73.858149 40.85689),86,71,8671
42742186,40.8597459,-73.8262536,,,3,POINT (-73.8262536 40.8597459),87,77,8777
42742188,40.8594744,-73.8273303,,,3,POINT (-73.8273303 40.8594744),87,77,8777
42742195,40.8609664,-73.8225543,,,3,POINT (-73.8225543 40.8609664),87,77,8777
42742204,40.831017,-73.8522749,,,3,POINT (-73.8522749 40.831017),80,72,8072
42742206,40.8312141,-73.8508762,,traffic_signals,4,POINT (-73.8508762 40.8312141),80,72,8072
42742209,40.8316263,-73.847812,,stop,4,POINT (-73.847812 40.8316263),80,73,8073
42742217,40.8320367,-73.8447615,,traffic_signals,3,POINT (-73.8447615 40.8320367),80,73,8073
42742223,40.8307999,-73.8539334,,,4,POINT (-73.8539334 40.8307999),80,72,8072
42742228,40.8308849,-73.8533764,,,3,POINT (-73.8533764 40.8308849),80,72,8072
42742234,40.858573,-73.851233,,,3,POINT (-73.851233 40.858573),86,72,8672
42742239,40.8610455,-73.8511519,,,4,POINT (-73.8511519 40.8610455),87,72,8772
42742260,40.867591,-73.850944,,,4,POINT (-73.850944 40.867591),89,72,8972
42742263,40.869407,-73.850885,,,3,POINT (-73.850885 40.869407),89,72,8972
42742273,40.871151,-73.850829,,,3,POINT (-73.850829 40.871151),90,72,9072
42742280,40.876787,-73.874448,,,4,POINT (-73.874448 40.876787),91,68,9168
42742285,40.876436,-73.87363,,,3,POINT (-73.87363 40.876436),91,68,9168
42742294,40.876352,-73.873692,,,3,POINT (-73.873692 40.876352),91,68,9168
42742296,40.876027,-73.87292,,,3,POINT (-73.87292 40.876027),91,68,9168
42742306,40.897017,-73.872565,,,4,POINT (-73.872565 40.897017),96,68,9668
42742310,40.897694,-73.872697,,,4,POINT (-73.872697 40.897694),96,68,9668
42742315,40.899053,-73.872945,,,4,POINT (-73.872945 40.899053),96,68,9668
42742330,40.896232,-73.858203,,,3,POINT (-73.858203 40.896232),96,71,9671
42742342,40.900851,-73.854878,,,4,POINT (-73.854878 40.900851),97,72,9772
42742346,40.902838,-73.853277,,,4,POINT (-73.853277 40.902838),97,72,9772
42742350,40.906106,-73.850784,,,3,POINT (-73.850784 40.906106),98,72,9872
42742359,40.829053,-73.824703,,,3,POINT (-73.824703 40.829053),79,77,7977
42742363,40.829674,-73.823438,,,3,POINT (-73.823438 40.829674),79,77,7977
42742368,40.850832,-73.889332,,,3,POINT (-73.889332 40.850832),85,65,8565
42742369,40.851224,-73.890499,,,3,POINT (-73.890499 40.851224),85,65,8565
42742370,40.851514,-73.891313,,,3,POINT (-73.891313 40.851514),85,65,8565
42742384,40.8253217,-73.9082017,,traffic_signals,3,POINT (-73.9082017 40.8253217),78,62,7862
42742386,40.825214,-73.907781,,traffic_signals,3,POINT (-73.907781 40.825214),78,62,7862
42742392,40.829702,-73.919313,,,4,POINT (-73.919313 40.829702),80,60,8060
42742395,40.828759,-73.917797,,traffic_signals,4,POINT (-73.917797 40.828759),79,60,7960
42742402,40.828067,-73.916088,,,3,POINT (-73.916088 40.828067),79,61,7961
42742409,40.827898,-73.915656,,,3,POINT (-73.915656 40.827898),79,61,7961
42742410,40.827763,-73.915288,,,3,POINT (-73.915288 40.827763),79,61,7961
42742412,40.827556,-73.91476,,,3,POINT (-73.91476 40.827556),79,61,7961
42742419,40.823214,-73.898888,,,3,POINT (-73.898888 40.823214),78,64,7864
42742426,40.830681,-73.924261,,traffic_signals,4,POINT (-73.924261 40.830681),80,59,8059
42742441,40.833409,-73.913001,,stop,4,POINT (-73.913001 40.833409),80,61,8061
42742443,40.833117,-73.912145,,stop,4,POINT (-73.912145 40.833117),80,61,8061
42742448,40.832829,-73.911285,,,3,POINT (-73.911285 40.832829),80,61,8061
42742451,40.832572,-73.910515,,traffic_signals,3,POINT (-73.910515 40.832572),80,62,8062
42742454,40.832281,-73.909621,,traffic_signals,4,POINT (-73.909621 40.832281),80,62,8062
42742456,40.832007,-73.90875,,traffic_signals,3,POINT (-73.90875 40.832007),80,62,8062
42742463,40.831768,-73.908024,,traffic_signals,4,POINT (-73.908024 40.831768),80,62,8062
42742468,40.831059,-73.90584,,traffic_signals,4,POINT (-73.90584 40.831059),80,62,8062
42742473,40.830625,-73.904506,,traffic_signals,4,POINT (-73.904506 40.830625),80,63,8063
42742476,40.8303464,-73.9034999,,traffic_signals,4,POINT (-73.9034999 40.8303464),80,63,8063
42742479,40.8296209,-73.9022021,,traffic_signals,4,POINT (-73.9022021 40.8296209),79,63,7963
42742485,40.829446,-73.901533,,,3,POINT (-73.901533 40.829446),79,63,7963
42742493,40.829151,-73.900428,,stop,4,POINT (-73.900428 40.829151),79,63,7963
42742498,40.828853,-73.899321,,,4,POINT (-73.899321 40.828853),79,64,7964
42742513,40.8371376,-73.9204692,,,3,POINT (-73.9204692 40.8371376),81,60,8160
42742517,40.835412,-73.915385,,,4,POINT (-73.915385 40.835412),81,61,8161
42742527,40.874879,-73.853017,,,3,POINT (-73.853017 40.874879),90,72,9072
42742529,40.875602,-73.852621,,,4,POINT (-73.852621 40.875602),91,72,9172
42742535,40.876245,-73.852265,,,3,POINT (-73.852265 40.876245),91,72,9172
42742543,40.8624064,-73.8919084,,,1,POINT (-73.8919084 40.8624064),87,65,8765
42742547,40.8626844,-73.8916331,,,3,POINT (-73.8916331 40.8626844),87,65,8765
42742561,40.8628885,-73.8922379,,,3,POINT (-73.8922379 40.8628885),88,65,8865
42742562,40.847167,-73.8360646,,,3,POINT (-73.8360646 40.847167),84,75,8475
42742564,40.8471021,-73.8351423,,stop,5,POINT (-73.8351423 40.8471021),84,75,8475
42742569,40.8473958,-73.8342337,,,4,POINT (-73.8342337 40.8473958),84,75,8475
42742575,40.8470108,-73.8323334,,traffic_signals,6,POINT (-73.8323334 40.8470108),84,76,8476
42742587,40.847662,-73.830527,,,3,POINT (-73.830527 40.847662),84,76,8476
42742590,40.847978,-73.829686,,stop,4,POINT (-73.829686 40.847978),84,76,8476
42742591,40.848295,-73.828846,,,4,POINT (-73.828846 40.848295),84,76,8476
42742600,40.8620708,-73.8948067,,traffic_signals,4,POINT (-73.8948067 40.8620708),87,64,8764
42742605,40.8619443,-73.8937384,,,4,POINT (-73.8937384 40.8619443),87,65,8765
42742609,40.8618451,-73.8928543,,traffic_signals,4,POINT (-73.8928543 40.8618451),87,65,8765
42742613,40.8619348,-73.8917598,,,3,POINT (-73.8917598 40.8619348),87,65,8765
42742618,40.8617587,-73.8913111,,traffic_signals,4,POINT (-73.8913111 40.8617587),87,65,8765
42742642,40.859261,-73.886734,,traffic_signals,3,POINT (-73.886734 40.859261),87,66,8766
42742646,40.8588501,-73.8859446,,traffic_signals,4,POINT (-73.8859446 40.8588501),87,66,8766
42742650,40.8584388,-73.8851131,,traffic_signals,3,POINT (-73.8851131 40.8584388),86,66,8666
42742656,40.8579754,-73.8824957,,,3,POINT (-73.8824957 40.8579754),86,67,8667
42742661,40.8578129,-73.8816422,,traffic_signals,4,POINT (-73.8816422 40.8578129),86,67,8667
42742681,40.8568118,-73.8807348,,traffic_signals,5,POINT (-73.8807348 40.8568118),86,67,8667
42742684,40.8573513,-73.8818977,,traffic_signals,4,POINT (-73.8818977 40.8573513),86,67,8667
42742687,40.8576698,-73.8827648,,traffic_signals,3,POINT (-73.8827648 40.8576698),86,67,8667
42742734,40.8624159,-73.8940467,,,3,POINT (-73.8940467 40.8624159),87,65,8765
42742739,40.8622675,-73.8958901,,traffic_signals,4,POINT (-73.8958901 40.8622675),87,64,8764
42742744,40.8623184,-73.8983755,,traffic_signals,4,POINT (-73.8983755 40.8623184),87,64,8764
42742756,40.858289,-73.910208,,,3,POINT (-73.910208 40.858289),86,62,8662
42742762,40.8587794,-73.9108934,,,3,POINT (-73.9108934 40.8587794),87,62,8762
42742765,40.8596267,-73.9132706,,traffic_signals,3,POINT (-73.9132706 40.8596267),87,61,8761
42742774,40.891516,-73.836459,,,4,POINT (-73.836459 40.891516),94,75,9475
42742785,40.871516,-73.870562,,,3,POINT (-73.870562 40.871516),90,69,9069
42742786,40.871483,-73.869351,,,4,POINT (-73.869351 40.871483),90,69,9069
42742790,40.871462,-73.8682725,,,4,POINT (-73.8682725 40.871462),90,69,9069
42742793,40.8714403,-73.8671459,,traffic_signals,4,POINT (-73.8671459 40.8714403),90,69,9069
42742795,40.871423,-73.866145,,stop,4,POINT (-73.866145 40.871423),90,70,9070
42742799,40.871407,-73.865209,,,4,POINT (-73.865209 40.871407),90,70,9070
42742805,40.871389,-73.864266,,,4,POINT (-73.864266 40.871389),90,70,9070
42742808,40.871375,-73.863332,,,4,POINT (-73.863332 40.871375),90,70,9070
42742811,40.871357,-73.862392,,,3,POINT (-73.862392 40.871357),90,70,9070
42742817,40.871319,-73.860367,,,4,POINT (-73.860367 40.871319),90,71,9071
42742820,40.871301,-73.859427,,,4,POINT (-73.859427 40.871301),90,71,9071
42742823,40.871284,-73.858488,,traffic_signals,4,POINT (-73.858488 40.871284),90,71,9071
42742829,40.871267,-73.857548,,,4,POINT (-73.857548 40.871267),90,71,9071
42742833,40.87125,-73.856614,,,4,POINT (-73.856614 40.87125),90,71,9071
42742836,40.871233,-73.85603,,traffic_signals,4,POINT (-73.85603 40.871233),90,71,9071
42742840,40.871222,-73.855572,,traffic_signals,4,POINT (-73.855572 40.871222),90,72,9072
42742841,40.871209,-73.854569,,traffic_signals,4,POINT (-73.854569 40.871209),90,72,9072
42742843,40.871195,-73.853642,,,3,POINT (-73.853642 40.871195),90,72,9072
42742846,40.871177,-73.852704,,,3,POINT (-73.852704 40.871177),90,72,9072
42742851,40.871159,-73.851767,,,3,POINT (-73.851767 40.871159),90,72,9072
42742857,40.8712665,-73.8498915,,stop,4,POINT (-73.8498915 40.8712665),90,73,9073
42742860,40.871566,-73.848914,,,3,POINT (-73.848914 40.871566),90,73,9073
42742866,40.871948,-73.847762,,stop,4,POINT (-73.847762 40.871948),90,73,9073
42742867,40.872218,-73.846891,,,4,POINT (-73.846891 40.872218),90,73,9073
42742871,40.87249,-73.846022,,,4,POINT (-73.846022 40.87249),90,73,9073
42742875,40.872762,-73.845152,,,3,POINT (-73.845152 40.872762),90,73,9073
42742884,40.87307,-73.84423,,traffic_signals,4,POINT (-73.84423 40.87307),90,74,9074
42742903,40.873498,-73.842471,,,1,POINT (-73.842471 40.873498),90,74,9074
42742914,40.8741057,-73.8408707,,,3,POINT (-73.8408707 40.8741057),90,74,9074
42742916,40.8743718,-73.840021,,,3,POINT (-73.840021 40.8743718),90,74,9074
42742920,40.8746249,-73.8392056,,,3,POINT (-73.8392056 40.8746249),90,74,9074
42742923,40.8749334,-73.8383572,,stop,4,POINT (-73.8383572 40.8749334),90,75,9075
42742927,40.8751865,-73.8375262,,,4,POINT (-73.8375262 40.8751865),90,75,9075
42742930,40.8753907,-73.8366908,,,4,POINT (-73.8366908 40.8753907),91,75,9175
42742935,40.8393436,-73.8436046,,,4,POINT (-73.8436046 40.8393436),82,74,8274
42742937,40.840032,-73.844533,,stop,4,POINT (-73.844533 40.840032),82,74,8274
42742944,40.841179,-73.846088,,,3,POINT (-73.846088 40.841179),82,73,8273
42742952,40.841736,-73.846842,,,3,POINT (-73.846842 40.841736),82,73,8273
42742955,40.841896,-73.847057,,,3,POINT (-73.847057 40.841896),82,73,8273
42742956,40.842485,-73.847857,,,4,POINT (-73.847857 40.842485),83,73,8373
42742960,40.8429926,-73.8484239,,traffic_signals,4,POINT (-73.8484239 40.8429926),83,73,8373
42742974,40.870348,-73.904397,,traffic_signals,4,POINT (-73.904397 40.870348),89,63,8963
42742994,40.876641,-73.901379,,stop,3,POINT (-73.901379 40.876641),91,63,9163
42742996,40.877307,-73.900612,,,3,POINT (-73.900612 40.877307),91,63,9163
42743006,40.8366871,-73.8378666,,,1,POINT (-73.8378666 40.8366871),81,75,8175
42743010,40.8509586,-73.8288667,,,3,POINT (-73.8288667 40.8509586),85,76,8576
42743020,40.8183301,-73.9263684,,traffic_signals,3,POINT (-73.9263684 40.8183301),77,59,7759
42743036,40.832139,-73.9317047,,,3,POINT (-73.9317047 40.832139),80,58,8058
42743072,40.8526082,-73.9193183,,,3,POINT (-73.9193183 40.8526082),85,60,8560
42743075,40.8528405,-73.9186594,,,3,POINT (-73.9186594 40.8528405),85,60,8560
42743079,40.853076,-73.9182204,,traffic_signals,3,POINT (-73.9182204 40.853076),85,60,8560
42743082,40.854864,-73.916816,,traffic_signals,4,POINT (-73.916816 40.854864),86,60,8660
42743103,40.860633,-73.9109461,,,3,POINT (-73.9109461 40.860633),87,62,8762
42743109,40.8630984,-73.9090676,,,3,POINT (-73.9090676 40.8630984),88,62,8862
42743132,40.869355,-73.9045977,,,3,POINT (-73.9045977 40.869355),89,63,8963
42743136,40.8700359,-73.9041043,,,3,POINT (-73.9041043 40.8700359),89,63,8963
42743181,40.8706051,-73.9026359,,traffic_signals,3,POINT (-73.9026359 40.8706051),89,63,8963
42743184,40.872502,-73.902146,,,3,POINT (-73.902146 40.872502),90,63,9063
42743195,40.875677,-73.90068,,,3,POINT (-73.90068 40.875677),91,63,9163
42743198,40.8763027,-73.8999065,,,3,POINT (-73.8999065 40.8763027),91,64,9164
42743199,40.876608,-73.89958,,traffic_signals,3,POINT (-73.89958 40.876608),91,64,9164
42743205,40.8786629,-73.897872,,,3,POINT (-73.897872 40.8786629),91,64,9164
42743238,40.8812508,-73.8965868,,traffic_signals,3,POINT (-73.8965868 40.8812508),92,64,9264
