Metric,Mean,StdDev
Rel_DLR,0.681565313591308,0.0150974124504238
Viol_DLR,0.4795,0.032810694394765
Rel_DLR2,0.67321190914781,0.0164274717771493
Viol_DLR2,0.464,0.072141931865825
Rel_CRL,0.674436270436198,0.0228869679023976
