Metric,Mean,StdDev
Rel_DLR,0.999131343118645,0.000257266304460012
Viol_DLR,0,0
Rel_DLR2,0.999433794667386,0.0001700574376894
Viol_DLR2,0,0
Rel_CRL,0.999999153095423,1.85938173987041e-08
