Metric,Mean,StdDev
Rel_DLR,1.15323580712513,0.0714169296427855
Viol_DLR,0.0045625,0.00234853677850699
Rel_DLR2,1.14084356488347,0.0527700328798442
Viol_DLR2,0,0
Rel_CRL,1.00009204576288,2.51662488560215e-05
