Metric,Mean,StdDev
Rel_DLR,64.9363866544875,7.86318741207545
Viol_DLR,0,0
Rel_DLR2,96.448518048881,36.723859200557
Viol_DLR2,0,0
Rel_CRL,4.03744693380106,0.387158200678403
