Metric,Mean,StdDev
Rel_DLR,0.0815912218288681,0.00622349261608794
Viol_DLR,0.07425,0.0131084540151258
Rel_DLR2,0.06098881631465,0.00696968163550516
Viol_DLR2,0.147375,0.02603040930015
Rel_CRL,0.0313293116641118,0.00147501127708467
