Metric,Mean,StdDev
Rel_DLR,0.723137837186405,0.105019603878083
Viol_DLR,0.3105,0.105994902078669
Rel_DLR2,0.638225422557325,0.0679081255069323
Viol_DLR2,0.389375,0.0609659580558418
Rel_CRL,0.504530023821696,0.0318589250581927
