u,v,highway,length,speed_limit,time
304463393,248681272,tertiary,77.185,30,2.572833333
304463393,248681271,tertiary,137.091,30,4.5697
304463393,304463391,residential,147.532,20,7.3766
304463973,304463974,"['residential', 'unclassified']",146.674,20,7.3337
304463973,305087435,tertiary,258.695,30,8.623166667
304463973,428171149,tertiary,252.491,30,8.416366667
304463974,305085691,residential,99.756,20,4.9878
304463974,304463973,"['residential', 'unclassified']",146.674,20,7.3337
304463974,304463088,tertiary,252.569,30,8.418966667
304463974,550110631,tertiary,132.144,30,4.4048
304463976,305086449,residential,23.052,20,1.1526
304463976,305086712,residential,53.161,20,2.65805
304464150,262121667,secondary,35.668,40,0.8917
304464150,262121738,secondary,295.216,40,7.3804
304464150,1934492843,residential,57.367,20,2.86835
304556355,246161239,secondary,5.544,40,0.1386
304556883,267585948,trunk_link,230.112,30,7.6704
304556883,246158067,trunk,483.136,60,8.052266667
304557337,101181735,trunk,460.305,60,7.67175
304572700,309302513,unclassified,62.867,20,3.14335
304727496,1245329680,tertiary,5.146,30,0.171533333
304727496,2122813107,tertiary,70.834,30,2.361133333
304727605,758357760,residential,234.429,20,11.72145
304727605,304727496,unclassified,272.127,20,13.60635
304994723,304994725,residential,102.695,20,5.13475
304994725,1659878707,residential,18.325,20,0.91625
304994725,304994931,residential,442.543,20,22.12715
304994725,304994723,residential,102.695,20,5.13475
304994834,304994869,residential,21.515,20,1.07575
304994835,304994869,residential,155.021,20,7.75105
304994835,1196682918,residential,78.936,20,3.9468
304994835,304994931,residential,99.823,20,4.99115
304994866,1196682985,residential,397.115,20,19.85575
304994869,304994835,residential,155.021,20,7.75105
304994869,304994834,residential,21.515,20,1.07575
304994869,304994880,residential,77.454,20,3.8727
304994869,1659878847,residential,85.563,20,4.27815
304994880,304994869,residential,77.454,20,3.8727
304994930,304994931,residential,65.861,20,3.29305
304994931,304994930,residential,65.861,20,3.29305
304994931,304994835,residential,99.823,20,4.99115
304994931,304994725,residential,442.543,20,22.12715
304995059,610333474,tertiary,282.921,30,9.4307
304995059,38296236,tertiary,88.876,30,2.962533333
304995059,304995095,residential,658.354,20,32.9177
304995094,304995095,residential,68.238,20,3.4119
304995095,304995094,residential,68.238,20,3.4119
304995095,304995059,residential,658.354,20,32.9177
304995095,1196682954,residential,334.778,20,16.7389
304995284,304995289,tertiary,85.457,30,2.848566667
304995284,38296351,tertiary,29.449,30,0.981633333
304995289,304995284,tertiary,85.457,30,2.848566667
304995289,610333474,tertiary,32.862,30,1.0954
304995289,610333478,tertiary,30.186,30,1.0062
304995928,304995960,residential,48.471,20,2.42355
304995928,304995930,residential,298.227,20,14.91135
304995930,1174084590,residential,13.779,20,0.68895
304995930,1174084589,tertiary,122.703,30,4.0901
304995930,733266246,tertiary,117.564,30,3.9188
304995960,304995928,residential,48.471,20,2.42355
304995974,304995975,residential,50.295,20,2.51475
304995975,304995976,residential,14.955,20,0.74775
304995975,304995974,residential,50.295,20,2.51475
304995975,304996039,residential,19.543,20,0.97715
304995976,38296363,tertiary,21.998,30,0.733266667
304995976,304995975,residential,14.955,20,0.74775
304995976,1174084634,residential,12.306,20,0.6153
304995976,38296379,tertiary,87.58,30,2.919333333
304996039,304995975,residential,19.543,20,0.97715
304996115,304996120,residential,419.965,20,20.99825
304996115,304996115,residential,116.055,20,5.80275
304996120,304996115,residential,419.965,20,20.99825
304996120,38296406,tertiary,146.62,30,4.887333333
304996120,1339500636,tertiary,139.391,30,4.646366667
304996391,304996393,residential,129.44,20,6.472
304996393,304996391,residential,129.44,20,6.472
304996393,299515064,secondary,43.306,40,1.08265
304996393,299513866,secondary,163.944,40,4.0986
304996529,299513888,residential,213.974,20,10.6987
304996529,299513636,residential,383.722,20,19.1861
304996529,299773150,residential,323.535,20,16.17675
304996730,304997064,residential,92.439,20,4.62195
304996730,2346730305,residential,38.898,20,1.9449
304996730,304996855,residential,87.845,20,4.39225
304996731,304996965,residential,24.892,20,1.2446
304996731,304996769,residential,33.441,20,1.67205
304996732,304996769,secondary,31.845,40,0.796125
304996732,304996731,residential,34.736,20,1.7368
304996732,299774676,secondary,70.821,40,1.770525
304996769,299775271,secondary,6.483,40,0.162075
304996769,304996732,secondary,31.845,40,0.796125
304996855,1088122217,residential,12.332,20,0.6166
304996855,304996730,residential,87.845,20,4.39225
304996855,1088122104,residential,25.403,20,1.27015
304996965,304996731,residential,24.892,20,1.2446
304996965,1088122217,residential,82.171,20,4.10855
304996965,798128946,residential,127.723,20,6.38615
304997064,304996730,residential,92.439,20,4.62195
304997064,304997064,residential,134.224,20,6.7112
304997064,304997064,residential,134.224,20,6.7112
304997199,304997292,residential,36.321,20,1.81605
304997292,304997199,residential,36.321,20,1.81605
304997292,300349041,residential,116.299,20,5.81495
304997292,304997346,residential,185.433,20,9.27165
304997302,304997346,residential,166.597,20,8.32985
304997302,300361991,tertiary,126.735,30,4.2245
304997302,300361298,tertiary,38.911,30,1.297033333
304997344,304997346,residential,85.795,20,4.28975
304997346,304997302,residential,166.597,20,8.32985
304997346,304997292,residential,185.433,20,9.27165
304997346,304997344,residential,85.795,20,4.28975
304997414,304997419,residential,204.589,20,10.22945
304997419,300361298,residential,55.008,20,2.7504
304997419,300361297,residential,90.623,20,4.53115
304997419,304997414,residential,204.589,20,10.22945
304997609,304997658,residential,61.638,20,3.0819
304997610,304997658,residential,30.814,20,1.5407
304997657,304997658,residential,92.068,20,4.6034
304997657,246514465,tertiary,585.833,30,19.52776667
304997657,300361991,tertiary,62.278,30,2.075933333
304997658,304997610,residential,30.814,20,1.5407
304997658,304997609,residential,61.638,20,3.0819
304997658,304997657,residential,92.068,20,4.6034
304998305,304998908,residential,45.086,20,2.2543
304998305,308096462,residential,40.178,20,2.0089
304998756,1133599643,residential,38.472,20,1.9236
304998756,304999561,residential,23.425,20,1.17125
304998762,304999010,residential,34.209,20,1.71045
304998762,304998908,residential,37.992,20,1.8996
304998907,304998908,residential,120.038,20,6.0019
304998908,304998305,residential,45.086,20,2.2543
304998908,304999010,residential,46.867,20,2.34335
304998908,304998907,residential,120.038,20,6.0019
304998913,304998965,residential,36.718,20,1.8359
304998913,304998916,residential,37.429,20,1.87145
304998916,304999850,residential,199.839,20,9.99195
304998916,304998965,residential,42.839,20,2.14195
304998965,304998756,residential,73.834,20,3.6917
304999010,304998913,residential,266.151,20,13.30755
304999561,304998762,residential,133.145,20,6.65725
304999850,304998916,residential,199.839,20,9.99195
304999850,304999992,residential,448.134,20,22.4067
304999850,304999852,residential,118.151,20,5.90755
304999852,305000007,residential,123.257,20,6.16285
304999852,304999850,residential,118.151,20,5.90755
304999852,304999992,residential,196.784,20,9.8392
304999853,305000007,residential,28.446,20,1.4223
304999992,305000007,residential,73.127,20,3.65635
304999992,304999852,residential,196.784,20,9.8392
304999992,304999850,residential,448.134,20,22.4067
305000007,304999852,residential,123.257,20,6.16285
305000007,304999992,residential,73.127,20,3.65635
305000007,304999853,residential,28.446,20,1.4223
305000682,3443690723,residential,69.381,20,3.46905
305000682,4912336949,residential,67.972,20,3.3986
305000714,305000842,residential,312.142,20,15.6071
305000714,2192443959,residential,177.945,20,8.89725
305000714,1434554938,residential,242.74,20,12.137
305000841,305000842,residential,175.651,20,8.78255
305000841,305000911,residential,184.487,20,9.22435
305000842,2075551013,residential,412.077,20,20.60385
305000842,305000714,residential,312.142,20,15.6071
305000871,1363472208,tertiary,110.054,30,3.668466667
305000871,305000841,residential,356.211,20,17.81055
305000871,305001018,tertiary,50.243,30,1.674766667
305000911,305000841,residential,184.487,20,9.22435
305001018,1363472208,residential,161.934,20,8.0967
305001018,305000871,tertiary,50.243,30,1.674766667
305001018,300367160,tertiary,1355.178,30,45.1726
305001099,300370176,tertiary,795.793,30,26.52643333
305001099,307549768,tertiary,589.073,30,19.63576667
305001099,3443690712,tertiary,98.314,30,3.277133333
305001126,305001130,residential,135.359,20,6.76795
305001126,305001128,residential,179.487,20,8.97435
305001126,2075550992,residential,101.333,20,5.06665
305001128,305001130,tertiary,71.212,30,2.373733333
305001128,305001126,residential,179.487,20,8.97435
305001128,3443690712,tertiary,241.936,30,8.064533333
305001130,305001126,residential,135.359,20,6.76795
305001130,305001128,tertiary,71.212,30,2.373733333
305001130,1363472208,tertiary,231.979,30,7.732633333
305085676,304452310,residential,17.834,20,0.8917
305085676,252940228,primary,148.841,50,2.97682
305085677,305085676,residential,34.925,20,1.74625
305085677,1236041444,residential,97.193,20,4.85965
305085677,304463088,residential,148.903,20,7.44515
305085678,305085679,residential,45.767,20,2.28835
305085678,305085691,residential,48.907,20,2.44535
305085678,305085689,residential,62.001,20,3.10005
305085679,305085678,residential,45.767,20,2.28835
305085679,1236041293,residential,100.62,20,5.031
305085679,454368506,residential,74.463,20,3.72315
305085689,1236041444,residential,91.393,20,4.56965
305085689,305085678,residential,62.001,20,3.10005
305085691,305085678,residential,48.907,20,2.44535
305085691,304463974,residential,99.756,20,4.9878
305085691,305085689,residential,112.961,20,5.64805
305085796,305085691,residential,106.619,20,5.33095
305085837,262123312,tertiary,148.889,30,4.962966667
305085837,1235831240,tertiary,94.29,30,3.143
305085928,305087479,tertiary,19.473,30,0.6491
305085928,1934492843,tertiary,209.413,30,6.980433333
305085928,9054692366,residential,103.45,20,5.1725
305085964,305087947,tertiary,215.552,30,7.185066667
305085964,305088364,tertiary,126.01,30,4.200333333
305085964,305088263,tertiary,299.203,30,9.973433333
305085964,305087449,tertiary,258.443,30,8.614766667
305085970,305085972,tertiary,44.903,30,1.496766667
305085970,305088753,tertiary,85.076,30,2.835866667
305085972,305086290,tertiary,49.674,30,1.6558
305085972,395229033,tertiary,25.55,30,0.851666667
305086290,305090874,tertiary,72.649,30,2.421633333
305086290,395229033,secondary,44.539,40,1.113475
305086290,305094899,secondary,79.307,40,1.982675
305086298,305085970,tertiary,40.383,30,1.3461
305086298,305085972,tertiary,35.489,30,1.182966667
305086366,305086712,"['residential', 'unclassified']",449.836,20,22.4918
305086366,1934492843,tertiary,340.15,30,11.33833333
305086366,286415316,tertiary,353.57,30,11.78566667
305086449,304463976,residential,23.052,20,1.1526
305086449,401948344,residential,98.017,20,4.90085
305086449,305086580,residential,68.434,20,3.4217
305086488,305086496,residential,285.975,20,14.29875
305086488,2174082787,residential,102.191,20,5.10955
305086496,305086488,residential,285.975,20,14.29875
305086496,253708553,tertiary,75.604,30,2.520133333
305086553,305086488,residential,215.769,20,10.78845
305086553,391287246,primary,88.794,50,1.77588
305086577,305086580,residential,20.575,20,1.02875
305086577,304463976,residential,49.235,20,2.46175
305086580,305086577,residential,20.575,20,1.02875
305086580,2174082786,residential,110.636,20,5.5318
305086580,561204907,unclassified,87.37,20,4.3685
305086712,305086366,"['residential', 'unclassified']",449.836,20,22.4918
305086712,1236041339,residential,22.979,20,1.14895
305086712,305087097,residential,124.234,20,6.2117
305086802,401949159,residential,69.014,20,3.4507
305086802,5769076527,residential,63.104,20,3.1552
305086803,9054692366,residential,9.45,20,0.4725
305086803,9054692367,residential,9.408,20,0.4704
305086803,305087265,residential,44.097,20,2.20485
305087070,305087097,residential,22.908,20,1.1454
305087070,1236041339,residential,124.424,20,6.2212
305087097,305087070,residential,22.908,20,1.1454
305087097,305087160,residential,39.795,20,1.98975
305087097,5769076524,residential,217.222,20,10.8611
305087160,305087097,residential,39.795,20,1.98975
305087265,305086803,residential,44.097,20,2.20485
305087265,305087413,residential,107.073,20,5.35365
305087413,305087265,residential,96.163,20,4.80815
305087413,401970739,residential,57.454,20,2.8727
305087434,1824805867,residential,9.846,20,0.4923
305087434,401970739,residential,148.024,20,7.4012
305087434,1824805872,tertiary,52.213,30,1.740433333
305087434,550110631,tertiary,126.052,30,4.201733333
305087435,305087449,tertiary,112.989,30,3.7663
305087435,304463973,tertiary,258.695,30,8.623166667
305087449,305085964,tertiary,258.443,30,8.614766667
305087449,262123312,tertiary,146.103,30,4.8701
305087449,305087435,tertiary,112.989,30,3.7663
305087479,1235831240,tertiary,24.993,30,0.8331
305087479,305085928,tertiary,19.473,30,0.6491
305087479,1235831235,residential,32.222,20,1.6111
305087527,1235831232,residential,83.042,20,4.1521
305087527,305087949,residential,38.293,20,1.91465
305087530,1235826666,residential,9.344,20,0.4672
305087530,1235826702,residential,46.421,20,2.32105
305087530,305087947,residential,358.893,20,17.94465
305087576,1235826666,residential,10.69,20,0.5345
305087576,305087978,residential,450.445,20,22.52225
305087947,305088220,tertiary,85.392,30,2.8464
305087947,305085964,tertiary,215.552,30,7.185066667
305087947,305087530,residential,358.893,20,17.94465
305087949,305087978,residential,215.534,20,10.7767
305087949,305087979,residential,102.807,20,5.14035
305087949,305087527,residential,38.293,20,1.91465
305087978,305087979,residential,113.62,20,5.681
305087978,305087576,residential,450.445,20,22.52225
305087979,1235826731,residential,66.762,20,3.3381
305087979,1235826689,residential,67.717,20,3.38585
305087979,305087949,residential,102.807,20,5.14035
305088128,305094899,secondary,181.656,40,4.5414
305088128,286413992,secondary,89.61,40,2.24025
305088128,305088220,tertiary,253.496,30,8.449866667
305088220,305088263,residential,197.705,20,9.88525
305088220,305088128,tertiary,253.496,30,8.449866667
305088220,305087947,tertiary,85.392,30,2.8464
305088263,305088220,residential,197.705,20,9.88525
305088263,305088320,residential,79.376,20,3.9688
