Metric,Mean,StdDev
Rel_DLR,0.0637827858655443,0.00234092730811271
Viol_DLR,0.428666666666667,0.00618600571181978
Rel_DLR2,0.00305539474685042,0.000425991987615732
Viol_DLR2,0.420083333333333,0.00826690187837421
Rel_CRL,0.0328443991654612,0.00174689979489651
