Metric,Mean,StdDev
Rel_DLR,634.173726780688,616.839657225039
Viol_DLR,0.668333333333333,0.0519698630618426
Rel_DLR2,55080.3650277575,134736.37955708
Viol_DLR2,0.527708333333333,0.0839862215882264
Rel_CRL,1.28229636781546,0.399376191691162
