Grid Index,NW Lat,NW Lon,NE Lat,NE Lon,SW Lat,SW Lon,SE Lat,SE Lon
31,51.6855928,-0.254259558,51.6855928,-0.246015376,51.681661019,-0.254259558,51.681661019,-0.246015376
32,51.6855928,-0.246015376,51.6855928,-0.23777119400000002,51.681661019,-0.246015376,51.681661019,-0.23777119400000002
33,51.6855928,-0.23777119400000002,51.6855928,-0.22952701200000003,51.681661019,-0.23777119400000002,51.681661019,-0.22952701200000003
34,51.6855928,-0.22952701200000003,51.6855928,-0.22128283000000004,51.681661019,-0.22952701200000003,51.681661019,-0.22128283000000004
35,51.6855928,-0.22128282999999999,51.6855928,-0.213038648,51.681661019,-0.22128282999999999,51.681661019,-0.213038648
36,51.6855928,-0.213038648,51.6855928,-0.204794466,51.681661019,-0.213038648,51.681661019,-0.204794466
37,51.6855928,-0.204794466,51.6855928,-0.19655028400000002,51.681661019,-0.204794466,51.681661019,-0.19655028400000002
38,51.6855928,-0.19655028400000002,51.6855928,-0.18830610200000003,51.681661019,-0.19655028400000002,51.681661019,-0.18830610200000003
39,51.6855928,-0.18830610200000003,51.6855928,-0.18006192000000004,51.681661019,-0.18830610200000003,51.681661019,-0.18006192000000004
40,51.6855928,-0.18006192,51.6855928,-0.171817738,51.681661019,-0.18006192,51.681661019,-0.171817738
41,51.6855928,-0.171817738,51.6855928,-0.163573556,51.681661019,-0.171817738,51.681661019,-0.163573556
42,51.6855928,-0.163573556,51.6855928,-0.15532937400000002,51.681661019,-0.163573556,51.681661019,-0.15532937400000002
43,51.6855928,-0.15532937400000002,51.6855928,-0.14708519200000003,51.681661019,-0.15532937400000002,51.681661019,-0.14708519200000003
44,51.6855928,-0.14708519200000003,51.6855928,-0.13884101000000004,51.681661019,-0.14708519200000003,51.681661019,-0.13884101000000004
45,51.6855928,-0.13884101000000004,51.6855928,-0.13059682800000005,51.681661019,-0.13884101000000004,51.681661019,-0.13059682800000005
46,51.6855928,-0.130596828,51.6855928,-0.122352646,51.681661019,-0.130596828,51.681661019,-0.122352646
47,51.6855928,-0.12235264600000001,51.6855928,-0.114108464,51.681661019,-0.12235264600000001,51.681661019,-0.114108464
