osmid,y,x,street_count,highway,ref,geometry,lat_index,lon_index,grid_index
78112,51.526976,-0.1457924,3,,,POINT (-0.1457924 51.526976),59,44,5944
99936,51.5236106,-0.1527906,3,,,POINT (-0.1527906 51.5236106),58,43,5843
99937,51.5230177,-0.1520235,3,,,POINT (-0.1520235 51.5230177),58,43,5843
101818,51.5351816,-0.148105,3,,,POINT (-0.148105 51.5351816),61,43,6143
101831,51.5356116,-0.1470438,3,,,POINT (-0.1470438 51.5356116),61,44,6144
101839,51.5375137,-0.1526548,3,,,POINT (-0.1526548 51.5375137),62,43,6243
101842,51.5340503,-0.1626658,3,,,POINT (-0.1626658 51.5340503),61,42,6142
101843,51.5349324,-0.1636885,4,,,POINT (-0.1636885 51.5349324),61,41,6141
101851,51.5344972,-0.1644641,3,,,POINT (-0.1644641 51.5344972),61,41,6141
101852,51.533708,-0.1654554,3,,,POINT (-0.1654554 51.533708),61,41,6141
101870,51.5296297,-0.1673203,4,,,POINT (-0.1673203 51.5296297),60,41,6041
101872,51.529917,-0.1678226,3,,,POINT (-0.1678226 51.529917),60,41,6041
101873,51.5303082,-0.167901,3,,,POINT (-0.167901 51.5303082),60,41,6041
101877,51.5287502,-0.1636521,3,,,POINT (-0.1636521 51.5287502),60,41,6041
101884,51.5301065,-0.1688865,4,,,POINT (-0.1688865 51.5301065),60,41,6041
101885,51.5314812,-0.1707395,4,,,POINT (-0.1707395 51.5314812),60,41,6041
101892,51.5414124,-0.1754092,3,,,POINT (-0.1754092 51.5414124),63,40,6340
101899,51.5457254,-0.1782311,3,,,POINT (-0.1782311 51.5457254),64,40,6440
101900,51.546361,-0.1789735,3,,,POINT (-0.1789735 51.546361),64,40,6440
101906,51.5509143,-0.1838402,3,,,POINT (-0.1838402 51.5509143),65,39,6539
101918,51.5595212,-0.1969962,4,,,POINT (-0.1969962 51.5595212),67,37,6737
101920,51.5611929,-0.1971281,3,,,POINT (-0.1971281 51.5611929),68,37,6837
101922,51.5629312,-0.1972244,4,,,POINT (-0.1972244 51.5629312),68,37,6837
101929,51.5711384,-0.195343,3,,,POINT (-0.195343 51.5711384),70,38,7038
101932,51.5715051,-0.1939078,3,,,POINT (-0.1939078 51.5715051),70,38,7038
101954,51.5595316,-0.1784571,3,,,POINT (-0.1784571 51.5595316),67,40,6740
101956,51.5587254,-0.1785815,3,,,POINT (-0.1785815 51.5587254),67,40,6740
101959,51.5578291,-0.1785221,3,,,POINT (-0.1785221 51.5578291),67,40,6740
101966,51.5556328,-0.1761867,3,,,POINT (-0.1761867 51.5556328),66,40,6640
101968,51.5545074,-0.1719546,4,,,POINT (-0.1719546 51.5545074),66,40,6640
101969,51.5531712,-0.1690978,3,,,POINT (-0.1690978 51.5531712),66,41,6641
101977,51.545681,-0.1558591,3,,,POINT (-0.1558591 51.545681),64,42,6442
101982,51.5228787,-0.1462595,3,,,POINT (-0.1462595 51.5228787),58,44,5844
101986,51.5222839,-0.144392,4,,,POINT (-0.144392 51.5222839),58,44,5844
101990,51.5205731,-0.1477006,4,,,POINT (-0.1477006 51.5205731),58,43,5843
101991,51.5216534,-0.1481922,4,,,POINT (-0.1481922 51.5216534),58,43,5843
101992,51.5213948,-0.1496954,4,,,POINT (-0.1496954 51.5213948),58,43,5843
101993,51.5203158,-0.1492251,4,,,POINT (-0.1492251 51.5203158),57,43,5743
101995,51.5199741,-0.1517856,3,,,POINT (-0.1517856 51.5199741),57,43,5743
101997,51.5190928,-0.1486525,4,,,POINT (-0.1486525 51.5190928),57,43,5743
101998,51.5193478,-0.147143,4,,,POINT (-0.147143 51.5193478),57,43,5743
101999,51.5197389,-0.144899,4,,,POINT (-0.144899 51.5197389),57,44,5744
102000,51.5201085,-0.1427242,4,,,POINT (-0.1427242 51.5201085),57,44,5744
102003,51.5186021,-0.151614,3,,,POINT (-0.151614 51.5186021),57,43,5743
102005,51.5188997,-0.1421844,4,,,POINT (-0.1421844 51.5188997),57,44,5744
102010,51.5168086,-0.1521665,3,,,POINT (-0.1521665 51.5168086),57,43,5743
102018,51.5178495,-0.1528179,3,,,POINT (-0.1528179 51.5178495),57,43,5743
102020,51.5174352,-0.1554056,4,,,POINT (-0.1554056 51.5174352),57,42,5742
102025,51.5194493,-0.1563353,4,,,POINT (-0.1563353 51.5194493),57,42,5742
102030,51.5170808,-0.1575332,4,,,POINT (-0.1575332 51.5170808),57,42,5742
102031,51.5199153,-0.1588065,4,,,POINT (-0.1588065 51.5199153),57,42,5742
102032,51.5168309,-0.1590189,4,,,POINT (-0.1590189 51.5168309),57,42,5742
102035,51.515266,-0.1613315,4,,,POINT (-0.1613315 51.515266),56,42,5642
102036,51.5202521,-0.1605494,4,,,POINT (-0.1605494 51.5202521),57,42,5742
102037,51.5163695,-0.1617749,4,,,POINT (-0.1617749 51.5163695),56,42,5642
102041,51.5147811,-0.1580474,3,,,POINT (-0.1580474 51.5147811),56,42,5642
102043,51.5143055,-0.1669807,3,,,POINT (-0.1669807 51.5143055),56,41,5641
102046,51.5130711,-0.1619392,3,,,POINT (-0.1619392 51.5130711),56,42,5642
102047,51.5131635,-0.1607139,3,,,POINT (-0.1607139 51.5131635),56,42,5642
102052,51.5125951,-0.1588902,3,,,POINT (-0.1588902 51.5125951),56,42,5642
102053,51.5129786,-0.1581826,3,,,POINT (-0.1581826 51.5129786),56,42,5642
102054,51.5133776,-0.1587245,3,,,POINT (-0.1587245 51.5133776),56,42,5642
102057,51.5123747,-0.1607483,3,,,POINT (-0.1607483 51.5123747),55,42,5542
102058,51.514123,-0.1680884,3,,,POINT (-0.1680884 51.514123),56,41,5641
102059,51.5139413,-0.1680391,3,mini_roundabout,,POINT (-0.1680391 51.5139413),56,41,5641
102061,51.5135818,-0.1715503,4,mini_roundabout,,POINT (-0.1715503 51.5135818),56,41,5641
102062,51.5130476,-0.1724839,3,,,POINT (-0.1724839 51.5130476),56,40,5640
102069,51.5127763,-0.1753763,3,,,POINT (-0.1753763 51.5127763),56,40,5640
102070,51.5126575,-0.1757432,3,,,POINT (-0.1757432 51.5126575),56,40,5640
102071,51.5121056,-0.1759101,3,,,POINT (-0.1759101 51.5121056),55,40,5540
102073,51.5110187,-0.1797724,3,,,POINT (-0.1797724 51.5110187),55,40,5540
102083,51.5104893,-0.1836547,3,,,POINT (-0.1836547 51.5104893),55,39,5539
102084,51.5109862,-0.179995,3,,,POINT (-0.179995 51.5109862),55,40,5540
102085,51.5103004,-0.186934,4,,,POINT (-0.186934 51.5103004),55,39,5539
102089,51.5099488,-0.1915788,3,,,POINT (-0.1915788 51.5099488),55,38,5538
102090,51.5094804,-0.1941004,4,,,POINT (-0.1941004 51.5094804),55,38,5538
102091,51.5093149,-0.195199,3,,,POINT (-0.195199 51.5093149),55,38,5538
102093,51.5086227,-0.1938028,3,,,POINT (-0.1938028 51.5086227),54,38,5438
102094,51.507358,-0.1930964,3,,,POINT (-0.1930964 51.507358),54,38,5438
102098,51.5052033,-0.1928781,4,,,POINT (-0.1928781 51.5052033),54,38,5438
102100,51.502034,-0.1909217,5,,,POINT (-0.1909217 51.502034),53,38,5338
102101,51.5055114,-0.1984535,3,,,POINT (-0.1984535 51.5055114),54,37,5437
102102,51.5043176,-0.1975511,3,,,POINT (-0.1975511 51.5043176),53,37,5337
103928,51.5261069,-0.145759,3,,,POINT (-0.145759 51.5261069),59,44,5944
104302,51.5203679,-0.1303251,4,,,POINT (-0.1303251 51.5203679),57,46,5746
104309,51.5234828,-0.1149355,3,,,POINT (-0.1149355 51.5234828),58,47,5847
104310,51.5229862,-0.1145024,3,,,POINT (-0.1145024 51.5229862),58,47,5847
104312,51.5215137,-0.11332,4,,,POINT (-0.11332 51.5215137),58,48,5848
104315,51.5181757,-0.1113814,4,,,POINT (-0.1113814 51.5181757),57,48,5748
104329,51.5132557,-0.0328744,3,,,POINT (-0.0328744 51.5132557),56,57,5657
104341,51.5147239,-0.0301007,3,,,POINT (-0.0301007 51.5147239),56,58,5658
104343,51.5156375,-0.0289024,3,,,POINT (-0.0289024 51.5156375),56,58,5658
104396,51.4924207,-0.1216503,4,,,POINT (-0.1216503 51.4924207),50,47,5047
104397,51.4964175,-0.1508442,4,,,POINT (-0.1508442 51.4964175),51,43,5143
104399,51.4973663,-0.1522535,4,,,POINT (-0.1522535 51.4973663),52,43,5243
104401,51.4990783,-0.1986634,3,,,POINT (-0.1986634 51.4990783),52,37,5237
104402,51.4994549,-0.1974907,3,,,POINT (-0.1974907 51.4994549),52,37,5237
104403,51.5016448,-0.1994245,3,,,POINT (-0.1994245 51.5016448),53,37,5337
104404,51.5086688,-0.1998709,3,,,POINT (-0.1998709 51.5086688),55,37,5537
104405,51.5070251,-0.199145,3,,,POINT (-0.199145 51.5070251),54,37,5437
104406,51.5074722,-0.1971891,3,,,POINT (-0.1971891 51.5074722),54,37,5437
104407,51.5078467,-0.1973966,4,,,POINT (-0.1973966 51.5078467),54,37,5437
104408,51.5075696,-0.1986278,3,,,POINT (-0.1986278 51.5075696),54,37,5437
104409,51.5082094,-0.1989353,3,,,POINT (-0.1989353 51.5082094),54,37,5437
104412,51.5248542,-0.1656131,4,,,POINT (-0.1656131 51.5248542),59,41,5941
104414,51.5258922,-0.1616433,3,,,POINT (-0.1616433 51.5258922),59,42,5942
104416,51.5630416,-0.2044656,3,,,POINT (-0.2044656 51.5630416),68,37,6837
104417,51.5614911,-0.2034335,4,,,POINT (-0.2034335 51.5614911),68,37,6837
104439,51.605635,-0.241494,3,,,POINT (-0.241494 51.605635),79,32,7932
105122,51.4695523,-0.0282694,4,,,POINT (-0.0282694 51.4695523),45,58,4558
105123,51.4607512,-0.034422,3,traffic_signals,,POINT (-0.034422 51.4607512),42,57,4257
105125,51.463035,-0.035792,3,,,POINT (-0.035792 51.463035),43,57,4357
105127,51.4604699,-0.0341668,3,,,POINT (-0.0341668 51.4604699),42,57,4257
105128,51.4592776,-0.0338971,3,,,POINT (-0.0338971 51.4592776),42,57,4257
105511,51.5199952,-0.1434045,4,,,POINT (-0.1434045 51.5199952),57,44,5744
106201,51.5276777,-0.1443142,3,,,POINT (-0.1443142 51.5276777),59,44,5944
106203,51.5256574,-0.1442502,3,,,POINT (-0.1442502 51.5256574),59,44,5944
106211,51.5230101,-0.136632,4,,,POINT (-0.136632 51.5230101),58,45,5845
106213,51.525659,-0.1429581,4,,,POINT (-0.1429581 51.525659),59,44,5944
106734,51.5094746,-0.0604942,4,,,POINT (-0.0604942 51.5094746),55,54,5554
106735,51.5209607,-0.0561812,3,,,POINT (-0.0561812 51.5209607),58,55,5855
106747,51.5136629,-0.033399,3,,,POINT (-0.033399 51.5136629),56,57,5657
106750,51.5140998,-0.0369096,3,,,POINT (-0.0369096 51.5140998),56,57,5657
106751,51.5142691,-0.0379898,3,,,POINT (-0.0379898 51.5142691),56,57,5657
106752,51.5144617,-0.0388792,3,,,POINT (-0.0388792 51.5144617),56,57,5657
106757,51.5160326,-0.0455148,3,,,POINT (-0.0455148 51.5160326),56,56,5656
106758,51.5167415,-0.0455714,3,,,POINT (-0.0455714 51.5167415),57,56,5756
106761,51.5167765,-0.0426223,3,mini_roundabout,,POINT (-0.0426223 51.5167765),57,56,5756
106764,51.5153672,-0.042129,1,,,POINT (-0.042129 51.5153672),56,56,5656
106767,51.5148166,-0.0413637,3,,,POINT (-0.0413637 51.5148166),56,56,5656
106768,51.5147813,-0.0404363,4,mini_roundabout,,POINT (-0.0404363 51.5147813),56,56,5656
106771,51.5179518,-0.0403127,3,,,POINT (-0.0403127 51.5179518),57,56,5756
106774,51.5182978,-0.0431161,3,,,POINT (-0.0431161 51.5182978),57,56,5756
106776,51.518687,-0.0460725,3,,,POINT (-0.0460725 51.518687),57,56,5756
106778,51.5158414,-0.0475474,4,,,POINT (-0.0475474 51.5158414),56,56,5656
106782,51.5162796,-0.0552618,4,,,POINT (-0.0552618 51.5162796),56,55,5655
106783,51.516299,-0.0571517,3,,,POINT (-0.0571517 51.516299),56,54,5654
106784,51.5160737,-0.057168,3,,,POINT (-0.057168 51.5160737),56,54,5654
106785,51.5168964,-0.0572145,4,,,POINT (-0.0572145 51.5168964),57,54,5754
106793,51.5192642,-0.0500307,3,,,POINT (-0.0500307 51.5192642),57,55,5755
106794,51.5193448,-0.0511704,3,,,POINT (-0.0511704 51.5193448),57,55,5755
106795,51.5194478,-0.0529175,3,,,POINT (-0.0529175 51.5194478),57,55,5755
106797,51.5193052,-0.0558957,3,,,POINT (-0.0558957 51.5193052),57,55,5755
106798,51.5199174,-0.0562907,4,,,POINT (-0.0562907 51.5199174),57,55,5755
106801,51.5210667,-0.0500496,3,,,POINT (-0.0500496 51.5210667),58,55,5855
106805,51.516859,-0.0551947,4,,,POINT (-0.0551947 51.516859),57,55,5755
106807,51.5215194,-0.0594425,3,,,POINT (-0.0594425 51.5215194),58,54,5854
106817,51.5264619,-0.0646221,4,,,POINT (-0.0646221 51.5264619),59,54,5954
106818,51.526905,-0.0605642,3,,,POINT (-0.0605642 51.526905),59,54,5954
106824,51.5279498,-0.067098,4,,,POINT (-0.067098 51.5279498),59,53,5953
106825,51.5282778,-0.0653679,3,,,POINT (-0.0653679 51.5282778),59,53,5953
106831,51.5281599,-0.0744799,3,,,POINT (-0.0744799 51.5281599),59,52,5952
106834,51.5259282,-0.0738455,3,,,POINT (-0.0738455 51.5259282),59,52,5952
106839,51.5271833,-0.0780493,4,,,POINT (-0.0780493 51.5271833),59,52,5952
106840,51.5283703,-0.0756893,4,,,POINT (-0.0756893 51.5283703),60,52,6052
106841,51.528765,-0.0778563,3,,,POINT (-0.0778563 51.528765),60,52,6052
106842,51.5172762,-0.0624609,4,,,POINT (-0.0624609 51.5172762),57,54,5754
106844,51.5169301,-0.0666857,3,,,POINT (-0.0666857 51.5169301),57,53,5753
106848,51.5202098,-0.0744728,4,,,POINT (-0.0744728 51.5202098),57,52,5752
106855,51.5237216,-0.0792802,4,,,POINT (-0.0792802 51.5237216),58,52,5852
106860,51.5279657,-0.0779717,3,,,POINT (-0.0779717 51.5279657),59,52,5952
106861,51.5279819,-0.0801201,3,,,POINT (-0.0801201 51.5279819),59,52,5952
106863,51.5286281,-0.0835907,3,,,POINT (-0.0835907 51.5286281),60,51,6051
106867,51.5296624,-0.0800929,3,,,POINT (-0.0800929 51.5296624),60,52,6052
106868,51.5308505,-0.0801919,3,,,POINT (-0.0801919 51.5308505),60,52,6052
106869,51.5327215,-0.0801263,3,,,POINT (-0.0801263 51.5327215),61,52,6152
106874,51.5328591,-0.0872875,3,,,POINT (-0.0872875 51.5328591),61,51,6151
106876,51.5316888,-0.0865601,3,,,POINT (-0.0865601 51.5316888),60,51,6051
106877,51.5312159,-0.0862938,4,,,POINT (-0.0862938 51.5312159),60,51,6051
106881,51.5274486,-0.088807,3,,,POINT (-0.088807 51.5274486),59,51,5951
106891,51.5343006,-0.0911726,3,,,POINT (-0.0911726 51.5343006),61,50,6150
106894,51.52078,-0.0497743,3,,,POINT (-0.0497743 51.52078),58,55,5855
106897,51.5243293,-0.0483974,3,,,POINT (-0.0483974 51.5243293),58,55,5855
106914,51.5160615,-0.0316504,3,,,POINT (-0.0316504 51.5160615),56,58,5658
106916,51.517326,-0.0314852,3,,,POINT (-0.0314852 51.517326),57,58,5758
106928,51.5105998,-0.0422223,4,,,POINT (-0.0422223 51.5105998),55,56,5556
106933,51.5092929,-0.0349762,3,,,POINT (-0.0349762 51.5092929),55,57,5557
106935,51.5115235,-0.0442755,4,,,POINT (-0.0442755 51.5115235),55,56,5556
106940,51.5115598,-0.0436059,3,,,POINT (-0.0436059 51.5115598),55,56,5556
106943,51.5089092,-0.0335219,3,,,POINT (-0.0335219 51.5089092),55,57,5557
106950,51.5181289,-0.0385488,3,,,POINT (-0.0385488 51.5181289),57,57,5757
106951,51.5165288,-0.0385927,3,,,POINT (-0.0385927 51.5165288),57,57,5757
106952,51.5164868,-0.0377291,3,,,POINT (-0.0377291 51.5164868),56,57,5657
106954,51.5153975,-0.0387039,3,,,POINT (-0.0387039 51.5153975),56,57,5657
106959,51.512724,-0.0288874,1,,,POINT (-0.0288874 51.512724),56,58,5658
106961,51.5147814,-0.0435967,3,,,POINT (-0.0435967 51.5147814),56,56,5656
106969,51.5110419,-0.0609999,4,,,POINT (-0.0609999 51.5110419),55,54,5554
106973,51.5107125,-0.0693965,3,,,POINT (-0.0693965 51.5107125),55,53,5553
106974,51.5111129,-0.0641037,3,,,POINT (-0.0641037 51.5111129),55,54,5554
106976,51.5147608,-0.0619093,4,,,POINT (-0.0619093 51.5147608),56,54,5654
106988,51.5279392,-0.051154,3,,,POINT (-0.051154 51.5279392),59,55,5955
106993,51.5374353,-0.0522379,3,,,POINT (-0.0522379 51.5374353),62,55,6255
107001,51.5382716,-0.0613971,3,,,POINT (-0.0613971 51.5382716),62,54,6254
107002,51.5384329,-0.0619103,3,mini_roundabout,,POINT (-0.0619103 51.5384329),62,54,6254
107003,51.5396035,-0.0626668,3,,,POINT (-0.0626668 51.5396035),62,54,6254
107009,51.5394347,-0.0674854,3,,,POINT (-0.0674854 51.5394347),62,53,6253
107010,51.5393831,-0.0701937,4,,,POINT (-0.0701937 51.5393831),62,53,6253
107012,51.5274744,-0.0555102,3,,,POINT (-0.0555102 51.5274744),59,55,5955
107014,51.5401613,-0.0577524,4,,,POINT (-0.0577524 51.5401613),63,54,6354
107016,51.5403238,-0.0631512,3,,,POINT (-0.0631512 51.5403238),63,54,6354
107021,51.5388245,-0.0734932,3,,,POINT (-0.0734932 51.5388245),62,52,6252
107030,51.5430883,-0.0911938,3,,,POINT (-0.0911938 51.5430883),63,50,6350
107031,51.5435783,-0.0904968,3,,,POINT (-0.0904968 51.5435783),63,50,6350
107032,51.5443608,-0.0919334,3,,,POINT (-0.0919334 51.5443608),64,50,6450
107037,51.5364472,-0.0889878,3,,,POINT (-0.0889878 51.5364472),62,51,6251
107039,51.5417739,-0.0848722,3,mini_roundabout,,POINT (-0.0848722 51.5417739),63,51,6351
107043,51.5406232,-0.0958341,4,,,POINT (-0.0958341 51.5406232),63,50,6350
107044,51.5396595,-0.0974229,3,,,POINT (-0.0974229 51.5396595),62,50,6250
107048,51.5387187,-0.092663,3,,,POINT (-0.092663 51.5387187),62,50,6250
107053,51.536218,-0.0966141,3,,,POINT (-0.0966141 51.536218),62,50,6250
107056,51.5368179,-0.0956482,3,,,POINT (-0.0956482 51.5368179),62,50,6250
107059,51.5370075,-0.0932125,4,,,POINT (-0.0932125 51.5370075),62,50,6250
107060,51.5363798,-0.0925224,4,,,POINT (-0.0925224 51.5363798),62,50,6250
107070,51.5369563,-0.0988515,3,,,POINT (-0.0988515 51.5369563),62,49,6249
107073,51.5389754,-0.0985221,3,,,POINT (-0.0985221 51.5389754),62,49,6249
107081,51.5403528,-0.1092944,3,,,POINT (-0.1092944 51.5403528),63,48,6348
107087,51.5395127,-0.1024369,3,,,POINT (-0.1024369 51.5395127),62,49,6249
107089,51.5377432,-0.102716,3,,,POINT (-0.102716 51.5377432),62,49,6249
107090,51.5371513,-0.1007659,3,,,POINT (-0.1007659 51.5371513),62,49,6249
107093,51.5371576,-0.1082094,3,,,POINT (-0.1082094 51.5371576),62,48,6248
107094,51.5374134,-0.1098294,3,,,POINT (-0.1098294 51.5374134),62,48,6248
107099,51.5376073,-0.1081608,3,,,POINT (-0.1081608 51.5376073),62,48,6248
107100,51.5386658,-0.1103506,3,,,POINT (-0.1103506 51.5386658),62,48,6248
107101,51.5387017,-0.1126997,3,,,POINT (-0.1126997 51.5387017),62,48,6248
107103,51.5386973,-0.1136866,4,mini_roundabout,,POINT (-0.1136866 51.5386973),62,48,6248
107106,51.5363583,-0.1019412,3,,,POINT (-0.1019412 51.5363583),62,49,6249
107107,51.5353501,-0.0999517,3,,,POINT (-0.0999517 51.5353501),61,49,6149
107108,51.5347444,-0.0986673,4,mini_roundabout,,POINT (-0.0986673 51.5347444),61,49,6149
107116,51.5181214,-0.0262533,3,,,POINT (-0.0262533 51.5181214),57,58,5758
107118,51.5197774,-0.0206652,3,,,POINT (-0.0206652 51.5197774),57,59,5759
107119,51.5202885,-0.0198616,3,,,POINT (-0.0198616 51.5202885),57,59,5759
107133,51.5212175,-0.0297564,3,,,POINT (-0.0297564 51.5212175),58,58,5858
107142,51.5275853,-0.0230631,3,,,POINT (-0.0230631 51.5275853),59,59,5959
107160,51.5236552,-0.0307066,3,,,POINT (-0.0307066 51.5236552),58,58,5858
107162,51.5218207,-0.0299265,3,,,POINT (-0.0299265 51.5218207),58,58,5858
107163,51.5146726,-0.028397,3,,,POINT (-0.028397 51.5146726),56,58,5658
107164,51.5149458,-0.0285456,3,,,POINT (-0.0285456 51.5149458),56,58,5658
107166,51.5116756,-0.0314929,3,,,POINT (-0.0314929 51.5116756),55,58,5558
107167,51.5103192,-0.0304476,3,,,POINT (-0.0304476 51.5103192),55,58,5558
107200,51.5122468,-0.0390288,3,,,POINT (-0.0390288 51.5122468),55,57,5557
107219,51.5106426,-0.0392586,3,,,POINT (-0.0392586 51.5106426),55,57,5557
107223,51.5110199,-0.0225081,3,,,POINT (-0.0225081 51.5110199),55,59,5559
107226,51.5080267,-0.0273164,3,,,POINT (-0.0273164 51.5080267),54,58,5458
107228,51.5060814,-0.026858,3,,,POINT (-0.026858 51.5060814),54,58,5458
107292,51.5522499,0.0019361,3,,,POINT (0.0019361 51.5522499),66,62,6662
107316,51.5188864,-0.1369442,3,,,POINT (-0.1369442 51.5188864),57,45,5745
107317,51.5195828,-0.1377166,3,,,POINT (-0.1377166 51.5195828),57,45,5745
107318,51.5200969,-0.136436,4,,,POINT (-0.136436 51.5200969),57,45,5745
107319,51.5193831,-0.1356907,4,,,POINT (-0.1356907 51.5193831),57,45,5745
107320,51.5201208,-0.1338074,3,,,POINT (-0.1338074 51.5201208),57,45,5745
107322,51.5162463,-0.1328665,4,,,POINT (-0.1328665 51.5162463),56,45,5645
107324,51.5156469,-0.1324402,3,,,POINT (-0.1324402 51.5156469),56,45,5645
107326,51.5151371,-0.1327658,3,,,POINT (-0.1327658 51.5151371),56,45,5645
107328,51.5148204,-0.1323095,3,,,POINT (-0.1323095 51.5148204),56,45,5645
107333,51.5153055,-0.141966,4,crossing,,POINT (-0.141966 51.5153055),56,44,5644
107339,51.51786,-0.1402674,3,,,POINT (-0.1402674 51.51786),57,44,5744
107341,51.5191467,-0.1393744,3,,,POINT (-0.1393744 51.5191467),57,44,5744
107343,51.5182768,-0.1419003,4,,,POINT (-0.1419003 51.5182768),57,44,5744
107345,51.5179523,-0.1417567,3,,,POINT (-0.1417567 51.5179523),57,44,5744
107348,51.5194748,-0.1398101,3,,,POINT (-0.1398101 51.5194748),57,44,5744
107349,51.5191389,-0.1408626,4,,,POINT (-0.1408626 51.5191389),57,44,5744
107351,51.5202242,-0.1384011,3,,,POINT (-0.1384011 51.5202242),57,45,5745
107352,51.5208299,-0.1391027,4,,,POINT (-0.1391027 51.5208299),58,44,5844
107356,51.534656,-0.0615757,3,,,POINT (-0.0615757 51.534656),61,54,6154
107358,51.5349669,-0.0630174,4,,,POINT (-0.0630174 51.5349669),61,54,6154
107359,51.5356517,-0.0623096,3,,,POINT (-0.0623096 51.5356517),61,54,6154
107361,51.532019,-0.0569054,3,,,POINT (-0.0569054 51.532019),60,54,6054
107362,51.5308503,-0.0564283,3,,,POINT (-0.0564283 51.5308503),60,54,6054
107363,51.5293273,-0.0558594,3,,,POINT (-0.0558594 51.5293273),60,55,6055
107370,51.532057,-0.0408813,3,,,POINT (-0.0408813 51.532057),60,56,6056
107374,51.525052,-0.0349149,5,,,POINT (-0.0349149 51.525052),59,57,5957
107375,51.5245129,-0.0346007,3,,,POINT (-0.0346007 51.5245129),59,57,5957
107376,51.5298796,-0.0393194,3,,,POINT (-0.0393194 51.5298796),60,57,6057
107384,51.5441542,-0.0447843,4,,,POINT (-0.0447843 51.5441542),64,56,6456
107386,51.5473205,-0.0478181,3,,,POINT (-0.0478181 51.5473205),64,56,6456
107389,51.5431224,-0.0553054,3,,,POINT (-0.0553054 51.5431224),63,55,6355
107390,51.5447399,-0.0553256,3,,,POINT (-0.0553256 51.5447399),64,55,6455
107393,51.5480505,-0.0476751,3,,,POINT (-0.0476751 51.5480505),65,56,6556
107395,51.5481029,-0.044897,3,,,POINT (-0.044897 51.5481029),65,56,6556
107397,51.5486489,-0.0420798,3,,,POINT (-0.0420798 51.5486489),65,56,6556
107403,51.5544503,-0.0452523,3,,,POINT (-0.0452523 51.5544503),66,56,6656
107404,51.5550723,-0.045559,3,,,POINT (-0.045559 51.5550723),66,56,6656
107405,51.5557063,-0.045874,4,,,POINT (-0.045874 51.5557063),66,56,6656
107406,51.5569881,-0.0464601,3,,,POINT (-0.0464601 51.5569881),67,56,6756
107409,51.5607528,-0.0489466,3,,,POINT (-0.0489466 51.5607528),68,55,6855
107419,51.5459425,-0.0658632,4,,,POINT (-0.0658632 51.5459425),64,53,6453
107422,51.5465322,-0.0580159,3,,,POINT (-0.0580159 51.5465322),64,54,6454
107423,51.5456743,-0.0586162,3,,,POINT (-0.0586162 51.5456743),64,54,6454
107426,51.5440637,-0.0595154,4,,,POINT (-0.0595154 51.5440637),64,54,6454
107428,51.5446697,-0.0569027,3,,,POINT (-0.0569027 51.5446697),64,54,6454
107430,51.5248631,-0.0549308,3,,,POINT (-0.0549308 51.5248631),59,55,5955
107434,51.5115001,-0.0457938,3,,,POINT (-0.0457938 51.5115001),55,56,5556
107435,51.5113431,-0.0478846,3,,,POINT (-0.0478846 51.5113431),55,56,5556
107437,51.5110421,-0.0509608,3,,,POINT (-0.0509608 51.5110421),55,55,5555
107444,51.514354,-0.0557375,3,,,POINT (-0.0557375 51.514354),56,55,5655
107455,51.5132169,-0.061527,3,,,POINT (-0.061527 51.5132169),56,54,5654
107456,51.5128787,-0.0614419,3,,,POINT (-0.0614419 51.5128787),56,54,5654
107460,51.5095941,-0.0588637,3,,,POINT (-0.0588637 51.5095941),55,54,5554
107464,51.5052772,-0.0597703,4,,,POINT (-0.0597703 51.5052772),54,54,5454
107470,51.5041411,-0.0614162,3,,,POINT (-0.0614162 51.5041411),53,54,5354
107472,51.5046458,-0.0451628,3,,,POINT (-0.0451628 51.5046458),53,56,5356
107479,51.5100742,-0.0405291,3,,,POINT (-0.0405291 51.5100742),55,56,5556
107487,51.5109779,-0.0175417,4,,,POINT (-0.0175417 51.5109779),55,59,5559
107489,51.5112978,-0.0112387,3,,,POINT (-0.0112387 51.5112978),55,60,5560
107536,51.5103891,-0.0267437,3,,,POINT (-0.0267437 51.5103891),55,58,5558
107547,51.4958083,-0.0426227,3,,,POINT (-0.0426227 51.4958083),51,56,5156
107549,51.4938158,-0.0453797,4,,,POINT (-0.0453797 51.4938158),51,56,5156
107558,51.4996391,-0.0539221,3,,,POINT (-0.0539221 51.4996391),52,55,5255
107560,51.5013076,-0.0507762,4,,,POINT (-0.0507762 51.5013076),53,55,5355
107561,51.4981638,-0.0723292,3,,,POINT (-0.0723292 51.4981638),52,53,5253
107565,51.5007607,-0.078354,3,,,POINT (-0.078354 51.5007607),52,52,5252
107576,51.5101455,-0.0729022,3,,,POINT (-0.0729022 51.5101455),55,52,5552
107609,51.5148228,-0.0655422,4,,,POINT (-0.0655422 51.5148228),56,53,5653
107697,51.5127745,-0.1145202,4,,,POINT (-0.1145202 51.5127745),56,47,5647
107698,51.511288,-0.1136847,3,,,POINT (-0.1136847 51.511288),55,48,5548
107708,51.5129142,-0.1137605,3,,,POINT (-0.1137605 51.5129142),56,48,5648
107715,51.5105787,-0.1210689,4,,,POINT (-0.1210689 51.5105787),55,47,5547
107716,51.5110773,-0.1197175,3,,,POINT (-0.1197175 51.5110773),55,47,5547
